bin_left,bin_right,bin_center,count,density
-7.998951813149911,-7.4628349641781035,-7.730893388664008,2,0.004201047321254197
-7.4628349641781035,-6.926718115206295,-7.194776539692199,0,0.0
-6.926718115206295,-6.390601266234488,-6.658659690720391,1,0.0021005236606270986
-6.390601266234488,-5.854484417262681,-6.122542841748585,1,0.0021005236606270986
-5.854484417262681,-5.318367568290872,-5.5864259927767765,3,0.006301570981881286
-5.318367568290872,-4.782250719319065,-5.050309143804968,6,0.01260314196376259
-4.782250719319065,-4.246133870347258,-4.514192294833162,11,0.023105760266898086
-4.246133870347258,-3.7100170213754495,-3.9780754458613536,11,0.023105760266898045
-3.7100170213754495,-3.173900172403642,-3.441958596889546,21,0.04411099687316907
-3.173900172403642,-2.637783323431834,-2.905841747917738,28,0.058814662497558665
-2.637783323431834,-2.1016664744600266,-2.3697248989459303,37,0.07771937544320265
-2.1016664744600266,-1.5655496254882193,-1.833608049974123,68,0.14283560892264272
-1.5655496254882193,-1.029432776516411,-1.2974912010023152,74,0.15543875088640502
-1.029432776516411,-0.49331592754460374,-0.7613743520305074,97,0.20375079508082858
-0.49331592754460374,0.0428009214272036,-0.22525750305870007,111,0.23315812632960795
0.0428009214272036,0.5789177703990118,0.3108593459131077,93,0.19534870043831984
0.5789177703990118,1.11503461937082,0.8469761948849159,79,0.16594136918954053
1.11503461937082,1.6511514683426265,1.3830930438567233,63,0.13233299061950743
1.6511514683426265,2.1872683173144347,1.9192098928285306,57,0.11972984865574443
2.1872683173144347,2.723385166286243,2.455326741800339,40,0.0840209464250838
2.723385166286243,3.2595020152580494,2.991443590772146,25,0.052513091515677554
3.2595020152580494,3.7956188642298576,3.5275604397439535,16,0.03360837857003352
3.7956188642298576,4.331735713201666,4.063677288715762,15,0.03150785490940643
4.331735713201666,4.867852562173472,4.599794137687569,10,0.021005236606271023
4.867852562173472,5.4039694111452805,5.135910986659376,9,0.018904712945643855
5.4039694111452805,5.940086260117089,5.672027835631185,6,0.012603141963762571
5.940086260117089,6.476203109088897,6.208144684602993,0,0.0
6.476203109088897,7.012319958060703,6.7442615335748,1,0.002100523660627102
7.012319958060703,7.548436807032512,7.2803783825466075,0,0.0
7.548436807032512,8.084553656004317,7.816495231518415,0,0.0
8.084553656004317,8.620670504976125,8.352612080490221,2,0.00420104732125419
8.620670504976125,9.156787353947935,8.88872892946203,1,0.002100523660627088
