bin_left,bin_right,bin_center,count,density
-8.543396924893008,-6.488507815419497,-7.515952370156253,53,0.029045209500368933
-6.488507815419497,-4.433618705945985,-5.4610632606827405,277,0.1518023213509848
-4.433618705945985,-2.378729596472474,-3.4061741512092296,76,0.04164973437788752
-2.378729596472474,-0.3238404869989626,-1.3512850417357183,76,0.04164973437788752
-0.3238404869989626,1.7310486224745478,0.7036040677377926,71,0.038909620274079154
1.7310486224745478,3.78593773194806,2.758493177211304,94,0.05151414515159771
3.78593773194806,5.840826841421572,4.813382286684816,73,0.04000566591560247
5.840826841421572,7.895715950895083,6.8682713961583275,61,0.03342939206646237
7.895715950895083,9.950605060368593,8.923160505631838,39,0.021372890009705447
9.950605060368593,12.005494169842104,10.978049615105348,39,0.021372890009705447
12.005494169842104,14.060383279315618,13.03293872457886,17,0.009316387952948512
14.060383279315618,16.11527238878913,15.087827834052373,7,0.003836159745331744
16.11527238878913,18.17016149826264,17.142716943525883,5,0.0027401141038083912
