file_index,norm_T,norm_Td,norm_combined
271,6.462144562565965,9.323448126895876,11.34398507238171
272,23.38440138034548,26.08087935598894,35.02916636031685
273,22.82758137205856,81.75480375882354,84.88195573230924
274,23.179037392281334,73.26522780243378,76.8443971892245
275,18.490560993776946,71.38958074596569,73.74532585153679
276,12.079175665616512,4.0286353700894875,12.733278749244365
277,13.200250320466443,9.919463766202787,16.511885717021674
278,10.683435824862087,9.672361206306803,14.411466695975653
279,5.595451651107586,9.101841723942819,10.684222103063423
280,1.907014547989771,7.376421577804629,7.618943481857991
281,1.828192098474251,8.42952836237254,8.625499102137033
282,3.3327983392411435,7.696146402901422,8.386788075594914
283,21.04725797888594,107.82688644412178,109.86184282390002
284,8.141121396351519,32.144151321055176,33.15907600855346
285,18.592065825333094,26.90571161941143,32.704468034206734
286,6.036240167525213,32.4891682217536,33.04515466905018
287,16.105289149802545,20.531601390367538,26.094577870731875
288,18.43540938918462,31.307140053457623,36.33182265829293
289,24.819524753433846,19.646292435860712,31.654156369451286
290,22.44148372344237,18.91549868798448,29.349894076890156
291,21.740449489476294,23.351536203004002,31.905193731502038
292,16.441451311665787,25.008884122450844,29.929343565872784
293,18.841437379858345,37.29860140455687,41.78738361365945
294,23.482770632126332,38.32164472358839,44.944287410993454
295,16.5131112498853,25.049988179365105,30.003079024283824
296,18.85644324647985,32.65216946864999,37.70583009187246
297,23.379131314498053,26.31387915211211,35.19948887487578
298,21.95178870684707,35.633536965412866,41.85247882856527
299,21.697480909977745,29.366159958566946,36.51235446463278
300,20.809969839672732,42.71835501036606,47.517498876937495
301,20.277089432215913,32.3501688723518,38.17975617931264
302,24.795291940121306,31.492411070361822,40.08214636743512
303,23.577985932649618,31.460854234910443,39.31547748445268
304,25.635414568326038,27.612722434909255,37.67806948819544
305,21.775379152816235,37.89660762269877,43.70720771860969
306,16.289066195899903,39.40747144821036,42.64132365998883
307,21.40770296574353,35.239984869401,41.23283012194428
308,22.303757791553927,37.48881988138223,43.621889318586625
309,25.205235610039622,30.10494562284418,39.263362733113105
310,19.099643224340824,32.63970822288122,37.8172834055003
311,17.95863104169427,36.070408102516225,40.2937559626026
312,20.70824234476622,35.40938430886492,41.02018769023928
313,20.907338543039746,39.46350834442985,44.65966072200011
314,22.525901156862208,36.26713258936744,42.693338229558535
315,21.093917341185335,37.33052482915405,42.877983077762025
316,18.58368066130801,38.06388949139155,42.358149984794444
317,15.179573770430386,35.7230602137729,38.814385102546474
318,14.729711116191488,28.59523305988171,32.16600291169866
319,18.533294249454293,24.306502649507287,30.566142491118505
320,18.019884180780263,25.429386521552775,31.166808061642516
321,11.166421520488685,17.56042406642834,20.81003274783652
322,5.708932718120318,10.903971266479724,12.308066548416127
323,9.197053698933143,12.663331369459067,15.650743053088117
324,10.313874068962809,49.59878672389372,50.65980302757522
325,7.80629267731694,13.950746975544542,15.986292457589947
326,5.214722979235943,15.42438907863849,16.28204883297534
327,3.6138518695705026,23.921031246080833,24.19247116793102
328,10.901970000634607,21.8926364837325,24.45691072281191
329,3.146087810132412,47.67778651444845,47.78147334926359
330,6.438950796621272,75.47601967105385,75.75017909382537
331,7.082876143774538,55.02529778663913,55.47928019518965
332,4.562101629607091,10.056599486703817,11.043005230227646
333,3.1285335887986743,16.545034563631603,16.838227077932103
334,18.289706187186187,11.160719450288786,21.426035822373933
335,12.012922976352698,11.123796674082651,16.372207269702972
336,4.593394398708896,14.764910354260252,15.46291854312865
337,23.83946196345119,101.92568733733336,104.67648105422093
338,10.98065272978814,11.572062670834438,15.95266024304171
339,31.53412616143366,22.597760412708187,38.79510134585778
340,30.430752058638074,26.054012951018976,40.06048254459962
341,36.83134230623247,66.60750480884101,76.11246594966325
342,32.000622795282126,78.21600821245693,84.50907525217075
343,28.641589532752306,64.77829031587333,70.82773148428683
344,22.308059656385296,23.234595604517416,32.210184081099335
345,31.59872960489715,25.34729471609574,40.50882696484828
346,24.406607226231017,29.769314675491604,38.495383782266046
347,25.062168303261608,26.627063380894594,36.566552809243426
348,12.874788110579471,9.391779095113067,15.936300808648202
349,10.061395019478343,14.143320884377927,17.356992693910556
350,7.3418394085585135,8.926848710537895,11.558167406725639
351,21.83365377371956,10.929511974457196,24.41644259736585
352,19.562062937449042,21.787958399121376,29.28121304813995
353,7.026525950306649,14.50070790153571,16.11342907564969
354,4.62188970843248,14.533010806221517,15.250254672321557
355,1.9896999090341407,18.736464297409213,18.841815201728856
356,17.379758509865276,26.491509376512827,31.68368783628417
357,18.420126579776063,29.15063104096616,34.482754433216506
358,11.946020450086133,21.030699669587854,24.186726384243876
359,14.460998394125353,36.92903358982852,39.659475493677164
360,24.750360922895332,36.732544886517815,44.292891299322854
361,16.65553357101451,32.16528545958417,36.22171154475901
362,22.812976006249205,36.43205781181291,42.98519176024437
363,24.218587924626572,42.09806389419337,48.56734483891883
364,25.096965497600465,43.84989846564355,50.52396730894157
365,27.533663362112797,38.262889555275486,47.139700203303825
366,21.50876330216985,37.09035754874079,42.87565185372931
367,29.29748863449521,31.766839020381873,43.21429047936842
368,31.918384158974057,37.507925693889,49.25066230192387
369,19.259504090638142,35.53190134126495,40.41589428359458
370,20.491306412371728,35.21029310530029,40.73890498094988
371,21.37274785347831,34.492435539065085,40.57736388954957
372,23.481854874206505,37.62433954233523,44.3507433345849
373,18.027454175447687,33.40881505138424,37.962323785372575
374,32.328213373763035,47.76493075945127,57.676702319001606
375,25.714882761072545,37.994738228181944,45.87870234045179
376,34.53017770124412,47.892156162323154,59.042288183604846
377,19.523470562867967,37.268251142209145,42.072419065439355
378,21.289897430839986,35.14053526927197,41.08670042272358
379,25.143152107903628,37.846889138871084,45.43748579544401
380,23.42579031430049,42.34143158864968,48.389714618148716
381,20.545226344974793,35.965364160922476,41.41996794776661
382,18.192258266518483,40.20485237067361,44.129224046921216
383,18.735242982757974,34.53237573897254,39.28733006709111
384,18.089883298312937,30.945546327186328,35.84509332160563
385,17.078782162511875,14.990210359198459,22.724242710540533
386,11.800889044504244,11.270575564498376,16.318298189326242
387,6.8024054570123385,20.53855096807906,21.635729612610078
388,6.47644665292208,18.40252027718103,19.508898323590817
389,8.969822301470868,17.911715686731917,20.032155923970898
390,11.035985634481516,22.456365559309063,25.021617314989943
391,24.974153196260527,23.52385321906678,34.30859947800971
392,22.05849940332104,20.075456991909267,29.82618596737292
393,15.635282249662936,14.51058600298605,21.331178054122553
394,13.308193728589224,20.96678502641427,24.83372897213649
395,16.370125618965062,25.440427133878668,30.25221224199787
396,7.792851701086427,26.782974168055077,27.893659546962123
397,17.458043144836566,25.856281231550685,31.198245937424353
398,3.9044571034707696,17.398538307574373,17.831262448659555
399,4.037119428445961,57.527633365573294,57.66911594539453
400,5.611925586517254,14.297042314387673,15.359008032031191
401,2.0030700515597943,16.88374322469237,17.002149126178175
402,4.174436941521775,22.238124509049165,22.626535427650314
403,4.336025615296764,16.578731429108103,17.13637808683639
404,4.89599354205906,14.288674814892657,15.104204074681714
405,8.705676946398174,53.64798570644824,54.349748678851526
406,13.625345607019135,24.02265162578906,27.6177087037419
407,13.790467579203968,28.734620430507007,31.872486682692116
408,15.68795399362922,47.82244258730092,50.32989087532299
409,9.410565507962872,26.80175777621202,28.405861421094098
410,9.111968584245432,29.727902078886064,31.093023871796614
411,4.370700983486846,14.594533277162926,15.234941045677493
412,10.86425431171769,15.787762958871756,19.164693605565407
413,8.35208961886182,33.71051896378095,34.72976374536594
414,5.292314634448286,7.179103796336573,8.918975586275012
415,6.469525011318029,12.279134942938928,13.879189775306529
416,10.77783670768817,22.97488213562208,25.377292472667712
417,8.008309637770525,15.2278119745098,17.20521086140569
418,7.730402384545035,30.323107978544957,31.29297043275816
419,5.097219238841374,9.927098281283964,11.159252853801892
420,24.847578881285575,26.485147544218343,36.31618395014438
421,16.642219825546047,19.0058981062905,25.26237604716735
422,14.345605340786657,13.803806361195878,19.908326465351085
423,36.15165413758546,91.13105744266228,98.03984765135762
424,40.8963986699154,92.8892240734718,101.49346468192083
425,39.76695748875572,99.47809561632953,107.13217264372129
426,23.784531964213283,42.18462744146597,48.42774776026619
427,19.299363766767616,18.70544996268282,26.876742736210677
428,19.153014396819216,23.811827413795026,30.558813544853543
429,12.964636830691777,8.019749830387488,15.244612015191791
430,17.344446424520026,13.33958053051774,21.880910184524165
431,27.962403229803876,25.503279483121176,37.84591469076069
432,19.1286200417217,24.698901338330018,31.24003572374906
433,20.261569743557587,12.954133268424032,24.048716747659086
434,16.420183129814255,37.85667765550044,41.264396967956564
435,17.255229889224026,10.184290011676865,20.03653466974545
436,22.427106880811976,27.324661248436975,35.34985481420252
437,19.378975651983982,8.459414839163891,21.14489055874384
438,46.070626984078125,83.77192317903743,95.60459080933622
439,42.82494045091012,120.10551178635903,127.5119974201927
440,41.942693408766495,89.76146170913655,99.07729073073493
441,37.092747167023546,77.70876264244058,86.10762848793307
442,46.235056877189365,92.61065933060897,103.51045698907451
443,43.03329189982638,90.01469025877746,99.77228409793629
444,36.69478095047611,33.37249586081561,49.6007099645114
445,26.330384408452698,24.75094545598244,36.13721688317886
446,17.059902196198014,18.478754186862506,25.14964451522785
447,17.479514202703943,13.912140115814395,22.34012218777196
448,5.975043506064296,13.314837916206859,14.594041716886412
449,7.486313870496003,7.713549076816646,10.749127161218244
450,9.944974080200922,19.481131662302406,21.87274560497217
451,4.393675658524397,17.30761488467394,17.856593146188235
452,11.274725110286345,15.879323510243369,19.47491569828966
453,22.54652750467499,105.03783020036198,107.4304038702226
454,9.141250867477506,43.72752909350604,44.67280233033938
455,9.911952432449448,47.193595249564304,48.223254075216026
456,6.4714394184871225,30.481995984006428,31.16138006116117
457,5.104300692415424,26.637523293536695,27.12215944153973
458,21.107895647422097,37.20714808438737,42.777507258324334
459,17.27020551673931,27.83081428161754,32.75384286107967
460,21.744790838274195,29.042484303954616,36.28087406810568
461,19.486769687478212,32.75894675151133,38.11669955703372
462,21.439745696172672,27.449292909305843,34.829963777434834
