mu_T
297.00349099099304
297.3218814010002
296.4608742427399
295.63870441643957
294.8875586505063
294.2286074947013
293.67436285308565
293.1805199542698
292.7045535983042
292.22541513718437
291.6969835329945
291.18361456684056
290.6979525317026
290.23164819334835
289.7735631837927
289.3453542815877
288.92164994289976
288.5066272116272
288.1134907944282
287.6965879606506
287.2800744522618
