file_index,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level_13,level_14,level_15,level_16,level_17,level_18,level_19,level_20
21,-16.094594594594582,-17.639898641653417,-17.51773569414189,-17.45233287894132,-17.136932022672795,-16.89213436994686,-16.397158813270607,-15.257929816680019,-14.503427111552469,-13.732399731741737,-13.207414505383156,-12.398134822665668,-11.016747019090758,-9.87302661597721,-9.415198971127438,-7.797364784536001,-6.862846226596389,-5.970349116911564,-6.921504745879702,-6.142064425502667,-3.924144896019982
22,-9.49459459459456,-10.170667872422655,-9.71773569414188,-9.55511065671908,-9.21693202267278,-8.792134369946837,-8.304151820263655,-8.04883890758913,-7.30342711155248,-7.032399731741748,-6.816505414474079,-8.558134822665693,-9.209604161947937,-10.463935706886332,-7.948532304460741,-7.908273875445104,-13.751735115485303,-9.080349116911577,-6.361504745879699,-4.542064425502701,-4.232478229353319
23,-9.694594594594548,-10.397041498796284,-10.117735694141857,-9.977332878941297,-9.836932022672784,-9.258801036613534,-8.522613358725152,-8.957929816680007,-8.80342711155248,-8.257399731741714,-8.53468723265587,-8.618134822665638,-12.486747019090785,-10.940299343249876,-6.605198971127493,-5.43827387544502,-3.6901189538691597,-1.6303491169115887,-0.8615047458796994,-3.662064425502649,-1.7041448960199546
24,3.6054054054054063,3.135101358346617,3.3822643058581434,3.389333787725377,3.4630679773272277,3.6078656300531406,3.627386641274825,3.842070183320004,3.896572888447565,4.1676002682582975,4.292585494616844,1.1518651773343436,-7.466747019090747,-6.80029934324989,-3.448532304460798,-0.5882738754451111,-3.932846226596439,-3.841777688340187,6.12849525412031,6.557935574497321,0.03835510398005226
25,2.805405405405452,2.0743870726323053,2.142264305858191,1.932667121058671,2.1630679773272163,2.8078656300531293,3.1119320958202934,0.5020701833200292,1.339430031304687,2.1676002682582975,2.7925854946168442,0.5818651773343504,-2.211191463535215,-5.589188232138838,-10.54247169840022,-12.31827387544513,-18.522846226596414,-25.359238005800535,-10.391504745879615,-6.332064425502722,-6.540811562686599
26,2.305405405405452,1.5801013583465533,2.0447643058581093,1.9772125756041419,2.363067977327205,3.4995322967197353,3.9573866412748657,4.6420701833200155,4.910858602733299,1.5676002682582748,-2.667414505383192,-5.064801489332353,-2.0576561099998116,0.5269733840228241,-2.0459682018966987,-5.451910239081485,-15.807290671040846,-17.35034911691156,-25.09372696810192,-21.95206442550267,-24.584144896020007
27,4.905405405405418,3.760101358346617,2.8822643058581434,3.3226671210586574,3.863067977327205,3.3987747209621944,4.457386641274866,2.042070183319993,2.396572888447565,4.0426002682582975,4.392585494616867,2.801865177334321,2.505980253636494,1.7568435138929317,3.584801028872562,3.5783927912215745,0.3371537734035428,-1.670349116911666,-10.551504745879697,-13.549756733194954,-15.35271632459137
28,-1.9945945945945596,-1.8398986416534058,-1.8177356941418452,-1.7773328789413085,-1.3369320226727837,-1.9588010366135222,-2.21261335872515,-2.157929816679996,-2.1125180206433924,-1.6323997317417138,-1.3074145053831785,-1.298134822665645,-1.4667470190907466,-1.2002993432499238,-0.7697444256729113,-0.188273875445077,0.199653773403611,0.8740953275328707,1.2284952541203324,1.0468244633862014,-0.0641448960199682
29,-4.49459459459456,-5.4398986416534285,-5.217735694141879,-4.813696515304969,-4.692487578228338,-5.3476899255023795,-5.942613358725168,-5.657929816679996,-5.2034271115524575,-4.632399731741714,-4.407414505383201,-3.898134822665668,-3.266747019090758,-2.600299343249901,-1.9151989711274382,-1.0882738754451111,-0.362846226596389,-0.0703491169115864,0.5284952541203438,0.8579355744973327,1.0758551039800182
30,-9.99459459459456,-9.758080459835185,-9.973291249697468,-11.627332878941331,-13.236932022672761,-13.312134369946818,-14.74261335872518,-12.947929816680016,-12.003427111552469,-10.876844176186182,-9.943778141746805,-10.098134822665656,-10.24174701909078,-10.400299343249912,-9.615198971127484,-8.988273875445088,-7.362846226596389,-8.370349116911598,-9.3615047458797,-14.000397758836016,-22.559859181734282
31,-6.394594594594594,-7.719898641653401,-7.017735694141891,-6.7773328789413085,-7.386932022672795,-8.86213436994683,-10.722613358725198,-16.935707594457767,-19.80342711155248,-30.882399731741742,-39.4674145053832,-36.71063482266567,-42.866747019090724,-39.791208434159046,-40.695198971127496,-47.388273875445094,-46.86284622659642,-46.270349116911575,-45.471504745879685,-41.31706442550268,-34.92414489601998
32,0.4054054054054177,-0.00656530832009139,0.2378198614136977,0.008381406772969058,-0.32784111358188284,0.007865630053117911,-0.2607951769069814,1.0147974560472903,-0.2700937782191204,-1.6879552872973136,-2.7165054144741134,-1.9163166408474694,-0.846747019090742,-0.7002993432499238,-0.45156260749109833,-4.061001148172352,-15.599209862960038,-17.695349116911586,-18.535141109516076,-19.142064425502667,-22.82414489601996
33,-0.7945945945945709,-3.1565653083200687,-1.884402360808565,-1.2523328789413313,0.5130679773272391,1.3896838118713504,2.593750277638435,3.6420701833200155,4.329906221780902,4.967600268258252,4.992585494616833,4.401865177334344,4.287798435454704,4.5997006567500875,5.084801028872562,5.841726124554896,6.6071537734035815,7.049650883088418,7.561828587453647,7.624602241163927,7.8758551039800295
34,-1.3945945945945937,-0.17989864165338076,0.582264305858132,0.48266712105868237,0.1964013106605762,-0.48304346085598127,1.2846593685475796,2.542070183319993,3.1265728884475266,3.1676002682582975,3.39258549461681,3.6718651773343254,3.9332529809092307,4.1906097476592095,4.06480102887258,5.156170568999357,5.373517409767203,5.629650883088402,6.550717476342584,7.2761173926791685,7.8758551039800295
35,3.6054054054054063,2.1055559038011324,2.798930972524829,2.92266712105868,3.0630679773272504,3.7896838118713276,4.057386641274832,4.44207018331997,3.2632395551142395,2.567600268258275,2.912585494616849,3.301865177334321,3.2717145193707893,2.708033990083436,2.802982847054352,3.411726124554889,4.570487106736948,5.289650883088427,5.428495254120321,5.832935574497299,5.775855103980007
36,4.905405405405418,4.960101358346606,5.215597639191458,4.86016712105868,4.696401310660576,4.607865630053141,4.19905330794154,2.3693429105927635,2.0365728884475516,3.1876002682582794,4.1925854946168215,4.974592450061664,5.860525708181967,6.399700656750099,6.143134362205842,5.7717261245549025,6.714076850326649,5.996317549755133,7.62849525412031,8.907935574497287,9.37585510398003
37,7.605405405405406,7.476768025013257,7.682264305858155,7.613576211967768,7.963067977327228,7.827865630053111,7.357386641274843,7.242070183319981,7.705663797538421,7.967600268258252,7.992585494616833,7.483683359152565,6.633252980909219,7.481518838568263,6.3757101197816155,6.411726124554889,6.3471537734035905,7.620559973997501,8.507066682691743,6.927166343728061,4.94858237670735
38,7.305405405405452,7.429332127577368,7.557264305858155,7.42266712105868,7.263067977327239,7.167865630053143,7.657386641274854,6.98651462776445,7.053715745590409,7.1676002682582975,7.554123956155252,7.401865177334344,7.733252980909242,8.255256212305653,8.554801028872532,8.471726124554891,8.503820440070285,7.829650883088391,8.16182858745367,9.337935574497294,8.731410659535584
39,8.105405405405406,8.026768025013268,8.582264305858132,8.522667121058703,8.196401310660576,8.017865630053109,8.857386641274843,7.772070183320011,7.896572888447565,8.067600268258275,8.17440367643502,7.768531844001018,7.1717145193707665,7.445155202204603,7.644801028872564,8.178392791221597,7.737153773403577,8.429650883088414,8.90849525412034,9.591268907830681,11.175855103980041
40,8.00540540540544,8.110101358346583,7.982264305858109,8.322667121058657,8.463067977327228,8.187865630053182,7.934309718197937,7.714797456047279,7.332936524811203,6.767600268258263,6.452585494616812,6.2318651773343845,6.233252980909242,5.8497006567500875,5.641943886015383,5.511726124554912,7.137153773403611,7.474095327532837,8.928495254120321,9.657935574497287,10.37585510398003
41,5.705405405405429,5.871212469457703,6.382264305858143,6.522667121058703,7.175567977327205,8.30786563005313,7.557386641274832,7.362070183319986,7.436572888447529,7.867600268258286,8.592585494616799,8.401865177334344,8.88325298090922,8.399700656750099,9.051467695539202,8.231726124554882,8.137153773403611,10.07965088308839,10.778495254120344,10.988704805266536,10.612218740343678
42,6.50540540540544,6.160101358346594,6.2965500201438545,6.338051736443276,6.763067977327239,7.065008487195939,7.657386641274854,7.492070183319981,7.414754706629367,6.51760026825832,4.838040040071348,4.401865177334344,4.833252980909265,5.69970065675011,5.429245473316996,5.62005945788826,6.9371537734035655,6.229650883088368,5.6830407086657715,8.091268907830681,8.009188437313412
43,6.805405405405452,6.760101358346617,7.082264305858132,7.184205582597144,7.463067977327228,8.007865630053118,7.857386641274843,7.792070183319993,5.316572888447524,5.924743125401108,4.1016764037077,4.901865177334344,5.533252980909253,5.908791565840943,6.509801028872573,6.633948346777117,5.827153773403609,7.429650883088414,6.7284952541203324,7.019474036035717,5.357673285798228
44,7.205405405405429,6.530101358346599,6.96687969047349,6.92266712105868,7.263067977327239,7.607865630053141,7.657386641274854,6.780531721781529,3.9799062217808796,5.709266934924926,8.542585494616844,8.776865177334344,7.4877984354546925,7.399700656750042,7.684801028872528,8.46627157910035,9.020487106736937,8.979650883088425,8.62849525412031,7.9761173926791,9.575855103980018
45,7.205405405405429,6.460101358346606,6.882264305858143,7.122667121058669,7.363067977327205,6.063421185608661,6.16571997460818,7.542070183319993,5.616572888447536,4.067600268258275,5.40369660572793,6.801865177334321,6.313252980909226,6.499700656750065,6.997301028872528,6.5271107399395305,8.059375995625828,8.689650883088404,8.62849525412031,6.33066284722463,7.175855103980041
46,7.405405405405418,6.38867278691805,7.11303353662737,7.322667121058657,7.663067977327216,8.053320175507679,7.935164419052626,8.642070183320016,8.996572888447531,7.400933601591589,5.978299780331156,6.614365177334321,6.8632529809092375,7.945854502903956,7.451467695539236,7.611726124554934,7.7671537734036065,8.306573960011463,8.737586163211233,8.743649860211576,8.168712246837174
47,7.205405405405429,6.580101358346553,7.182264305858155,6.8926671210586505,7.044886159145449,7.667865630053143,7.935164419052626,8.152070183320006,7.842027433902047,8.534266934924915,5.949728351759688,5.901865177334344,6.733252980909242,7.399700656750099,8.28480102887255,9.629907942736736,8.59169922794905,7.774095327532848,8.348495254120337,8.25793557449731,8.675855103980041
48,7.705405405405429,6.823737721982923,7.448930972524806,7.372667121058669,7.663067977327216,8.06241108459858,9.079608863497015,7.002070183319972,7.363239555114262,7.767600268258263,8.042585494616787,8.110198510667658,8.333252980909265,9.499700656750065,9.213372457443938,9.3260118388406,9.637153773403611,10.119650883088411,9.59213161775665,8.969046685608419,8.990140818265786
49,7.50540540540544,7.04191954016477,7.282264305858121,7.4893337877254,7.763067977327239,8.05786563005313,8.495848179736413,8.842070183320004,7.279906221780834,7.767600268258263,6.706871208902555,7.401865177334344,7.652002980909231,6.899700656750099,6.384801028872516,6.801726124554932,7.0280628643126875,6.529650883088436,7.328495254120298,8.787935574497283,9.575855103980018
50,8.105405405405406,6.681529929775138,7.604486528080372,7.591897890289488,6.463067977327228,7.093579915767407,6.457386641274866,7.292070183319993,6.768001459876132,6.407600268258307,6.39258549461681,7.79186517733433,8.048637596293872,7.045155202204626,8.454031798103301,5.403392791221563,6.037153773403588,6.687984216421739,7.62849525412031,8.141268907830636,8.475855103980052
51,8.205405405405429,7.660101358346594,8.207264305858132,8.322667121058657,8.163067977327216,8.827865630053168,9.284659368547523,9.44207018331997,9.213239555114171,8.327600268258266,8.000918827950159,7.586480561949713,7.504681552337843,7.149700656750099,8.943134362205853,8.497440410269178,7.737153773403577,8.129650883088402,6.268495254120353,5.197935574497308,5.475855103980052
52,7.00540540540544,5.830101358346553,6.082264305858132,5.822667121058657,6.5630679773272504,7.007865630053118,6.357386641274843,7.94207018331997,5.30657288844759,4.084266934924983,5.5125854946168715,5.785198510667669,5.442343890000188,5.519700656750047,5.043134362205933,5.893544306373087,5.637153773403611,5.179650883088414,5.410313435938463,5.457935574497299,5.852778180903101
53,7.105405405405406,5.667793666038904,6.2422643058581,6.76433378772532,7.0630679773272504,7.507865630053118,7.815719974608157,7.842070183320004,8.042027433902092,8.31375411441212,8.542585494616844,8.80186517733432,9.43325298090923,9.379700656750117,10.264801028872569,10.811726124554923,11.460230696480494,11.5696508830884,12.328495254120298,12.357935574497333,11.691239719364603
54,5.105405405405406,4.660101358346594,5.182264305858155,5.522667121058703,5.963067977327228,6.407865630053152,6.957386641274866,7.44207018331997,7.996572888447531,8.289028839686864,8.692585494616822,9.118531844000984,9.276110123766387,9.653546810596254,10.084801028872562,11.099226124554946,11.52176915801897,11.529650883088436,11.964858890483981,11.777935574497292,11.550855103980041
55,7.205405405405429,6.718434691679931,7.082264305858132,6.311556009947537,5.646401310660565,6.357865630053141,7.065078948967141,8.042070183319993,8.646572888447565,8.647600268258259,8.992585494616833,7.241865177334375,6.033252980909253,7.309700656750124,7.65980102887255,7.811726124554923,8.737153773403577,9.81298421642174,10.528495254120344,9.957935574497355,10.757673285798205
56,5.905405405405418,5.260101358346617,5.382264305858143,5.556000454392006,5.788067977327216,6.207865630053163,6.057386641274832,4.912070183319997,-0.3579725660978852,-1.8823997317417707,-1.767414505383158,-5.398134822665668,-3.4667470190907466,-3.5574422003927566,-3.765198971127461,-4.5382738754451,-5.362846226596389,1.1296508830884022,2.1284952541203097,2.5670264835881653,4.648582376707282
57,6.105405405405406,5.0601013583465715,4.810835734429531,5.122667121058669,5.0630679773272504,5.107865630053141,5.071672355560565,5.696615637865477,4.806572888447533,4.967600268258252,5.025918827950136,5.835198510667681,6.92325298090924,6.708791565841011,6.595912139983625,6.531726124554893,6.05715377340357,7.129650883088402,7.8084952541203165,7.429364145925888,6.125855103980086
58,6.00540540540544,5.0601013583465715,5.782264305858121,5.7226671210586915,5.663067977327216,5.6300878522753806,6.25738664127482,6.6420701833200155,7.288880580755233,5.347600268258304,3.5695085715398704,4.171865177334325,4.833252980909265,5.429700656750072,5.084801028872505,5.822837235666043,6.037153773403588,6.129650883088402,6.2284952541203324,5.557935574497321,5.015855103980016
59,5.105405405405406,4.360101358346583,4.682264305858155,4.835167121058646,5.4059251201843495,5.807865630053129,6.357386641274843,6.792070183319993,6.529906221780891,6.7533145539725865,6.483494585525932,6.741865177334375,7.333252980909265,7.999700656750065,8.524801028872503,8.7117261245549,9.062153773403566,9.818539771977271,9.806273031898058,9.948844665406398,8.275855103980007
60,6.50540540540544,5.5601013583465715,6.282264305858121,6.522667121058703,6.863067977327205,7.307865630053129,7.957386641274866,8.44207018331997,8.796572888447542,7.6676002682582975,7.792585494616844,7.871865177334314,8.43325298090923,8.999700656750065,9.384801028872516,9.88172612455486,10.070487106736948,10.349650883088373,10.946677072302123,11.357935574497333,11.86474399286891
61,6.00540540540544,5.660101358346594,5.782264305858121,5.462667121058701,5.029734643993947,5.107865630053141,5.330113914002084,6.1420701833200155,6.605663797538455,8.167600268258298,8.248141050172364,8.30186517733432,8.833252980909265,9.055256212305608,9.957528301599837,9.433948346777129,8.737153773403577,8.919650883088423,8.25349525412031,7.72157193813365,4.5008551039800295
62,6.00540540540544,4.940101358346567,5.882264305858143,5.872667121058669,5.796401310660599,5.591198963386489,4.677386641274836,4.242070183319981,4.69657288844752,5.289822490480503,5.725918827950181,6.001865177334366,6.233252980909242,6.321922878972259,6.584801028872562,7.411726124554889,7.728820440070251,8.229650883088425,8.983040708665783,9.057935574497321,9.184946013070942
63,3.1054054054054063,2.714646812892056,3.082264305858132,3.2226671210586915,3.6630679773272163,4.207865630053163,4.857386641274843,5.119847961097776,5.496572888447531,6.367600268258286,6.39258549461681,6.901865177334344,7.633252980909219,8.499700656750065,7.270515314586817,7.751726124554921,8.137153773403611,8.389650883088393,8.44099525412031,8.874602241163984,9.166764194889083
64,6.605405405405406,6.600101358346592,7.019764305858132,7.42266712105868,7.683067977327255,7.307865630053129,7.857386641274843,7.422070183319988,7.118795110669794,4.094872995530977,3.7925854946168442,3.301865177334321,3.833252980909208,5.608033990083413,6.584801028872505,8.011726124554912,8.3371537734036,8.640761994199522,8.828495254120298,9.157935574497287,9.039491467616415
65,2.6054054054054063,2.214646812892056,2.8378198614137204,3.2226671210586915,3.863067977327205,4.407865630053152,5.057386641274832,5.360252001501806,6.166572888447547,6.467600268258252,6.559252161283496,7.001865177334366,7.633252980909219,8.299700656750076,8.584801028872562,9.011726124554912,9.937153773403566,10.474095327532837,10.061828587453647,8.703390119951848,9.15767328579824
66,3.1054054054054063,1.1601013583465942,2.082264305858132,2.3115560099475374,2.763067977327239,4.207865630053163,5.03920482309303,5.44207018331997,6.2965728884475425,6.407600268258307,5.992585494616833,5.410198510667669,5.133252980909219,5.57112922817862,6.184801028872528,6.911726124554889,7.3371537734036,8.32965088308839,9.228495254120332,5.9761173926791,4.184946013070942
67,7.00540540540544,6.302958501203705,6.682264305858155,6.497667121058726,6.679734643993925,6.607865630053141,6.557386641274832,6.842070183320004,6.823845615720302,6.613054813712836,5.6925854946168215,5.82913790460708,6.573252980909217,5.32470065675011,5.502982847054341,5.611726124554934,6.818971955221798,7.429650883088414,7.65706668269172,6.01248102904276,6.675855103980041
68,7.105405405405406,6.960101358346606,7.282264305858121,7.338051736443276,7.263067977327239,7.462411084598614,6.147386641274807,5.342070183320004,5.896572888447565,6.9276002682582885,7.302585494616835,7.638228813697992,6.633252980909219,6.0197006567501035,7.414801028872489,8.419418432247198,9.3371537734036,9.429650883088414,9.15071747634255,8.374602241163984,9.484946013070953
69,4.50540540540544,4.443434691679954,4.382264305858143,4.42266712105868,4.263067977327239,3.396754518942032,1.8189251028132958,2.0882240294738494,2.2882395551142167,3.185782086440099,1.5425854946168442,-1.579953004483798,-3.2167470190907466,-3.509390252340836,-3.569045124973627,-2.906455693626924,-2.2992098629600832,1.4023781558157111,2.6284952541203097,3.63293557449731,3.9758551039800523
70,4.205405405405429,3.8370244352696545,4.782264305858121,4.92266712105868,5.316914131173348,5.635138357325843,6.032386641274854,2.6784338196836757,2.6965728884475197,5.003963904621912,6.89258549461681,7.401865177334344,7.853252980909247,7.861239118288552,7.073689917761442,6.304033816862557,5.617153773403629,7.485206438644013,8.061828587453647,7.957935574497299,8.36474399286891
71,5.205405405405429,4.360101358346583,4.982264305858109,5.044889343280886,5.463067977327228,6.007865630053118,6.75738664127482,7.302070183319984,7.807683999558662,7.567600268258275,7.92591882795017,8.30186517733432,8.408252980909197,8.610811767861207,8.529245473317019,8.7117261245549,9.095487106736982,9.82965088308839,10.328495254120298,10.494299210860959,10.675855103980041
72,6.905405405405418,6.460101358346606,7.182264305858155,7.192667121058662,7.072158886418094,6.407865630053152,7.00284118672937,7.44207018331997,7.360209252083962,7.367600268258286,7.561816263847561,6.786480561949702,7.633252980909219,8.371129228178688,8.684801028872528,9.257180670009461,9.703820440070274,9.675105428542963,10.328495254120298,10.737935574497328,10.329701257826173
73,6.205405405405429,6.100101358346592,6.2122643058581275,6.522667121058703,6.763067977327239,7.407865630053152,7.732386641274843,7.662070183319997,7.065803657678316,7.067600268258275,7.059252161283496,6.58186517733435,5.133252980909219,6.0997006567500875,6.302982847054352,7.629907942736736,7.9371537734035655,8.496317549755076,10.10627303189807,10.594299210860925,10.91585510398005
74,7.00540540540544,6.768434691679943,7.205341228935083,7.406000454392029,6.617613431872712,5.707865630053163,6.057386641274832,6.632070183319968,3.721572888447497,2.467600268258252,2.052585494616835,3.187579463048678,3.5332529809092534,4.726973384022813,5.584801028872562,6.433948346777129,6.977153773403586,7.802378155815688,7.12849525412031,6.4124810290427945,6.560470488595456
75,0.8054054054054518,0.600101358346592,0.5965500201438658,0.8226671210586574,1.363067977327205,2.007865630053118,2.4573866412748657,3.0642924055422327,3.396572888447565,3.967600268258252,4.292585494616844,4.224087399556538,4.733252980909242,4.889700656750108,5.129245473316985,5.2117261245549,-0.2628462265964231,-4.010349116911584,-2.6715047458797017,2.2852083017700693,6.898077326202269
