mu_Td
290.94459459459455
290.4898986416534
290.06773569414185
289.7273328789413
289.18693202267275
288.54213436994684
287.79261335872513
287.10792981668
286.35342711155243
285.5823997317417
284.95741450538316
284.24813482266563
283.41674701909074
282.5502993432499
281.66519897112744
280.63827387544507
279.6128462265964
278.72034911691156
277.72150474587966
276.89206442550267
276.27414489601995
