PC,n,data_min,data_max,IQR,std,FD_width,FD_bins,Scott_width,Scott_bins,Sturges_bins,recommended_rule,recommended_bins,recommended_width
PC1,888,-8.543396924893008,18.17016149826264,9.98427037331792,5.993284361973437,2.0775046613674673,13,2.1823711231124294,13,11,FD,13,2.0548891094735113
PC2,888,-3.5988169588518835,10.494898071996976,1.6304854293962938,1.6652074801869847,0.33926776351278576,42,0.606362137897003,24,11,FD,42,0.3355646435916395
PC3,888,-4.596002180477735,4.879841488311249,0.9287568574864833,0.9990251095248939,0.19325365084879703,50,0.36378109540817144,27,11,FD,50,0.1895168733757797
PC4,888,-3.740316145501607,4.708639509524488,0.6758217666163813,0.8556877326099984,0.14062348252820314,61,0.311586783683782,28,11,FD,61,0.13850746975452616
