H,Td_rep,Td_plus,Td_minus,delta_c,w_i,delta_theoretical_plus,delta_theoretical_minus,delta_effective_plus,delta_effective_minus
0.066,289.15,289.5574436281871,288.74255637181284,2.1663919555806443,0.1880747512644647,0.40744362818716695,-0.40744362818716695,0.40744362818713853,-0.40744362818713853
0.1,288.11,288.51129199156514,287.7087080084349,2.1663919555806443,0.1852351743327763,0.40129199156510487,-0.40129199156510487,0.40129199156513096,-0.40129199156513096
0.2,287.85,288.24499193771686,287.4550080622832,2.1663919555806443,0.1823270884565974,0.3949919377168132,-0.3949919377168132,0.3949919377168385,-0.3949919377168385
0.3,287.65,288.05119987941924,287.2488001205807,2.1663919555806443,0.1851926556437768,0.40119987941929447,-0.40119987941929447,0.4011998794192664,-0.4011998794192664
0.4,287.35,287.7699513730997,286.9300486269004,2.1663919555806443,0.1938482886339455,0.41995137309965436,-0.41995137309965436,0.41995137309965,-0.41995137309965
0.5,287.15,287.57124935515975,286.7287506448402,2.1663919555806443,0.1944474332424645,0.42124935515977946,-0.42124935515977946,0.42124935515977313,-0.42124935515977313
0.6,287.72272727272724,288.14111769297756,287.3043368524769,2.1663919555806443,0.1931277575013918,0.4183904202503446,-0.4183904202503446,0.4183904202503186,-0.4183904202503186
0.7000000000000001,287.5199999999999,287.9114322669679,287.12856773303196,2.1663919555806443,0.1806839551631663,0.3914322669679773,-0.3914322669679773,0.39143226696796773,-0.39143226696796773
0.8,287.16,287.51668061922066,286.8033193807794,2.1663919555806443,0.1646426992593912,0.35668061922062844,-0.35668061922062844,0.35668061922064,-0.35668061922064
0.9,286.5799999999999,286.91971097032183,286.240289029678,2.1663919555806443,0.156809560452252,0.33971097032189546,-0.33971097032189546,0.339710970321903,-0.339710970321903
1.0,287.34090909090907,287.6609342717029,287.02088391011523,2.1663919555806443,0.1477226593135338,0.32002518079381975,-0.32002518079381975,0.32002518079383435,-0.32002518079383435
1.1,286.2954545454545,286.60391488122553,285.9869942096835,2.1663919555806443,0.1423843616924583,0.3084603357710265,-0.3084603357710265,0.3084603357710307,-0.3084603357710307
1.2000000000000002,285.5666666666666,285.8443331381945,285.2890001951387,2.1663919555806443,0.1281700067306046,0.27766647152789886,-0.27766647152789886,0.2776664715278798,-0.2776664715278798
1.3000000000000005,284.45,284.69039279034433,284.20960720965564,2.1663919555806443,0.1109645877908268,0.24039279034436936,-0.24039279034436936,0.24039279034434458,-0.24039279034434458
1.4,281.51,281.61974585733924,281.40025414266074,2.1663919555806443,0.0506583571160896,0.109745857339228,-0.109745857339228,0.10974585733924869,-0.10974585733924869
1.5000000000000002,280.1730769230769,280.08183457456204,280.2643192715918,2.1663919555806443,-0.0421171931883511,-0.09124234851487974,0.09124234851487974,-0.0912423485148679,0.0912423485148679
1.6,278.78,278.48838727551595,279.071612724484,2.1663919555806443,-0.1346075550792287,-0.29161272448401954,0.29161272448401954,-0.2916127244840254,0.2916127244840254
1.7000000000000002,278.7409090909091,278.21799006826893,279.26382811354927,2.1663919555806443,-0.2413778454508802,-0.5229190226401749,0.5229190226401749,-0.522919022640167,0.522919022640167
1.8000000000000005,279.25,278.45590607615003,280.04409392384997,2.1663919555806443,-0.3665513628798315,-0.7940939238499886,0.7940939238499886,-0.7940939238499709,0.7940939238499709
1.9,279.15,278.21065862244683,280.0893413775531,2.1663919555806443,-0.4335971499217466,-0.9393413775531664,0.9393413775531664,-0.9393413775531485,0.9393413775531485
2.0,277.9136363636364,276.9648087890554,278.8624639382174,2.1663919555806443,-0.4379759498906881,-0.9488275745809781,0.9488275745809781,-0.9488275745810029,0.9488275745810029
