H,Td_rep,Td_plus,Td_minus,delta_c,w_i,delta_theoretical_plus,delta_theoretical_minus,delta_effective_plus,delta_effective_minus
0.066,289.15,289.0580034215868,289.24199657841314,0.5658403474330133,-0.1625839847414403,-0.09199657841314031,0.09199657841314031,-0.09199657841315911,0.09199657841315911
0.1,288.11,288.01617633223094,288.2038236677691,0.5658403474330133,-0.1658129686133506,-0.09382366776907762,0.09382366776907762,-0.09382366776907247,0.09382366776907247
0.2,287.85,287.761926776253,287.93807322374704,0.5658403474330133,-0.1556503069223934,-0.08807322374702223,0.08807322374702223,-0.08807322374701698,0.08807322374701698
0.3,287.65,287.56798697510385,287.7320130248961,0.5658403474330133,-0.1449402208028931,-0.08201302489612669,0.08201302489612669,-0.08201302489612772,0.08201302489612772
0.4,287.35,287.29091975015666,287.4090802498434,0.5658403474330133,-0.1044115183927541,-0.059080249843364435,0.059080249843364435,-0.0590802498433618,0.0590802498433618
0.5,287.15,287.1451656631168,287.15483433688314,0.5658403474330133,-0.00854364116149,-0.004834336883160494,0.004834336883160494,-0.0048343368831638145,0.0048343368831638145
0.6,287.72272727272724,287.77977980872583,287.66567473672865,0.5658403474330133,0.1008279742818461,0.057052535998606727,-0.057052535998606727,0.05705253599859361,-0.05705253599859361
0.7000000000000001,287.5199999999999,287.6141162647258,287.42588373527406,0.5658403474330133,0.1663300702271579,0.09411626472589252,-0.09411626472589252,0.09411626472586931,-0.09411626472586931
0.8,287.16,287.29263132947176,287.0273686705283,0.5658403474330133,0.2343970875768004,0.13263132947174316,-0.13263132947174316,0.13263132947173517,-0.13263132947173517
0.9,286.5799999999999,286.7506853407057,286.4093146592942,0.5658403474330133,0.3016492929146288,0.17068534070573632,-0.17068534070573632,0.17068534070574515,-0.17068534070574515
1.0,287.34090909090907,287.5156363735547,287.16618180826345,0.5658403474330133,0.3087925480010445,0.17472728264563644,-0.17472728264563644,0.17472728264561965,-0.17472728264561965
1.1,286.2954545454545,286.41639291155707,286.17451617935194,0.5658403474330133,0.2137323127472127,0.12093836610254427,-0.12093836610254427,0.12093836610256403,-0.12093836610256403
1.2000000000000002,285.5666666666666,285.55062310507043,285.5827102282628,0.5658403474330133,-0.0283535129103979,-0.016043561596165976,0.016043561596165976,-0.01604356159617737,0.01604356159617737
1.3000000000000005,284.45,284.26660403425274,284.63339596574724,0.5658403474330133,-0.3241125638694204,-0.18339596574727754,0.18339596574727754,-0.18339596574725192,0.18339596574725192
1.4,281.51,281.2876665353651,281.7323334646349,0.5658403474330133,-0.392926141876518,-0.2223334646349224,0.2223334646349224,-0.22233346463491444,0.22233346463491444
1.5000000000000002,280.1730769230769,280.08620930346547,280.25994454268834,0.5658403474330133,-0.1535196632858328,-0.08686761961145484,0.08686761961145484,-0.0868676196114393,0.0868676196114393
1.6,278.78,278.86671890100007,278.6932810989999,0.5658403474330133,0.1532568354192135,0.0867189010000919,-0.0867189010000919,0.08671890100009705,-0.08671890100009705
1.7000000000000002,278.7409090909091,278.94057696679033,278.54124121502787,0.5658403474330133,0.3528696332579631,0.19966787588124582,-0.19966787588124582,0.19966787588123225,-0.19966787588123225
1.8000000000000005,279.25,279.37139213728517,279.12860786271483,0.5658403474330133,0.2145342548227498,0.12139213728518734,-0.12139213728518734,0.12139213728517007,-0.12139213728517007
1.9,279.15,279.09471613537204,279.2052838646279,0.5658403474330133,-0.0977022315193967,-0.05528386462791613,0.05528386462791613,-0.05528386462793833,0.05528386462793833
2.0,277.9136363636364,277.75593529211545,278.0713374351573,0.5658403474330133,-0.2787024153303338,-0.15770107152093604,0.15770107152093604,-0.1577010715209326,0.1577010715209326
