H,Td_rep,Td_plus,Td_minus,delta_c,w_i,delta_theoretical_plus,delta_theoretical_minus,delta_effective_plus,delta_effective_minus
0.066,289.15,289.21559802479953,289.0844019752004,0.3462580474373473,0.1894483761028344,0.06559802479954364,-0.06559802479954364,0.06559802479955579,-0.06559802479955579
0.1,288.11,288.1725078894519,288.04749211054815,0.3462580474373473,0.1805240048988372,0.06250788945184148,-0.06250788945184148,0.06250788945186514,-0.06250788945186514
0.2,287.85,287.8990018060378,287.80099819396224,0.3462580474373473,0.1415181723585616,0.04900180603777751,-0.04900180603777751,0.04900180603777926,-0.04900180603777926
0.3,287.65,287.67991975588313,287.6200802441168,0.3462580474373473,0.0864088390280422,0.02991975588317794,-0.02991975588317794,0.02991975588315654,-0.02991975588315654
0.4,287.35,287.3017096775548,287.39829032244523,0.3462580474373473,-0.1394633938549611,-0.048290322445204564,0.048290322445204564,-0.048290322445211586,0.048290322445211586
0.5,287.15,287.05502249222064,287.2449775077793,0.3462580474373473,-0.2742968964397487,-0.09497750777935164,0.09497750777935164,-0.09497750777933334,0.09497750777933334
0.6,287.72272727272724,287.57767526042363,287.86777928503085,0.3462580474373473,-0.4189130429665345,-0.1450520123036298,0.1450520123036298,-0.14505201230360854,0.14505201230360854
0.7000000000000001,287.5199999999999,287.46191453074454,287.5780854692553,0.3462580474373473,-0.1677519690452314,-0.05808546925537215,0.05808546925537215,-0.05808546925538849,0.05808546925538849
0.8,287.16,287.1868181145316,287.13318188546845,0.3462580474373473,0.0774512382601399,0.02681811453156081,-0.02681811453156081,0.02681811453157934,-0.02681811453157934
0.9,286.5799999999999,286.689770067495,286.4702299325049,0.3462580474373473,0.3170180976513022,0.10977006749504219,-0.10977006749504219,0.1097700674950488,-0.1097700674950488
1.0,287.34090909090907,287.469825290958,287.21199289086013,0.3462580474373473,0.3723125022018391,0.12891620004892188,-0.12891620004892188,0.12891620004893412,-0.12891620004893412
1.1,286.2954545454545,286.31265311437284,286.2782559765362,0.3462580474373473,0.0496698027544601,0.017198568918357526,-0.017198568918357526,0.017198568918331603,-0.017198568918331603
1.2000000000000002,285.5666666666666,285.46474022288743,285.6685931104458,0.3462580474373473,-0.2943655592513868,-0.10192644377918796,0.10192644377918796,-0.10192644377917759,0.10192644377917759
1.3000000000000005,284.45,284.3450280543334,284.5549719456666,0.3462580474373473,-0.3031610281507493,-0.10497194566657712,0.10497194566657712,-0.10497194566659118,0.10497194566659118
1.4,281.51,281.58306119481915,281.43693880518083,0.3462580474373473,0.2110021568015476,0.07306119481917286,-0.07306119481917286,0.07306119481916085,-0.07306119481916085
1.5000000000000002,280.1730769230769,280.2619491632398,280.084204682914,0.3462580474373473,0.2566647643878663,0.08887224016290937,-0.08887224016290937,0.08887224016291384,-0.08887224016291384
1.6,278.78,278.7362765095953,278.82372349040463,0.3462580474373473,-0.1262742937766984,-0.04372349040464957,0.04372349040464957,-0.04372349040465906,0.04372349040465906
1.7000000000000002,278.7409090909091,278.6678451751016,278.8139730067166,0.3462580474373473,-0.2110100150688886,-0.0730639158074786,0.0730639158074786,-0.07306391580749505,0.07306391580749505
1.8000000000000005,279.25,279.2790968581666,279.2209031418334,0.3462580474373473,0.0840322943595484,0.02909685816661764,-0.02909685816661764,0.029096858166610673,-0.029096858166610673
1.9,279.15,279.16295390435516,279.1370460956448,0.3462580474373473,0.0374111286396269,0.012953904355184634,-0.012953904355184634,0.012953904355185841,-0.012953904355185841
2.0,277.9136363636364,277.9082931325751,277.91897959469765,0.3462580474373473,-0.0154313556055002,-0.005343231061271863,0.005343231061271863,-0.005343231061260667,0.005343231061260667
