H,Td_rep,Td_plus,Td_minus,delta_c,w_i,delta_theoretical_plus,delta_theoretical_minus,delta_effective_plus,delta_effective_minus
0.066,289.15,289.2912505891898,289.00874941081014,0.8177776604863015,0.1727249300327345,0.14125058918982974,-0.14125058918982974,0.14125058918983768,-0.14125058918983768
0.1,288.11,288.2514366399074,287.9685633600926,0.8177776604863015,0.1729524377362877,0.1414366399073841,-0.1414366399073841,0.14143663990739697,-0.14143663990739697
0.2,287.85,287.99330612709815,287.7066938729019,0.8177776604863015,0.175238495770238,0.14330612709812388,-0.14330612709812388,0.1433061270981284,-0.1433061270981284
0.3,287.65,287.7916277052488,287.50837229475115,0.8177776604863015,0.1731860774536313,0.14162770524883,-0.14162770524883,0.14162770524882262,-0.14162770524882262
0.4,287.35,287.48368584486263,287.2163141551374,0.8177776604863015,0.1634745620015197,0.1336858448626256,-0.1336858448626256,0.1336858448626117,-0.1336858448626117
0.5,287.15,287.2381041194847,287.06189588051524,0.8177776604863015,0.1077360311265219,0.08810411948472643,-0.08810411948472643,0.08810411948473984,-0.08810411948473984
0.6,287.72272727272724,287.76552734667484,287.67992719877964,0.8177776604863015,0.0523370544533692,0.04280007394762043,-0.04280007394762043,0.04280007394760332,-0.04280007394760332
0.7000000000000001,287.5199999999999,287.5206753684276,287.51932463157226,0.8177776604863015,0.0008258582501137,0.0006753684276712925,-0.0006753684276712925,0.0006753684276645799,-0.0006753684276645799
0.8,287.16,287.08877425639884,287.2312257436012,0.8177776604863015,-0.0870967098304641,-0.07122574360121119,0.07122574360121119,-0.0712257436011896,0.0712257436011896
0.9,286.5799999999999,286.4319834262575,286.72801657374237,0.8177776604863015,-0.1809985536342893,-0.14801657374245347,0.14801657374245347,-0.1480165737424386,0.1480165737424386
1.0,287.34090909090907,287.1432205838316,287.53859759798655,0.8177776604863015,-0.2417386982177395,-0.19768850707750707,0.19768850707750707,-0.19768850707748697,0.19768850707748697
1.1,286.2954545454545,286.00092009354796,286.58998899736105,0.8177776604863015,-0.3601644629560808,-0.29453445190652894,0.29453445190652894,-0.2945344519065429,0.2945344519065429
1.2000000000000002,285.5666666666666,285.232477929233,285.9008554041002,0.8177776604863015,-0.4086547647129682,-0.33418873743355115,0.33418873743355115,-0.33418873743357835,0.33418873743357835
1.3000000000000005,284.45,284.22446223502624,284.67553776497374,0.8177776604863015,-0.2757935021600295,-0.2255377649737527,0.2255377649737527,-0.2255377649737511,0.2255377649737511
1.4,281.51,281.49296002932044,281.52703997067954,0.8177776604863015,-0.0208369236565174,-0.01703997067955847,0.01703997067955847,-0.017039970679547878,0.017039970679547878
1.5000000000000002,280.1730769230769,280.3307497255884,280.0154041205654,0.8177776604863015,0.1928064437682842,0.1576728025115111,-0.1576728025115111,0.15767280251151305,-0.15767280251151305
1.6,278.78,279.08456874335525,278.4754312566447,0.8177776604863015,0.3724346580636346,0.30456874335529477,-0.30456874335529477,0.30456874335527573,-0.30456874335527573
1.7000000000000002,278.7409090909091,278.988767703307,278.4930504785112,0.8177776604863015,0.3030880205880537,0.24785861239792253,-0.24785861239792253,0.24785861239791984,-0.24785861239791984
1.8000000000000005,279.25,279.31360267152434,279.18639732847566,0.8177776604863015,0.0777750170951446,0.06360267152434945,-0.06360267152434945,0.06360267152433607,-0.06360267152433607
1.9,279.15,279.02203907806955,279.2779609219304,0.8177776604863015,-0.1564739758901587,-0.12796092193044395,0.12796092193044395,-0.1279609219304234,0.1279609219304234
2.0,277.9136363636364,277.7000630173369,278.12720970993587,0.8177776604863015,-0.2611630967914612,-0.21357334629947866,0.21357334629947866,-0.21357334629948355,0.21357334629948355
