H,Td_rep,Td_plus,Td_minus,delta_c,w_i,delta_theoretical_plus,delta_theoretical_minus,delta_effective_plus,delta_effective_minus
0.066,289.15,287.3045942495402,290.9954057504598,10.491252978945749,-0.1758994615956031,-1.8454057504598245,1.8454057504598245,-1.845405750459804,1.845405750459804
0.1,288.11,286.2620783485303,289.95792165146975,10.491252978945749,-0.1761392709887175,-1.847921651469715,1.847921651469715,-1.8479216514697328,1.8479216514697328
0.2,287.85,286.00593627043673,289.6940637295633,10.491252978945749,-0.1757715435195423,-1.8440637295632905,1.8440637295632905,-1.8440637295632882,1.8440637295632882
0.3,287.65,285.7955278828329,289.50447211716704,10.491252978945749,-0.1767636449991881,-1.8544721171670409,1.8544721171670409,-1.854472117167063,1.854472117167063
0.4,287.35,285.4662776370384,289.23372236296166,10.491252978945749,-0.1795517052864847,-1.8837223629616218,1.8837223629616218,-1.8837223629616346,1.8837223629616346
0.5,287.15,285.2316464281213,289.0683535718787,10.491252978945749,-0.1828526655232258,-1.9183535718787132,1.9183535718787132,-1.918353571878697,1.918353571878697
0.6,287.72272727272724,285.77175704790204,289.67369749755244,10.491252978945749,-0.1859616033223561,-1.9509702248251959,1.9509702248251959,-1.9509702248251983,1.9509702248251983
0.7000000000000001,287.5199999999999,285.5839221015547,289.45607789844513,10.491252978945749,-0.1845421040108911,-1.9360778984451774,1.9360778984451774,-1.9360778984452054,1.9360778984452054
0.8,287.16,285.2037996349817,289.11620036501836,10.491252978945749,-0.1864601272073131,-1.9562003650183266,1.9562003650183266,-1.9562003650183328,1.9562003650183328
0.9,286.5799999999999,284.61068661792297,288.5493133820769,10.491252978945749,-0.1877100272035247,-1.969313382076966,1.969313382076966,-1.9693133820769617,1.9693133820769617
1.0,287.34090909090907,285.3465665088935,289.33525167292464,10.491252978945749,-0.1900957479547877,-1.9943425820155867,1.9943425820155867,-1.9943425820155767,1.9943425820155767
1.1,286.2954545454545,284.21235899845215,288.37855009245686,10.491252978945749,-0.1985554586456752,-2.0830955470023795,2.0830955470023795,-2.083095547002358,2.083095547002358
1.2000000000000002,285.5666666666666,283.31570465305543,287.8176286802778,10.491252978945749,-0.2145560704835232,-2.250962013611157,2.250962013611157,-2.250962013611172,2.250962013611172
1.3000000000000005,284.45,282.07429643312145,286.82570356687853,10.491252978945749,-0.2264461234178814,-2.3757035668785647,2.3757035668785647,-2.375703566878542,2.375703566878542
1.4,281.51,278.9601111810376,284.0598888189624,10.491252978945749,-0.2430490260867445,-2.549888818962421,2.549888818962421,-2.5498888189624154,2.5498888189624154
1.5000000000000002,280.1730769230769,277.4349512181968,282.91120262795704,10.491252978945749,-0.2609912953557713,-2.7381257048801455,2.7381257048801455,-2.738125704880133,2.738125704880133
1.6,278.78,275.9553028799199,281.60469712008006,10.491252978945749,-0.26924306617606,-2.8246971200800766,2.8246971200800766,-2.8246971200800886,2.8246971200800886
1.7000000000000002,278.7409090909091,275.8744617591603,281.6073564226579,10.491252978945749,-0.2732225919536335,-2.8664473317488364,2.8664473317488364,-2.866447331748816,2.866447331748816
1.8000000000000005,279.25,276.3497224323194,282.1502775676806,10.491252978945749,-0.2764472054482901,-2.9002775676806007,2.9002775676806007,-2.9002775676805754,2.9002775676805754
1.9,279.15,276.26123144798373,282.0387685520162,10.491252978945749,-0.2753501948540904,-2.8887685520162685,2.8887685520162685,-2.888768552016245,2.888768552016245
2.0,277.9136363636364,275.0959162783826,280.73135644889015,10.491252978945749,-0.2685780326628728,-2.8177200852537525,2.8177200852537525,-2.817720085253768,2.817720085253768
