lambda_um,PC1_U,PC2_U,PC3_U,PC4_U,PC5_U,PC6_U,PC7_U,PC8_U,PC9_U
2.508151492,0.00029651235056480014,-8.239843060953783e-05,2.8915631111822392e-05,9.241378838762395e-05,0.0001362079265713828,0.00013045413418872668,-4.406752589988612e-05,7.129194734379783e-05,-3.335429514103322e-05
2.508780733,0.0002853458112638648,-0.00016002877843516026,0.00010500384290607037,0.00018266162860991296,0.00016207982323857283,0.0002501860107729005,-0.00017819655281921164,0.0002175633565491761,-6.77555860936684e-05
2.509410289,0.0002840433078890303,-0.00016777691295902277,0.00011291870543667868,0.00019313037807569848,0.0001628407613758431,0.0002676096793802989,-0.00020227716806505103,0.0002446051296795822,-7.11957151889319e-05
2.510040161,0.00029135465132393187,-0.00013529434899359918,7.519119404077904e-05,0.0001429525789121058,0.00016207982323857283,0.00018763950807967536,-9.271036869648175e-05,0.00013275052264017525,-5.6986486317191296e-05
2.510670349,0.000279975448479263,-0.00017939911474481652,0.00012927608799993587,0.00021587283381171535,0.0001586556016208565,0.00030692462393032616,-0.0002612746754173576,0.00030299077621114077,-7.598198175625506e-05
2.511300854,0.0002798348082867253,-0.00018178315613677425,0.00013323351926524004,0.0002209267128641635,0.00015561184907177532,0.0003185404030019251,-0.00028354924451975906,0.00032757420632969174,-7.7028977567857e-05
2.511931675,0.0002871753503775171,-0.00017463103196090115,0.00011951442421218562,0.00020251615345881656,0.0001658845139249243,0.00028190602285303604,-0.00021853158335599266,0.00026119894500960413,-7.463584428419542e-05
2.512562814,0.0002868385925462504,-0.0001785050992228324,0.00012505482798361145,0.000210457963398378,0.0001643626376503837,0.00029575560559225026,-0.00023960212169610217,0.00028332403211629996,-7.7028977567857e-05
2.51319427,0.0002911244685866643,-0.00016822392072001486,0.00011028041792647592,0.00019060343854947442,0.00016968920461127578,0.00026090826837745336,-0.0001854207373929635,0.00022862590010252402,-7.343927764236462e-05
2.513826043,0.00029944924870308766,-0.00013440033347161503,7.228907777955599e-05,0.00014114762210766003,0.000165123575787654,0.00018495894367853713,-8.669021488502188e-05,0.0001266046651105375,-5.6836915486962445e-05
2.514458134,0.0002931026775232241,-0.00017030995693797783,0.00011291870543667868,0.00019349136943658767,0.00017045014274854608,0.0002662693971797298,-0.00019144089120442333,0.00023600092913808932,-7.568284009579736e-05
2.515090543,0.00028399269688548725,-0.000186700241507687,0.0001382462655346253,0.00022995149688639243,0.00015447044186586988,0.00033551731087580044,-0.00030762985976559847,0.00035277222220120644,-8.031953583289168e-05
2.51572327,0.00028488787901065376,-0.00018744525444267378,0.00013930158053870642,0.00023103447096905992,0.00015523138000314018,0.0003359640716093235,-0.00030823187514674447,0.00035277222220120644,-8.031953583289168e-05
2.516356316,0.00028505212145003606,-0.00018804126479066318,0.0001395654092897267,0.00023139546232994903,0.00015523138000314018,0.0003373043538098926,-0.0003106399366713284,0.0003564597367189891,-8.031953583289168e-05
2.51698968,0.000287904343486242,-0.00018863727513865257,0.00013930158053870642,0.00023103447096905986,0.00015827513255222135,0.00033507055014227747,-0.00030341575209757657,0.0003478555361774963,-7.912296919106088e-05
2.517623364,0.0002867612161081413,-0.0001889352803126473,0.0001406207242938078,0.00023356141049528397,0.00015561184907177534,0.00034087843967807696,-0.00031485404433935027,0.0003607618369897356,-8.136653164449361e-05
2.518257366,0.00029801267483329065,-0.00018446520270272662,0.0001269016292407534,0.0002144288683681587,0.00017577670970943813,0.0002988829307269115,-0.00023057189097891234,0.00027717817458666223,-8.136653164449361e-05
2.518891688,0.00029962663053762054,-0.00018416719752873195,0.00012558248548565198,0.00021298490292460208,0.00017805952412124903,0.0002957556055922502,-0.00022515375254859851,0.00027164690280998823,-8.136653164449361e-05
2.519526329,0.0002910429556723042,-0.0001910213165306103,0.00014141221054686864,0.0002350053759388406,0.00015979700882676193,0.00034177196114512295,-0.0003136500135770583,0.0003613764227426993,-8.241352745609555e-05
2.52016129,0.0003001675356379861,-0.00018342218459374516,0.00012505482798361145,0.00021190192884193462,0.00017577670970943813,0.00029486208412520415,-0.0002245517371674525,0.0002698031455510969,-8.002039417243396e-05
2.520796572,0.0003056070019081946,-0.00016554187415406243,0.00010183789789382705,0.00017977369772279972,0.00018148374573896534,0.00023857023170130152,-0.00014087159918816055,0.00018867782615987873,-7.538369843533967e-05
2.521432173,0.0003074049091446326,-0.0001636048405230968,9.867195288158371e-05,0.00017471981867035153,0.0001826251529448708,0.00023052853849788688,-0.00013003532232753283,0.00017884445411245835,-7.299056515167809e-05
2.522068096,0.0003007468856352738,-0.00019012730100862618,0.00013455266302034142,0.0002259805919166117,0.00017197201902308668,0.0003194339244689712,-0.0002648867677042335,0.00031220956250559736,-8.226395662586669e-05
2.522704339,0.0003022776251703166,-0.000191319321704605,0.00013534414927340226,0.00022706356599927921,0.0001738743643662624,0.00032122096740306335,-0.0002660907984665255,0.0003128241482585611,-8.346052326769749e-05
2.523340903,0.00030743678434397943,-0.0001878922622036658,0.00012716545799177365,0.00021587283381171535,0.00018452749828804654,0.0002988829307269115,-0.0002221436756428686,0.000272261488562952,-8.570408572113022e-05
2.523977789,0.0002937988221440725,-0.00019280934757457858,0.00014378666930605112,0.0002386152895477322,0.00015713372534631592,0.00035338774021672194,-0.0003335165211548759,0.0003890327816260691,-9.15373481000553e-05
2.524614996,0.00030433978024256076,-0.0001960874044885204,0.00014088455304482806,0.00023572735866061887,0.00017273295716035695,0.0003373043538098926,-0.00028896738295007297,0.0003324908923534019,-8.211438579563785e-05
2.525252525,0.00030376626997645104,-0.0001960874044885204,0.00014114838179584837,0.0002364493413823972,0.00017121108088581635,0.0003390913967439848,-0.00029558955214267876,0.00034109509289489477,-8.450751907929942e-05
2.525890376,0.00030868502688328466,-0.00019802443811948602,0.0001406207242938078,0.0002364493413823972,0.00017729858598397873,0.0003373043538098926,-0.000285957306044343,0.00032941796358858304,-8.323616702235421e-05
2.52652855,0.0003029640369058683,-0.00019862044846747541,0.00014668878556727417,0.00024366916860018035,0.00016626498299355947,0.00035428126168376804,-0.0003214762135319561,0.0003669076945193733,-8.31613816072398e-05
2.527167046,0.0003017060614812663,-0.00019876945105447278,0.00014774410057135528,0.0002454741254046261,0.0001639821685817486,0.0003583021082854753,-0.0003323124903925839,0.0003810431668375401,-8.547972947578694e-05
2.527805865,0.00031126399816478503,-0.00019936546140246223,0.00014167603929788892,0.00023789330682595387,0.0001788204622585193,0.00034043167894455393,-0.00028776335218778096,0.0003318763066004381,-8.420837741884173e-05
2.528445006,0.00030790955924726794,-0.00019966346657645696,0.00014510581306115253,0.00024222520315662373,0.00017273295716035695,0.00034847337214796855,-0.0003070278443844525,0.000354001393707134,-8.540494406067252e-05
2.529084471,0.00031098734090022557,-0.00020025947692444638,0.00014352284055503086,0.00024042024635217795,0.00017729858598397873,0.0003435590040792151,-0.0002937835059992408,0.0003392513356360034,-8.420837741884173e-05
2.52972426,0.0003030735318654565,-0.00019996147175045166,0.0001498547305795175,0.0002476400735699611,0.00016246029230720797,0.0003650035192883209,-0.0003443527980155036,0.00039640781066163443,-8.99668543826524e-05
2.530364372,0.00030964663595060127,-0.0002035375338383882,0.0001498547305795175,0.000249806021735296,0.00017121108088581638,0.00036098267268661353,-0.000325088305818832,0.00036936603753122833,-8.181524413518016e-05
2.531004809,0.0003078567583445332,-0.0002039845415993803,0.00015275684684074056,0.00025197196990063087,0.00016702592113082974,0.00036679056222241297,-0.00033833264420404373,0.00038473068135532276,-8.405880658861289e-05
2.53164557,0.0003037906021896929,-0.00019668341483650983,0.00014616112806523364,0.0002425861945175129,0.00016131888510130253,0.0003645567585547979,-0.0003485669056835255,0.0004130016259916564,-0.00010155859372538817
2.532286655,0.00030860765044517566,-0.00020592157523034588,0.00015539513435094333,0.0002559428748704117,0.00016626498299355944,0.00037215169102468944,-0.00034676085954008754,0.00039149112463792427,-8.278745453166768e-05
2.532928065,0.0003069722823931931,-0.00020145149762042518,0.0001509100455835986,0.000249806021735296,0.00016360169951311343,0.0003703646480905974,-0.0003515769825892554,0.0004093141114738737,-9.557576051623422e-05
2.5335698,0.0003106834315568352,-0.00020502755970836173,0.0001532845043427811,0.0002537769267050767,0.00016740639019946488,0.0003717049302911664,-0.0003479648903023795,0.00039948073942645335,-8.854593149547834e-05
2.53421186,0.0003222329598941968,-0.00020651758557833533,0.00014668878556727417,0.0002465570994872936,0.00018452749828804654,0.00035338774021672194,-0.0003010076905729926,0.0003460117789186049,-8.734936485364755e-05
2.534854246,0.00031839674315449165,-0.00020875262438329565,0.00015302067559176083,0.00025522089214863336,0.0001769181169153436,0.00036679056222241297,-0.000328700398105708,0.000373053552049011,-8.495623156998597e-05
2.535496957,0.0003126713733786918,-0.0002069645933393274,0.0001556589631019636,0.00025666485759218995,0.00016740639019946488,0.0003766192983599198,-0.0003527810133515474,0.00040624118270905486,-9.078949394891107e-05
2.536139995,0.00031111313844268577,-0.00020145149762042518,0.0001498547305795175,0.0002487230476526285,0.0001658845139249243,0.00037393873395878165,-0.0003563931056384233,0.0004234495837920405,-0.00010469958116019398
2.536783359,0.0003143203674700898,-0.00020785860886131152,0.00015645044935502444,0.0002581088230357466,0.00016854779740537034,0.00037974662349458114,-0.0003569951210195693,0.000411157868732765,-9.1836489760513e-05
2.537427049,0.00032073677210195736,-0.0002112856683622507,0.00015671427810604472,0.0002595527884793032,0.00017577670970943813,0.0003752790161593508,-0.00034194473649091963,0.00038718902436717784,-8.60032273815879e-05
2.538071066,0.0003268818725561786,-0.00021217968388423484,0.00015275684684074056,0.0002555818835095225,0.00018414702921941138,0.0003667905622224131,-0.0003190681520073722,0.0003656785230134457,-8.585365655135906e-05
2.53871541,0.0003213173387099071,-0.00021203068129723747,0.00015750576435910555,0.0002609967539228598,0.00017539624064080296,0.00038019338422810416,-0.0003485669056835255,0.00039640781066163443,-8.824678983502065e-05
2.539360081,0.0003213051726032862,-0.00021203068129723747,0.00015829725061216636,0.00026171873664463817,0.00017425483343489755,0.0003824271878957193,-0.00035398504411383934,0.00040378283969719973,-9.049035228845337e-05
2.54000508,0.0003327206304456854,-0.00021009364766627186,0.00014616112806523361,0.0002480010649308502,0.0001948001631411955,0.00035249421874967583,-0.0002901714137123649,0.0003398659213889672,-9.15373481000553e-05
2.540650407,0.0003311945140311585,-0.00021322270199321635,0.00015249301808972028,0.0002559428748704116,0.00018871265804303315,0.00036679056222241297,-0.00031545605972049627,0.0003626055942486268,-8.80972190047918e-05
2.541296061,0.00032416907410184827,-0.00021515973562418193,0.0001614631956244097,0.00026677261569708633,0.00017577670970943813,0.0003873415559644727,-0.00035880116716300724,0.00040624118270905486,-8.794764817456294e-05
2.541942044,0.0003225733675574498,-0.000213073699406219,0.00016014405186930833,0.00026460666753175136,0.00017273295716035695,0.0003891285988985649,-0.00036662736711790504,0.0004222204122861129,-9.60992584220352e-05
2.542588355,0.0003228986892484929,-0.0002136697097542084,0.00016119936687338941,0.000266050632975308,0.00017197201902308668,0.0003909156418326571,-0.000369637444023635,0.00042467875529796805,-9.482790636508999e-05
2.543234995,0.00032254635880075137,-0.00020890162697029298,0.0001546036480978825,0.0002573868403139683,0.00017121108088581635,0.0003864480344974266,-0.000369637444023635,0.00044004339912206243,-0.0001087379935763729
2.543881964,0.00032501413186773666,-0.0002148617304501872,0.00016199085312645027,0.0002671336070579755,0.00017273295716035695,0.00039359620623379525,-0.0003720455055482189,0.0004289808555687145,-9.70714688185227e-05
2.544529262,0.00032473625799251505,-0.0002142657201021978,0.00016172702437543,0.0002671336070579755,0.00017197201902308668,0.00039448972770084135,-0.0003744535670728028,0.00043451212734538854,-9.931503127195544e-05
2.54517689,0.0003270500081496796,-0.0002153087382111793,0.00016172702437543,0.0002674945984188647,0.00017425483343489755,0.00039583000990141043,-0.0003744535670728028,0.00043451212734538854,-0.0001004368124986718
2.545824847,0.0003306377929921857,-0.0002197788158211,0.00016542062688971388,0.00027290946883220196,0.00017805952412124903,0.00039761705283550253,-0.000370841474785927,0.0004234495837920405,-9.116342102448319e-05
2.546473135,0.00033628578632987667,-0.00022246086238705238,0.00016542062688971388,0.00027399244291486947,0.00018490796735668168,0.0003949364884343644,-0.00035940318254415324,0.0004056265969560911,-8.652672528738888e-05
2.547121752,0.0003313139851981759,-0.0002197788158211,0.00016568445564073414,0.0002743534342757586,0.00017729858598397873,0.00040074437797016387,-0.0003768616285973868,0.0004308246128276058,-9.452876470463227e-05
2.547770701,0.0003303205009315124,-0.00021247768905822953,0.00015618662060400417,0.00026063576256197065,0.00017577670970943813,0.00039448972770084135,-0.00037806565935967875,0.0004523351141813379,-0.00011404775804949702
2.54841998,0.00033153857152639786,-0.00021337170458021369,0.000156978106857065,0.0002609967539228598,0.00017653764784670846,0.00039538324916788735,-0.00037926969012197075,0.0004541788714402293,-0.00011397297263438259
2.54906959,0.0003344774162417447,-0.0002217158494520656,0.0001672674281468558,0.0002761583910802044,0.0001788204622585193,0.00040476522457187115,-0.00038167775164655465,0.0004375850561102073,-9.662275632783616e-05
2.549719531,0.0003400709054217739,-0.0002261859270619863,0.00016911422940399775,0.0002801292960499851,0.00018490796735668168,0.00040476522457187115,-0.0003720455055482189,0.0004191474835212941,-8.862071691059277e-05
2.550369804,0.00033660575493400655,-0.00022365288308303125,0.00016911422940399775,0.00027832433924553936,0.0001795814003957896,0.0004078925497065324,-0.00038408581317113865,0.0004381996418631711,-9.662275632783616e-05
2.551020408,0.0003357234688818582,-0.00021605375114616609,0.00015882490811420694,0.00026496765889264055,0.00017843999318988417,0.0004016378994372099,-0.00038528984393343055,0.0004597101432169032,-0.00011606696425758648
2.551671345,0.00033861656903631045,-0.00022588792188799156,0.00017148868816318027,0.00028229524421532007,0.00018072280760169507,0.00041146663557471664,-0.0003876979054580145,0.00044065798487502627,-9.535140427089095e-05
2.552322614,0.00033870538161464306,-0.00022395088825702598,0.0001688504006529775,0.0002786853306064285,0.00017958140039578963,0.00041146663557471664,-0.0003889019362203065,0.00044987677116948275,-0.00010096031040447276
2.552974215,0.0003393535917754051,-0.00021799078477713173,0.00016014405186930833,0.00026677261569708633,0.0001803423385330599,0.0004052119853053942,-0.0003882999208391605,0.00046401224348764956,-0.00011816095588079033
2.553626149,0.00034074758427202884,-0.00022395088825702595,0.00016832274315093694,0.000277602356523761,0.00018148374573896534,0.00041236015704176275,-0.0003919120131260365,0.00045663721445208426,-0.00010544743531133823
2.554278416,0.0003488531311471435,-0.0002315500201938911,0.00017254400316726133,0.0002859051578242116,0.00019023453431757376,0.0004128069177752858,-0.00037806565935967875,0.0004265225125568594,-9.05651377035678e-05
2.554931017,0.0003482647782309563,-0.00023140101760689376,0.0001728078319182816,0.00028626614918510077,0.00018871265804303315,0.00041548748217642403,-0.00038288178240884665,0.0004338975415924247,-9.280870015700052e-05
2.555583951,0.00035058290818650435,-0.00023244403571587524,0.0001733354894203222,0.0002869881319068791,0.00019099547245484403,0.000415040721442901,-0.00038167775164655465,0.00043143919858056956,-9.27339147418861e-05
2.556237219,0.0003560267542550964,-0.0002333380512378594,0.00017043337315909913,0.00028337821829798747,0.00019784391569027668,0.0004096795926406246,-0.00036602535173675904,0.0004148453832505477,-9.265912932677167e-05
2.556890821,0.0003560681190176075,-0.00023438106934684088,0.00017228017441624108,0.00028662714054598996,0.00019746344662164154,0.00041414719997585496,-0.0003732495363105108,0.00042099124078018546,-9.265912932677167e-05
2.557544757,0.00035454686904572895,-0.00023527508486882498,0.0001754461194284844,0.00029023705415488147,0.0001936587559352901,0.00041995508951165445,-0.00038528984393343055,0.0004332829558394609,-9.265912932677167e-05
2.558199028,0.00035522062803039495,-0.00023616910039080913,0.00017650143443256552,0.00029168101959843807,0.0001936587559352901,0.0004226356539127926,-0.0003870958900768685,0.0004369704703572435,-9.250955849654283e-05
2.558853634,0.000354630085215016,-0.00023646710556480386,0.00017834823568970746,0.00029384696776377304,0.00019175641059211433,0.00042576297904745394,-0.0003943200746506203,0.0004449600851457726,-9.363133972325919e-05
2.559508574,0.00035129146223610605,-0.00023304004606386467,0.0001767652631835858,0.00029168101959843807,0.00018719078176849258,0.000427550021981546,-0.00040455433613010205,0.00046462682924061334,-0.00010275516036721895
2.56016385,0.0003519654645429045,-0.00022514290895300478,0.00016462914063665302,0.0002754364083584261,0.00018757125083712774,0.00041861480731108527,-0.00040154425922437215,0.0004836789875824903,-0.00012436814533528759
2.560819462,0.00035315822963601843,-0.0002254409141269995,0.00016489296938767333,0.0002754364083584261,0.000188332188974398,0.00041906156804460834,-0.00040154425922437215,0.0004861373305943455,-0.0001266117077887203
2.56147541,0.0003553138204071111,-0.00022395088825702595,0.00016119936687338941,0.0002703825293059779,0.0001898540652489386,0.00041727452511051614,-0.00040094224384322615,0.0004916686023710194,-0.0001322206139223021
2.562131694,0.00035479822080851695,-0.0002278249555189572,0.00016753125689787608,0.00027976830468909596,0.000188332188974398,0.00042308241464631563,-0.00040636038227354006,0.00048798108785323685,-0.00012309679327834238
2.562788314,0.00035761735103471406,-0.00022558991671399687,0.00016251851062849083,0.00027327046019309114,0.00019099547245484403,0.0004204018502451775,-0.00040335030536781016,0.0004947415311358384,-0.00013319282431878963
2.56344527,0.0003568044117903049,-0.00023110301243289903,0.00017148868816318027,0.00028518317510243326,0.00018871265804303315,0.0004293370649156382,-0.000411176505322708,0.00048736650210027307,-0.00012070365999468079
2.564102564,0.0003583979284355116,-0.00023110301243289903,0.0001706972019101194,0.0002841002010197658,0.00019023453431757373,0.0004293370649156382,-0.000411176505322708,0.0004922831881239832,-0.00012279765161788463
2.564760195,0.0003608406393228578,-0.00022901697621493605,0.00016594828439175447,0.00027832433924553936,0.0001925173487293846,0.0004257629790474539,-0.00040937045917927,0.0004971998741476934,-0.00013079969103512807
2.565418163,0.0003613212005343837,-0.00023229503312887788,0.0001706972019101194,0.00028554416646332244,0.0001925173487293846,0.0004311241078497303,-0.0004123805360849999,0.0004947415311358384,-0.00012504121407131737
2.566076469,0.0003624290462032837,-0.00024123518834871923,0.00018309715320807246,0.0003014277863424453,0.00019175641059211433,0.00044273988692132923,-0.00041960472065875177,0.0004799914730647078,-0.0001056717915566815
2.566735113,0.00036623192781084753,-0.00024481125043665573,0.00018547161196725496,0.00030575968267311515,0.00019594157034710097,0.00044452692985542144,-0.0004165946437530218,0.0004726164440291424,-9.991331459287083e-05
2.567394095,0.0003658591583039828,-0.00024361922974067696,0.00018441629696317382,0.0003043157172295585,0.00019441969407256034,0.0004463139727895135,-0.00042080875142104366,0.0004799914730647078,-0.00010440043949973629
2.568053416,0.00036570829858188357,-0.00023751012367378535,0.0001767652631835858,0.00029384696776377304,0.0001940392250039252,0.0004400593225201911,-0.00042080875142104366,0.0004965852883947297,-0.00012025494750399421
2.568713075,0.0003667005662378849,-0.00023870214436976417,0.0001778205781876669,0.0002949299418464405,0.00019441969407256034,0.0004422931261878062,-0.00042321681294562767,0.0004996582171595485,-0.00012122715790048174
2.569373073,0.00036883425801706,-0.00023542408745582234,0.0001720163456652208,0.0002869881319068791,0.0001963220394157361,0.00043782551885257584,-0.00041900270527760576,0.0005076478319480776,-0.00013147275977115787
2.57003341,0.000370855048326793,-0.00023497707969483028,0.00017016954440807886,0.00028554416646332244,0.00019822438475891184,0.00043782551885257584,-0.00041960472065875177,0.000511949932218824,-0.0001346885326210781
2.570694087,0.00036996473264427486,-0.00024242720904469808,0.00018204183820399132,0.0003014277863424453,0.00019556110127846583,0.0004489945371906518,-0.0004286349513759415,0.0005015019744184398,-0.0001177122433901038
2.571355104,0.000372019344730414,-0.0002476422995896055,0.0001881098994774577,0.00031009157900378504,0.00019746344662164154,0.0004548024267264513,-0.0004304409975193795,0.0004922831881239832,-0.00010858842274614404
2.572016461,0.00037296830104684495,-0.0002477913021766029,0.0001881098994774577,0.00031009157900378504,0.0001970829775530064,0.0004556959481934973,-0.0004322470436628175,0.0004959707026417659,-0.00011083198519957677
2.572678158,0.00037384255746862344,-0.00024361922974067696,0.00018204183820399132,0.00030178877770333445,0.00019784391569027668,0.0004507815801247439,-0.0004310430129005255,0.0005082624177010414,-0.00012204979746674041
2.573340196,0.00037714127561781687,-0.0002376591262607827,0.0001709610306611397,0.0002873491232677683,0.00020240954451389845,0.00044273988692132923,-0.00042502285908906556,0.0005223978900192083,-0.0001411200783209186
2.574002574,0.0003769838461981422,-0.000241980201283706,0.00017808440693868719,0.0002963739072899971,0.00020050719917072272,0.0004498880586576978,-0.0004316450282816715,0.0005180957897484617,-0.00013087447645024247
2.574665294,0.00037748703636798303,-0.00024481125043665573,0.00018177800945297105,0.00030214976906422364,0.00019936579196481728,0.0004543556659929282,-0.0004352571205685473,0.0005162520324895705,-0.00012638735154337703
2.575328354,0.0003792005108244719,-0.00024555626337164255,0.00018230566695501163,0.00030287175178600196,0.00020126813730799302,0.00045614270892702037,-0.0004352571205685473,0.0005168666182425343,-0.00012735956193986455
2.575991757,0.0003796652560973906,-0.00024853631511158965,0.00018705458447337657,0.0003086476135602284,0.00020050719917072272,0.0004597167947952047,-0.0004388692128554233,0.0005144082752306791,-0.00012175065580628271
2.576655501,0.0003827680999299873,-0.00024332122456668224,0.0001767652631835858,0.00029637390728999715,0.00020393142078843906,0.00045346214452588216,-0.0004340530898062554,0.0005279291617958821,-0.0001374555929803118
2.577319588,0.00038451247629729327,-0.00024287421680569017,0.00017518229067746413,0.00029384696776377304,0.00020469235892570936,0.00045167510159178995,-0.0004340530898062554,0.0005322312620666285,-0.00014291492828366476
2.577984016,0.0003838017323484998,-0.00025226137978652356,0.00018995670073459965,0.0003133405012517874,0.00020240954451389845,0.00046597144506452714,-0.0004442873512857372,0.0005187103755014254,-0.00012040451833422307
2.578648788,0.00038598238529923153,-0.00025702946257043897,0.00019549710450602549,0.00032236528527401634,0.00020431188985707422,0.00047222609533384966,-0.00044609339742917507,0.0005107207607128964,-0.00011135548310537774
2.579313903,0.0003870999638534283,-0.00025688045998344166,0.00019470561825296465,0.0003212823111913489,0.00020469235892570936,0.00047222609533384966,-0.0004466954128103211,0.0005144082752306791,-0.00011472082678552683
2.57997936,0.00038744864446918357,-0.00025643345222244957,0.00019470561825296465,0.0003209213198304597,0.00020469235892570936,0.00047311961680089577,-0.00044970548971605103,0.000519939547007353,-0.00011681481840873071
2.580645161,0.00038940422444742846,-0.00025196337461252884,0.00018705458447337657,0.00031081356172556337,0.00020621423520024996,0.0004677584879986193,-0.0004472974281914671,0.0005316166763136647,-0.00013139797435604344
2.581311306,0.0003922343041695844,-0.0002477913021766029,0.00017913972194276827,0.00029998382089888866,0.00020963845681796627,0.0004619505984628198,-0.0004436853359045912,0.0005426792198670127,-0.0001448593490766398
2.581977795,0.00039141138871774607,-0.00025464542117848126,0.0001902205294856199,0.00031514545805623326,0.00020735564240615537,0.0004726728560673727,-0.00045211355124063503,0.0005340750193255199,-0.00012900484107238185
2.582644628,0.00039248614257663723,-0.0002558374418744601,0.00019101201573868076,0.00031658942349978986,0.00020773611147479053,0.0004740131382679418,-0.0004539195973840728,0.0005353041908314474,-0.00012900484107238185
2.583311806,0.00039560139583798726,-0.0002516653694385341,0.00018309715320807246,0.00030684265675578267,0.0002107798640238717,0.0004686520094656654,-0.000449103474334905,0.0005463667343847953,-0.00014343842618946574
2.583979328,0.0003976927495661216,-0.00024972833580756855,0.000178875893191748,0.0003010667949815561,0.00021344314750431774,0.0004659714450645271,-0.000447297428191467,0.0005525125919144331,-0.00014957083022884855
2.584647196,0.0003985434037410555,-0.00025196337461252884,0.00018204183820399132,0.00030575968267311515,0.0002123017402984123,0.0004695455309327115,-0.00045090952047834303,0.0005512834204085056,-0.000146654199039386
2.585315408,0.0003977915383518833,-0.0002585194884404125,0.00019259498824480243,0.00031947735438690316,0.0002107798640238717,0.0004802677885372644,-0.0004599397511955328,0.0005432938056199766,-0.00013207104309207327
2.585983967,0.00039867747423601786,-0.00026090352983237024,0.00019602476200806604,0.0003245312334393513,0.0002107798640238717,0.00048384187440544865,-0.0004623478127201167,0.000542064634114049,-0.00012855612858169533
2.586652871,0.00040188981302820287,-0.00025643345222244957,0.00018731841322439685,0.0003133405012517874,0.00021382361657295288,0.0004775872241361261,-0.00045813370505209483,0.0005525125919144331,-0.00014313928452900805
2.587322122,0.0004042989454612752,-0.00025404941083049187,0.0001825694957060319,0.00030684265675578267,0.00021648690005339892,0.0004740131382679418,-0.0004557256435275108,0.0005611167924559259,-0.00015256224683342552
2.587991718,0.00040448946669095873,-0.0002577744755054257,0.0001881098994774577,0.00031442347533445494,0.00021534549284749348,0.0004798210278037413,-0.0004605417665766787,0.0005574292779381433,-0.00014403670951038117
2.588661662,0.00040533306452405257,-0.00026045652207137815,0.00019180350199174162,0.00032019933710868137,0.00021534549284749348,0.00048384187440544865,-0.0004641538588635547,0.0005568146921851796,-0.00014059658041511763
2.589331952,0.0004076998589060842,-0.0002585194884404125,0.00018705458447337657,0.00031406248397356575,0.0002180087763279395,0.00048071454927078736,-0.0004617457973389707,0.0005635751354677811,-0.00014829947817190332
