,PC1_W,PC2_W,PC3_W,PC4_W,PC5_W,PC6_W,PC7_W,PC8_W,PC9_W
PC1_W,0.9999999999999999,0.5655301674052541,-0.597603016978757,-0.08001034707944546,0.5707257881668774,0.514533563937124,-0.2851931061807866,0.3015753806826567,-0.12378305808136063
PC2_W,0.5655301674052541,1.0,-0.9987045100280787,-0.8594743042209614,-0.3492715977753765,-0.374796680020528,0.5569001909767619,-0.548672874080997,0.7077340648143058
PC3_W,-0.5976030169787568,-0.9987045100280787,1.0,0.8403561523703904,0.31042807514638054,0.34172364280551665,-0.5319819573235389,0.5225977944182205,-0.6824289994776652
PC4_W,-0.08001034707944546,-0.8594743042209615,0.8403561523703903,1.0,0.761928461340842,0.7948179593713042,-0.8892290860062856,0.8862118428038802,-0.9547104039435365
PC5_W,0.5707257881668775,-0.3492715977753765,0.31042807514638054,0.761928461340842,0.9999999999999999,0.9579606486891986,-0.8748672317029182,0.8865187855152445,-0.8500253035058265
PC6_W,0.514533563937124,-0.374796680020528,0.3417236428055167,0.7948179593713042,0.9579606486891985,1.0,-0.963115229030978,0.9676750399191987,-0.9027218527349892
PC7_W,-0.2851931061807865,0.5569001909767619,-0.5319819573235389,-0.8892290860062857,-0.8748672317029181,-0.9631152290309779,1.0,-0.9988888765942369,0.9629101319116825
PC8_W,0.30157538068265677,-0.5486728740809971,0.5225977944182205,0.8862118428038801,0.8865187855152444,0.9676750399191987,-0.9988888765942368,1.0,-0.9673589798397644
PC9_W,-0.12378305808136063,0.7077340648143058,-0.6824289994776651,-0.9547104039435365,-0.8500253035058265,-0.9027218527349892,0.9629101319116826,-0.9673589798397644,1.0
