window_id,lambda_center_um,lambda_start_um,lambda_end_um,num_points,E_L2,dominant_pc,dominant_sign,dominance_index,opposition_fraction,V_PC1,V_PC2,V_PC3,V_PC4,V_PC5,V_PC6,V_PC7,V_PC8,V_PC9,score_dom_energy
95,12.250000000000009,12.000000000000009,12.500000000000009,34,0.22763166786132324,PC1,1,0.3371012110424337,0.375,0.1564319392953305,0.12304875641849693,-0.10083025076452082,-0.03460473952785104,0.012467855402989614,0.025259828083691115,-0.0023689455858307363,0.004378901584226673,0.004659146169010745,0.07673491090766109
42,6.950000000000004,6.700000000000004,7.200000000000004,104,0.18435848991667309,PC8,1,0.17737347509496876,0.375,0.06887959399576872,-0.045064315938665146,0.0335273362823213,0.05564498005937127,0.036907380574313385,0.08257251166796209,-0.07792182727141139,0.090989395816736,-0.021474634802373996,0.032700306019781064
46,7.350000000000004,7.100000000000004,7.600000000000004,93,0.17642038572270136,PC6,1,0.15947299501691034,0.375,0.07663694279406244,-0.04533252347146841,0.03206045451574788,0.05500964433205605,0.04188391062863077,0.07915033843761145,-0.06688691193212533,0.07894352911225906,-0.02042014395859889,0.028134287293237754
