bin_left,bin_right,bin_center,count,density
-19.35249791825004,-18.786657570817027,-19.069577744533532,2,0.003980367010712121
-18.786657570817027,-18.220817223384014,-18.503737397100522,0,0.0
-18.220817223384014,-17.654976875951,-17.937897049667505,0,0.0
-17.654976875951,-17.089136528517987,-17.372056702234495,0,0.0
-17.089136528517987,-16.523296181084973,-16.806216354801478,0,0.0
-16.523296181084973,-15.957455833651961,-16.240376007368468,0,0.0
-15.957455833651961,-15.391615486218948,-15.674535659935454,0,0.0
-15.391615486218948,-14.825775138785936,-15.10869531250244,0,0.0
-14.825775138785936,-14.259934791352922,-14.542854965069429,1,0.0019901835053560604
-14.259934791352922,-13.694094443919909,-13.977014617636415,2,0.003980367010712121
-13.694094443919909,-13.128254096486895,-13.411174270203402,0,0.0
-13.128254096486895,-12.562413749053881,-12.845333922770388,1,0.0019901835053560604
-12.562413749053881,-11.996573401620868,-12.279493575337375,2,0.003980367010712121
-11.996573401620868,-11.430733054187854,-11.713653227904361,2,0.003980367010712121
-11.430733054187854,-10.864892706754842,-11.14781288047135,1,0.001990183505356067
-10.864892706754842,-10.299052359321829,-10.581972533038336,3,0.005970550516068181
-10.299052359321829,-9.733212011888815,-10.016132185605322,2,0.003980367010712121
-9.733212011888815,-9.167371664455802,-9.450291838172308,0,0.0
-9.167371664455802,-8.60153131702279,-8.884451490739295,1,0.001990183505356067
-8.60153131702279,-8.035690969589776,-8.318611143306283,2,0.003980367010712121
-8.035690969589776,-7.469850622156763,-7.7527707958732694,3,0.005970550516068181
-7.469850622156763,-6.904010274723749,-7.186930448440256,7,0.013931284537492424
-6.904010274723749,-6.3381699272907355,-6.621090101007242,9,0.017911651548204545
-6.3381699272907355,-5.772329579857722,-6.055249753574229,6,0.011941101032136362
-5.772329579857722,-5.20648923242471,-5.489409406141216,9,0.0179116515482046
-5.20648923242471,-4.6406488849916965,-4.923569058708203,8,0.015921468042848483
-4.6406488849916965,-4.074808537558683,-4.35772871127519,14,0.02786256907498485
-4.074808537558683,-3.5089681901256693,-3.791888363842176,15,0.029852752580340907
-3.5089681901256693,-2.9431278426926575,-3.2260480164091634,24,0.0477644041285456
-2.9431278426926575,-2.377287495259644,-2.6602076689761507,21,0.04179385361247727
-2.377287495259644,-1.8114471478266303,-2.094367321543137,47,0.09353862475173484
-1.8114471478266303,-1.2456068003936167,-1.5285269741101235,58,0.1154306433106515
-1.2456068003936167,-0.6797664529606031,-0.9626866266771099,68,0.1353324783642121
-0.6797664529606031,-0.11392610552758953,-0.3968462792440963,105,0.20896926806238633
-0.11392610552758953,0.45191424190542406,0.16899406818891727,103,0.20498890105167425
0.45191424190542406,1.0177545893384377,0.7348344156219309,96,0.1910576165141818
1.0177545893384377,1.5835949367714512,1.3006747630549444,73,0.14528339589099243
1.5835949367714512,2.1494352842044613,1.8665151104879563,54,0.10746990928922794
2.1494352842044613,2.715275631637475,2.432355457920968,41,0.08159752371959848
2.715275631637475,3.2811159790704885,2.9981958053539817,17,0.03383311959105303
3.2811159790704885,3.846956326503502,3.5640361527869953,17,0.03383311959105303
3.846956326503502,4.412796673936516,4.129876500220009,13,0.025872385569628786
4.412796673936516,4.978637021369529,4.695716847653022,14,0.02786256907498485
4.978637021369529,5.544477368802543,5.261557195086036,8,0.015921468042848483
5.544477368802543,6.110317716235556,5.82739754251905,7,0.013931284537492424
6.110317716235556,6.67615806366857,6.393237889952063,8,0.015921468042848483
