file_index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
1,82.28526548152689,6.490078244441205,22.245609684174262,-7.231148476459504,-6.494043814405054,-5.477499905865103,-3.1306355063585416,7.441516861421123
2,92.78200241012824,22.779354433479966,16.970653366288403,3.1041905376390355,-2.5609794209057113,-0.03979844672199334,-0.8981313310119841,-4.0670787716050585
3,33.29347703061836,-19.29324726666463,-19.323487872303208,-2.5742638463392975,0.3057653671704776,-9.428187295866223,7.365512339461434,16.80956868347957
4,-7.944285497004342,-7.817911208463246,0.5968993044478693,2.784342900615141,-0.13318137048243617,1.810333380802015,-0.6648366541753437,-2.323355199667379
5,48.73735052956502,-23.293188633464755,21.168787564080816,4.580808979312289,11.798399393711465,-4.270713476443792,3.763395397592505,3.6922814490508085
6,63.42998306539172,12.162271650405938,12.955380153930061,-20.379144258686832,-11.619498542214956,7.360931340097653,4.752302385980618,0.07349124596909591
7,26.508992891946814,-10.960497714103042,-11.230221956139385,4.36780001980285,-2.0683516515753664,-4.260655975202308,-0.8369440960824508,0.30570781184656615
8,110.14692415634899,42.3302904504627,-0.7504897972062714,-0.246974282537832,-3.474531802991005,7.555956653646208,-0.8435911939604303,3.7538675189984705
9,49.415096907815574,19.892893879866627,-30.806721557459912,10.929480323938238,10.552140704468709,-13.412745714391148,-8.43609901012155,-3.962335542045096
10,64.39784281170944,25.605065980127,2.737649957656195,-10.845015968138902,-6.223410743992433,2.1668957970760334,2.6793012526037665,1.310075362662342
11,51.99217920566782,8.636215781835428,8.252197395112908,-1.3627216174106813,-2.27638922451204,4.176389348809362,4.51238671391557,-2.0104858803326007
12,50.174197432846846,-10.045977936885958,-2.5898799119273437,0.3076423156654827,-1.2962969977560375,0.5525025523639708,0.47187122472848086,1.795014670073062
13,53.95027043219339,-15.482001336438383,7.359230316824383,10.04086365996067,5.906453384172892,-1.6748422693893863,1.7524659161953542,4.2387672636772695
14,17.39364506271723,-20.6099039608597,-11.838540847538074,-0.7796138193596286,-6.370093539376143,-2.2303129144812712,1.9382570545868882,-1.4537511239318845
15,120.73630116193205,1.219578385487999,11.861739007168287,8.967691530987604,-19.19599541448289,-8.471602717895921,2.8323018113233966,-5.854190283046634
16,4.363131627969472,-0.018903759932454425,-3.271579403804156,-3.4396641650313238,0.05060958012802944,1.5859061389182383,-0.5903849264904736,-0.03722450265322772
17,17.954312749764807,-9.615109199206728,2.921807662122801,3.066399706159143,-0.8003549033581697,1.4538532278157827,-1.4435994453347631,-2.4793499932586127
18,17.716419289222273,-6.80595373136094,-0.13670941575327383,-2.707557050808931,1.3910812050294399,-0.03717899828962311,0.7930789077275447,-0.8906157627459943
19,21.434519906851573,-9.158273864929157,-4.613143049016963,-3.6084396885486294,-0.24990986244782748,0.014585645421997924,0.501339823222235,-1.2307761073262546
20,16.118940161309617,-13.842457787958235,-8.501157352839964,-4.364854631059786,1.3687919712093644,1.2504036631750424,-0.5601915870974141,-0.40141922657035034
21,51.447701328217356,-26.880592374701404,-12.291697153220332,-3.0084955469608086,-0.27066989652163487,2.3708150201339184,1.3243452967807265,-1.1548139860222915
22,37.49864568042194,-10.509310773204982,1.101927118790741,-4.275007362302674,0.1585090563560802,2.650016021544236,-3.2452906228946303,2.1219975242162845
23,31.625358627032142,-19.025222789049998,-3.3386339645655183,3.6874885935792006,2.88349058101119,2.68956965884849,-0.8792841814830674,0.9014736800952193
24,-4.866722739510036,1.8524317683516383,14.078875713229852,2.6428318288611297,4.796947057058206,0.8676595986174069,-6.551495587532616,7.110155144761285
25,21.352987187155286,21.48810738694352,19.609251511908315,-11.424887639021598,-2.9789559980941362,-0.1293888725454184,-3.534334784834168,4.415945807701548
26,27.07644649303932,39.86625286291933,0.04746126112135393,0.5489058652938373,-4.032992777666178,5.582826822921603,-4.924195684383706,-1.189625902933208
27,0.6591578788634981,24.84755755641064,-8.041089141987529,4.834398955158584,1.944809820878023,0.803714679069814,1.1350406518970917,1.4218274214830315
28,3.8426335000745167,-5.281762911371147,-1.5970064270043474,0.6247508371996181,0.35562782156093126,-0.732519817691601,-0.26751663949162874,0.17806973066441167
29,12.422881849537486,-12.333972507805052,-4.059306481576715,-0.011422056723960329,-1.168895594081441,-0.29765937943036563,0.5809478497556949,0.05291647650308996
30,51.408952619998736,-4.769820891761868,-13.195191175378465,5.095470353821498,3.397035059099665,-6.116469430705387,-1.5253725036815522,2.7583601775482003
31,136.3167367858198,24.76623272928753,39.837052890578384,23.27154383796563,-14.76467663327229,0.6305199838897926,-2.223595705562377,-6.446452525354968
32,28.138776542889744,30.63102864562311,-3.74421256465057,-2.1704863469005202,-5.075325917369559,0.6418353496693141,-5.2924420951912525,1.5361412989337806
33,-18.54750580685983,-7.971574753912298,-4.331180222123613,-4.991325710648973,4.600502744211592,4.0136161442120795,-1.4404412458111318,-0.8649770175538587
34,-16.15831086989132,-7.542862405270231,-2.7014396965484497,-3.857208783950679,1.6037294956142127,1.6850445874343396,0.06175078697966884,0.2473029764377101
35,-17.35132274172784,-1.3457076956900906,2.3269396170270378,0.2883744578207059,1.1020565697631626,0.38387315676640266,-0.07733979597455196,-1.309637572391548
36,-25.41103087559615,-2.6862273475617777,1.3989781096537712,-0.7190989106949595,-3.2938994316524606,-1.9116508216035344,1.2532012739196803,-0.2874447370733838
37,-32.57398185148817,6.935769120984711,3.0007651516259624,0.3552097997964427,1.8781745924158604,-2.0072582285908265,-1.4009774564316764,0.7094827352538168
38,-35.54870842094971,3.585097692210681,1.7813346738425124,-0.42933944580474714,-0.9126240777291244,-0.049058745932142094,0.08647237141780564,0.45084360183911437
39,-37.66575805930763,3.6890712565483157,5.042759374039371,-0.33676311524663266,-0.34536619120287837,0.5394379656525381,0.5785358287981577,0.7006072424088303
40,-34.078219040782834,3.0046814746345003,7.3903606463628,0.826300283680472,-0.2051449635943014,-0.541135176839572,0.321679719596,-0.3193689402524197
41,-38.006009215924344,0.5427820769278473,1.6518048905912772,-2.5716190079483003,1.1822044419283824,-0.013751138446326765,-0.951984266782588,-0.5263063174761894
42,-28.802848545050825,3.5414232292346863,4.925584303937439,1.0627674478207785,-0.10982161862539493,2.100088330655955,-0.2734992440458486,-0.9985423281991327
43,-29.13195200793077,5.1723374850098,3.4930651365087773,2.738333187077016,-0.6517941066175684,-0.2583131573003527,-1.6780959392505714,-1.5448076558586223
44,-34.811914702375795,2.3870621779413774,1.2606106689898433,-0.02429265525920936,-0.07246232635107762,-0.7679626363193678,1.8957250833893227,-0.3934146309753541
45,-30.862258360654792,2.9918495813754054,1.7332910220067348,2.1876874414531695,-0.1277573365747847,-1.7426304111315212,0.5062611529352076,-1.0205008689532211
46,-34.85530852171474,4.037283674744635,3.1300229089411045,0.39554427902561373,0.5365303739953712,0.7106746939667247,-1.4740527723012788,-0.9601216093438725
47,-34.91778659475776,3.595356638625427,1.7834188328074088,0.9822292758622443,-0.21012469685688362,2.052529600949541,-1.0119546721882695,0.3543855132914769
