file_index,PC1,PC2,PC3
1,35.06801978081263,0.31012591919303084,1.302824456128539
2,38.46617835457046,-3.428034945187262,3.092847197586224
3,31.036816355161786,-0.38216543630563826,5.515519389011822
4,10.50006887618312,1.1269567787723929,3.3325631332389474
5,34.38507198380859,-7.6071140398667385,-1.218774041714764
6,39.60286504253884,-3.4252334526426957,-4.059583656908305
7,33.776009548048734,1.26843858758568,2.3942201293828025
8,33.08339344008118,-6.104519032105616,-2.489632908716875
9,33.600466354451996,-5.455807261777748,-2.346405273454694
10,27.510601411316195,-0.390326068027561,-0.005158386813800303
11,39.18960607733288,0.027462683245715318,1.3858405048181173
12,35.3338251886399,3.852932332529122,-2.4058000434658102
13,35.728794813406374,-2.010335329528837,0.5766889090993915
14,30.363995409401866,-1.5086498890407392,5.384791177590308
15,29.41994032418346,2.6975837455746836,1.7680168481625438
16,24.061565586559254,1.3427152008771184,2.3797075876783627
17,22.480550764826503,-1.9355174439261298,6.4923508663041725
18,28.424411327886208,-4.119731418024388,1.2667485283605124
19,38.470907292389796,-5.743140794131493,1.7540224611245636
20,37.03368147254558,-0.18627102683381772,0.6756317722052005
21,43.933340685864096,9.6061391819467,-1.9484288464241337
22,49.38973948711065,1.4940538211738004,-2.1658306459690917
23,41.403286967771606,-3.0007076629030185,1.7580341002779396
24,-6.286601494979494,-9.974193732403394,-0.25620126890631834
25,-4.054648814156878,-7.6057161779714395,0.12799792043175556
26,-10.601074948970101,-7.600956773153171,-0.9339501150318098
27,-13.047265585978025,-3.1434623327643103,0.1714662122006066
28,20.117239077438086,8.120734882796047,-0.01764968016206871
29,10.355378831421893,10.3208574640019,1.6919497909027983
30,14.684809664739479,1.8699919785412775,0.20272111947282337
31,6.691787201828494,-5.180368406028409,0.0685940808591929
32,0.11151273084821858,-3.754585344245746,1.3424310788344884
33,-0.309025556285922,1.1474988242378699,1.555510735303928
34,2.5224840763369127,-2.3166723795643693,1.4327726018923692
35,-1.1882841596527165,-0.9609739308428533,1.0789619361596587
36,-11.67844074630372,-0.579149397715389,0.6812701121801737
37,-17.791758376392472,0.9603295831845295,-1.623312184349833
38,-16.963995827255665,2.921787778420006,-0.9718383580852759
39,-21.83661031997707,-0.09680598816342909,-1.6703081538332538
40,-21.443920046618825,-0.9326276682005358,-0.7036840343934476
41,-18.884986835261124,-0.007854757747197882,-1.2662711372098419
42,-20.988535689931,1.0045947745860444,-1.003605409391081
43,-22.053100243523442,-1.1463526202164647,-1.7077671481805998
44,-24.870551714623414,-0.20801051391511452,-0.031970926573779423
45,-27.769994686947033,-0.2538862875129683,-0.18939500521311198
46,-21.468110014943655,0.616694660543034,-2.015991527979539
47,-20.538893098644213,-1.3922758457449267,-3.442026334112877
48,-21.35950153578343,-0.11891403813115288,-2.8100121793137722
49,-22.839721154621373,-2.77441879498017,-2.575734045539863
50,-27.733032192013688,-2.013158673245307,0.2900699359737272
51,-26.5767246861322,-4.2689954740459,-0.9139495037035913
52,-24.65479313252687,-1.9352198600727735,-0.30926828761004077
53,-20.081692491656533,0.3705409697837631,0.3313046152091474
54,-26.72974956768918,5.590775400445536,-0.5845644268062588
55,-26.716109106384067,-0.9037105387310982,-0.5026758886288346
56,-17.83291284861473,-1.0221380046804291,2.4262848343916197
57,-15.820738814740212,2.0581710834321174,-0.20973011260864077
58,-18.785995912071602,1.7751875300032136,0.31711698927868687
59,-19.28285977591583,2.577493848790052,0.3467972419039142
60,-20.311831006585038,1.9268211904530734,-0.1567695051100061
61,-24.800833613031582,1.0581478776630742,0.08158448055462933
62,-32.744872966423564,4.99580406984982,1.262955027102927
63,-36.5610692998623,5.531395116704575,-2.7928386951385824
64,-22.2652777096415,-1.8694144015840768,0.6368295772088867
65,-26.613372226023834,6.795971608151191,-0.8486190990957007
66,-22.032064012965424,4.125787534550571,-0.8956948430329718
67,-18.80157567986045,-0.3227687102902532,-0.9037597645784089
68,-19.332542538538252,-1.4541481575554063,-0.8229163157557013
69,-14.823708604536593,-2.120307170196257,1.7914926887323157
70,-13.0728210726545,-1.2866752381827429,0.3760339379293134
71,-13.635545621620224,-0.2402761469172147,0.510427928487708
72,-13.748050668587728,-0.37823892111535123,-0.9599170356593031
73,-17.51544854921178,-0.3307101808332616,-0.021583998916324953
74,-22.965055114638538,-1.7256540994029952,1.4854795457414385
75,-21.05934630783022,3.0954946262335516,-4.097159036973066
76,-0.37496212539089985,-2.863677723608008,-2.9374581834402496
77,0.3954447596136791,0.5635212808398422,-0.7909079337744354
78,-9.285341816182392,-2.277811853798235,-1.1060783795952347
79,-3.687037633757199,2.0464983248921205,1.5894102633939162
80,-2.6690381556894986,-1.454372784908372,-2.9414714587506627
81,-1.4991729864010173,1.316897914463954,-4.807193654824156
82,-2.1957165481693557,8.242936761736772,-0.676898642337811
