file_index,PC1,PC2,PC3
1,82.28526548152689,6.490078244441205,22.245609684174262
2,92.78200241012824,22.779354433479966,16.970653366288403
3,33.29347703061836,-19.29324726666463,-19.323487872303208
4,-7.944285497004342,-7.817911208463246,0.5968993044478693
5,48.73735052956502,-23.293188633464755,21.168787564080816
6,63.42998306539172,12.162271650405938,12.955380153930061
7,26.508992891946814,-10.960497714103042,-11.230221956139385
8,110.14692415634899,42.3302904504627,-0.7504897972062714
9,49.415096907815574,19.892893879866627,-30.806721557459912
10,64.39784281170944,25.605065980127,2.737649957656195
11,51.99217920566782,8.636215781835428,8.252197395112908
12,50.174197432846846,-10.045977936885958,-2.5898799119273437
13,53.95027043219339,-15.482001336438383,7.359230316824383
14,17.39364506271723,-20.6099039608597,-11.838540847538074
15,120.73630116193205,1.219578385487999,11.861739007168287
16,4.363131627969472,-0.018903759932454425,-3.271579403804156
17,17.954312749764807,-9.615109199206728,2.921807662122801
18,17.716419289222273,-6.80595373136094,-0.13670941575327383
19,21.434519906851573,-9.158273864929157,-4.613143049016963
20,16.118940161309617,-13.842457787958235,-8.501157352839964
21,51.447701328217356,-26.880592374701404,-12.291697153220332
22,37.49864568042194,-10.509310773204982,1.101927118790741
23,31.625358627032142,-19.025222789049998,-3.3386339645655183
24,-4.866722739510036,1.8524317683516383,14.078875713229852
25,21.352987187155286,21.48810738694352,19.609251511908315
26,27.07644649303932,39.86625286291933,0.04746126112135393
27,0.6591578788634981,24.84755755641064,-8.041089141987529
28,3.8426335000745167,-5.281762911371147,-1.5970064270043474
29,12.422881849537486,-12.333972507805052,-4.059306481576715
30,51.408952619998736,-4.769820891761868,-13.195191175378465
31,136.3167367858198,24.76623272928753,39.837052890578384
32,28.138776542889744,30.63102864562311,-3.74421256465057
33,-18.54750580685983,-7.971574753912298,-4.331180222123613
34,-16.15831086989132,-7.542862405270231,-2.7014396965484497
35,-17.35132274172784,-1.3457076956900906,2.3269396170270378
36,-25.41103087559615,-2.6862273475617777,1.3989781096537712
37,-32.57398185148817,6.935769120984711,3.0007651516259624
38,-35.54870842094971,3.585097692210681,1.7813346738425124
39,-37.66575805930763,3.6890712565483157,5.042759374039371
40,-34.078219040782834,3.0046814746345003,7.3903606463628
41,-38.006009215924344,0.5427820769278473,1.6518048905912772
42,-28.802848545050825,3.5414232292346863,4.925584303937439
43,-29.13195200793077,5.1723374850098,3.4930651365087773
44,-34.811914702375795,2.3870621779413774,1.2606106689898433
45,-30.862258360654792,2.9918495813754054,1.7332910220067348
46,-34.85530852171474,4.037283674744635,3.1300229089411045
47,-34.91778659475776,3.595356638625427,1.7834188328074088
48,-38.478797312728446,3.3955749454265565,0.434958667235817
49,-34.02849594480256,4.772611486548383,5.0971639985072015
50,-32.37933853260518,4.4728158874736685,3.5081123455801615
51,-35.12342370879393,9.779584475985326,1.6394551736963385
52,-26.10279362559319,5.429804386073028,3.316533213013391
53,-42.176554564881414,-1.343255006679888,-0.4760613322309387
54,-40.45494493976655,-2.5019064010126613,-2.38230304301089
55,-36.59401390884596,0.557430089976478,2.934307202224729
56,-4.032356529037817,2.7792547891423918,17.075374146594214
57,-27.237390904194395,1.426481436527544,0.30021372649554684
58,-25.20269364783158,3.9942053137863383,2.341339777741406
59,-33.3944834825784,-1.0291819661689958,-1.3075789724105285
60,-39.6976511051067,-0.5057833935251549,0.9122637929457456
61,-33.212366831407365,3.690363399800937,-4.364238241002266
62,-29.9406847069858,-1.3595881393255265,1.3023649107924062
63,-29.29175331659199,-2.646261481763158,-2.6040779470427036
64,-31.6689807905123,0.4686099694314517,4.419631781208371
65,-31.477683333137783,-3.822926309750161,-4.426709827985335
