H_first21,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
0.066,-0.2363023520849516,0.20318547421350663,-0.2930956784009258,-0.24040848360074127,-0.32624017329754923,0.2437355629742,-0.5504699498152654,-0.39920250100303717,0.12077619259080084,0.11395501275304298,0.14089663014916703,-0.07208486165341506,-0.0786375082586591,-0.09755918981886547,-0.08858792127234572,0.05852687484702966,0.16218281583621205,0.0217890992381006,-0.02003174659262068,0.12767395539891901,0.08877239573670807
0.1,-0.2320968339011863,0.22083639743335945,-0.28679259578390515,-0.20682562727953693,-0.1715813728729835,0.10158591190705203,-0.0444313398951587,0.1439722449122763,-0.13665158388194046,-0.1437984161715101,-0.20435415413432662,0.1144436283374588,0.2074379244657955,0.22055883657279132,0.22276179839818372,-0.0796575308273829,-0.3686002959692074,-0.08292496270543694,0.1863899726248543,-0.4285342143738915,-0.3269457680996935
0.2,-0.2328527128955171,0.21811492264446422,-0.2591646480975688,-0.1543939515866579,-0.06152557066409696,-0.0013998118518746445,0.22498210006232316,0.3295054463467141,-0.16877017692373572,-0.16436814088204482,-0.20445932342791803,0.12103979806631301,0.08796673519160308,0.030319507777414982,0.05350648768559206,-0.06521268383550766,0.13943826590464858,0.003914147868939007,-0.0809287092276054,0.29433334770716785,0.6354967019172696
0.3,-0.23325545957786123,0.22238781520950607,-0.2173947033514294,-0.10439882251421975,0.038262053254927944,-0.07230744033520933,0.2926854132217419,0.2016984028095492,-0.050223533591576594,-0.033148322535810695,0.039865550039349565,-0.04456378861544584,-0.16197938560931735,-0.19138823722965645,-0.25542491350062296,0.13996827584955343,0.23510688930906795,0.1049621565758043,-0.2504397395324099,0.23288646696781468,-0.6056335252363296
0.4,-0.23249916474524704,0.2210008331667883,-0.14477162099443705,-0.008834373918579077,0.17742668062141315,-0.14654643926933114,0.2974712820491269,-0.00889486498632442,0.14374140902298574,0.19517949400487433,0.36902059418103617,-0.2557490200508375,-0.3104057386353672,-0.11993827229034049,-0.07341377289468569,0.0330285757013921,-0.039805112807114844,-0.012414913179274628,0.3240896945916546,-0.4290850455108985,0.2570935272740933
0.5,-0.23063721871685133,0.20894103365324973,-0.06074469662528453,0.10778506166855564,0.2806282685829496,-0.1855137067062437,0.1024659074838945,-0.2883388488658862,0.2471445044560418,0.23640388401669385,0.13340756300829223,-0.011947103038338663,0.19235009584652105,0.2533595156312168,0.22609240221199747,-0.2065423764679026,-0.36685520655281456,-0.08351061503092633,-0.3068650285413761,0.33781646980704383,-0.03631724777156818
0.6,-0.23020690100903607,0.1889021760290968,0.0507935581762662,0.21585759711682861,0.36595194701018496,-0.17272831227479332,-0.08740278267762334,-0.2704469758440204,0.08477622660960318,-0.031757712022604634,-0.3248135519428021,0.25741959371686524,0.3340643615766978,-0.03227517016047295,-0.04321841129087787,0.13415268889484636,0.4572467051897942,0.07234779525754359,0.26059988470134154,-0.14709672729142376,-0.03579582929030993
0.7000000000000001,-0.22979144135075724,0.16251898640840098,0.1521063021785835,0.27174266360924954,0.25218385150998507,-0.0010906314632203266,-0.3081033174766301,-0.05140492664240508,-0.23998064459070054,-0.33004096367068114,-0.25355971610174094,-0.07807834860758778,-0.39335699503912797,-0.19104025723119686,-0.1852182309945234,0.013535072507356138,-0.3648575340730751,-0.005695431250638308,-0.2296682596243254,-0.0697959289207034,0.09613024169851897
0.8,-0.22950580182731384,0.12521663982275216,0.22656302670649509,0.2774123930927624,0.0751318726051752,0.1717221348453661,-0.2415034207797573,0.29714860272229404,-0.27045032888629883,-0.08296840953553923,0.37494653492555297,-0.2277368074139316,0.010586957924171012,0.18079101552952073,0.3158582252457613,-0.13518276237065704,0.23779166799041604,-0.047190772713633734,0.2724485642281743,0.22130961676688593,-0.12772068874085662
0.9,-0.22970578740141723,0.08452073705606737,0.26699307898434266,0.21266003758730284,-0.15746167519390325,0.2593632494076115,-0.03068791459954937,0.28289241487297095,0.09758896994234548,0.2432517802797356,0.2105658408264931,0.17055887537523037,0.31080481630390255,0.0641313358510868,-0.25149884708889164,0.24393177544656136,-0.018630212477253313,0.030684669976507113,-0.4170867258288937,-0.31037993477967896,0.1156404033204879
1.0,-0.22922355038371925,0.04673954285875108,0.29059580899869925,0.1361224804304913,-0.27889791915455625,0.21529632309703015,0.16935682213714226,0.061937544570724694,0.27052623219298444,0.21030358488336404,-0.2394424914135268,0.21300845523403955,-0.10664496209336184,-0.29652895469298723,-0.07862102004114052,-0.10829697842443028,-0.24544738488222165,-0.06285947748244909,0.43225768710821494,0.30483971699270557,-0.06590193235068473
1.1,-0.22632891077470008,-0.006977687150139536,0.30753937229580675,0.005271835494203476,-0.3369678763246229,0.015262956262551572,0.2579812848109172,-0.23741454810990012,0.11769642749286312,-0.10655994781027407,-0.22147666090840223,-0.14956060201636842,-0.28244641710697255,0.16322881484960575,0.3763179463717492,-0.16466741983139632,0.2903612240347625,0.19409853044190506,-0.2744521886257882,-0.21965623404303686,-0.009125671517873843
1.2000000000000002,-0.2218143263151283,-0.07410249680165412,0.2822010060114579,-0.1580914439630303,-0.24778153191833047,-0.24629378151174178,0.18025956061106255,-0.2732537600181234,-0.17232874901932183,-0.3103808984394679,0.11212809274182425,-0.2218954472810911,0.21694474781023443,0.21146000825997557,-0.2975233906209137,0.3229881017176165,-0.10160709220328265,-0.29802397142897946,0.14534429103094668,0.13456946636503847,0.024852348270549468
1.3000000000000005,-0.21579183575736172,-0.13969323754803156,0.23047034327227683,-0.3028918195908966,-0.05053266748167079,-0.37844261581728217,-0.10931296691445874,-0.022498217525306063,-0.3059046584530885,0.08227708300759169,0.23430205399099882,0.2129508626889945,0.180271903020423,-0.37798373982706307,0.02183008568658945,-0.3550964205130825,-0.0721417194858605,0.34422804971198306,-0.027218621872031536,-0.06208467316795914,0.0025816923604865816
1.4,-0.20942290875710945,-0.19971766800841181,0.1522102239205724,-0.3391419406373405,0.14487873942758756,-0.25953844254566705,-0.24367982822920206,0.2358646689842765,0.02818832038474095,0.33798612483128193,-0.14317130975144277,0.20034972019056393,-0.34025308996008685,0.16604974953270338,0.184802376747816,0.28324973281858973,0.08272392316287634,-0.36360877602468256,-0.04327418597102955,0.01268059475525496,-0.015011481860727885
1.5000000000000002,-0.20375304798389762,-0.2580853341689353,0.07552138984154752,-0.28592956900930955,0.24620218177783754,0.0998545504539034,-0.14899199615865202,0.23827289644337873,0.37834736463718155,-0.07960532713105332,-0.18782000598964757,-0.39969153672241037,0.11545694889184416,0.23103876549354455,-0.27682414578262815,-0.15776353153210945,-0.043794182714345035,0.3621180765024522,0.08808800217086632,0.03560877724254144,0.006319573226441659
1.6,-0.19846981278826292,-0.30171278885256675,-0.015953657107339758,-0.17124803789093468,0.26191336760932166,0.3539946509999851,0.11468181672364931,-0.058532101636644705,0.19265546657706747,-0.32339789709220684,0.13722526178968977,-0.00808000177582512,0.16624618146144818,-0.45170300719856643,0.2590698603072975,-0.0009221748072595071,0.04929908675565921,-0.37983434858849563,-0.13650350663058355,-0.06893684727076536,-0.005486996158837458
1.7000000000000002,-0.1932861009448253,-0.3179220908348746,-0.10933795708469918,-0.008990966064627667,0.18051775556890537,0.33740335666409377,0.18124275612036206,-0.22809237394012463,-0.19521080682244696,-0.06474172786252157,0.2026910146369233,0.4307193843694505,-0.23198792396076884,0.30645444566805424,-0.019860128718517764,0.2009516782675079,-0.09721377157455655,0.36275350522127386,0.11266383836138409,0.08312933491362849,0.013156240409761905
1.8000000000000005,-0.18872040487432334,-0.3282826446103106,-0.19173244318789034,0.16250798602723113,0.013064269519267568,0.1491478442546209,0.10247539021657034,-0.12977363781280699,-0.3855171433168121,0.37782605384343004,-0.19872076024598612,-0.16458714205606756,0.030970179551454268,0.07390880324312159,-0.2906124918101559,-0.40777553357174146,0.1453941365766953,-0.31195313976651395,-0.04808959938781532,-0.08572055803381007,-0.02142217197583987
1.9,-0.18406149270531846,-0.32458740637937866,-0.26185131653899474,0.29180792435495206,-0.1409315595724736,-0.14884661608992733,-0.02117341457495037,0.04122305309366801,-0.09696154660945656,0.18551948476818014,-0.15700074473012104,-0.33027024287357093,0.162059308354558,-0.23498979708612386,0.32379045984919624,0.45120261980477067,-0.14852796582705957,0.2610748687336624,0.015043021706263166,0.06599959147399731,0.024993444209424745
2.0,-0.17895362035397155,-0.31069915975816464,-0.2936808420780197,0.37059445548270786,-0.2501703357629296,-0.36222650410817864,-0.14035048345343074,0.1468022897344868,0.3450297368416316,-0.32099875371220177,0.18060692781733206,0.24946403707897288,-0.10920767695407924,0.0981354411685594,-0.11975497401082291,-0.20506672345121243,0.06271331955500706,-0.11151805957348489,-0.002101536441447824,-0.03461169354233688,-0.01874916544946472
