file_index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
1,35.06801978081263,0.31012591919303084,1.302824456128539,0.6279754261174361,0.38949652321891737,0.34720461538955916,0.279144375850246,-0.629931156136768,-0.6513016232466236,0.08888349602769519,-0.260142273405347,0.2585468765754357,0.2177618153454161,-0.10541969924632355,0.014089527594405158,0.04381652489451806,-0.0401231645848183,0.009752575628795604,-0.093871157366682,-0.2076387067236527,0.08875912031779593
2,38.46617835457046,-3.428034945187262,3.092847197586224,-2.0099808006667517,-1.9356488918124495,0.3324885638811988,1.059560266109889,-0.06339221437957193,-0.2776066450779701,-0.06293254703316185,0.28350916602482856,-0.2757708578993705,0.12212600476644421,0.46530803828217815,0.20180459062046072,0.012803177824517233,0.4065052567587345,0.0571371166865656,-0.16432527602803004,-0.08967660870103639,-0.05205628197516079
3,31.036816355161786,-0.38216543630563826,5.515519389011822,2.6639993551357155,0.20538002011112974,-0.7556119854240603,-0.4653096895036439,-0.7520478726069542,0.45139152661549475,0.0852311391500538,0.11068425965003631,0.4007849764500982,0.3567492289265514,0.30645017193814034,0.38155316561546504,0.06406687892587916,-0.37144366441433785,-0.06811803239990583,0.4424348799477849,-0.05001594810195845,0.2716141226616044
4,10.50006887618312,1.1269567787723929,3.3325631332389474,1.4557575173304298,0.8431135256572522,-0.16594424751727857,0.5030499285744435,0.002439690301280099,-0.1687436723409393,0.6097657514303745,0.20940376820750725,-0.07650338729076937,-0.2346649676988473,0.06529179975457995,-0.1498534251312514,-0.061498606240970796,-0.10107523552895557,0.08490771616599276,0.020191708742432115,0.10519704050671635,0.16310041240640488
5,34.38507198380859,-7.6071140398667385,-1.218774041714764,-1.767204234555685,0.8809222231268273,-2.563043673046855,-0.43087888896324683,-0.13185630714981297,-0.9726531202924191,-0.007404614317967907,0.6689330079924848,-0.09926798584766598,0.3140994507731569,0.08650976335102295,-0.5212525754330273,0.3085421255692777,-0.3358489998876811,-0.11756042053304619,0.3737312223032408,-0.0018211990315960727,0.0924685919778557
6,39.60286504253884,-3.4252334526426957,-4.059583656908305,1.000985420981962,1.2857045643256482,1.0123563296420908,0.74954303687491,-0.5022126726659749,-0.19217305058413447,-0.2876250710542911,0.37854962610576864,0.3691869400545109,-0.04442557013796777,-0.5066725880271651,0.5590976207052931,0.03228886822368941,-0.0019005808175978315,-0.15631026039942736,-0.20382382709679508,-0.3441828996289852,0.043773500792099386
7,33.776009548048734,1.26843858758568,2.3942201293828025,-0.6121216623083633,0.8956407483122184,-0.27846918716897384,-0.6548111111309133,-0.47773786430239035,-0.17813930921306473,-0.12630534068442809,-0.26453483773264447,0.2754431596132134,0.2365862962831564,0.4655890891047699,0.1949661737148726,-0.02360305493726298,-0.07567528866886591,-0.26048714527822964,-0.21818233733908288,0.19758893131004285,-0.026208070793107486
8,33.08339344008118,-6.104519032105616,-2.489632908716875,0.40500694670869253,-1.2090590820658744,-1.127814907519905,0.9934191480348229,-0.6689221780613107,-0.7215745999728538,-0.5807635389615428,0.13854707558714596,-0.0005564144982964894,0.03847863411826374,0.6584026151726644,-0.2625217132055914,0.15741268160174687,-0.03267136746532546,0.4731930641835767,-0.100553820033271,-0.05982223541949213,0.018434018921292702
9,33.600466354451996,-5.455807261777748,-2.346405273454694,-0.16465674534579006,0.49789949982672566,-1.399314733874509,-0.3941462030785522,0.9836677420914689,0.7656629394731248,0.21527956948101887,-0.28383001971192573,0.054411292323534026,-0.6187400282528089,-0.02323099484821876,0.7124491975531901,0.23673987139283142,-0.0983138463032997,0.2367351415558722,-0.08569209835064813,-0.07288776604265652,-0.10761897541811669
10,27.510601411316195,-0.390326068027561,-0.005158386813800303,0.5703208871131021,0.8548055100694855,-0.5766598401101004,1.0752539769610994,0.23925675944176056,-0.025475492739691054,0.15203436326795647,-0.4545007500435781,-0.18556863727143333,-0.20046628247550494,-0.02537429015988611,0.008653528267918046,0.1557401282042286,-0.0236462282047595,-0.17226199398966097,-0.018616105144143493,0.19660269872786904,-0.4392589266649965
11,39.18960607733288,0.027462683245715318,1.3858405048181173,-1.8305264267253396,-0.4541418123835484,1.0077125355997167,-0.11268201363885397,0.9009468956021256,0.068380444985292,0.4041577859750429,0.15300041590024333,0.17660389206963145,-0.34590950775578105,0.5327454534977433,0.18361088245372426,0.17336640855649027,0.32308358953390176,-0.21008241276056808,-0.007887683622364236,-0.040360487223252174,-0.04036385831824334
12,35.3338251886399,3.852932332529122,-2.4058000434658102,0.9931918029037589,0.7719817497266394,-0.15772477093014842,0.8877356017546842,0.09814407722091019,-0.4934947815827077,0.23752612232121859,0.18765499106917113,0.22435347877907855,-0.3355906416244936,-0.28732247294328267,-0.06989962863979025,0.010502705896932956,0.32914610054259885,0.1107593835636496,-0.2535782833688741,0.3254305311371487,0.26493524060663576
13,35.728794813406374,-2.010335329528837,0.5766889090993915,-0.8738284336970394,0.13814687705550519,0.21642516619881155,0.02569297809485796,0.5227779209135754,0.2029094092268628,0.5675468578543004,-0.18959732036425198,0.4252659654587896,-0.0020245808632781523,0.37062253475848544,0.11112188853610004,0.19947183756411513,-0.182846157552661,-0.12512249920195967,-0.004055048677778823,0.1360105110693408,-0.12195793838521901
14,30.363995409401866,-1.5086498890407392,5.384791177590308,0.21033476091765063,0.29092247694686174,-0.270835962646319,-0.059904729919231785,-0.2130120465277653,-0.40325369551091467,-0.42725335437693196,-0.35414898282269985,-0.2712546168560694,-0.02117496579141819,-0.13217721471449204,-0.048151081767957765,0.2870942085890644,0.339444320521534,0.01860005156022743,0.24283292456989386,-0.292344443650112,-0.2398805427732304
15,29.41994032418346,2.6975837455746836,1.7680168481625438,2.3236232827167926,0.3033635423283085,-0.31597484594413106,0.02968601665977666,0.7161535103317768,0.2761506012697565,-0.5354352617965804,-0.1988895310649711,0.14645698417874223,0.18943046397077215,0.25350443750415985,0.08101033024236011,-0.18491475673372007,-0.2745737128319264,-0.021868475614716602,0.05264897864012314,-0.12553727888010516,-0.09695789029643327
16,24.061565586559254,1.3427152008771184,2.3797075876783627,1.6757371707746518,1.6320891492956753,0.230934838315054,0.12465185075116915,-0.9326093199900423,0.05178255653526571,0.36256581977103874,0.1404289057198843,-0.3031144475307225,0.26911160618931296,0.057685969083623924,-0.010083843950217527,-0.19130581802481228,-0.08554573355043531,0.0542234195328085,-0.20198594550671206,0.05478012896863218,-0.2043493136327675
17,22.480550764826503,-1.9355174439261298,6.4923508663041725,0.06550587808360875,-0.12947091713060896,-0.14227732879374594,1.246490544882762,-0.06982534521028638,0.38604458786754625,0.6152687094760574,0.1694616226294286,0.07599954063575692,0.021369628537903366,-0.06995853257820091,-0.32334782352327485,0.32769530639120664,-0.25402551889855707,0.05353138147839944,-0.2586672325599235,-0.07501643849705217,-0.2516818693135272
18,28.424411327886208,-4.119731418024388,1.2667485283605124,-3.0728929763854906,1.4636813327444946,-0.5252431083333379,-0.11653334100136564,0.3493439859452339,-0.2760496590034713,0.4131481696984179,-0.16240586051203798,0.2252530909428394,-0.33252219783701675,-0.3710284841093299,0.3519678520019045,-0.3952386379815865,0.15346478350452472,0.4171904942932597,-0.39512424192902906,-0.09689850461487345,0.01721870848656427
19,38.470907292389796,-5.743140794131493,1.7540224611245636,-3.8743831805179245,0.05012103104355535,-1.0496363634671035,0.40783920947037017,-0.8018709989848289,-0.7293589546162906,-0.23652114333580937,0.5581978047875438,-0.1863385104958789,0.49257246907888946,0.05414929778486519,-0.2778469394775132,0.24956208689093537,-0.012639282081922333,-0.13729334931646991,-0.03531102391486279,-0.06880057681718484,0.04862033798283792
20,37.03368147254558,-0.18627102683381772,0.6756317722052005,-1.6455402785956499,-1.1948263668652133,0.2603422595126681,0.255983033713881,-0.29987697344492403,0.2873923752414095,-0.12082042349622361,-0.42454367117383646,-0.10113301509050063,-0.4099337218149181,0.23247404132191754,-0.056845982423289254,0.10947977966524425,0.023844688338846613,-0.03870539224241549,0.09588251358415949,0.09467763088199364,0.03676586874681698
21,43.933340685864096,9.6061391819467,-1.9484288464241337,0.6469005453471872,-0.731609486762661,-0.7405556517243694,-0.31460758189950894,0.1805806985918521,-0.046186951408805216,0.2229171437954697,-0.36030923561065764,-0.48583037013823893,0.34152539008949545,-0.16234909647085494,-0.02311075302666063,-0.036059939771510584,-0.027504253454147313,-0.03794159555877195,-0.10134561125881354,0.0974413309353101,-0.008768721726883857
