file_index,PC1
164,5.802753055177097
165,8.839941771590011
166,8.14256395962528
167,12.570960979685344
168,12.648534712730587
169,31.47617934752482
170,31.13689622992314
171,36.14593222993669
172,32.69928144801196
173,29.42572332540568
174,25.465661429996214
175,20.082869198259104
176,50.886454126004445
177,46.14092452629917
178,39.32798921923591
179,28.12499994407212
180,20.33305262808362
181,12.160172103870748
182,13.495440380760934
183,10.084051093339372
184,30.42123217335192
185,23.310781104775536
186,22.42278875132946
187,15.452159164312935
188,-6.90468384091684
189,-10.818888020180763
190,-14.51309954896482
191,7.310293057788366
192,-11.48187530985734
193,-7.060957527730814
194,-18.253972197378253
195,-20.624550849696405
196,-16.10773950015602
197,-17.682329981676137
198,-19.484178017087373
199,-19.415762934785075
200,-18.794373751252458
201,-14.11455628306053
202,-15.530023372144347
203,-21.03092809054156
204,-18.51220647299958
205,-22.823379724534167
206,-20.83844941426468
207,-33.80996506575914
208,-33.86600948885693
209,-26.26522453607077
210,-21.8684360842574
211,-19.211238613705195
212,-21.52310048386002
213,-25.230091171295395
214,-30.79686888038597
215,-34.72519661940889
216,-18.85112753143229
217,-24.311705373113348
218,-18.211835943124075
219,-21.341047395390977
220,-23.472393940298808
221,-26.871194371175196
222,-26.418375793466062
223,-22.935623316225016
224,-15.44349628622788
225,-19.017500234518952
226,-20.03583077511072
227,-22.716910830519822
228,-18.78411368841922
229,-19.97226288332282
230,-19.30520925198493
231,-1.965852151662009
232,3.2166102874113305
233,6.737885813781358
234,8.838799569462248
235,8.332041983232564
236,6.0300123794227085
237,2.3102971727106216
238,-2.3280662843779663
239,1.5001972618388097
240,6.387477338088472
241,14.976936729736861
242,7.695904716604818
243,27.783313397545005
244,27.25391763866147
245,37.86317744972942
246,33.10362802719196
247,46.0098281538404
248,49.48849488238459
249,26.611412825382985
250,19.035258457860213
251,23.54976104740205
252,30.447631759960547
253,47.489901132158586
254,53.51776437156207
255,49.91339985632476
256,37.28063785085832
257,30.805951152107873
258,19.562486518111523
259,16.302760231273393
260,69.83818017342443
261,38.42594559868214
262,34.67657574922527
263,8.840487455066079
264,4.70295818533296
265,6.300613027254803
266,39.93307667559333
267,29.62326761916838
268,27.558983751541298
269,19.352159928015304
270,5.816248000657962
271,4.753976847111156
272,21.142009822166937
273,21.299373868533443
274,23.039931063218894
275,18.17589330315664
276,11.367738271981413
277,12.376824884446888
278,10.155535810167338
279,4.74714684160971
280,-0.4504048480687453
281,0.05845434869078238
282,1.888784219418808
283,20.82548385363462
284,-8.08178873618762
285,-18.395813088626056
286,-5.937354476341372
287,-14.591204637893998
288,-18.285823895679076
289,-24.61239422996709
290,-22.401121665239003
291,-21.5452369360631
292,-16.12953089845159
293,-18.60011777567501
294,-23.389022050220067
295,-16.20715234939483
296,-18.499478752762023
297,-23.317389281727024
298,-21.928798382185892
299,-21.429173871596884
300,-20.755600679316654
301,-20.20699387604444
302,-24.72399223986379
303,-23.504259906611182
304,-25.538329956536046
305,-21.57167282845597
306,-16.121478043530796
307,-21.224318081908304
308,-22.186074774060675
309,-24.92453051857262
310,-19.062682649405573
311,-17.87819528747108
312,-20.58670110340779
313,-20.852552124614064
314,-22.454264141917125
315,-20.993219424022996
316,-18.46224305743646
317,-14.947631892139114
318,-14.520139978205279
319,-18.473433455814
320,-17.939406593643877
321,-7.092649154279918
322,1.0156052880683064
323,-5.67380828815712
324,-7.003236457920094
325,-1.5972835155133431
326,-0.6692898944961957
327,-2.3447906030395034
328,-10.521162993937958
329,2.2157994128092198
330,-3.209902083943444
331,-0.8577922182874197
332,-2.3183797325218984
333,-2.0931410745920362
334,17.308012888420073
335,11.660291132092127
336,-3.4376812703256165
337,22.90711965050298
338,10.47790023860485
339,30.98605596362863
340,30.252449854975186
341,36.68901240476547
342,31.39122675228921
343,28.04902901442201
344,20.689707339161174
345,30.974782429669716
346,22.59114597665828
347,24.385636849648783
348,11.025521148176283
349,9.716171122221724
350,7.0773277069834055
351,21.490677342758925
352,19.424201094738354
353,-3.1561813077956553
354,-2.4773090482452402
355,-1.2854416442649792
356,-15.39063086197509
357,-18.064532781440505
358,-10.531949378426404
359,-14.40816498003698
360,-24.52484135298787
361,-15.161056308878061
362,-22.695396012536893
363,-24.156370101327223
364,-24.975643329874174
365,-27.2352045036522
366,-21.33867074570482
367,-28.96813693220198
368,-31.853884926145035
369,-19.2323359517119
370,-20.384953298826392
371,-21.218359558269306
372,-23.38636929172815
373,-17.966487613332568
374,-32.272583259430064
375,-25.487559713309334
376,-34.235088422840526
377,-19.47523186420777
378,-21.15391259629372
379,-25.05260125173405
380,-23.393120373768827
381,-20.32769035774491
382,-18.08596165962975
383,-18.5853845755908
384,-16.73286183348478
385,-14.14839550707589
386,-6.541785029551078
387,-2.7058852615180844
388,-4.010076882467301
389,-7.748313685475797
390,-9.940333089912041
391,-23.251957357025443
392,-21.938805949707437
393,-15.233124034682445
394,-13.149962998471644
395,-15.782708985356884
396,-6.970776603931572
397,-17.23503799797938
398,0.21461859794556432
399,2.3883152092335314
400,3.9977137689161006
401,0.6117693250967392
402,-2.468850077776553
403,-2.5944361634156423
404,2.369799909736552
405,6.266540850612227
406,8.796527143775414
407,10.759374439579766
408,14.858797241852692
409,8.857361190471565
410,4.570103483454668
411,0.16750006252045127
412,8.233782754939789
413,3.957694057257834
414,-0.7595668513186805
415,5.087801166937981
416,9.314344783234992
417,7.293515453157106
418,7.078394162672226
419,3.6881325974733503
420,24.292190697948566
421,15.461673203234367
422,12.138297365380213
423,35.804754561923396
424,39.96339889970251
425,38.54259010976158
426,23.506165723023035
427,18.703113055162483
428,16.93452613073
429,12.269529928796455
430,16.812222439657194
431,26.7031647738935
432,17.51889184512885
433,19.669118491789256
434,16.162539076568798
435,15.797655819724183
436,22.285624401174438
437,18.921688625390946
438,45.91707809039498
439,42.3203674655195
440,41.82006926397611
441,36.935337265388
442,45.949036807831725
443,43.00198337814311
444,-31.212656539628384
445,25.598972453544935
446,16.630156052721976
447,16.444190107196103
448,3.8945691660367574
449,7.33630854416579
450,-7.808054138079753
451,-2.8561275438752616
452,10.627027106559353
453,21.38847581188831
454,3.513280347078801
455,1.7102471806456863
456,-1.2142956643507454
457,-0.0639999847815341
458,-20.113212719646185
459,-16.94754514566678
460,-21.684874326087886
461,-19.366264400214217
462,-21.286606010869498
463,-21.963180750194372
464,-24.533283276352375
465,-18.99698098823521
466,-19.20035971191725
467,-21.261902857265277
468,-24.08959916819603
469,-20.413060933531504
470,-20.92289516950947
471,-21.365247729258268
472,-21.825171382808808
473,-21.393507289302274
474,-24.633631672441794
475,-28.07784937752041
476,-24.754936812584173
477,-22.26000976418466
478,-24.206029179423112
479,-22.902922879726052
480,-21.888832322855283
481,-15.45858614517887
482,-18.806726649075205
483,-17.875752871272383
484,-19.06855181267211
485,-23.728011924373458
486,-22.58890480211368
487,-21.636959870531694
488,-19.498623076936365
489,-26.110805671703524
490,-16.600840972526335
491,-12.440032596076984
492,-14.876671103248082
493,-16.37046702242471
494,-1.5275231162228338
495,-2.3382088411296533
496,5.973911751815573
497,0.712427783611379
498,13.593432016174077
499,6.381468984213263
500,-10.459465278102675
501,9.385279955541353
502,6.920360013904191
503,-6.244936026070143
504,-7.074268513782337
505,0.992882410820077
506,10.027555946403993
507,20.59585352481257
508,26.319415317145808
509,35.966661498492286
510,25.96000253360522
511,10.005830222051191
512,16.419986763463044
513,6.506689472314767
514,49.327094563209975
515,58.19587470348629
516,49.119299810693434
517,42.0255592925056
518,27.237187264164586
519,40.486450377659494
520,46.0874050288889
521,40.731988128936905
522,30.590689751623106
523,39.92547543992174
524,45.325654883782356
525,8.504079821222202
526,13.821726005178622
527,17.36164017148791
528,15.542786969704538
529,25.085041342795854
530,36.77983160415504
531,23.693578692209744
532,17.46360961134268
533,21.43651502460043
534,19.073977105841735
535,14.316497043777058
536,11.74393205637306
537,10.50334822799534
538,32.72640387844563
539,27.56990874010992
540,18.37723622281679
541,18.77706185364352
542,16.118324029973092
543,28.125526085086054
544,36.035621124903244
545,29.55903328496404
546,22.302042044878263
547,15.772712287753249
548,7.889420685673349
549,12.812086055433303
550,4.357401711678611
551,10.395633759227444
552,2.407242572013094
553,-0.844208081954908
554,12.61532724066316
555,-7.1182582383760815
556,1.3874580527039306
557,-2.5439530497851015
558,-4.742445621060513
559,-10.49465216855729
560,-8.089063433326372
561,-15.43541125937369
562,-18.773797910767726
563,-17.211822357833533
564,-18.964273806994356
565,-18.543997674978627
566,-18.541548389564213
567,-18.836574834338723
568,-17.258848673390155
569,-19.896935126870893
570,-21.37662005500577
571,-16.358145252402025
572,-21.54175112234844
573,-24.170309458768394
574,-22.388356094016277
575,-17.654963343884237
576,-22.13870456246729
577,-21.924519562519297
578,-22.99149554757742
579,-22.892573462642293
580,-25.92502203577026
581,-28.739785783507422
582,-26.777273894619128
583,-19.44892643744557
584,-18.83243212480574
585,-21.775394496829367
586,-18.997036211414088
587,-19.392062996519194
588,-22.099978682706418
589,-18.102084399842475
590,-22.401611593108782
591,-20.83537799084903
592,-18.75817159343107
593,-22.524404851899334
594,-23.95181977703623
595,-25.865307419913478
596,-29.24285765192634
597,-22.56882303049534
598,-17.547539159939515
599,-20.77370942138965
600,-23.20503025057904
601,-20.426790197304527
602,-19.748176364347763
603,-20.922208669121062
604,-17.692142349047646
605,-17.015380073379713
606,-15.83887325917465
607,-12.11208051773382
608,-4.8586856303630945
609,-0.7859019361813215
610,-5.31539579498266
611,-6.216435501445837
612,-3.423946728358419
613,-11.334293483919476
614,15.516993160116147
615,16.165226892955523
616,14.848666518123277
617,15.207330316351948
618,12.20293607669925
619,10.583767405485109
620,2.2669026684923366
621,11.45072151852422
622,12.294957395378377
623,13.332379529590614
624,9.18251595560166
625,4.147061583438877
626,24.033063523805044
627,31.8758631838653
628,30.14912730686643
629,27.374620743502113
630,25.756828648659802
631,27.36083022288224
632,20.36719120242252
633,18.150678668823335
634,16.414084464783244
635,13.638198141520304
636,26.00934343529935
637,25.338285995986062
638,26.556597613476146
639,20.231836619280305
640,27.054987090037482
641,30.90636896109041
642,27.94114510224204
643,33.92552139448956
644,24.91828985513254
645,13.741562513520801
646,5.54855856914592
647,7.629383152255233
648,27.394347410546658
649,29.912249656543327
650,20.39615188080998
651,18.665637442821286
652,13.72492620757411
653,-3.089059464790294
654,25.70179919148399
655,17.298099405732504
656,8.709194709378476
657,9.625206472552467
658,8.876909136100611
659,6.5126298753222285
660,-1.5621740308189143
661,-1.9860014134114221
662,8.760889660603619
663,-13.044508061580329
664,-15.122250359656329
665,-17.489803674827392
666,-17.93258377699599
667,-19.808296517844802
668,-17.70897436559178
669,-24.41809146256134
670,-22.360384831871887
671,-24.665341418360114
672,-22.99373972645711
673,-23.287167311396512
674,-24.15161262940716
675,-30.097465811474976
676,-33.765290922304345
677,-30.354915008988396
678,-28.193383965993053
679,-31.268885638715126
680,-27.00593049438603
681,-27.063129840989237
682,-27.45743131440317
683,-18.83510128554289
684,-22.020067747629632
685,-16.88538478464428
686,-31.713701983090324
687,-17.658954501357123
688,-26.31864571999316
689,-24.142136222855644
690,-20.012894945864787
691,-24.083097544463342
692,-21.463896311716127
693,-27.688860197228134
694,-30.809651254522816
695,-29.518245623035938
696,-23.67021778774581
697,-21.452962399660628
698,-12.346462631200628
699,-12.43864968371735
700,-17.958787211616695
701,-13.626486865081674
702,10.603547790114671
703,3.2887787268654107
704,-3.0330141768458136
705,-8.134195840994707
706,3.425597598392055
707,0.8048992690364861
708,1.809715190878008
709,-3.2761673202727546
710,-5.599321808201151
711,-3.03951115343978
712,-3.3170008945841314
713,-9.561173376341344
714,-9.774870826770183
715,19.399238644594313
716,22.191005581883473
717,33.714588273949346
718,42.76565792742046
719,26.324545775382
720,27.662222136269396
721,34.03668886196021
722,37.36030422837439
723,36.54631277906402
724,32.837061987519085
725,33.38108304160315
726,30.007725432850783
727,31.18944747604474
728,5.504189247447048
729,34.86055517202369
730,54.94242717599633
731,56.59429035198185
732,43.80133367340367
733,33.680319488633074
734,16.325672946825122
735,35.99057166569538
736,22.94021484363019
737,24.52100015521026
738,37.85077797577635
739,28.74830697515816
740,14.453974231444182
741,16.25406000378997
742,41.829913283952635
743,37.30104350642358
744,23.713573502920266
745,11.901949739567959
746,24.93378214777221
747,27.120962624660343
748,25.152515535248778
749,26.45361685817108
750,21.58508158882878
751,19.57607174645845
752,9.288771015088953
753,13.37656747373118
754,11.327104947756556
755,11.476402956824812
756,-2.438248635145345
757,-10.810544035389242
758,-15.316606284838464
759,-17.615383067187974
760,-26.68030258751012
761,-37.00389617141747
762,-21.55776645414881
763,-17.611417541698184
764,-18.714359962876586
765,-25.944681732285744
766,-24.220225152583385
767,-22.850205667471315
768,-22.02567704193834
769,-22.689893332793226
770,-21.36051573921231
771,-23.150307418970662
772,-30.342745193124358
773,-36.5093657203844
774,-30.917657632421818
775,-25.25228217942933
776,-24.55926991052893
777,-23.360545790009883
778,-21.583626144232877
779,-22.8376723007744
780,-26.80960066156024
781,-21.203421333342796
782,-15.45196379849371
783,-19.320859348493318
784,-19.03076493699779
785,-20.30726323641753
786,-16.71079746988114
787,-18.316676879806362
788,-15.776504011816439
789,-20.939408100048958
790,-15.863903791883255
791,-12.247452843328777
792,-14.624036041481558
793,0.19938409397521045
794,2.97825415080857
795,1.232610309683513
796,-2.359900677355707
797,-5.097543945733127
798,-7.380077201511289
799,-9.211829431802027
800,-11.945834141519123
801,8.695545482545565
802,23.251081698411014
803,21.723904209135778
804,15.654321271983529
805,11.404480492050492
806,6.772086118183815
807,14.292679223680333
808,10.930174299944023
809,6.229090782246348
810,3.114725927576348
811,13.442767213284817
812,46.27267963551527
813,37.22549196258388
814,40.48845878468048
815,26.29457800681273
816,19.97958308801793
817,28.688376182409918
818,30.189525564597638
819,19.474095620647592
820,24.902494991636452
821,29.204004984926698
822,23.454929172988994
823,17.400343808732238
824,18.574090732305848
825,15.522862634183248
826,35.52761711673854
827,28.726973240934402
828,19.01835132035191
829,8.365892582669064
830,15.8953570401785
831,24.780578082941147
832,-8.888513814581286
833,-19.35254400417711
834,-12.000719022431657
835,-16.814558878785263
836,-1.7376468776351999
837,-20.25186697011034
838,-22.065142557942476
839,-21.21685905591261
840,-22.260451519150227
841,-21.527805725308628
842,-22.39629477140679
843,-24.216310333092213
844,-22.30869632386596
845,-21.99546833382523
846,-22.204109471827536
847,-23.034730017398626
848,-25.126207261010496
849,-27.960557921454175
850,-30.012929709037806
851,-23.709361847766278
852,-23.704855374463023
853,-28.086693643827356
854,-25.275718408268244
855,-26.28349890944287
856,-25.20918192015707
857,-17.92862767711612
858,-23.698113766151916
859,-17.41890029018965
860,-28.7644023341314
861,-13.498605349961617
862,-4.777686573187802
863,-5.52833638559132
864,-11.256551378155661
865,-12.425573111159643
866,0.23459452326148653
867,-20.09340348814967
868,-3.1302335380788917
869,11.513260557357635
870,-7.089167800652323
871,11.334677061112957
872,20.883783479392946
873,22.399212542123085
874,26.060698646447975
875,21.31539008409982
876,15.577184188890058
877,15.115953421765365
878,14.694639709594501
879,11.825875834081629
880,19.666190647005994
881,11.001323693036005
882,32.59960853960267
883,43.47460740346895
884,31.135809416114576
885,28.26135580895435
886,40.07195312986974
887,38.722891752115146
888,21.96884928001708
