H_first21,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21
0.066,-0.17589946159560316,0.1880747512644647,0.17596083357264067,0.17272493003273454,-0.1625839847414403,-0.20743647765093326,0.09075251004617484,0.18944837610283446,-0.0631874872594809,0.05790654105623407,0.18259605489743463,-0.0378399922735056,-0.05070937691739966,-0.07513254940370803,0.2078630381876674,-0.22078544117145382,-0.15926014322757664,0.012282255798592583,-0.6489099271243925,0.35857456875858823,-0.204543233819545
0.1,-0.1761392709887175,0.1852351743327763,0.174874404072329,0.1729524377362877,-0.16581296861335063,-0.21496073227110107,0.11341278125007584,0.1805240048988372,-0.048892503237102376,0.07772421150506223,0.10874471711042091,-0.025467443419741526,-0.020749011411424077,-0.057383908633253,0.12717070705844832,-0.16137077239208594,-0.2473759736732425,0.1217334306619327,0.15864176877263086,-0.7661155770981005,0.007731751926007592
0.2,-0.17577154351954238,0.18232708845659748,0.1749902099285689,0.175238495770238,-0.1556503069223934,-0.19332808684987057,0.10666649222614338,0.14151817235856165,-0.038770096383738226,0.08295404760671478,0.05313110993492088,-0.006021100267216643,-0.010854926217788847,-0.04556226131821754,0.05879553411015261,-5.277362862271193e-05,0.22317220530541387,-0.11995245917871733,0.28939885911628566,0.3092693364141015,0.7218276907188034
0.3,-0.1767636449991881,0.18519265564377682,0.1788454682100249,0.17318607745363135,-0.14494022080289315,-0.16200233250607327,0.08982006964196491,0.08640883902804226,-0.013451764050706558,0.010611793448900873,-0.01987911344647316,0.0037876635882917405,0.022390537557525916,0.012028434213239516,-0.12275459455549437,0.15642927470343235,0.2996732920999272,-0.10861866168857427,0.4586881494937701,0.19440104061719357,-0.6473144731774488
0.4,-0.1795517052864847,0.19384828863394554,0.18913837280248827,0.1634745620015197,-0.10441151839275414,-0.025176263262153217,0.005394073119124541,-0.1394633938549611,0.09139872510604212,-0.1885324086100753,-0.2851032724357073,0.07588800346731181,0.14962787088001375,0.20591734366668288,-0.39393383636999585,0.4225389378710624,0.1772319657278597,-0.1089728898279308,-0.43803542352725683,-0.2400282482960643,0.12017752971675318
0.5,-0.18285266552322588,0.1944474332424645,0.18117551532637205,0.1077360311265219,-0.008543641161490059,0.0977100355923114,-0.09952458272201388,-0.2742968964397487,0.16544135023917933,-0.22297376672995203,-0.28913820297005055,0.03900595862084228,0.09445875268054915,0.10301636846958331,-0.10317359921775887,-0.18290411978097432,-0.5374103664701346,0.3861824577802113,0.23062284366974517,0.2682989132199306,0.0244390120734004
0.6,-0.18596160332235612,0.19312775750139183,0.17092773250650325,0.052337054453369225,0.10082797428184612,0.2788861052362368,-0.22568029782858373,-0.4189130429665345,0.1580755881717591,-0.1329652379773482,-0.03201963170847123,0.03806280865648482,-0.10435872865302917,-0.08787762855820365,0.3810342873754752,-0.3529041486280068,0.2920696198303068,-0.3787784118325123,-0.02104520863267067,-0.13352031341828027,-0.03562763605875253
0.7000000000000001,-0.18454210401089113,0.18068395516316632,0.13635050407265228,0.0008258582501137895,0.16633007022715793,0.24785639868765508,-0.17028827900903723,-0.1677519690452314,-0.05833097872154124,0.18659224668187174,0.3635202328379746,-0.03851784310319428,-0.23595116728537807,-0.2930575689205153,0.09933316257128662,0.5121573822970114,0.04830498275211901,0.42395770545043954,-0.02245483978586995,0.006910177559564773,0.01627531033016104
0.8,-0.18646012720731311,0.16464269925939126,0.08998161842556657,-0.08709670983046411,0.23439708757680042,0.2582659952359937,-0.1308955212346753,0.07745123826013998,-0.20087957033852255,0.3056217499967148,0.3038535578885955,-0.10791573816844185,0.08129862918037441,0.16381685978525848,-0.45510361627801554,-0.11584077703052234,-0.30526451449623127,-0.43593660054714234,0.0459116190020265,0.023058034908311154,0.009309413076747732
0.9,-0.1877100272035247,0.156809560452252,0.03182126406047289,-0.1809985536342893,0.3016492929146288,0.15085137570231344,-0.06087093212213539,0.31701809765130223,-0.1659377527378455,0.096603316220168,-0.1654743697661762,-0.09930751316258887,0.2895497293772217,0.33583215100467434,0.08686796914479074,-0.24680089960519722,0.4036062282209969,0.4261999954865096,-0.058659733820694976,-0.035608694961032944,-0.002190365734414619
