lambda_um,DeltaI_W_m2_sr_um
2.5,5.280000000000302e-06
2.5006251562890722,6.556720410000327e-06
2.5012506253126565,2.3976006000006253e-06
2.501876407305479,7.668484320000508e-06
2.5025025025025025,1.1656651680000407e-05
2.5031289111389237,2.409963774999916e-05
2.5037556334501754,1.22830677200007e-05
2.504382669671926,1.4827965570000066e-05
2.50501002004008,1.0995884160000177e-05
2.5056376847907793,2.2777155829998945e-05
2.506265664160401,2.2606541999999237e-05
2.5068939583855605,9.865515020000132e-06
2.507522567703109,3.3398702400004934e-06
2.508151492350138,3.6561188700000996e-06
2.5087807325639737,1.4776022279999225e-05
2.5094102885821834,1.6833038500000015e-05
2.5100401606425704,7.618682879999977e-06
2.5106703489831785,2.1734075929999083e-05
2.5113008538422905,2.3625922759999696e-05
2.5119316754584275,1.82256151499997e-05
2.512562814070352,1.9958904000000333e-05
2.5131942699170646,1.5357467769999515e-05
2.513826043237808,7.121017799999879e-06
2.5144581342720644,1.597469428999982e-05
2.515090543259557,2.5451807359999287e-05
2.5157232704402515,2.5597012499999766e-05
2.5163563160543534,2.589998863999996e-05
2.5169896803423106,2.5097719109999812e-05
2.5176233635448138,2.6347229280000717e-05
2.5182573659027954,1.9237986020000965e-05
2.5188916876574305,1.8597861999999563e-05
2.5195263290501386,2.614991526000022e-05
2.5201612903225805,1.8736578560000355e-05
2.5207965717166623,1.1645445860000193e-05
2.5214321734745337,1.069582608000108e-05
2.5220680958385877,2.200971499999923e-05
2.522704339051463,2.2155747359999672e-05
2.5233409033560434,1.8532335419999858e-05
2.523977788995457,2.7784475879999784e-05
2.5246149962130775,2.400496713000043e-05
2.525252525252525,2.462011200000079e-05
2.525890376357666,2.3823995119999497e-05
2.526528549772612,2.678845644000019e-05
2.5271670457417237,2.755781424000018e-05
2.5278058645096055,2.394440208000094e-05
2.5284450063211126,2.549650074999861e-05
2.5290844714213456,2.4389220959999958e-05
2.5297242600556538,2.8595962469999715e-05
2.5303643724696356,2.701966592000022e-05
2.531004808909137,2.8098721799999817e-05
2.5316455696202533,2.9020650000001133e-05
2.532286654849329,2.885001185000055e-05
2.5329280648429586,2.9303003520000752e-05
2.533569799847986,2.8976584739999478e-05
2.534211860111505,2.5069174759999834e-05
2.534854245880862,2.7390924000000177e-05
2.535496957403651,2.9399207039999993e-05
2.53613999492772,2.9695245589999447e-05
2.536783358701167,2.9835578880000983e-05
2.537427048972342,2.8422610229999513e-05
2.5380710659898478,2.6545356000000526e-05
2.538715410002539,2.9014398270000262e-05
2.5393600812595225,2.946490360000026e-05
2.54000508001016,2.4024951949999825e-05
2.540650406504065,2.6181642240000018e-05
2.5412960609911055,2.988455425000005e-05
2.541942043721403,3.06431848800014e-05
2.5425883549453343,3.078229311000071e-05
2.5432349949135302,3.0766641760000824e-05
2.543881963876876,3.090552200000086e-05
2.544529262086514,3.1198697999999456e-05
2.5451768897938405,3.118282281999989e-05
2.545824847250509,3.0858367999999324e-05
2.5464731347084286,2.9917378260000543e-05
2.547121752419766,3.1289356279998876e-05
2.5477707006369426,3.1427474999999074e-05
2.5484199796126403,3.156544080000056e-05
2.549069589599796,3.170325374000048e-05
2.5497195308516063,3.091798884000043e-05
2.550369803621525,3.197842128000155e-05
2.5510204081632653,3.196211200000038e-05
2.551671344730799,3.2252978100000274e-05
2.5523226135783563,3.239002763999986e-05
2.552974214960429,3.2373495789998936e-05
2.5536261491317673,3.266366927999909e-05
2.554278416347382,3.142081125000022e-05
2.5549310168625445,3.186434368000063e-05
2.555583950932788,3.1694947829999896e-05
2.556237218813906,3.045445055999997e-05
2.5568908207619536,3.10507196299983e-05
2.557544757033248,3.1952128999998206e-05
2.5581990278843696,3.22413929100011e-05
2.5588536335721597,3.283579760000009e-05
2.5595085743537243,3.358222779999923e-05
2.5601638504864312,3.3412470839999826e-05
2.560819462227913,3.354785499999971e-05
2.5614754098360657,3.337826304000008e-05
2.5621316935690492,3.3818167980000265e-05
2.5627883136852896,3.349632879999943e-05
2.5634452704434763,3.4240052250001686e-05
2.5641025641025643,3.422249999999929e-05
2.564760194921775,3.405293023999931e-05
2.565418163160595,3.433935303999956e-05
2.5660764690787787,3.492920069999954e-05
2.566735112936345,3.460770048000113e-05
2.5673940949935816,3.5045067750000096e-05
2.568053415511043,3.5027075159999727e-05
2.5687130747495504,3.53121961700004e-05
2.5693730729701953,3.483962720000032e-05
2.570033410434336,3.4973125109998525e-05
2.570694087403599,3.556043500000088e-05
2.5713551041398817,3.584464077000058e-05
2.57201646090535,3.597737472000109e-05
2.572678157962439,3.580778253000055e-05
2.573340195573855,3.5336330639998415e-05
2.574002574002574,3.5921875500000144e-05
2.5746652935118433,3.620509440000006e-05
2.5753283543651815,3.633723049000035e-05
2.575991756826378,3.661991531999937e-05
2.576655501159495,3.6149186400000546e-05
2.577319587628866,3.61305600000009e-05
