lambda_um,DeltaI_W_m2_sr_um
2.5,6.399999999999722e-06
2.5006251562890722,7.836080489999429e-06
2.5012506253126565,2.2377605600003812e-06
2.501876407305479,1.1662486570000394e-05
2.5025025025025025,1.7564817599999283e-05
2.5031289111389237,2.473803874999958e-05
2.5037556334501754,1.86638821199998e-05
2.504382669671926,1.9770620760000378e-05
2.50501002004008,1.800775232000014e-05
2.5056376847907793,2.4369963929999836e-05
2.506265664160401,2.4516953999999258e-05
2.5068939583855605,1.4957393740000144e-05
2.507522567703109,4.771243200000271e-06
2.508151492350138,5.404697459999996e-06
2.5087807325639737,1.986024499999947e-05
2.5094102885821834,2.143830374999947e-05
2.5100401606425704,1.4126307839999741e-05
2.5106703489831785,2.458964794999942e-05
2.5113008538422905,2.5370118400000127e-05
2.5119316754584275,2.2821639839999686e-05
2.512562814070352,2.376060000000048e-05
2.5131942699170646,2.089882211999978e-05
2.513826043237808,1.360905624e-05
2.5144581342720644,2.135231414999994e-05
2.515090543259557,2.6242236159999648e-05
2.5157232704402515,2.6387043749999395e-05
2.5163563160543534,2.6531695680000363e-05
2.5169896803423106,2.6360497430000414e-05
2.5176233635448138,2.6820532799999748e-05
2.5182573659027954,2.412632673000001e-05
2.5188916876574305,2.3798958999998558e-05
2.5195263290501386,2.678003369999994e-05
2.5201612903225805,2.377498624000097e-05
2.5207965717166623,1.9199248579999592e-05
2.5214321734745337,1.8717695640000157e-05
2.5220680958385877,2.5468384499999393e-05
2.522704339051463,2.5769805440000425e-05
2.5233409033560434,2.418626825999911e-05
2.523977788995457,2.7313552559999656e-05
2.5246149962130775,2.6672185700001537e-05
2.525252525252525,2.6815536000001673e-05
2.525890376357666,2.6801994509998567e-05
2.526528549772612,2.788505991999958e-05
2.5271670457417237,2.8027549709999655e-05
2.5278058645096055,2.691788992000184e-05
2.5284450063211126,2.7529963999998845e-05
2.5290844714213456,2.720336184000062e-05
2.5297242600556538,2.843970037999955e-05
2.5303643724696356,2.8425313280000357e-05
2.531004808909137,2.9035345859999666e-05
2.5316455696202533,2.7772450000000497e-05
2.532286654849329,2.9629741900000402e-05
2.5329280648429586,2.867953535999959e-05
2.533569799847986,2.9132372829998934e-05
2.534211860111505,2.787193964000085e-05
2.534854245880862,2.9102856750000405e-05
2.535496957403651,2.955475840000013e-05
2.53613999492772,2.8451465670000474e-05
2.536783358701167,2.9835578880000983e-05
2.537427048972342,2.9665128710000023e-05
2.5380710659898478,2.9029131999999333e-05
2.538715410002539,2.9945341530000433e-05
2.5393600812595225,3.0085217359999798e-05
2.54000508001016,2.774494450999941e-05
2.540650406504065,2.897021951999909e-05
2.5412960609911055,3.0658765499999574e-05
2.541942043721403,3.048842132000011e-05
2.5425883549453343,3.0627608220002225e-05
2.5432349949135302,2.9375185599999666e-05
2.543881963876876,3.075099439000129e-05
2.544529262086514,3.073535099999865e-05
2.5451768897938405,3.071971158999983e-05
2.545824847250509,3.147553536000068e-05
2.5464731347084286,3.1459511160000786e-05
2.547121752419766,3.144349103999938e-05
2.5477707006369426,2.9578799999999128e-05
2.5484199796126403,2.987168543999892e-05
2.549069589599796,3.170325374000048e-05
2.5497195308516063,3.214855555999825e-05
2.550369803621525,3.213216369000061e-05
2.5510204081632653,3.0118144000000277e-05
2.551671344730799,3.256014931999913e-05
2.5523226135783563,3.208301316000046e-05
2.552974214960429,3.0532349109998504e-05
2.5536261491317673,3.2050267039998234e-05
2.554278416347382,3.2800261500000837e-05
2.5549310168625445,3.293670140000135e-05
2.555583950932788,3.29198733499984e-05
2.556237218813906,3.229089984000018e-05
2.5568908207619536,3.273327094000054e-05
2.557544757033248,3.332805799999977e-05
2.5581990278843696,3.361661820000094e-05
2.5588536335721597,3.375214544000006e-05
2.5595085743537243,3.358222779999923e-05
2.5601638504864312,3.127651380000016e-05
2.560819462227913,3.141299149999992e-05
2.5614754098360657,3.063484416000045e-05
2.5621316935690492,3.183782480999965e-05
2.5627883136852896,3.075572007999773e-05
2.5634452704434763,3.2566094140001715e-05
2.5641025641025643,3.254939999999991e-05
2.564760194921775,3.162057807999923e-05
2.565418163160595,3.2516024559998795e-05
2.5660764690787787,3.477733460999829e-05
2.566735112936345,3.5214853120001284e-05
2.5673940949935816,3.5045067750000096e-05
2.568053415511043,3.351075155999875e-05
2.5687130747495504,3.3948205759999975e-05
2.5693730729701953,3.256747760000105e-05
2.570033410434336,3.239934533999858e-05
2.570694087403599,3.4652508999999734e-05
2.5713551041398817,3.584464077000058e-05
2.57201646090535,3.5826209280000534e-05
2.572678157962439,3.45990810100014e-05
2.573340195573855,3.2467141399998914e-05
2.574002574002574,3.38088239999982e-05
2.5746652935118433,3.454569423999923e-05
2.5753283543651815,3.467868470000048e-05
2.575991756826378,3.556502064000055e-05
2.576655501159495,3.35886190300002e-05
2.577319587628866,3.327022400000015e-05
2.577984016499098,3.596147199000192e-05
2.5786487880350695,3.7146043480000036e-05
2.5793139025019345,3.6976577340001524e-05
2.579979360165119,3.695750495999808e-05
2.5806451612903225,3.5587031249999235e-05
2.581311306143521,3.406787852000114e-05
2.581977794990963,3.615031089000079e-05
2.5826446280991737,3.628156927999986e-05
2.5833118057349522,3.476436711999896e-05
2.5839793281653747,3.399756299999907e-05
2.5846471956577926,3.457876190999989e-05
2.5853154084798344,3.650587455999912e-05
2.585983966899405,3.723468561000077e-05
2.586652871184687,3.557137527999965e-05
2.5873221216041395,3.4656681999999973e-05
2.587991718426501,3.583319039999946e-05
2.588661661920787,3.641155635999982e-05
2.589331952356292,3.5646955159999993e-05
2.59000259000259,3.7417375710000964e-05
2.5906735751295336,3.87389599999996e-05
2.591344908007256,3.8421052980000016e-05
2.592016588906169,3.7805776559999595e-05
2.5926886180969664,3.614977107000046e-05
2.5933609958506225,3.6874465280002135e-05
2.594033722438392,3.59636804999992e-05
2.5947067981318113,3.54994252400008e-05
2.595380223202699,3.59263737799995e-05
2.596053997923157,3.590772767999954e-05
2.596728122565567,3.737210652000108e-05
2.5974025974025974,3.779737499999894e-05
2.5980774227071968,3.8370334590000915e-05
2.598752598752599,4.071953599999942e-05
