lambda_um,DeltaI_W_m2_sr_um
2.5,7.3599999999996585e-06
2.5006251562890722,8.635680539999246e-06
2.5012506253126565,4.155841040000708e-06
2.501876407305479,1.022464575999981e-05
2.5025025025025025,1.485025487999933e-05
2.5031289111389237,2.7132042499999204e-05
2.5037556334501754,1.5632995280000575e-05
2.504382669671926,1.8016775370000883e-05
2.50501002004008,1.434245760000008e-05
2.5056376847907793,2.580349122000003e-05
2.506265664160401,2.5472159999999702e-05
2.5068939583855605,1.2888818009999976e-05
2.507522567703109,5.5664504000001e-06
2.508151492350138,5.881582530000481e-06
2.5087807325639737,1.779477951999956e-05
2.5094102885821834,1.9850281249999928e-05
2.5100401606425704,1.0793134080000835e-05
2.5106703489831785,2.4748290839999437e-05
2.5113008538422905,2.679718755999993e-05
2.5119316754584275,2.139528735000014e-05
2.512562814070352,2.3126984000000454e-05
2.5131942699170646,1.86822803799995e-05
2.513826043237808,1.0285914600000404e-05
2.5144581342720644,1.929616537999987e-05
2.515090543259557,2.8771608319998893e-05
2.5157232704402515,2.8757137500000016e-05
2.5163563160543534,2.9058523840000232e-05
2.5169896803423106,2.825466491000045e-05
2.5176233635448138,2.950258608000033e-05
2.5182573659027954,2.270713104000118e-05
2.5188916876574305,2.206525999999976e-05
2.5195263290501386,2.9458037070000283e-05
2.5201612903225805,2.2043033600000622e-05
2.5207965717166623,1.5422347220000326e-05
2.5214321734745337,1.4628115080001121e-05
2.5220680958385877,2.5468384499999393e-05
2.522704339051463,2.5612672480000015e-05
2.5233409033560434,2.230162397999936e-05
2.523977788995457,3.170883688000028e-05
2.5246149962130775,2.7142871330000304e-05
2.525252525252525,2.7913248000000813e-05
2.525890376357666,2.6958731319999887e-05
2.526528549772612,2.9921609240000924e-05
2.5271670457417237,3.100254102000009e-05
2.5278058645096055,2.707438928000079e-05
2.5284450063211126,2.878132599999899e-05
2.5290844714213456,2.7672385320000152e-05
2.5297242600556538,3.234625262999932e-05
2.5303643724696356,3.0143326720000717e-05
2.531004808909137,3.137690600999929e-05
2.5316455696202533,3.37014000000007e-05
2.532286654849329,3.196893205000082e-05
2.5329280648429586,3.335554656000005e-05
2.533569799847986,3.2559710809999115e-05
2.534211860111505,2.833906712000015e-05
2.534854245880862,3.0503529000000355e-05
2.535496957403651,3.3132439680000694e-05
2.53613999492772,3.451489278000035e-05
2.536783358701167,3.3565026239999914e-05
2.537427048972342,3.152890642999992e-05
2.5380710659898478,2.9805312000000424e-05
2.538715410002539,3.242785688999973e-05
2.5393600812595225,3.303170772e-05
2.54000508001016,2.774494450999941e-05
2.540650406504065,2.9589903359999656e-05
2.5412960609911055,3.313624149999927e-05
2.541942043721403,3.451227387999984e-05
2.5425883549453343,3.464941535999931e-05
2.5432349949135302,3.5868647679999574e-05
2.543881963876876,3.492323985999999e-05
2.544529262086514,3.55232699999989e-05
2.5451768897938405,3.550519429999961e-05
2.545824847250509,3.456137215999966e-05
2.5464731347084286,3.3155857349999145e-05
2.547121752419766,3.514272527999941e-05
2.5477707006369426,3.681944374999899e-05
2.5484199796126403,3.710864015999977e-05
2.549069589599796,3.555073599000123e-05
2.5497195308516063,3.4148226479999155e-05
2.550369803621525,3.5821981529999755e-05
2.5510204081632653,3.749401599999983e-05
2.551671344730799,3.5939032740000404e-05
2.5523226135783563,3.668823036000017e-05
2.552974214960429,3.78969358299985e-05
2.5536261491317673,3.7264186079999026e-05
2.554278416347382,3.479280075000153e-05
2.5549310168625445,3.5387804760001265e-05
2.555583950932788,3.506349301000012e-05
2.556237218813906,3.3821274239999484e-05
2.5568908207619536,3.441582224999844e-05
2.557544757033248,3.53155110000003e-05
2.5581990278843696,3.575585753999924e-05
2.5588536335721597,3.619573968000056e-05
2.5595085743537243,3.7856329519999135e-05
2.5601638504864312,3.951520523999986e-05
2.560819462227913,3.979995524999811e-05
2.5614754098360657,4.023681024000088e-05
2.5621316935690492,3.9759197489998635e-05
2.5627883136852896,4.034785059999803e-05
2.5634452704434763,3.971846061000175e-05
2.5641025641025643,4.015439999999985e-05
2.564760194921775,4.058987667000021e-05
2.565418163160595,4.041711463999981e-05
2.5660764690787787,3.918145121999811e-05
2.566735112936345,3.855419263999998e-05
2.5673940949935816,3.9141244500000456e-05
2.568053415511043,4.0485840119999436e-05
2.5687130747495504,4.07681578099995e-05
2.5693730729701953,4.135312272000001e-05
2.570033410434336,4.178607155999863e-05
2.570694087403599,4.08566700000005e-05
2.5713551041398817,4.023069386000118e-05
2.57201646090535,4.05123379200005e-05
2.572678157962439,4.15491147500004e-05
2.573340195573855,4.258480871999898e-05
2.574002574002574,4.226102999999905e-05
2.5746652935118433,4.208842223999906e-05
2.5753283543651815,4.2217529200000437e-05
2.575991756826378,4.204508795999963e-05
2.576655501159495,4.307778045999945e-05
2.577319587628866,4.335667199999952e-05
2.577984016499098,4.228106121000139e-05
2.5786487880350695,4.165770867999973e-05
2.5793139025019345,4.193684991000025e-05
2.579979360165119,4.2365920319999834e-05
2.5806451612903225,4.339515624999981e-05
2.581311306143521,4.427323420000146e-05
2.581977794990963,4.3650375390001314e-05
2.5826446280991737,4.362783744000023e-05
2.5833118057349522,4.450438376999832e-05
2.5839793281653747,4.5080468999997986e-05
2.5846471956577926,4.5057174610000326e-05
2.5853154084798344,4.4285815039998844e-05
2.585983966899405,4.411338254999963e-05
2.586652871184687,4.513678712000056e-05
2.5873221216041395,4.571096849999984e-05
2.587991718426501,4.5538012800000124e-05
2.588661661920787,4.536521776000134e-05
2.589331952356292,4.608748595999988e-05
2.59000259000259,4.531825584000015e-05
2.5906735751295336,4.484779599999919e-05
2.591344908007256,4.52713182400007e-05
2.592016588906169,4.5843225119998436e-05
2.5926886180969664,4.671204985999891e-05
2.5933609958506225,4.668783104000169e-05
2.594033722438392,4.710944924999922e-05
2.5947067981318113,4.767914435999977e-05
2.595380223202699,4.765440489000114e-05
2.596053997923157,4.777805088000079e-05
2.596728122565567,4.7604945210001116e-05
2.5974025974025974,4.7580224999999726e-05
2.5980774227071968,4.755551120999915e-05
2.598752598752599,4.64943065600007e-05
2.599428125812321,4.66181383500016e-05
2.6001040041601664,4.71855740399995e-05
2.600780234070221,4.7752400750000756e-05
2.6014568158168574,4.876190880000186e-05
2.602133749674733,4.844116871999954e-05
2.6028110359187924,4.841596191999982e-05
2.6034886748242645,4.9275958539998777e-05
2.6041666666666665,4.939776000000007e-05
