lambda_um,DeltaI_W_m2_sr_um
2.5,2.239999999999274e-06
2.5006251562890722,2.5587201599995037e-06
2.5012506253126565,1.5984004000002723e-06
2.501876407305479,3.195201799999995e-06
2.5025025025025025,4.311364320000281e-06
2.5031289111389237,5.107207999999024e-06
2.5037556334501754,4.626090439999869e-06
2.504382669671926,4.623774210000403e-06
2.50501002004008,4.462097919999582e-06
2.5056376847907793,5.096985920000595e-06
2.506265664160401,4.93523100000056e-06
2.5068939583855605,3.818909040000443e-06
2.507522567703109,2.0675387199997272e-06
2.508151492350138,2.225463660000381e-06
2.5087807325639737,4.448694879999673e-06
2.5094102885821834,4.764067500000364e-06
2.5100401606425704,3.8093414399999886e-06
2.5106703489831785,5.0765724799988615e-06
2.5113008538422905,5.23258691999956e-06
2.5119316754584275,5.071475520000701e-06
2.512562814070352,5.22733199999955e-06
2.5131942699170646,4.908056709999192e-06
2.513826043237808,3.7978761600002825e-06
2.5144581342720644,5.061289280000776e-06
2.515090543259557,5.3749158399991545e-06
2.5157232704402515,5.372212500000251e-06
2.5163563160543534,5.369509839999939e-06
2.5169896803423106,5.208960569999012e-06
2.5176233635448138,5.521874399999974e-06
2.5182573659027954,5.5190943499998715e-06
2.5188916876574305,5.3587059999993594e-06
2.5195263290501386,5.513536349999529e-06
2.5201612903225805,5.353308160000597e-06
2.5207965717166623,5.035868480000177e-06
2.5214321734745337,4.876038360000952e-06
2.5220680958385877,5.502428749999157e-06
2.522704339051463,5.656786560000009e-06
2.5233409033560434,5.810986529999375e-06
2.523977788995457,6.122003159999938e-06
2.5246149962130775,5.491332350000648e-06
2.525252525252525,5.645376000001402e-06
2.525890376357666,5.642525159998968e-06
2.526528549772612,5.639675039999584e-06
2.5271670457417237,5.6368256399997804e-06
2.5278058645096055,5.633976960000425e-06
2.5284450063211126,5.631128999998916e-06
2.5290844714213456,5.62828175999959e-06
2.5297242600556538,5.937959420000173e-06
2.5303643724696356,5.466406399999568e-06
2.531004808909137,5.619744359999963e-06
2.5316455696202533,6.70907500000071e-06
2.532286654849329,5.61405636000014e-06
2.5329280648429586,6.390548640000833e-06
2.533569799847986,5.9199474200001545e-06
2.534211860111505,5.916948080000699e-06
2.534854245880862,5.75831925000124e-06
2.535496957403651,6.066503039999296e-06
2.53613999492772,6.996262050001055e-06
2.536783358701167,6.21574560000053e-06
2.537427048972342,5.746647969998887e-06
2.5380710659898478,5.7437320000004385e-06
2.538715410002539,5.895973979999636e-06
2.5393600812595225,6.048059159999633e-06
2.54000508001016,6.044987909999654e-06
2.540650406504065,5.886996480000163e-06
2.5412960609911055,5.884005500000032e-06
2.541942043721403,6.500069520001296e-06
2.5425883549453343,6.342080490000408e-06
2.5432349949135302,7.266493279999876e-06
2.543881963876876,6.490159619999998e-06
2.544529262086514,6.641306999998278e-06
2.5451768897938405,6.792298039999187e-06
2.545824847250509,6.171673599999691e-06
2.5464731347084286,5.8601050200004015e-06
2.547121752419766,6.319525159999111e-06
2.5477707006369426,7.5487562500005725e-06
2.5484199796126403,7.698888000000348e-06
2.549069589599796,6.463770179999592e-06
2.5497195308516063,5.845191919998972e-06
2.550369803621525,6.457181219999587e-06
2.5510204081632653,7.683200000000584e-06
2.551671344730799,6.450595619999361e-06
2.5523226135783563,6.754318559999001e-06
2.552974214960429,7.97830228000014e-06
2.5536261491317673,7.05412575999903e-06
2.554278416347382,5.977617750000351e-06
2.5549310168625445,6.280952360001625e-06
2.555583950932788,6.124627600000328e-06
2.556237218813906,6.121497599999824e-06
2.5568908207619536,6.271327609998559e-06
2.557544757033248,6.115240000000022e-06
2.5581990278843696,6.264915210000416e-06
2.5588536335721597,6.261710239999219e-06
2.5595085743537243,6.8690920499991925e-06
2.5601638504864312,8.391259800000911e-06
2.560819462227913,8.539453999998302e-06
2.5614754098360657,8.839905280000337e-06
2.5621316935690492,8.226040859999478e-06
2.5627883136852896,8.830850319999778e-06
2.5634452704434763,8.065434530002066e-06
2.5641025641025643,8.21339999999924e-06
2.564760194921775,8.817276579999728e-06
2.565418163160595,8.356922199997951e-06
2.5660764690787787,7.137706230000637e-06
2.566735112936345,6.678679040000857e-06
2.5673940949935816,6.978671500000935e-06
2.568053415511043,8.036515079998946e-06
2.5687130747495504,8.183942459999947e-06
2.5693730729701953,8.785645120000692e-06
2.570033410434336,9.083928599998986e-06
2.570694087403599,7.868691999999254e-06
2.5713551041398817,7.259674080000063e-06
2.57201646090535,7.4071065600013475e-06
2.572678157962439,8.15873526000075e-06
2.573340195573855,9.362617519999283e-06
2.574002574002574,8.754070499998774e-06
2.5746652935118433,8.447855359998944e-06
2.5753283543651815,8.594282730000659e-06
2.575991756826378,8.288458199999169e-06
2.576655501159495,9.187918210000132e-06
2.577319587628866,9.484272000001223e-06
2.577984016499098,7.974719730000426e-06
2.5786487880350695,7.5194420000000706e-06
2.5793139025019345,7.665875789999999e-06
2.579979360165119,7.812155519998192e-06
2.5806451612903225,8.859218749998968e-06
2.581311306143521,9.755119400002218e-06
2.581977794990963,8.700074820000396e-06
2.5826446280991737,8.545658879999599e-06
2.5833118057349522,9.590170239997739e-06
2.5839793281653747,1.0034522999999122e-05
2.5846471956577926,9.87964626000034e-06
2.5853154084798344,8.82724015999984e-06
2.585983966899405,8.523602729999455e-06
2.586652871184687,9.565411840000912e-06
2.5873221216041395,1.0157993000001024e-05
2.587991718426501,9.704822399999799e-06
2.588661661920787,9.401344470000295e-06
2.589331952356292,9.993079480000513e-06
2.59000259000259,9.093465810000763e-06
2.5906735751295336,8.343775999999567e-06
2.591344908007256,8.786209790000686e-06
2.592016588906169,9.228181679998317e-06
2.5926886180969664,1.011598531999898e-05
2.5933609958506225,9.813365760001289e-06
2.594033722438392,1.0402717499997417e-05
2.5947067981318113,1.0842920679999743e-05
2.595380223202699,1.0688838479998991e-05
2.596053997923157,1.0831669920001626e-05
2.596728122565567,1.0232838690001772e-05
2.5974025974025974,9.931074999998749e-06
2.5980774227071968,9.777768660000977e-06
2.598752598752599,8.588120320000836e-06
2.599428125812321,8.583657220000152e-06
2.6001040041601664,9.022946759999415e-06
2.600780234070221,9.609616249999647e-06
2.6014568158168574,1.04911985600014e-05
2.602133749674733,9.894994829997769e-06
2.6028110359187924,9.742236239998134e-06
2.6034886748242645,1.0769895129998652e-05
2.6041666666666665,1.0764287999998762e-05
2.6048450117218027,1.075868233000113e-05
2.6055237102657633,1.1194985440001262e-05
2.6062027625749282,1.0894701060000858e-05
2.6068821689259645,1.0594725119997955e-05
2.607561929595828,1.1177490999998707e-05
2.6082420448617634,1.028968920000102e-05
2.6089225150013045,9.990484520000162e-06
2.6096033402922756,1.1013168000000018e-05
2.6102845210127903,1.0567123920000518e-05
2.6109660574412534,9.53478499999931e-06
2.6116479498563594,9.529806649999709e-06
2.6123301985370952,1.0404044640000346e-05
2.6130128037627385,1.0984446750000182e-05
2.6136957658128592,1.0539558720001202e-05
2.6143790849673203,9.948824999999814e-06
2.6150627615062763,1.0528542720000117e-05
2.615746795710175,1.1107650039999042e-05
2.6164311878597593,1.1540070359999932e-05
2.617115938236064,1.1826033210000225e-05
2.6178010471204187,1.1527996000000248e-05
2.6184865147944487,1.0938570749999613e-05
2.6191723415400734,1.1078614240000312e-05
2.6198585276395074,1.1509896309998269e-05
2.620545073375262,1.2231959039998158e-05
2.6212319790301444,1.1352295499998666e-05
2.6219192448872577,1.0328083159998405e-05
2.6226068712300026,9.886498919997946e-06
2.6232948583420774,9.445373599998447e-06
2.623983206507478,9.440418649999532e-06
2.6246719160104988,9.72578700000025e-06
2.625360987135731,1.0301021510002867e-05
2.6260504201680672,1.1600691200000512e-05
2.6267402153926978,1.2464194139997706e-05
2.627430373095113,1.1588508800002006e-05
2.628120893561104,1.0713738500001471e-05
2.6288117770767614,1.099751615999886e-05
2.6295030239284776,1.2148759559998251e-05
2.6301946344029457,1.2431475440001852e-05
2.6308866087871614,1.2713888880000121e-05
2.6315789473684212,1.1985200000000015e-05
2.632271650434325,1.1401596789998789e-05
2.6329647182727753,1.1684091240001318e-05
2.6336581511719777,1.1966283470001352e-05
2.6343519494204424,1.2104077439999486e-05
2.635046113306983,1.051347825000229e-05
2.635740643120717,9.788216479999015e-06
2.636435539151068,9.78305732000223e-06
2.6371308016877637,9.346521600001392e-06
2.637826431020839,9.341592649999772e-06
2.638522427440633,9.767588000000188e-06
2.6392187912377936,9.905999489998735e-06
2.6399155227032733,9.613792480000355e-06
2.6406126221283337,1.0469199369998738e-05
2.641310089804543,1.1180360879997284e-05
2.642007926023778,1.217729125000018e-05
2.6427061310782243,1.0882178559998637e-05
