lambda_um,DeltaI_W_m2_sr_um
2.5,-2.7360000000000145e-05
2.5006251562890722,-3.038480190000045e-05
2.5012506253126565,-1.9500484879998985e-05
2.501876407305479,-3.8661941779999636e-05
2.5025025025025025,-4.982020992000142e-05
2.5031289111389237,-5.841369149999984e-05
2.5037556334501754,-5.152507627999986e-05
2.504382669671926,-5.261536169999959e-05
2.50501002004008,-5.131412608000083e-05
2.5056376847907793,-5.8774618890000165e-05
2.506265664160401,-5.954117399999993e-05
2.5068939583855605,-4.53495448499994e-05
2.507522567703109,-2.6559920480000165e-05
2.508151492350138,-2.7818295749999344e-05
2.5087807325639737,-5.3543220520000344e-05
2.5094102885821834,-5.605719424999975e-05
2.5100401606425704,-4.5394652159998564e-05
2.5106703489831785,-5.980836953000182e-05
2.5113008538422905,-6.057115767999985e-05
2.5119316754584275,-5.816348486999915e-05
2.512562814070352,-5.9559903999999685e-05
2.5131942699170646,-5.620516555000007e-05
2.513826043237808,-4.5099779399999235e-05
2.5144581342720644,-5.693950440000071e-05
2.515090543259557,-6.244387520000071e-05
2.5157232704402515,-6.257047499999991e-05
2.5163563160543534,-6.269692371999903e-05
2.5169896803423106,-6.298106871000051e-05
2.5176233635448138,-6.294936815999953e-05
2.5182573659027954,-6.149847990000006e-05
2.5188916876574305,-6.146751000000051e-05
2.5195263290501386,-6.379949205000037e-05
2.5201612903225805,-6.124814335999908e-05
2.5207965717166623,-5.5394553280000217e-05
2.5214321734745337,-5.473746287999997e-05
2.5220680958385877,-6.35137490000012e-05
2.522704339051463,-6.379598175999899e-05
2.5233409033560434,-6.266442231000081e-05
2.523977788995457,-6.435952039999995e-05
2.5246149962130775,-6.542530256999947e-05
2.525252525252525,-6.539227199999983e-05
2.525890376357666,-6.598619701000084e-05
2.526528549772612,-6.626618171999901e-05
2.5271670457417237,-6.638927975999992e-05
2.5278058645096055,-6.65122280000003e-05
2.5284450063211126,-6.663502650000076e-05
2.5290844714213456,-6.691401648000004e-05
2.5297242600556538,-6.672391242999991e-05
2.5303643724696356,-6.793962239999996e-05
2.531004808909137,-6.806134836000004e-05
2.5316455696202533,-6.56865249999989e-05
2.532286654849329,-6.861624439999988e-05
2.5329280648429586,-6.717869423999989e-05
2.533569799847986,-6.839097150999982e-05
2.534211860111505,-6.88234487199995e-05
2.534854245880862,-6.956672174999925e-05
2.535496957403651,-6.906480383999953e-05
2.53613999492772,-6.731958817000026e-05
2.536783358701167,-6.930556343999993e-05
2.537427048972342,-7.05129237400003e-05
2.5380710659898478,-7.078761600000025e-05
2.538715410002539,-7.075168775999997e-05
2.5393600812595225,-7.071576863999958e-05
2.54000508001016,-7.021485957000011e-05
2.540650406504065,-7.110872064000021e-05
2.5412960609911055,-7.18468039999998e-05
2.541942043721403,-7.103647403999998e-05
2.5425883549453343,-7.130973428999977e-05
2.5432349949135302,-6.972741424000027e-05
2.543881963876876,-7.170081103999911e-05
2.544529262086514,-7.150988700000121e-05
2.5451768897938405,-7.17822406500002e-05
2.545824847250509,-7.328862400000045e-05
2.5464731347084286,-7.417659248999849e-05
2.547121752419766,-7.33681457600003e-05
2.5477707006369426,-7.101993124999928e-05
2.5484199796126403,-7.113772512000027e-05
2.549069589599796,-7.402555849000004e-05
2.5497195308516063,-7.552603244000058e-05
2.550369803621525,-7.456506884999988e-05
2.5510204081632653,-7.22220800000008e-05
2.551671344730799,-7.541053450999934e-05
2.5523226135783563,-7.475802588000069e-05
2.552974214960429,-7.272529386000062e-05
2.5536261491317673,-7.468172272000022e-05
2.554278416347382,-7.740248624999932e-05
2.5549310168625445,-7.720975583999905e-05
2.555583950932788,-7.762965483000105e-05
2.556237218813906,-7.789605695999926e-05
2.5568908207619536,-7.816215631000108e-05
2.557544757033248,-7.85808340000001e-05
2.5581990278843696,-7.869344715000053e-05
2.5588536335721597,-7.895863888000062e-05
2.5595085743537243,-7.784970989999952e-05
2.5601638504864312,-7.506363312000022e-05
2.560819462227913,-7.517769325e-05
2.5614754098360657,-7.468195839999917e-05
2.5621316935690492,-7.601471090999939e-05
2.5627883136852896,-7.536673980000023e-05
2.5634452704434763,-7.715425106999928e-05
2.5641025641025643,-7.71147000000012e-05
2.564760194921775,-7.646707102999979e-05
2.565418163160595,-7.749146040000182e-05
2.5660764690787787,-8.048902770000071e-05
2.566735112936345,-8.166203007999896e-05
2.5673940949935816,-8.131669400000038e-05
2.568053415511043,-7.930372428000074e-05
2.5687130747495504,-7.956610725000021e-05
2.5693730729701953,-7.861637615999822e-05
2.570033410434336,-7.842458358000085e-05
2.570694087403599,-8.095673499999931e-05
2.5713551041398817,-8.257879266000082e-05
2.57201646090535,-8.268749567999934e-05
2.572678157962439,-8.128517721999861e-05
2.573340195573855,-7.928022900000053e-05
2.574002574002574,-8.074875375000106e-05
2.5746652935118433,-8.176317152000078e-05
2.5753283543651815,-8.187185126999966e-05
2.575991756826378,-8.288458199999949e-05
2.576655501159495,-8.11850477899995e-05
2.577319587628866,-8.114321600000054e-05
2.577984016499098,-8.426118959999757e-05
2.5786487880350695,-8.572163879999942e-05
2.5793139025019345,-8.582774659000088e-05
2.579979360165119,-8.563324320000083e-05
2.5806451612903225,-8.408750000000065e-05
2.581311306143521,-8.269339675999899e-05
2.581977794990963,-8.490073013999854e-05
2.5826446280991737,-8.545658880000032e-05
2.5833118057349522,-8.406383601000135e-05
