lambda_um,DeltaI_W_m2_sr_um
2.5,-1.3440000000000413e-05
2.5006251562890722,-1.4872560929999907e-05
2.5012506253126565,-9.910082479999086e-06
2.501876407305479,-1.7733369990000688e-05
2.5025025025025025,-2.283426288000011e-05
2.5031289111389237,-2.9685646500000884e-05
2.5037556334501754,-2.3609013279999452e-05
2.504382669671926,-2.4872716439999776e-05
2.50501002004008,-2.31072928000009e-05
2.5056376847907793,-2.962623066000026e-05
2.506265664160401,-2.992978800000004e-05
2.5068939583855605,-2.0685757299999073e-05
2.507522567703109,-1.2405232320000098e-05
2.508151492350138,-1.2875896889999634e-05
2.5087807325639737,-2.5262231640001305e-05
2.5094102885821834,-2.667877799999996e-05
2.5100401606425704,-1.9840319999999724e-05
2.5106703489831785,-2.98248633200009e-05
2.5113008538422905,-3.0444142080000673e-05
2.5119316754584275,-2.789311535999952e-05
2.512562814070352,-2.898793200000003e-05
2.5131942699170646,-2.644017647000004e-05
2.513826043237808,-1.9622360159999436e-05
2.5144581342720644,-2.672993401000006e-05
2.515090543259557,-3.17752377600013e-05
2.5157232704402515,-3.1917262500000265e-05
2.5163563160543534,-3.19012055200003e-05
2.5169896803423106,-3.204299987000052e-05
2.5176233635448138,-3.218463935999918e-05
2.5182573659027954,-2.9645421079999013e-05
2.5188916876574305,-2.9472883000001247e-05
2.5195263290501386,-3.2451099659999184e-05
2.5201612903225805,-2.928574463999939e-05
2.5207965717166623,-2.4864600619999358e-05
2.5214321734745337,-2.4222900239998825e-05
2.5220680958385877,-3.128523775000093e-05
2.522704339051463,-3.126945904000089e-05
2.5233409033560434,-2.9840201100000095e-05
2.523977788995457,-3.2964632399999465e-05
2.5246149962130775,-3.2477308470000785e-05
2.525252525252525,-3.26177279999975e-05
2.525890376357666,-3.260125648000146e-05
2.526528549772612,-3.368139260000007e-05
2.5271670457417237,-3.3977532329999664e-05
2.5278058645096055,-3.286486559999843e-05
2.5284450063211126,-3.34739335000004e-05
2.5290844714213456,-3.330066707999974e-05
2.5297242600556538,-3.422139771000043e-05
2.5303643724696356,-3.4516451839999504e-05
2.531004808909137,-3.481119423000018e-05
2.5316455696202533,-3.354537500000008e-05
2.532286654849329,-3.5243798259999674e-05
2.5329280648429586,-3.444661584000013e-05
2.533569799847986,-3.5052320250000824e-05
2.534211860111505,-3.3944596880001315e-05
2.534854245880862,-3.517243650000019e-05
2.535496957403651,-3.546571008000016e-05
2.53613999492772,-3.435942029000015e-05
2.536783358701167,-3.558514355999926e-05
2.537427048972342,-3.587772110999997e-05
2.5380710659898478,-3.5393807999999256e-05
