lambda_um,DeltaI_W_m2_sr_um
2.5,-2.240000000000575e-06
2.5006251562890722,-2.558720160000371e-06
2.5012506253126565,-1.5984003999989713e-06
2.501876407305479,-3.195201799999995e-06
2.5025025025025025,-4.311364320000281e-06
2.5031289111389237,-5.107208000000758e-06
2.5037556334501754,-4.466570079999545e-06
2.504382669671926,-4.464333719999582e-06
2.50501002004008,-4.621458560000527e-06
2.5056376847907793,-5.0969859199997275e-06
2.506265664160401,-5.094431999999767e-06
2.5068939583855605,-3.818909039999575e-06
2.507522567703109,-2.2265801599991725e-06
2.508151492350138,-2.225463659999514e-06
2.5087807325639737,-4.607576840000467e-06
2.5094102885821834,-4.764067499999497e-06
2.5100401606425704,-3.8093414399991213e-06
2.5106703489831785,-5.076572480001464e-06
2.5113008538422905,-5.0740236799996785e-06
2.5119316754584275,-4.912991909999595e-06
2.512562814070352,-5.068928000000195e-06
2.5131942699170646,-4.908056710000927e-06
2.513826043237808,-3.797876159999415e-06
2.5144581342720644,-5.061289279999909e-06
2.515090543259557,-5.374915840000889e-06
2.5157232704402515,-5.372212500001118e-06
2.5163563160543534,-5.369509839999939e-06
2.5169896803423106,-5.366807860000822e-06
2.5176233635448138,-5.364106559999429e-06
2.5182573659027954,-5.361405939999231e-06
2.5188916876574305,-5.516315000000591e-06
2.5195263290501386,-5.513536350000396e-06
2.5201612903225805,-5.353308159997995e-06
2.5207965717166623,-5.03586847999931e-06
2.5214321734745337,-4.876038359999217e-06
2.5220680958385877,-5.5024287500008914e-06
2.522704339051463,-5.499653600000466e-06
2.5233409033560434,-5.653932840000986e-06
2.523977788995457,-6.122003159999938e-06
2.5246149962130775,-5.491332349998913e-06
2.525252525252525,-5.6453759999988e-06
2.525890376357666,-5.485788350001117e-06
2.526528549772612,-5.483017399999547e-06
2.5271670457417237,-5.793404129999895e-06
2.5278058645096055,-5.6339769599986905e-06
2.5284450063211126,-5.787549250000669e-06
2.5290844714213456,-5.6282817599987225e-06
2.5297242600556538,-6.09422150999947e-06
2.5303643724696356,-5.466406400000436e-06
2.531004808909137,-5.619744360000831e-06
2.5316455696202533,-6.8650999999995965e-06
2.532286654849329,-5.4581103499989556e-06
2.5329280648429586,-6.390548639999966e-06
2.533569799847986,-5.919947419999287e-06
2.534211860111505,-5.761238920000064e-06
2.534854245880862,-5.6026889999998e-06
2.535496957403651,-6.066503039999296e-06
2.53613999492772,-6.996262050000188e-06
2.536783358701167,-6.06035195999978e-06
2.537427048972342,-5.746647970000622e-06
2.5380710659898478,-5.743731999999571e-06
2.538715410002539,-5.895973980000503e-06
2.5393600812595225,-6.0480591600005e-06
2.54000508001016,-6.199987600001046e-06
2.540650406504065,-5.886996479999296e-06
2.5412960609911055,-5.884005500000032e-06
2.541942043721403,-6.345305959999138e-06
2.5425883549453343,-6.342080489999541e-06
2.5432349949135302,-7.266493279999876e-06
2.543881963876876,-6.490159619999998e-06
2.544529262086514,-6.64130700000088e-06
2.5451768897938405,-6.637927630000033e-06
2.545824847250509,-6.017381760000003e-06
2.5464731347084286,-5.705891729998816e-06
2.547121752419766,-6.319525159999978e-06
2.5477707006369426,-7.702812500000496e-06
2.5484199796126403,-7.544910240000514e-06
2.549069589599796,-6.463770179998725e-06
2.5497195308516063,-5.999012760000977e-06
2.550369803621525,-6.457181219999587e-06
2.5510204081632653,-7.836863999999798e-06
2.551671344730799,-6.297010010000367e-06
2.5523226135783563,-6.7543185600007355e-06
2.552974214960429,-7.824873390000105e-06
2.5536261491317673,-7.0541257600016324e-06
2.554278416347382,-6.13088999999907e-06
2.5549310168625445,-6.12775839999892e-06
2.555583950932788,-6.2777432900005745e-06
2.556237218813906,-6.274535040000709e-06
2.5568908207619536,-6.118368400000879e-06
2.557544757033248,-6.268121000001063e-06
2.5581990278843696,-6.1121123999998556e-06
2.5588536335721597,-6.261710240000086e-06
2.5595085743537243,-6.869092050000927e-06
2.5601638504864312,-8.238691439999696e-06
2.560819462227913,-8.386963750000795e-06
2.5614754098360657,-8.839905280000337e-06
2.5621316935690492,-8.226040860000346e-06
2.5627883136852896,-8.983106360000402e-06
2.5634452704434763,-8.065434529999464e-06
2.5641025641025643,-8.213400000000107e-06
2.564760194921775,-8.665254570000211e-06
2.565418163160595,-8.356922200000554e-06
2.5660764690787787,-6.985840140001122e-06
2.566735112936345,-6.678679039999122e-06
2.5673940949935816,-6.978671500000068e-06
2.568053415511043,-8.036515080001548e-06
2.5687130747495504,-8.032387970000575e-06
2.5693730729701953,-8.785645119999824e-06
2.570033410434336,-8.932529790000622e-06
2.570694087403599,-7.868692000000121e-06
2.5713551041398817,-7.2596740799991955e-06
2.57201646090535,-7.407106559999613e-06
2.572678157962439,-8.158735259999016e-06
2.573340195573855,-9.513627480001174e-06
2.574002574002574,-8.754070500000509e-06
2.5746652935118433,-8.44785536000068e-06
2.5753283543651815,-8.443505839999567e-06
2.575991756826378,-7.987059719999877e-06
2.576655501159495,-9.187918210000999e-06
2.577319587628866,-9.634815999999893e-06
2.577984016499098,-8.1251861399987e-06
2.5786487880350695,-7.3690531600008324e-06
2.5793139025019345,-7.665875789999999e-06
2.579979360165119,-7.812155520000794e-06
2.5806451612903225,-8.709062499999073e-06
2.581311306143521,-9.605040639998515e-06
2.581977794990963,-8.55007352999846e-06
2.5826446280991737,-8.695582720001996e-06
2.5833118057349522,-9.590170240001208e-06
2.5839793281653747,-1.0034523000000857e-05
2.5846471956577926,-9.729954649999664e-06
2.5853154084798344,-8.827240160001575e-06
2.585983966899405,-8.67313961999943e-06
2.586652871184687,-9.565411839999177e-06
2.5873221216041395,-1.015799299999929e-05
2.587991718426501,-9.555517439999335e-06
2.588661661920787,-9.401344469999427e-06
2.589331952356292,-9.843929040000143e-06
2.59000259000259,-9.093465810000763e-06
2.5906735751295336,-8.343776000000434e-06
2.591344908007256,-8.637290980000219e-06
2.592016588906169,-9.079340040001743e-06
2.5926886180969664,-1.0115985320000714e-05
2.5933609958506225,-9.813365759998686e-06
2.594033722438392,-1.040271750000002e-05
2.5947067981318113,-1.0694387520000792e-05
2.595380223202699,-1.0688838479999858e-05
2.596053997923157,-1.0831669919999891e-05
2.596728122565567,-1.0084536679996932e-05
2.5974025974025974,-9.931075000000483e-06
2.5980774227071968,-9.62962064999899e-06
2.598752598752599,-8.440049279998668e-06
2.599428125812321,-8.583657220000152e-06
2.6001040041601664,-8.875029599999737e-06
2.600780234070221,-9.609616249999647e-06
2.6014568158168574,-1.063896191999883e-05
2.602133749674733,-9.894994829999504e-06
2.6028110359187924,-9.889845880000497e-06
2.6034886748242645,-1.0769895130000387e-05
2.6041666666666665,-1.0911744000001097e-05
2.6048450117218027,-1.0758682329999394e-05
2.6055237102657633,-1.1342287879998608e-05
2.6062027625749282,-1.0894701060000858e-05
2.6068821689259645,-1.0741874079999228e-05
2.607561929595828,-1.1177490999998707e-05
2.6082420448617634,-1.0289689199999286e-05
2.6089225150013045,-9.990484520000162e-06
2.6096033402922756,-1.0866325760000572e-05
2.6102845210127903,-1.0420358310000294e-05
2.6109660574412534,-9.53478499999931e-06
2.6116479498563594,-9.383194239999046e-06
2.6123301985370952,-1.0404044640000346e-05
2.6130128037627385,-1.0837987460000573e-05
2.6136957658128592,-1.039317595999921e-05
2.6143790849673203,-9.948825000001549e-06
2.6150627615062763,-1.0528542720000117e-05
2.615746795710175,-1.0961496749999078e-05
2.6164311878597593,-1.1540070360001667e-05
2.617115938236064,-1.1680032799998852e-05
2.6178010471204187,-1.1527996000000248e-05
2.6184865147944487,-1.1084418360002637e-05
2.6191723415400734,-1.0932842999999623e-05
2.6198585276395074,-1.1364201420000289e-05
2.620545073375262,-1.2231959040001628e-05
2.6212319790301444,-1.120675324999855e-05
2.6219192448872577,-1.032808316000014e-05
2.6226068712300026,-9.741109230000655e-06
2.6232948583420774,-9.445373600000181e-06
2.623983206507478,-9.440418650001267e-06
2.6246719160104988,-9.870948000000046e-06
2.625360987135731,-1.0301021509999397e-05
2.6260504201680672,-1.1310673920000153e-05
2.6267402153926978,-1.2464194140001175e-05
2.627430373095113,-1.1588508799996802e-05
2.628120893561104,-1.0713738499998002e-05
2.6288117770767614,-1.0997516160000595e-05
2.6295030239284776,-1.2148759559999986e-05
2.6301946344029457,-1.2431475440000117e-05
2.6308866087871614,-1.2569412869999075e-05
2.6315789473684212,-1.1985200000000015e-05
2.632271650434325,-1.1401596790002258e-05
2.6329647182727753,-1.1539843200000788e-05
2.6336581511719777,-1.1966283469999617e-05
2.6343519494204424,-1.0951308159999618e-05
2.635046113306983,-1.0513478250000555e-05
2.635740643120717,-9.78821648000075e-06
2.636435539151068,-9.639188829999035e-06
2.6371308016877637,-9.346521599997923e-06
2.637826431020839,-9.197875840000203e-06
2.638522427440633,-9.623946999999522e-06
2.6392187912377936,-9.76243428000255e-06
2.6399155227032733,-9.470303039998615e-06
2.6406126221283337,-1.0469199370000473e-05
2.641310089804543,-1.1180360880002488e-05
2.642007926023778,-1.2320553499998999e-05
2.6427061310782243,-1.1025365120001518e-05
2.6434047052603753,-9.874651409998852e-06
2.6441036488630356,-1.087067824000025e-05
2.6448029621793174,-1.0436051529999837e-05
2.6455026455026456,-1.2573792000000403e-05
2.646202699126753,-1.2709948489997985e-05
2.6469031233456857,-1.1704092879998365e-05
2.6476039184537994,-1.0271324879998836e-05
2.6483050847457625,-9.980723199999597e-06
2.6490066225165565,-9.832931250002008e-06
2.649708532061473,-1.0255014720000205e-05
2.6504108136761197,-1.0249580880002454e-05
2.651113467656416,-1.1240107360000265e-05
2.6518164942985947,-1.2229579260000095e-05
2.6525198938992043,-1.3928641999999894e-05
2.6532236667551072,-1.2926878510000767e-05
2.653927813163482,-1.164221567999911e-05
2.654632333421821,-1.1919842759999799e-05
2.655337227827934,-1.3615445760001635e-05
2.6560424966799467,-1.2615950250000757e-05
2.656748140276302,-1.2042541599999526e-05
2.6574541589157588,-1.1328135200000186e-05
2.658160552897395,-1.1888220960000126e-05
2.658867322520606,-1.2306255269999705e-05
2.6595744680851063,-1.4137600000000208e-05
2.6602819898909282,-1.3706178570001282e-05
2.660989888238425,-1.2992758879998637e-05
2.6616981634282673,-1.3550447040001565e-05
2.6624068157614484,-1.340215919999957e-05
2.663115845539281,-1.3113023250002978e-05
2.6638252530633992,-1.3810665680001957e-05
2.664535038635758,-1.4507559270000511e-05
2.6652452025586353,-1.492215424000326e-05
2.6659557451346307,-1.4773501049999277e-05
2.6666666666666665,-1.4906250000000162e-05
2.667377967457989,-1.4898301059999147e-05
2.6680896478121663,-1.4468929120001542e-05
2.6688017080330932,-1.4461209270000969e-05
2.6695141484249865,-1.4593816640000659e-05
2.67022696929239,-1.5287277250001716e-05
2.6709401709401708,-1.541928960000112e-05
2.671653753673524,-1.4430350469997813e-05
2.672367717797969,-1.4282615279999702e-05
2.6730820636193533,-1.4694835050000493e-05
2.6737967914438503,-1.4127476000000763e-05
2.674511901577962,-1.4539325839999992e-05
2.675227394328518,-1.4671276199995989e-05
2.675943270002676,-1.5361685900000185e-05
2.6766595289079227,-1.5353465600002197e-05
2.677376171352075,-1.5484749750001303e-05
2.678093197643278,-1.5058176480002572e-05
2.678810608090008,-1.5189465009999778e-05
2.679528403001072,-1.5877719360001333e-05
2.6802465826856072,-1.4894786270000168e-05
2.680965147453083,-1.44694160000014e-05
2.681684097613301,-1.334922335999994e-05
2.6824034334763946,-1.4314923520003173e-05
2.6831231553528307,-1.5001771319999788e-05
2.6838432635534084,-1.4993722079997829e-05
2.684563758389262,-1.5124431250001028e-05
2.6852846401718584,-1.4422903039998727e-05
2.686005909213,-1.5385409189999297e-05
2.6867275658248255,-1.5931276599998392e-05
2.6874496103198067,-1.384584100000072e-05
2.6881720430107525,-1.439193600000048e-05
2.6888948642108095,-1.5628985930001005e-05
2.6896180742334588,-1.3823523999999254e-05
2.690341673392521,-1.3539767220000984e-05
2.6910656620021527,-1.367056943999724e-05
2.6917900403768504,-1.4629298499997667e-05
2.6925148088314486,-1.4759361719999045e-05
2.6932399676811203,-1.6130051729998374e-05
2.6939655172413794,-1.6948101119998796e-05
2.6946914578280787,-1.6388109990000607e-05
2.6954177897574123,-1.6103997000001605e-05
2.6961445133459154,-1.6370450389999527e-05
2.696871628910464,-1.4986697760002374e-05
2.697599136768276,-1.4978615409999563e-05
2.698327037236913,-1.4558502160002401e-05
2.699055330634278,-1.4825187000003584e-05
2.699784017278618,-1.3719615999996382e-05
2.700513097488523,-1.5220551990002135e-05
2.7012425715829282,-1.6993956960000695e-05
2.7019724398811134,-1.5478063130002287e-05
