lambda_um,DeltaI_W_m2_sr_um
2.5,-7.200000000000175e-06
2.5006251562890722,-8.635680540000114e-06
2.5012506253126565,-3.9960009999995966e-06
2.501876407305479,-1.0064885669999746e-05
2.5025025025025025,-1.4690574720000252e-05
2.5031289111389237,-2.697244224999975e-05
2.5037556334501754,-1.5313954559999926e-05
2.504382669671926,-1.769789438999924e-05
2.50501002004008,-1.4183096960000002e-05
2.5056376847907793,-2.5644210409999334e-05
2.506265664160401,-2.547216000000057e-05
2.5068939583855605,-1.2570575589999217e-05
2.507522567703109,-5.566450399999666e-06
2.508151492350138,-5.722620840000175e-06
2.5087807325639737,-1.7635897560000502e-05
2.5094102885821834,-1.9850281249999928e-05
2.5100401606425704,-1.0793134079999968e-05
2.5106703489831785,-2.4589647950001153e-05
2.5113008538422905,-2.6480061080000165e-05
2.5119316754584275,-2.107832012999966e-05
2.512562814070352,-2.2968579999999364e-05
2.5131942699170646,-1.8523955970000533e-05
2.513826043237808,-1.0285914599999536e-05
2.5144581342720644,-1.913800008999933e-05
2.515090543259557,-2.8613522560001596e-05
2.5157232704402515,-2.8599131250000263e-05
2.5163563160543534,-2.8900597079999264e-05
2.5169896803423106,-2.825466490999958e-05
2.5176233635448138,-2.918705039999924e-05
2.5182573659027954,-2.23917542199999e-05
2.5188916876574305,-2.2065260000001495e-05
2.5195263290501386,-2.93005074599997e-05
2.5201612903225805,-2.188558335999933e-05
2.5207965717166623,-1.5264976329998695e-05
2.5214321734745337,-1.4470823519999523e-05
2.5220680958385877,-2.5311172250000805e-05
2.522704339051463,-2.5298406560000063e-05
2.5233409033560434,-2.198751659999998e-05
2.523977788995457,-3.1551862439999946e-05
2.5246149962130775,-2.6985976120000137e-05
2.525252525252525,-2.7599615999998953e-05
2.525890376357666,-2.664525769999985e-05
2.526528549772612,-2.976495160000002e-05
2.5271670457417237,-3.100254102000009e-05
2.5278058645096055,-2.6917889919999237e-05
2.5284450063211126,-2.8781325999999857e-05
2.5290844714213456,-2.7516044160000308e-05
2.5297242600556538,-3.2189990540000026e-05
2.5303643724696356,-2.9987143679999738e-05
2.531004808909137,-3.12208019999996e-05
2.5316455696202533,-3.354537500000008e-05
2.532286654849329,-3.165704002999932e-05
2.5329280648429586,-3.3199679519999546e-05
2.533569799847986,-3.240392271999966e-05
2.534211860111505,-2.8027648800000617e-05
2.534854245880862,-3.0192268500000077e-05
2.535496957403651,-3.297688831999882e-05
2.53613999492772,-3.435942029000015e-05
2.536783358701167,-3.325423895999928e-05
2.537427048972342,-3.152890642999992e-05
2.5380710659898478,-2.9650075999998818e-05
2.538715410002539,-3.211754247000025e-05
2.5393600812595225,-3.2721550839999794e-05
2.54000508001016,-2.7589944819999754e-05
2.540650406504065,-2.9434982399999948e-05
2.5412960609911055,-3.298139925000075e-05
2.541942043721403,-3.4202746759998993e-05
2.5425883549453343,-3.449473046999909e-05
2.5432349949135302,-3.571404143999993e-05
2.543881963876876,-3.492323985999912e-05
2.544529262086514,-3.521437200000154e-05
2.5451768897938405,-3.519645348000044e-05
2.545824847250509,-3.4252788479999415e-05
2.5464731347084286,-3.284743077000031e-05
2.547121752419766,-3.498859052000064e-05
2.5477707006369426,-3.681944374999899e-05
2.5484199796126403,-3.6800684639999234e-05
2.549069589599796,-3.555073598999949e-05
2.5497195308516063,-3.4148226479999155e-05
2.550369803621525,-3.55144967099999e-05
2.5510204081632653,-3.734035200000062e-05
2.551671344730799,-3.5785447129999676e-05
2.5523226135783563,-3.65347231200009e-05
2.552974214960429,-3.7590078049999295e-05
2.5536261491317673,-3.6957484960000765e-05
2.554278416347382,-3.463952849999934e-05
2.5549310168625445,-3.523461079999943e-05
2.555583950932788,-3.506349301000012e-05
2.556237218813906,-3.366823679999947e-05
2.5568908207619536,-3.410990382999961e-05
2.557544757033248,-3.516263000000099e-05
2.5581990278843696,-3.529744911000016e-05
2.5588536335721597,-3.619573967999969e-05
2.5595085743537243,-3.7703683030001524e-05
2.5601638504864312,-3.92100685200009e-05
2.560819462227913,-3.9342484500000385e-05
2.5614754098360657,-3.9779573759999784e-05
2.5621316935690492,-3.960686340000012e-05
2.5627883136852896,-4.019559456000087e-05
2.5634452704434763,-3.956628260000025e-05
2.5641025641025643,-3.9850200000000197e-05
2.564760194921775,-4.028583265000031e-05
2.565418163160595,-4.01132265600004e-05
2.5660764690787787,-3.8877719039999946e-05
2.566735112936345,-3.8250616319999466e-05
2.5673940949935816,-3.898953424999983e-05
2.568053415511043,-4.033420776000142e-05
2.5687130747495504,-4.046504883000075e-05
2.5693730729701953,-4.120164607999879e-05
2.570033410434336,-4.148327394000017e-05
2.570694087403599,-4.0705348999999294e-05
2.5713551041398817,-3.992820744000078e-05
2.57201646090535,-4.0210007039999385e-05
