H,T_rep,Td_rep,T_plus,T_minus,Td_plus_theoretical,Td_minus_theoretical,Td_plus_effective,Td_minus_effective,delta_c,w_T_norm,w_Td_norm
0.066,296.54999999999995,289.15,296.43698911292313,296.6630108870768,289.225725281304,289.07427471869596,289.225725281304,289.07427471869596,0.1119167291308555,2.9999685048444302,8.13055134921858
0.1,297.15,288.11,297.03054517464886,297.2694548253511,288.1881749724816,288.03182502751844,288.1881749724816,288.03182502751844,0.1119167291308555,2.9999685048444302,8.13055134921858
0.2,296.29166666666663,287.85,296.1751123609022,296.4082209724311,287.93722189911665,287.7627781008834,287.93722189911665,287.7627781008834,0.1119167291308555,2.9999685048444302,8.13055134921858
0.3,295.38,287.65,295.2658803199052,295.4941196800948,287.72696325376734,287.5730367462326,287.72696325376734,287.5730367462326,0.1119167291308555,2.9999685048444302,8.13055134921858
0.4,294.52,287.35,294.4174978014337,294.6225021985663,287.3930531462433,287.30694685375676,287.3930531462433,287.30694685375676,0.1119167291308555,2.9999685048444302,8.13055134921858
0.5,293.54999999999995,287.15,293.47234185237755,293.62765814762236,287.1310148718974,287.1689851281026,287.1310148718974,287.1689851281026,0.1119167291308555,2.9999685048444302,8.13055134921858
0.6,293.5045454545454,287.72272727272724,293.4526835517036,293.5564073573872,287.6530460946016,287.79240845085286,287.6530460946016,287.79240845085286,0.1119167291308555,2.9999685048444302,8.13055134921858
0.7000000000000001,293.51,287.5199999999999,293.4846752714013,293.5353247285987,287.4268260636527,287.61317393634715,287.4268260636527,287.61317393634715,0.1119167291308555,2.9999685048444302,8.13055134921858
0.8,293.16,287.16,293.1615986820293,293.15840131797074,287.01697723446875,287.3030227655313,287.01697723446875,287.3030227655313,0.1119167291308555,2.9999685048444302,8.13055134921858
0.9,292.75,286.5799999999999,292.7737315148549,292.7262684851451,286.3971290244023,286.76287097559754,286.3971290244023,286.76287097559754,0.1119167291308555,2.9999685048444302,8.13055134921858
1.0,292.15,287.34090909090907,292.1885038442006,292.11149615579933,287.1482941937929,287.53352398802525,287.1482941937929,287.53352398802525,0.1119167291308555,2.9999685048444302,8.13055134921858
1.1,291.69545454545454,286.2954545454545,291.7532842632834,291.6376248276257,286.0852009032037,286.5057081877053,286.0852009032037,286.5057081877053,0.1119167291308555,2.9999685048444302,8.13055134921858
1.2000000000000002,291.18333333333334,285.5666666666666,291.2438516543306,291.12281501233605,285.4331650556055,285.7001682777277,285.4331650556055,285.7001682777277,0.1119167291308555,2.9999685048444302,8.13055134921858
1.3000000000000005,290.75,284.45,290.8022729414949,290.6977270585051,284.522120507601,284.37787949239896,284.522120507601,284.37787949239896,0.1119167291308555,2.9999685048444302,8.13055134921858
1.4,290.25,281.51,290.294568182821,290.205431817179,281.8025369833034,281.21746301669657,281.8025369833034,281.21746301669657,0.1119167291308555,2.9999685048444302,8.13055134921858
1.5000000000000002,289.95,280.1730769230769,289.99112119471516,289.9088788052848,280.55809849741263,279.7880553487412,280.55809849741263,279.7880553487412,0.1119167291308555,2.9999685048444302,8.13055134921858
1.6,289.38,278.78,289.4215853831646,289.3384146168354,279.17593359679347,278.3840664032065,279.17593359679347,278.3840664032065,0.1119167291308555,2.9999685048444302,8.13055134921858
1.7000000000000002,288.75,278.7409090909091,288.80459004862973,288.69540995137027,278.97741846864363,278.50439971317456,278.97741846864363,278.50439971317456,0.1119167291308555,2.9999685048444302,8.13055134921858
1.8000000000000005,288.15,279.25,288.2189480406453,288.0810519593547,279.2353048332304,279.2646951667696,279.2353048332304,279.2646951667696,0.1119167291308555,2.9999685048444302,8.13055134921858
1.9,287.3136363636363,279.15,287.3940372070991,287.23323552017354,278.9093127300721,279.39068726992787,278.9093127300721,279.39068726992787,0.1119167291308555,2.9999685048444302,8.13055134921858
2.0,286.95,277.9136363636364,287.0384075733614,286.8615924266386,277.5615319429858,278.26574078428695,277.5615319429858,278.26574078428695,0.1119167291308555,2.9999685048444302,8.13055134921858
