H,T_rep,Td_rep,T_plus,T_minus,Td_plus_theoretical,Td_minus_theoretical,Td_plus_effective,Td_minus_effective,delta_c,w_T_norm,w_Td_norm
0.066,296.54999999999995,289.15,296.4887339549499,296.61126604505,288.94073780988714,289.3592621901128,288.94073780988714,289.3592621901128,0.131416727723398,3.481385157685192,5.443329668244413
0.1,297.15,288.11,297.0897318509458,297.2102681490542,287.89642933295596,288.32357066704407,287.89642933295596,288.32357066704407,0.131416727723398,3.481385157685192,5.443329668244413
0.2,296.29166666666663,287.85,296.2377136353791,296.34561969795413,287.6470497471507,288.05295025284937,287.6470497471507,288.05295025284937,0.131416727723398,3.481385157685192,5.443329668244413
0.3,295.38,287.65,295.3219424559625,295.43805754403746,287.44541263112916,287.8545873688708,287.44541263112916,287.8545873688708,0.131416727723398,3.481385157685192,5.443329668244413
0.4,294.52,287.35,294.4592614749361,294.58073852506385,287.15106205086124,287.5489379491388,287.15106205086124,287.5489379491388,0.131416727723398,3.481385157685192,5.443329668244413
0.5,293.54999999999995,287.15,293.48151969918285,293.61848030081705,287.0000871184458,287.2999128815542,287.0000871184458,287.2999128815542,0.131416727723398,3.481385157685192,5.443329668244413
0.6,293.5045454545454,287.72272727272724,293.43318072156165,293.57591018752913,287.6468506493114,287.7986038961431,287.6468506493114,287.7986038961431,0.131416727723398,3.481385157685192,5.443329668244413
0.7000000000000001,293.51,287.5199999999999,293.4267753660121,293.59322463398786,287.4963643221427,287.54363567785714,287.4963643221427,287.54363567785714,0.131416727723398,3.481385157685192,5.443329668244413
0.8,293.16,287.16,293.07477118196203,293.245228818038,287.2083577624015,287.1116422375986,287.2083577624015,287.1116422375986,0.131416727723398,3.481385157685192,5.443329668244413
0.9,292.75,286.5799999999999,292.66646732297994,292.83353267702006,286.70526471820114,286.4547352817987,286.70526471820114,286.4547352817987,0.131416727723398,3.481385157685192,5.443329668244413
1.0,292.15,287.34090909090907,292.0747499914947,292.22525000850527,287.5172670449186,287.16455113689955,287.5172670449186,287.16455113689955,0.131416727723398,3.481385157685192,5.443329668244413
1.1,291.69545454545454,286.2954545454545,291.6326143267885,291.7582947641206,286.5358146283317,286.0550944625773,286.5358146283317,286.0550944625773,0.131416727723398,3.481385157685192,5.443329668244413
1.2000000000000002,291.18333333333334,285.5666666666666,291.14985120021964,291.21681546644703,285.81930837293436,285.31402496039885,285.81930837293436,285.31402496039885,0.131416727723398,3.481385157685192,5.443329668244413
1.3000000000000005,290.75,284.45,290.75913120351305,290.74086879648695,284.604212847512,284.295787152488,284.604212847512,284.295787152488,0.131416727723398,3.481385157685192,5.443329668244413
1.4,290.25,281.51,290.30345855798276,290.19654144201724,281.54426322323343,281.47573677676655,281.54426322323343,281.47573677676655,0.131416727723398,3.481385157685192,5.443329668244413
1.5000000000000002,289.95,280.1730769230769,290.04571512807695,289.854284871923,280.12005885452885,280.22609499162496,280.12005885452885,280.22609499162496,0.131416727723398,3.481385157685192,5.443329668244413
1.6,289.38,278.78,289.5152462853288,289.2447537146712,278.6466720314187,278.91332796858126,278.6466720314187,278.91332796858126,0.131416727723398,3.481385157685192,5.443329668244413
1.7000000000000002,288.75,278.7409090909091,288.9034970613917,288.5965029386083,278.67118227042704,278.81063591139116,278.67118227042704,278.81063591139116,0.131416727723398,3.481385157685192,5.443329668244413
1.8000000000000005,288.15,279.25,288.32221839167573,287.9777816083242,279.2955202992455,279.2044797007545,279.2955202992455,279.2044797007545,0.131416727723398,3.481385157685192,5.443329668244413
1.9,287.3136363636363,279.15,287.4971902274397,287.1300824998329,279.28286361628113,279.0171363837188,279.28286361628113,279.0171363837188,0.131416727723398,3.481385157685192,5.443329668244413
2.0,286.95,277.9136363636364,287.1315798203304,286.7684201796696,278.08696185863755,277.7403108686352,278.08696185863755,277.7403108686352,0.131416727723398,3.481385157685192,5.443329668244413
