H,T_rep,Td_rep,T_plus,T_minus,Td_plus_theoretical,Td_minus_theoretical,Td_plus_effective,Td_minus_effective,delta_c,w_T_norm,w_Td_norm
0.066,296.54999999999995,289.15,294.76796503251313,298.3320349674868,286.67230489966846,291.6276951003315,286.67230489966846,291.6276951003315,2.0548891094735118,3.654315215544907,6.158780686785012
0.1,297.15,288.11,295.4113062153545,298.88869378464545,285.642438836555,290.577561163445,285.642438836555,290.577561163445,2.0548891094735118,3.654315215544907,6.158780686785012
0.2,296.29166666666663,287.85,294.5494345216589,298.03389881167436,285.3880755669905,290.31192443300955,285.3880755669905,290.31192443300955,2.0548891094735118,3.654315215544907,6.158780686785012
0.3,295.38,287.65,293.63380795199464,297.12619204800535,285.1792458670692,290.12075413293076,285.1792458670692,290.12075413293076,2.0548891094735118,3.654315215544907,6.158780686785012
0.4,294.52,287.35,292.77774272429144,296.2622572757085,284.84331116855225,289.8566888314478,284.84331116855225,289.8566888314478,2.0548891094735118,3.654315215544907,6.158780686785012
0.5,293.54999999999995,287.15,291.8198090701912,295.2801909298087,284.61410609057236,289.6858939094276,284.61410609057236,289.6858939094276,2.0548891094735118,3.654315215544907,6.158780686785012
0.6,293.5045454545454,287.72272727272724,291.7779830257037,295.2311078833871,285.1572967464935,290.288157798961,285.1572967464935,290.288157798961,2.0548891094735118,3.654315215544907,6.158780686785012
0.7000000000000001,293.51,287.5199999999999,291.7852185308888,295.23478146911117,284.9932271279659,290.04677287203396,284.9932271279659,290.04677287203396,2.0548891094735118,3.654315215544907,6.158780686785012
0.8,293.16,287.16,291.4368724210525,294.88312757894755,284.64257950487524,289.6774204951248,284.64257950487524,289.6774204951248,2.0548891094735118,3.654315215544907,6.158780686785012
0.9,292.75,286.5799999999999,291.02336258000605,294.47663741999395,284.0764226714927,289.08357732850715,284.0764226714927,289.08357732850715,2.0548891094735118,3.654315215544907,6.158780686785012
1.0,292.15,287.34090909090907,290.4229911191352,293.87700888086476,284.8277490318482,289.8540691499699,284.8277490318482,289.8540691499699,2.0548891094735118,3.654315215544907,6.158780686785012
1.1,291.69545454545454,286.2954545454545,289.987202516343,293.40370657456606,283.70325037068835,288.88765872022066,283.70325037068835,288.88765872022066,2.0548891094735118,3.654315215544907,6.158780686785012
1.2000000000000002,291.18333333333334,285.5666666666666,289.50970661915903,292.85696004750764,282.8138023792166,288.3195309541166,282.8138023792166,288.3195309541166,2.0548891094735118,3.654315215544907,6.158780686785012
1.3000000000000005,290.75,284.45,289.12324863676724,292.37675136323276,281.5811177684662,287.3188822315338,281.5811177684662,287.3188822315338,2.0548891094735118,3.654315215544907,6.158780686785012
1.4,290.25,281.51,288.67337926445515,291.82662073554485,278.50593820484545,284.51406179515453,278.50593820484545,284.51406179515453,2.0548891094735118,3.654315215544907,6.158780686785012
1.5000000000000002,289.95,280.1730769230769,288.4184892091042,291.48151079089575,277.02722727960213,283.3189265665517,277.02722727960213,283.3189265665517,2.0548891094735118,3.654315215544907,6.158780686785012
1.6,289.38,278.78,287.8891903103662,290.8708096896338,275.57513515663425,281.9848648433657,275.57513515663425,281.9848648433657,2.0548891094735118,3.654315215544907,6.158780686785012
1.7000000000000002,288.75,278.7409090909091,287.29956821208174,290.20043178791826,275.54597340713065,281.93584477468755,275.54597340713065,281.93584477468755,2.0548891094735118,3.654315215544907,6.158780686785012
1.8000000000000005,288.15,279.25,286.7380162167448,289.56198378325513,276.0827014970911,282.4172985029089,276.0827014970911,282.4172985029089,2.0548891094735118,3.654315215544907,6.158780686785012
1.9,287.3136363636363,279.15,285.9398899438907,288.6873827833819,276.0213639605847,282.27863603941523,276.0213639605847,282.27863603941523,2.0548891094735118,3.654315215544907,6.158780686785012
2.0,286.95,277.9136363636364,285.61462713993063,288.28537286006934,274.8441923495412,280.9830803777316,274.8441923495412,280.9830803777316,2.0548891094735118,3.654315215544907,6.158780686785012
