H,T_rep,Td_rep,T_plus,T_minus,Td_plus_theoretical,Td_minus_theoretical,Td_plus_effective,Td_minus_effective,delta_c,w_T_norm,w_Td_norm
0.066,296.54999999999995,289.15,296.47723332101765,296.62276667898226,289.3546424748763,288.94535752512365,289.3546424748763,288.94535752512365,0.1895168733757797,1.963325439649789,9.25848325257351
0.1,297.15,288.11,297.0615272170442,297.23847278295574,288.3262776784374,287.8937223215626,288.3262776784374,287.8937223215626,0.1895168733757797,1.963325439649789,9.25848325257351
0.2,296.29166666666663,287.85,296.1976824973082,296.38565083602504,288.05943328469306,287.640566715307,288.05943328469306,287.640566715307,0.1895168733757797,1.963325439649789,9.25848325257351
0.3,295.38,287.65,295.2855465903659,295.47445340963407,287.8758225170005,287.4241774829995,287.8758225170005,287.4241774829995,0.1895168733757797,1.963325439649789,9.25848325257351
0.4,294.52,287.35,294.4222420168222,294.61775798317774,287.6063856846197,287.09361431538036,287.6063856846197,287.09361431538036,0.1895168733757797,1.963325439649789,9.25848325257351
0.5,293.54999999999995,287.15,293.4520599702802,293.64794002971973,287.43334131746553,286.8666586825344,287.43334131746553,286.8666586825344,0.1895168733757797,1.963325439649789,9.25848325257351
0.6,293.5045454545454,287.72272727272724,293.40153743219446,293.6075534768963,288.02485942805987,287.4205951173946,288.02485942805987,287.4205951173946,0.1895168733757797,1.963325439649789,9.25848325257351
0.7000000000000001,293.51,287.5199999999999,293.4130415157625,293.6069584842375,287.8142728462141,287.2257271537857,287.8142728462141,287.2257271537857,0.1895168733757797,1.963325439649789,9.25848325257351
0.8,293.16,287.16,293.0635591748937,293.2564408251063,287.4552282825738,286.86477171742627,287.4552282825738,286.86477171742627,0.1895168733757797,1.963325439649789,9.25848325257351
0.9,292.75,286.5799999999999,292.65500724912874,292.84499275087126,286.8943255235561,286.26567447644373,286.8943255235561,286.26567447644373,0.1895168733757797,1.963325439649789,9.25848325257351
1.0,292.15,287.34090909090907,292.0601206957005,292.23987930429945,287.65411146770623,287.0277067141119,287.65411146770623,287.0277067141119,0.1895168733757797,1.963325439649789,9.25848325257351
1.1,291.69545454545454,286.2954545454545,291.60479319680144,291.78611589410764,286.6248762218507,285.9660328690583,286.6248762218507,285.9660328690583,0.1895168733757797,1.963325439649789,9.25848325257351
1.2000000000000002,291.18333333333334,285.5666666666666,291.09063545995417,291.2760312067125,285.8913578230115,285.2419755103217,285.8913578230115,285.2419755103217,0.1895168733757797,1.963325439649789,9.25848325257351
1.3000000000000005,290.75,284.45,290.653186063606,290.846813936394,284.73535566737695,284.164644332623,284.73535566737695,284.164644332623,0.1895168733757797,1.963325439649789,9.25848325257351
1.4,290.25,281.51,290.1600210946999,290.3399789053001,281.6914334049719,281.32856659502806,281.6914334049719,281.32856659502806,0.1895168733757797,1.963325439649789,9.25848325257351
1.5000000000000002,289.95,280.1730769230769,289.8807457503342,290.0192542496658,280.1763296170957,280.1698242290581,280.1763296170957,280.1698242290581,0.1895168733757797,1.963325439649789,9.25848325257351
1.6,289.38,278.78,289.3333969477526,289.4266030522474,278.5593237231627,279.0006762768372,278.5593237231627,279.0006762768372,0.1895168733757797,1.963325439649789,9.25848325257351
1.7000000000000002,288.75,278.7409090909091,288.7284274439712,288.7715725560288,278.3112451518626,279.1705730299556,278.3112451518626,279.1705730299556,0.1895168733757797,1.963325439649789,9.25848325257351
1.8000000000000005,288.15,279.25,288.14950191074945,288.1504980892505,278.5858835283547,279.9141164716453,278.5858835283547,279.9141164716453,0.1895168733757797,1.963325439649789,9.25848325257351
1.9,287.3136363636363,279.15,287.32138391166546,287.30588881560715,278.36313676909276,279.9368632309072,278.36313676909276,279.9368632309072,0.1895168733757797,1.963325439649789,9.25848325257351
2.0,286.95,277.9136363636364,286.9651891046209,286.9348108953791,277.0978672189396,278.7294055083332,277.0978672189396,278.7294055083332,0.1895168733757797,1.963325439649789,9.25848325257351
