PC,mean,std,skew,kurtosis,min,p01,p05,p25,median,p75,p95,p99,max,n,normaltest_stat,normaltest_p
PC1,2.56051436309946e-16,38.98987230426874,1.2401298282412787,1.3116248540826794,-49.551598309467785,-43.000217972737175,-39.35168191545078,-31.663400185384784,-11.242062123925848,20.73050773937233,81.67595184336766,120.97301671094787,160.27346126944718,888,173.0573043006359,2.636840403264935e-38
PC2,2.56051436309946e-16,12.329186186616965,0.902419515546349,3.9593851038798578,-41.24799757993615,-31.14130073049872,-18.467171671577606,-6.219355402144229,-0.008340790356862951,4.195300578984956,21.507068302760096,44.114025094611485,62.73881628793477,888,178.00450972740742,2.222346818706826e-39
PC3,-2.56051436309946e-16,8.290042570635304,0.10033830860308089,6.605880974167414,-45.29818144277471,-25.294005075651956,-12.309151551918216,-3.33016323799286,0.44260753537993786,3.2592639590122636,12.525851854588424,23.69276168832965,53.82921047306888,888,129.74260025718777,6.710460437543248e-29
PC4,-1.5203054030903045e-16,5.368061141923693,0.7938213163610712,13.559659702300824,-37.07685394122094,-17.106035999229245,-6.632752529402387,-2.2303296919014377,-0.08964421713918014,1.7264906978583996,7.63548227262907,15.729204305637905,40.61202380497771,888,270.04341624799554,2.2951825036788285e-59
PC5,-5.641133206203498e-16,3.687495524922899,0.42538627186888306,9.178788510032037,-19.35249791825004,-11.639866237703384,-5.70518818148442,-1.332379989191271,0.05226791359715305,1.3926917926153273,5.028191449075376,11.70250808039704,29.3097719609891,888,183.2226746004609,1.6356927575437915e-40
PC6,1.0402089600091557e-16,2.8854365034785197,-0.048871617085350635,8.805583312754871,-18.708690908250347,-9.361513383400434,-4.470026762096698,-1.1104007130232905,0.09832295963559234,1.1840614450560392,4.443442044643836,8.035211457908582,22.545559899406456,888,154.67089107361195,2.592046258544787e-34
PC7,7.201446646217232e-17,2.448978715886305,-0.35006194978411015,7.3845651855974594,-13.62879656299432,-8.026163913489716,-3.5956961786237525,-0.9356322146165208,-0.0097779645947178,0.8812992619087583,3.949316205968262,7.138924772957018,15.154721178313885,888,155.55020834996353,1.6699421528484012e-34
PC8,1.6003214769371625e-16,2.1878603690228426,1.5718149663084988,15.192110470815592,-9.78761008956834,-6.4634973067691845,-2.901698391476627,-0.8394557635456363,-0.0596402115703669,0.8418368454151398,2.841075661363187,6.51171280052263,18.60554980029414,888,407.17773886524435,3.823643805861223e-89
