PC,n,data_min,data_max,IQR,std,FD_width,FD_bins,Scott_width,Scott_bins,Sturges_bins,recommended_rule,recommended_bins,recommended_width
PC1,888,-49.551598309467785,160.27346126944718,52.393907924757116,38.98987230426874,10.90200724449821,20,14.197619580770079,15,11,FD,20,10.491252978945749
PC2,888,-41.24799757993615,62.73881628793477,10.414655981129185,12.329186186616965,2.167058336596741,48,4.48950162883474,24,11,FD,48,2.1663919555806443
PC3,888,-45.29818144277471,53.82921047306888,6.589427197005124,8.290042570635304,1.3711132817580605,73,3.0187036727838485,33,11,FD,73,1.3579094782992271
PC4,888,-37.07685394122094,40.61202380497771,3.9568203897598373,5.368061141923693,0.8233263419916953,95,1.9547047855040731,40,11,FD,95,0.8177776604863015
PC5,888,-19.35249791825004,29.3097719609891,2.7250717818065984,3.687495524922899,0.5670268449854496,86,1.3427501957454615,37,11,FD,86,0.5658403474330133
PC6,888,-18.708690908250347,22.545559899406456,2.2944621580793294,2.8854365034785197,0.47742655702511816,87,1.0506915611613905,40,11,FD,87,0.4741867908926069
PC7,888,-13.62879656299432,15.154721178313885,1.816931476525279,2.448978715886305,0.3780630402351734,77,0.8917615297178049,33,11,FD,77,0.3738119187182884
PC8,888,-9.78761008956834,18.60554980029414,1.681292608960776,2.1878603690228426,0.34983960786690343,82,0.7966789163305042,36,11,FD,82,0.3462580474373473
