bin_left,bin_right,bin_center,count,density
-4.596002180477735,-4.406485307101955,-4.501243743789845,1,0.005942088986943175
-4.406485307101955,-4.216968433726176,-4.311726870414066,0,0.0
-4.216968433726176,-4.027451560350396,-4.122209997038286,0,0.0
-4.027451560350396,-3.8379346869746165,-3.9326931236625065,1,0.005942088986943175
-3.8379346869746165,-3.648417813598837,-3.7431762502867265,1,0.0059420889869431885
-3.648417813598837,-3.4589009402230575,-3.5536593769109475,0,0.0
-3.4589009402230575,-3.2693840668472776,-3.3641425035351675,0,0.0
-3.2693840668472776,-3.0798671934714976,-3.1746256301593876,0,0.0
-3.0798671934714976,-2.890350320095718,-2.9851087567836077,4,0.023768355947772754
-2.890350320095718,-2.7008334467199386,-2.7955918834078286,1,0.0059420889869431885
-2.7008334467199386,-2.5113165733441587,-2.6060750100320487,3,0.017826266960829524
-2.5113165733441587,-2.321799699968379,-2.4165581366562687,1,0.0059420889869431885
-2.321799699968379,-2.1322828265925993,-2.2270412632804892,7,0.04159462290860222
-2.1322828265925993,-1.9427659532168198,-2.0375243899047097,10,0.059420889869431885
-1.9427659532168198,-1.7532490798410398,-1.8480075165289298,8,0.0475367118955454
-1.7532490798410398,-1.5637322064652603,-1.65849064315315,4,0.023768355947772754
-1.5637322064652603,-1.3742153330894809,-1.4689737697773706,18,0.10695760176497739
-1.3742153330894809,-1.184698459713701,-1.2794568964015909,20,0.11884177973886349
-1.184698459713701,-0.9951815863379214,-1.0899400230258112,29,0.17232058062135247
-0.9951815863379214,-0.8056647129621415,-0.9004231496500315,26,0.15449431366052255
-0.8056647129621415,-0.616147839586362,-0.7109062762742517,39,0.23174147049078436
-0.616147839586362,-0.42663096621058205,-0.521389402898472,62,0.3684095171904769
-0.42663096621058205,-0.23711409283480211,-0.3318725295226921,84,0.4991354749032267
-0.23711409283480211,-0.047597219459023066,-0.1423556561469126,102,0.6060930766682067
-0.047597219459023066,0.14191965391675687,0.0471612172288669,105,0.6239193436290333
0.14191965391675687,0.3314365272925368,0.23667809060464684,93,0.5526142757857152
0.3314365272925368,0.5209534006683159,0.42619496398042633,86,0.5110196528771154
0.5209534006683159,0.7104702740440958,0.6157118373562058,50,0.29710444934715874
0.7104702740440958,0.8999871474198757,0.8052287107319858,33,0.19608893656912477
0.8999871474198757,1.0895040207956557,0.9947455841077657,18,0.10695760176497715
1.0895040207956557,1.2790208941714347,1.1842624574835452,14,0.08318924581720484
1.2790208941714347,1.4685377675472147,1.3737793308593247,15,0.08913133480414763
1.4685377675472147,1.6580546409229946,1.5632962042351046,6,0.03565253392165905
1.6580546409229946,1.8475715142987736,1.7528130776108841,9,0.053478800882488825
1.8475715142987736,2.0370883876745536,1.9423299509866636,5,0.029710444934715873
2.0370883876745536,2.2266052610503335,2.1318468243624435,5,0.029710444934715873
2.2266052610503335,2.4161221344261135,2.3213636977382235,5,0.029710444934715873
2.4161221344261135,2.6056390078018925,2.510880571114003,5,0.029710444934716012
2.6056390078018925,2.7951558811776724,2.7003974444897825,4,0.0237683559477727
2.7951558811776724,2.9846727545534524,2.8899143178655624,2,0.01188417797388635
2.9846727545534524,3.1741896279292314,3.079431191241342,3,0.017826266960829607
3.1741896279292314,3.3637065013050114,3.2689480646171214,2,0.01188417797388635
3.3637065013050114,3.5532233746807913,3.4584649379929013,1,0.005942088986943175
3.5532233746807913,3.7427402480565712,3.6479818113686813,3,0.017826266960829524
3.7427402480565712,3.932257121432351,3.837498684744461,0,0.0
3.932257121432351,4.121773994808131,4.027015558120241,0,0.0
4.121773994808131,4.311290868183909,4.21653243149602,2,0.01188417797388646
4.311290868183909,4.500807741559689,4.406049304871799,0,0.0
4.500807741559689,4.690324614935469,4.595566178247579,0,0.0
4.690324614935469,4.879841488311249,4.785083051623359,1,0.005942088986943175
