lambda_um,S_rms_18,S_max_18
2.5,0.0001921445524135988,0.00061136
2.500625156,0.00019408874557331297,0.000615852
2.501250625,0.00019450217600682233,0.000621778
2.501876407,0.00019379106533354705,0.000610284
2.502502503,0.00019104031241482924,0.000597204
2.503128911,0.0001847216741131551,0.000573763
2.503755633,0.00019201706447460456,0.000599797
2.50438267,0.0001922536758788878,0.000599815
2.50501002,0.00019545532090096705,0.000610192
2.505637685,0.00018917952247490566,0.000587905
2.506265664,0.00019070449507607896,0.000592228
2.506893958,0.0002002358426192585,0.000627415
2.507522568,0.00020391316774181115,0.000647617
2.508151492,0.0002039089794153809,0.000646974
2.508780733,0.00019730988351997642,0.000615668
2.509410289,0.0001966153828469572,0.000612659
2.510040161,0.0002008711159625882,0.000629652
2.510670349,0.00019426987960580907,0.000604271
2.511300854,0.00019429988239159818,0.000603967
2.511931675,0.00019891358571067432,0.000619354
2.512562814,0.00019882511635005052,0.000618568
2.51319427,0.00020139929971148805,0.000628231
2.513826043,0.00020637600517528945,0.000647063
2.514458134,0.00020279446904700223,0.000632187
2.515090543,0.00019729948418936347,0.000612424
2.51572327,0.00019792505506377917,0.000614486
2.516356316,0.00019806055510612013,0.000615125
2.51698968,0.00019997136397008333,0.000620971
2.517623364,0.00019925579077393067,0.000618765
2.518257366,0.00020649844430352927,0.00064258
2.518891688,0.00020757147886946216,0.000646039
2.519526329,0.00020218878924218873,0.000627755
2.52016129,0.00020792257148515646,0.000647435
2.520796572,0.00021111166612127334,0.000659384
2.521432173,0.00021227765299589228,0.000663141
2.522068096,0.000208567811648474,0.000648501
2.522704339,0.00020963279384305416,0.000651788
2.523340903,0.00021294470777084628,0.000663081
2.523977789,0.00020418886129050013,0.000634334
2.524614996,0.00021119467884987066,0.000655979
2.525252525,0.00021083215560461572,0.00065502
2.525890376,0.00021415915816993573,0.000665034
2.52652855,0.00021043598304960954,0.000653106
2.527167046,0.00020963454617195664,0.000650584
2.527805865,0.00021594319490654123,0.0006706
2.528445006,0.00021375561494483473,0.000663848
2.529084471,0.00021580219284811624,0.000670391
2.52972426,0.00021064557736911226,0.000654113
2.530364372,0.00021506840731122946,0.000667214
2.531004809,0.00021392538669111815,0.000663754
2.53164557,0.00021111035369024945,0.000656397
2.532286655,0.0002145034918525674,0.000665266
2.532928065,0.00021335674656546485,0.000662747
2.5335698,0.00021590491565218653,0.000670045
2.53421186,0.0002235611324331172,0.000694151
2.534854246,0.00022110570984863024,0.000685863
2.535496957,0.00021731704823470344,0.000674471
2.536139995,0.00021620113547702647,0.000672108
2.536783359,0.00021847280713639298,0.000678138
2.537427049,0.00022279391410711083,0.000690996
2.538071066,0.00022688063846485935,0.00070384
2.53871541,0.00022323882417280276,0.000692622
2.539360081,0.00022325719619968454,0.000692735
2.54000508,0.00023071717680142983,0.000717029
2.540650407,0.00022982234146497687,0.000713566
2.541296061,0.00022527540221902711,0.000698803
2.541942044,0.00022420418503540224,0.000695972
2.542588355,0.00022444860224336442,0.000696701
2.543234995,0.00022414137162811627,0.00069681
2.543881964,0.00022591603440413186,0.000701246
2.544529262,0.00022573911215727669,0.000701044
2.54517689,0.0002273232414286122,0.000705936
2.545824847,0.00022980288138653868,0.000712828
2.546473135,0.00023361302120434603,0.000724186
2.547121752,0.0002302940591124747,0.000714569
2.547770701,0.00022951349336343798,0.000713589
2.54841998,0.00023036046567764663,0.000716305
2.54906959,0.00023249352615598666,0.000721326
2.549719531,0.00023630160087928121,0.000732341
2.550369804,0.00023398107026863425,0.000725972
2.551020408,0.00023326978306970858,0.00072514
2.551671345,0.00023540070009159088,0.000730146
2.552322614,0.0002354430032985101,0.000730848
2.552974215,0.0002357815054845387,0.000733083
2.553626149,0.00023684354659481673,0.000735469
2.554278416,0.00024237474223022222,0.000751034
2.554931017,0.00024200553488218225,0.000750344
2.555583951,0.00024358272049118936,0.000755013
2.556237219,0.0002472129565951186,0.000766258
2.556890821,0.00024729417217658,0.000766479
2.557544757,0.00024633261982316603,0.000763335
2.558199028,0.00024682160868732704,0.000764931
2.558853634,0.00024646222484963763,0.000763776
2.559508574,0.0002442097232819456,0.000757737
2.56016385,0.000244524186341556,0.000760248
2.560819462,0.00024534373585622456,0.000762909
2.56147541,0.0002467713093211112,0.000767548
2.562131694,0.00024651814596653485,0.000766545
2.562788314,0.00024837236556495836,0.000772243
2.56344527,0.0002479543215107035,0.000770629
2.564102564,0.0002490400844498286,0.000774189
2.564760195,0.00025064428873438683,0.000779417
2.565418163,0.0002510477451988853,0.000780385
2.566076469,0.0002519692639797561,0.000781655
2.566735113,0.0002545868125931376,0.000789147
2.567394095,0.00025434087058490796,0.000788893
2.568053416,0.00025414583199852444,0.00078955
2.568713075,0.0002548537044702749,0.000791872
2.569373073,0.0002562255199434236,0.000796464
2.57003341,0.00025759492408538556,0.000801051
2.570694087,0.0002571570349227837,0.000798672
2.571355104,0.0002586401978950037,0.000802345
2.572016461,0.000259295333915788,0.000804502
2.572678158,0.0002598188667450204,0.00080711
2.573340196,0.0002619243347119121,0.000814246
2.574002574,0.0002619248704963993,0.000814129
2.574665294,0.0002623299051586677,0.000815067
2.575328354,0.0002635091170868456,0.000818719
2.575991757,0.0002638922587995588,0.000819653
2.576655501,0.0002658831653274715,0.000826461
2.577319588,0.0002670517368955769,0.0008301
2.577984016,0.00026678166305968046,0.000828318
2.578648788,0.00026834716023423424,0.000832252
2.579313903,0.0002691062360849955,0.000834829
2.57997936,0.0002693554219830495,0.000835901
2.580645161,0.00027059555294500147,0.000840725
2.581311306,0.0002724210583657422,0.000846744
2.581977795,0.000272028341354148,0.000845107
2.582644628,0.00027278234672445357,0.00084737
2.583311806,0.0002748008311796018,0.000853975
2.583979328,0.00027616885920805375,0.000858027
2.584647196,0.00027680755244523627,0.000860427
2.585315408,0.00027645495031811037,0.000858786
2.585983967,0.0002771118937066157,0.000860585
2.586652871,0.000279187361600493,0.000867613
2.587322122,0.00028076926945101304,0.000872691
2.587991718,0.0002809867085383617,0.000873285
2.588661662,0.0002816244001428735,0.000875071
2.589331952,0.0002831818928641292,0.000880137
2.59000259,0.000283175429516463,0.000879532
2.590673575,0.0002836866604991618,0.000880417
2.591344908,0.0002845168476456574,0.000883386
2.592016589,0.00028580890944485186,0.00088784
2.592688618,0.00028792938826318357,0.00089467
2.593360996,0.0002882866404475857,0.000895841
2.594033722,0.00029002878453717503,0.000901321
2.594706798,0.00029143531735427826,0.000905755
2.595380223,0.00029215902140310884,0.000907957
2.596053998,0.00029324582263312425,0.000911344
2.596728123,0.0002933103154245422,0.000911464
2.597402597,0.0002940690504872963,0.000913659
2.598077423,0.0002945038037856595,0.00091511
2.598752599,0.00029538722886182243,0.000916412
2.599428126,0.00029640690346980036,0.000919339
2.600104004,0.0002974160575229589,0.000923003
2.600780234,0.00029850871395879444,0.000926958
2.601456816,0.0003004971621963434,0.000933569
2.60213375,0.000300625361987308,0.000933822
2.602811036,0.0003013635843024354,0.000935993
2.603488675,0.000303619669298157,0.000943325
2.604166667,0.00030462950501460696,0.000946373
2.604845012,0.0003054190600493762,0.000948975
2.60552371,0.0003071089147910088,0.000954225
2.606202763,0.0003075064531688725,0.000955348
2.606882169,0.00030801125653934214,0.00095691
2.60756193,0.00030985325430570086,0.000962735
2.608242045,0.0003096691772112082,0.000961792
2.608922515,0.0003102594462356375,0.000963494
2.60960334,0.0003129234872088454,0.000972242
2.610284521,0.0003130191445179068,0.000972175
2.610966057,0.0003130796777202074,0.000971668
2.61164795,0.0003144017134415778,0.000975559
2.612330199,0.0003159424836057102,0.000981057
2.613012804,0.0003175536992021105,0.000986403
2.613695766,0.00031813363674702627,0.000987937
2.614379085,0.00031840628029383396,0.000988445
2.615062762,0.00032013236031514284,0.00099407
2.615746796,0.0003216246403554581,0.000998958
2.616431188,0.0003231079586271781,0.001002818
2.617115938,0.0003246051462782643,0.001008425
2.617801047,0.00032529455002095153,0.001010378
2.618486515,0.00032560271363000375,0.001011161
2.619172342,0.000326440137561238,0.001013839
2.619858528,0.00032825679801313086,0.001019573
2.620545073,0.00033012112825555744,0.001025446
2.621231979,0.0003301637550362951,0.001025345
2.621919245,0.00033012348740248365,0.001024662
2.622606871,0.0003312558963669762,0.001027469
2.623294858,0.00033292538412299597,0.001032016
2.623983207,0.0003340740133707067,0.001035396
2.624671916,0.00033457588733350164,0.001037466
2.625360987,0.0003355430884840939,0.001041129
2.62605042,0.000337718582903478,0.001048702
2.626740215,0.0003399325892566381,0.001055833
2.627430373,0.0003399530362024699,0.001055568
2.628120894,0.00033993913008058436,0.001055158
2.628811777,0.0003412035809352762,0.001059234
2.629503024,0.0003438197593213307,0.001067645
2.630194634,0.00034518737075302865,0.001071998
2.630886609,0.00034652240979047807,0.001076202
2.631578947,0.00034681659737156314,0.001076935
2.63227165,0.0003471493674474529,0.001077667
2.632964718,0.0003485737243195476,0.001082149
2.633658151,0.0003499711897533694,0.001086625
2.634351949,0.0003501143789377186,0.001091096
2.635046113,0.00035168734908232847,0.001090665
2.635740643,0.0003539539831140169,0.001096568
2.636435539,0.0003560110346055925,0.001102752
2.637130802,0.00035887575918662685,0.001110798
2.637826431,0.00036091760959485847,0.001117111
2.638522427,0.00036053887617950133,0.001116521
2.639218791,0.0003609021518109552,0.001117799
2.639915523,0.00036336740124570275,0.001124814
2.640612622,0.00036163900413649147,0.001120921
2.64131009,0.0003624031063866129,0.001124056
2.642007926,0.00036428708715151206,0.001130626
2.642706131,0.00036476629325721846,0.001130887
2.643404705,0.00036803668675479146,0.001139449
2.644103649,0.000367370164737149,0.001138704
2.644802962,0.0003685316066002119,0.001141961
2.645502646,0.00037029884280455013,0.001149216
2.646202699,0.00037132847818429796,0.001152464
2.646903123,0.00037190090700413736,0.001153567
2.647603918,0.00037452743842444685,0.001159946
2.648305085,0.00037754429302275987,0.001168458
2.649006623,0.0003793071969336551,0.001173824
2.649708532,0.0003785689466559119,0.001172205
2.650410814,0.00038003644026373757,0.001176424
2.651113468,0.0003793061859133214,0.001175801
2.651816494,0.00038018627675339773,0.001179586
2.652519894,0.00038342091774228146,0.00119033
2.653223667,0.0003832662832087721,0.001189557
2.653927813,0.0003833989221736864,0.001188926
2.654632333,0.000384910906636198,0.001193829
2.655337228,0.00038776925594725644,0.001203549
2.656042497,0.00038811066330808857,0.001204185
2.65674814,0.0003889499734193904,0.001206096
2.657454159,0.0003902139310712922,0.001209278
2.658160553,0.0003916411960076894,0.001214155
2.658867323,0.0003927121301452531,0.001217895
2.659574468,0.00039584685798642165,0.001228557
2.66028199,0.0003965476270004931,0.001230589
2.660989888,0.00039657262789543214,0.001230499
2.661698163,0.00039889264795214986,0.00123789
2.662406816,0.00039963282839202677,0.001240052
2.663115846,0.00040064831765097375,0.001243058
2.663825253,0.0004027991481521666,0.001250006
2.664535039,0.00040486818065760613,0.001256805
2.665245203,0.00040676906487738495,0.001262471
