lambda_um,S_rms_U,S_max_U
2.527167046,0.0002647482096328478,0.0003810431668375401
2.527805865,0.0002497128029515858,0.00034043167894455393
2.528445006,0.0002565908971753117,0.000354001393707134
2.529084471,0.00025236140987494404,0.0003435590040792151
2.52972426,0.0002706069627560264,0.00039640781066163443
2.530364372,0.0002647004995674778,0.00036936603753122833
2.531004809,0.00026981383250155867,0.00038473068135532276
2.53164557,0.00027335224008708447,0.0004130016259916564
2.532286655,0.0002736177103480495,0.00039149112463792427
2.532928065,0.00027572252750823756,0.0004093141114738737
2.5335698,0.00027510677228346044,0.00039948073942645335
2.53421186,0.0002594191335676335,0.00035338774021672194
2.534854246,0.00026952076347722516,0.000373053552049011
2.535496957,0.0002785478937557452,0.00040624118270905486
2.536139995,0.00028014463175018463,0.0004234495837920405
2.536783359,0.000280999310138832,0.000411157868732765
2.537427049,0.0002759650975865232,0.00038718902436717784
2.538071066,0.00026912828278675955,0.0003667905622224131
2.53871541,0.0002794569336689512,0.00039640781066163443
2.539360081,0.00028183890954073317,0.00040378283969719973
2.54000508,0.00025991379341030384,0.00035249421874967583
2.540650407,0.00026932401983998673,0.00036679056222241297
2.541296061,0.00028500549507843,0.00040624118270905486
2.541942044,0.000288346877523435,0.0004222204122861129
2.542588355,0.0002896457827108148,0.00042467875529796805
2.543234995,0.0002903208223224198,0.00044004339912206243
2.543881964,0.00029174210460513597,0.0004289808555687145
2.544529262,0.0002930596619627899,0.00043451212734538854
2.54517689,0.00029385909527829935,0.00043451212734538854
2.545824847,0.00029333633968556873,0.0004234495837920405
2.546473135,0.00028989826802123175,0.0004056265969560911
2.547121752,0.00029615947223709995,0.0004308246128276058
2.547770701,0.00029695694585570243,0.0004523351141813379
2.54841998,0.00029792131301640824,0.0004541788714402293
2.54906959,0.00029955172036733556,0.0004375850561102073
2.549719531,0.0002969964993113838,0.0004191474835212941
2.550369804,0.0003012733556261862,0.0004381996418631711
2.551020408,0.000302072422493458,0.0004597101432169032
2.551671345,0.00030374185866748586,0.00044065798487502627
2.552322614,0.0003048555920890627,0.00044987677116948275
2.552974215,0.0003048243396816375,0.00046401224348764956
2.553626149,0.0003069324053525446,0.00045663721445208426
2.554278416,0.00030303703135365695,0.0004265225125568594
2.554931017,0.00030520793413373753,0.0004338975415924247
2.555583951,0.00030523239289863394,0.00043143919858056956
2.556237219,0.00030040509559977474,0.0004148453832505477
2.556890821,0.00030353451911697374,0.00042099124078018546
2.557544757,0.0003081685731329434,0.0004332829558394609
2.558199028,0.00030977718880027426,0.0004369704703572435
2.558853634,0.0003127161625261462,0.0004449600851457726
2.559508574,0.00031657498047438985,0.00046462682924061334
2.56016385,0.00031598328163204206,0.0004836789875824903
2.560819462,0.0003168032476340716,0.0004861373305943455
2.56147541,0.0003172155669006567,0.0004916686023710194
2.562131694,0.00031920002089924035,0.00048798108785323685
2.562788314,0.00031942447500742707,0.0004947415311358384
2.56344527,0.0003218971861754452,0.00048736650210027307
2.564102564,0.0003229578143867187,0.0004922831881239832
2.564760195,0.00032281668414403756,0.0004971998741476934
2.565418163,0.0003246502594131045,0.0004947415311358384
2.566076469,0.0003273374234878014,0.0004799914730647078
2.566735113,0.0003274216508219387,0.0004726164440291424
2.567394095,0.0003291718784664902,0.0004799914730647078
2.568053416,0.000329509273470983,0.0004965852883947297
2.568713075,0.0003311496645684616,0.0004996582171595485
2.569373073,0.00033069005711375385,0.0005076478319480776
2.57003341,0.00033175070742381724,0.000511949932218824
2.570694087,0.0003347588450765086,0.0005015019744184398
2.571355104,0.0003360750442597288,0.0004922831881239832
2.572016461,0.0003372530661238181,0.0004959707026417659
2.572678158,0.0003374241395094521,0.0005082624177010414
2.573340196,0.0003368088294977251,0.0005223978900192083
2.574002574,0.0003390663644723164,0.0005180957897484617
2.574665294,0.0003407330681443419,0.0005162520324895705
2.575328354,0.0003416386840904905,0.0005168666182425343
2.575991757,0.000343148287299487,0.0005144082752306791
2.576655501,0.0003428672165120643,0.0005279291617958821
2.577319588,0.000343491685499642,0.0005322312620666285
2.577984016,0.00034709162333287853,0.0005187103755014254
2.578648788,0.0003486738261107665,0.0005107207607128964
2.579313903,0.00034947206762758905,0.0005144082752306791
2.57997936,0.0003509881818599139,0.000519939547007353
2.580645161,0.00035087109080259303,0.0005316166763136647
2.581311306,0.0003507163927932093,0.0005426792198670127
2.581977795,0.00035374955125531385,0.0005340750193255199
2.582644628,0.0003548538346825929,0.0005353041908314474
2.583311806,0.0003547081561486338,0.0005463667343847953
2.583979328,0.0003548967794453946,0.0005525125919144331
2.584647196,0.00035640736604504534,0.0005512834204085056
2.585315408,0.00035954753008524343,0.0005432938056199766
2.585983967,0.0003610813951523448,0.000542064634114049
2.586652871,0.00036055506610700223,0.0005525125919144331
2.587322122,0.00036099414683782587,0.0005611167924559259
2.587991718,0.00036277961742511324,0.0005574292779381433
2.588661662,0.0003647181769257906,0.0005568146921851796
2.589331952,0.0003648605999568873,0.0005635751354677811
2.59000259,0.00036765319820118264,0.0005562001064322158
2.590673575,0.00036996831417093366,0.000550054248902578
2.591344908,0.00037084208131862997,0.000555585520679252
2.592016589,0.0003711031909715142,0.0005611167924559259
2.592688618,0.0003711769548391818,0.0005734085075152014
2.593360996,0.0003728551942483147,0.0005721793360092739
2.594033722,0.00037299327247530405,0.0005783251935389117
2.594706798,0.0003741641911173978,0.0005844710510685494
2.595380223,0.0003751978909494471,0.0005844710510685494
2.596053998,0.0003762684764731753,0.0005863148083274407
2.596728123,0.0003788092193355387,0.0005826272938096581
2.597402597,0.00038047646853919896,0.0005832418795626218
2.598077423,0.00038182118100104685,0.0005820127080566942
2.598752599,0.00038506167983184573,0.0005697209929974188
2.599428126,0.0003863835602083513,0.0005721793360092739
2.600104004,0.0003871146902169298,0.0005770960220329841
2.600780234,0.00038765655686336277,0.0005863148083274407
2.601456816,0.0003873417633195603,0.0005986065233867162
2.60213375,0.00038966938081660084,0.0005930752516100421
2.602811036,0.0003911323856944168,0.0005943044231159697
2.603488675,0.0003908754400553937,0.000604752380916354
2.604166667,0.0003920197285978426,0.0006065961381752453
2.604845012,0.00039383252135516926,0.0006090544811871003
2.60552371,0.00039389469736778444,0.0006145857529637743
2.606202763,0.0003961614404742335,0.0006115128241989555
2.606882169,0.0003978238195619575,0.0006121274099519193
2.60756193,0.0003983334830715377,0.000618273267481557
2.608242045,0.0004011073596963133,0.0006115128241989555
2.608922515,0.0004032777152961634,0.0006115128241989555
2.60960334,0.000403127107118839,0.0006213461962463758
2.610284521,0.00040517746307391786,0.0006176586817285933
2.610966057,0.0004084180352009939,0.0006115128241989555
2.61164795,0.000409371017912136,0.0006108982384459917
2.612330199,0.000409494013092408,0.0006238045392582309
2.613012804,0.0004100537619801152,0.0006311795682937963
2.613695766,0.00041214533371425967,0.0006268774680230498
2.614379085,0.00041444310122143484,0.0006238045392582309
2.615062762,0.0004148595578828611,0.0006311795682937963
2.615746796,0.0004154505543286439,0.000637325425823434
2.616431188,0.0004159895569974873,0.0006447004548589993
2.617115938,0.0004171703351277769,0.0006490025551297456
2.617801047,0.0004188994161042172,0.0006471587978708545
2.618486515,0.00042114163123878014,0.0006459296263649269
2.619172342,0.00042282792885066616,0.0006471587978708545
2.619858528,0.0004232782948239282,0.0006526900696475283
2.620545073,0.00042369602049405604,0.0006606796844360575
2.621231979,0.0004266661161483554,0.0006557629984123472
2.621919245,0.0004294820974645444,0.0006471587978708545
2.622606871,0.00043178427543137204,0.0006422421118471441
2.623294858,0.00043333387751951874,0.000637325425823434
2.623983207,0.0004345371902548706,0.0006385545973293616
2.624671916,0.0004362449706184856,0.0006465442121178906
2.625360987,0.00043701761111923523,0.0006551484126593834
2.62605042,0.00043655879234076107,0.0006692838849775502
2.626740215,0.00043626875562516586,0.0006797318427779344
2.627430373,0.00043937064377898635,0.0006735859852482967
2.628120894,0.00044209527189315793,0.0006668255419656952
2.628811777,0.00044337939194860474,0.0006711276422364415
2.629503024,0.00044287091595837636,0.0006840339430486808
2.630194634,0.00044392329989077615,0.000688950629072391
2.630886609,0.0004452206253533037,0.0006920235578372099
2.631578947,0.00044806391167395736,0.000688950629072391
2.63227165,0.000450385470759051,0.0006852631145546084
2.632964718,0.0004516087336247228,0.000688950629072391
2.633658151,0.00045269018020360015,0.0006950964866020288
2.634351949,0.00045508246097700433,0.00069694024386092
2.635046113,0.00045776552317198393,0.0006821901857897895
2.635740643,0.00045937303280084674,0.0006723568137423691
2.636435539,0.00046002447304392734,0.0006692838849775502
2.637130802,0.0004601507892093643,0.0006606796844360575
2.637826431,0.0004604524499484357,0.0006582213414242023
2.638522427,0.00046363728026104113,0.0006717422279894054
2.639218791,0.00046583077230608646,0.0006785026712720068
2.639915523,0.0004663894981099641,0.0006711276422364415
2.640612622,0.0004696124503060731,0.0006932527293431374
2.64131009,0.00047070218207930864,0.0007049298586494491
2.642007926,0.0004709229881000819,0.0007202945024735435
2.642706131,0.00047430610853268227,0.0007067736159083404
2.643404705,0.0004754279775002005,0.0006895652148253547
2.644103649,0.00047728151317670683,0.0007073882016613043
2.644802962,0.00047951378327033817,0.0007055444444024129
2.645502646,0.00047854945563847095,0.0007319716317798552
2.646202699,0.00048012796104557516,0.0007356591462976379
2.646903123,0.00048296264419227063,0.000727054945756145
2.647603918,0.00048527878131682744,0.0007073882016613043
2.648305085,0.0004852057430742838,0.0006987840011198114
2.649006623,0.0004863559489303914,0.0006987840011198114
2.649708532,0.0004894643740260139,0.0007116903019320506
2.650410814,0.0004913469838481455,0.0007129194734379782
2.651113468,0.0004932755764233527,0.0007344299747917103
2.651816494,0.0004938956888662604,0.0007479508613569134
2.652519894,0.0004926584609942492,0.0007657738481928628
2.653223667,0.0004959957164464307,0.0007583988191572976
2.653927813,0.0004993532797467649,0.0007467216898509858
2.654632333,0.0005009088351631916,0.0007522529616276597
2.655337228,0.0004997053964756549,0.0007700759484636092
2.656042497,0.0005029637699992881,0.0007639300909339714
2.65674814,0.0005060096010564677,0.0007590134049102615
2.657454159,0.0005085958088638265,0.0007540967188865511
2.658160553,0.0005095409229487666,0.0007614717479221164
2.658867323,0.0005108055275377301,0.0007688467769576817
2.659574468,0.0005092539994332862,0.0007885135210525224
2.66028199,0.0005117718514680464,0.0007872843495465949
2.660989888,0.0005147169785421706,0.000781753077769921
2.661698163,0.0005156990176586704,0.0007903572783114136
2.662406816,0.0005179245602779856,0.0007909718640643775
2.663115846,0.0005195758902681834,0.0007903572783114136
2.663825253,0.0005201716132431442,0.0007989614788529067
2.664535039,0.0005208497137731541,0.0008075656793943995
2.665245203,0.0005219233014585212,0.0008137115369240373
2.665955745,0.0005243930823154747,0.0008137115369240372
2.666666667,0.000525961110084971,0.0008180136371947835
2.667377967,0.0005273331753905911,0.0008204719802066386
2.668089648,0.0005298290733306718,0.0008192428087007111
2.668801708,0.0005317173687997857,0.0008192428087007111
2.669514148,0.0005332012405256033,0.000825388666230349
2.670226969,0.0005340685714810662,0.0008327636952659141
2.670940171,0.0005358138853821326,0.0008364512097836969
2.671653754,0.0005391331484340225,0.0008290761807481315
2.672367718,0.000541282638421889,0.0008315345237599865
2.673082064,0.0005420951381485877,0.0008358366240307331
2.673796791,0.0005450333569754073,0.0008321491095129504
2.674511902,0.0005461478940738622,0.0008395241385485158
2.675227394,0.0005476596562223057,0.0008432116530662984
2.67594327,0.000548989016948704,0.0008512012678548275
2.676659529,0.0005504442550989678,0.0008530450251137188
2.677376171,0.0005518879320388573,0.0008579617111374289
2.678093198,0.0005547822561016807,0.0008567325396315014
2.678810608,0.0005566220608641564,0.0008591908826433564
2.679528403,0.000557275098792605,0.0008677950831848494
2.680246583,0.0005606170796123228,0.0008622638114081754
2.680965147,0.0005634681931550766,0.0008585762968903926
2.681684098,0.0005668434326597238,0.0008493575105959361
2.682403433,0.0005670766497214704,0.0008610346399022477
2.683123155,0.0005679856838164349,0.0008714825977026319
2.683843264,0.0005699180586736243,0.0008745555264674507
2.684563758,0.0005717227346400279,0.0008757846979733784
2.68528464,0.000574811788386795,0.000873940940714487
2.686005909,0.0005752684695390031,0.0008843888985148713
2.686727566,0.0005764400767381624,0.0008911493417974727
2.68744961,0.0005817288105874706,0.000873940940714487
2.688172043,0.000582409973626061,0.0008819305555030163
2.688894864,0.0005829566252399969,0.0008960660278211829
2.689618074,0.0005873893112350885,0.0008788576267381973
2.690341673,0.000589725616725717,0.0008788576267381973
2.691065662,0.0005911697513508329,0.0008837743127619074
2.69179004,0.0005921447639210969,0.0008948368563152556
2.692514809,0.0005943344929805718,0.0009003681280919292
2.693239968,0.0005937959474959932,0.0009157327719160237
2.693965517,0.0005945588888982831,0.0009261807297164079
2.694691458,0.0005972109302234454,0.0009231078009515892
2.69541779,0.0005996546934928657,0.0009243369724575165
2.696144513,0.0006015426188416974,0.0009292536584812267
2.696871629,0.0006058835212676073,0.0009169619434219512
2.697599137,0.0006078562654412067,0.0009175765291749151
2.698327037,0.0006104105570352217,0.0009181911149278788
2.699055331,0.0006123270744247131,0.000920649457939734
2.699784017,0.0006155074925530832,0.0009089723286334223
2.700513097,0.0006159231236784999,0.0009317120014930818
2.701242572,0.0006148509540928979,0.0009519933313408864
2.70197244,0.0006193345589484879,0.0009403162020345746
2.702702703,0.0006229689078754552,0.000928639072728263
2.70343336,0.0006248862478729376,0.0009200348721867702
2.704164413,0.0006267644367527993,0.0009317120014930818
2.704895862,0.0006289840925599474,0.0009323265872460457
2.705627706,0.0006302760977701568,0.0009452328880582848
2.706359946,0.0006336364253625241,0.0009464620595642125
2.707092583,0.0006340263240739365,0.000953222502846814
2.707825616,0.0006361806907915872,0.0009661288036590533
2.708559047,0.0006369454970855794,0.0009759621757064737
2.709292875,0.0006376823331636264,0.0009919414052835317
2.7100271,0.0006395806849631013,0.0009870247192598216
2.710761724,0.0006382740660721156,0.0009870247192598216
2.711496746,0.0006442674738513924,0.0010030039488368796
2.712232167,0.0006458320552635274,0.000985795547753894
2.712967987,0.0006512257142110747,0.0009771913472124013
2.713704206,0.0006531015178484458,0.0009845663762479665
2.714440825,0.0006571076448896147,0.0009759621757064737
2.715177844,0.0006592943903957417,0.0009753475899535099
2.715915263,0.0006602246414909716,0.0009747330042005461
2.716653083,0.0006619297845332896,0.0009821080332361113
2.717391304,0.0006618801720046809,0.001015295663896155
2.718129927,0.0006647484374268671,0.001015295663896155
2.718868951,0.0006661258720002427,0.0010140664923902276
2.719608376,0.0006682317798282152,0.001030045721967286
2.720348205,0.0006662410039472268,0.0010380353367558147
2.721088435,0.0006703121988287504,0.0010460249515443438
2.721829069,0.0006734503203003346,0.0010368061652498873
2.722570106,0.0006767733274941141,0.0010275873789554306
2.723311547,0.0006767745158070375,0.0010355769937439598
2.724053391,0.000677148650630322,0.0010515562233210179
2.72479564,0.0006822317292767014,0.0010595458381095469
2.725538294,0.0006847044268537327,0.0010595458381095469
2.726281352,0.0006876745736121544,0.0010503270518150904
2.727024816,0.0006938179421819102,0.0010331186507321047
2.727768685,0.0006955474021042063,0.001032504064979141
2.72851296,0.000697133700475028,0.0010238998644376482
2.729257642,0.000697521276500361,0.0010066914633546622
2.73000273,0.0006998720879863281,0.0010140664923902276
2.730748225,0.0007036959801450705,0.001030045721967286
2.731494127,0.0007054310837969756,0.001029431136214322
2.732240437,0.0007097415520907326,0.001062004181121402
2.732987155,0.0007119527447566886,0.0010447957800384165
2.733734281,0.0007136627009058313,0.0010607750096154743
2.734481816,0.0007126846560823996,0.0010933480545225545
2.735229759,0.000713159905926372,0.0011013376693110835
2.735978112,0.0007208362005817113,0.0010921188830166268
2.736726875,0.0007222310571292662,0.0010749104819336413
2.737476047,0.0007228740761883152,0.0010908897115106994
2.73822563,0.0007243811708120517,0.0011068689410877574
2.738975623,0.0007240961104026388,0.0011222335849118519
2.739726027,0.0007284729425504162,0.0011296086139474173
2.740476843,0.0007300891335999468,0.0011375982287359463
2.74122807,0.0007309913313349419,0.0011283794424414896
2.741979709,0.0007344124697855794,0.0011443586720185478
2.742731761,0.0007374180718788782,0.0011271502709355621
2.743484225,0.0007440909845592204,0.0011185460703940693
2.744237102,0.0007465422952810104,0.0011019522550640474
2.744990393,0.0007468632227094996,0.0011253065136766708
2.745744097,0.0007482028279224177,0.0011406711575007653
2.746498215,0.0007530859060729554,0.0010994939120521922
2.747252747,0.0007549667555237439,0.0011154731416292503
2.748007694,0.0007585979262544902,0.0011148585558762867
2.748763057,0.0007596775616858387,0.0011554212155718956
2.749518834,0.0007638263932811781,0.0011222335849118519
2.750275028,0.0007651518258801147,0.0011130147986173954
2.751031637,0.0007664520953381577,0.0011449732577715115
2.751788663,0.0007658230274023456,0.0011769317169256278
2.752546105,0.0007718374299855911,0.0011677129306311713
2.753303965,0.000774362754523808,0.0011677129306311713
2.754062242,0.0007751299751368602,0.0011910671892437945
2.754820937,0.0007744042353063249,0.00119844221827936
2.75558005,0.0007754845704741048,0.001206431833067889
2.756339581,0.0007796657058585422,0.0012131922763504905
2.757099531,0.0007832182284336516,0.0011959838752675048
2.757859901,0.0007878533243061735,0.0011959838752675048
2.75862069,0.0007921888494650563,0.0011867650889730483
2.759381898,0.0007948606968252025,0.001178775474184519
2.760143527,0.0007969908091203006,0.0011855359174671207
2.760905577,0.000798586997630422,0.0011935255322556497
2.761668048,0.0007985311501584883,0.0012242548199038383
2.762430939,0.0008001139513457054,0.0012402832163411336
2.763194253,0.000801795019499573,0.0012313102643478624
2.763957988,0.0008056449510190164,0.0012469514717607906
2.764722145,0.0008108004543356446,0.001230013488409109
2.765486726,0.0008140389866858613,0.0012296693203874493
2.766251729,0.0008130911051035259,0.0012448864636308325
2.767017156,0.0008180054126593167,0.0012442042734450427
2.767783006,0.0008204654975210788,0.0012675831154877846
2.76854928,0.0008222995225649273,0.0012588621436532286
2.769315979,0.0008273541870291997,0.0012341250670964367
2.770083102,0.000828597435534579,0.0012574670339940007
2.770850651,0.0008277608280836655,0.001280790563318976
2.771618625,0.0008346360472453832,0.0012720757373419498
2.772387025,0.0008332339205844198,0.0012793708702296298
2.773155851,0.0008404129165801265,0.0012466871998870162
2.773925104,0.0008424818695969864,0.0012380092490551677
2.774694784,0.0008446027977371453,0.0012212679331444346
2.77546489,0.0008476876437972952,0.0012765314840509372
2.776235425,0.0008524911901590847,0.001267847387361559
2.777006387,0.0008522504690363225,0.0012990191767518816
2.777777778,0.0008539264185782586,0.001298300111420914
2.778549597,0.0008574453609578565,0.0012975810460899462
2.779321845,0.0008623560290277146,0.0013127736059032108
2.780094523,0.0008672730924312566,0.001280231290283779
2.780867631,0.0008666478253612601,0.0013272040793828003
2.781641168,0.0008688633434605479,0.0013185199826934223
2.782415136,0.000873863210692067,0.0013098543235766328
2.783189535,0.00087392586043172,0.0013329258727428931
2.783964365,0.0008798110605967314,0.001284607140844881
2.784739627,0.0008818918420276768,0.0012918162317271463
2.78551532,0.0008856350290713321,0.0013227790619614612
2.786291446,0.0008836493658779946,0.0013616270274063012
2.787068004,0.0008860260144930679,0.0013687808055707995
2.787844996,0.00088749910631974,0.001368012573379595
2.788622421,0.0008941129125369189,0.0013514494873372212
2.789400279,0.0008985707350890207,0.0013427961199354913
2.790178571,0.000901148888932199,0.001334148898391291
2.790957298,0.0009040510038379336,0.0013491878117663145
2.79173646,0.0009017861082921766,0.0012932359248164925
2.792516057,0.000907147279904596,0.0013082809840490456
2.793296089,0.0009126578652013889,0.0013548051255484034
2.794076558,0.0009152120833778838,0.0013383096439388558
2.794857462,0.0009140710312902578,0.0013060807670534354
2.795638803,0.0009207583413412756,0.0013839856570991235
2.796420582,0.0009150247984164876,0.0012967697928960341
2.797202797,0.0009279166631880507,0.0013903035986395909
2.79798545,0.0009295953759456225,0.0013659660028222255
2.798768542,0.0009304910308882072,0.0013495073963578556
2.799552072,0.0009179742431825018,0.0012860206880766977
2.80033604,0.0009390117650180698,0.0013715157121714882
2.801120448,0.0009424540088447166,0.0013785834483305717
2.801905296,0.0009463066468830591,0.0014247818593808588
2.802690583,0.0009458429111305112,0.00146310128107815
2.803476311,0.0009484239979986273,0.0014544602053914793
2.804262479,0.0009498730729792505,0.0014770892528156057
2.805049088,0.0009573878051239084,0.001445020168225956
2.805836139,0.0009600984790957798,0.001444202769174514
2.806623632,0.0009656544243332956,0.0014277933295703813
2.807411567,0.0009656219474444851,0.0014191952748864181
2.808199944,0.0009696821592315021,0.0014261954066126753
2.808988764,0.0009736208040644922,0.0014565436510940266
2.809778028,0.0009605022938346209,0.0013545285619595696
2.810567735,0.0009594783170298834,0.0013459858199933734
2.811357886,0.000979091200359379,0.0014307679246147258
2.812148481,0.0009358317673804623,0.0012767572918694692
2.812939522,0.0009660920920994579,0.0013437179985649368
2.813731007,0.0009898431826322201,0.0014594076207028377
2.814522938,0.0009968525005845457,0.001466340147996269
2.815315315,0.0009956273421292705,0.0015197968167890584
2.816108139,0.0009955021937895487,0.0014259372805964306
2.816901408,0.0009890716694553518,0.0014019008317980174
2.817695125,0.0009929865429646346,0.0014088517966640377
2.81848929,0.0010107655944650879,0.0014931668161131378
2.819283902,0.0010118011913548932,0.001530982277492999
2.820078962,0.0010178920776585897,0.0014992081940647718
2.820874471,0.0010178944647220589,0.0015446998314991504
2.821670429,0.001023656057557682,0.001543827119729942
2.822466836,0.0010258523234888516,0.0015275283055613425
2.823263693,0.000976080375185472,0.001328376027020721
2.824061,0.0009588937037765886,0.001305220418202222
2.824858757,0.001002358630214039,0.0013863087912453264
2.825656965,0.0009972911077729954,0.0013701328942273198
2.826455625,0.0009689235641639873,0.001319784818115073
2.827254736,0.0010378943846614493,0.0014916119141581395
2.828054299,0.0010464808754386383,0.001536870009006392
2.828854314,0.0009687877188255104,0.0013231265884018253
2.829654782,0.0009476609512851495,0.0012833202070449228
2.830455703,0.000903671109377468,0.0012370387717180933
2.831257078,0.0010027022906139748,0.0013654705707251385
2.832058907,0.0010645419880202678,0.0015785020479121583
2.83286119,0.0010609747423469225,0.0015163428448574019
2.833663927,0.0010726710397448334,0.0015996745271017597
2.83446712,0.0010753299782868039,0.0016217197180605706
2.835270768,0.0010798119810757148,0.0016284432861979942
2.836074872,0.0010771029510361684,0.0015663947085787719
2.836879433,0.0010831520145726736,0.001573142860146314
2.837684449,0.0010876917949128484,0.0016104113402060371
2.838489923,0.001090871250789428,0.0016552699543148633
2.839295855,0.0010880592863833946,0.0015628424029266409
2.840102244,0.0010600981966299168,0.001462898467779672
2.840909091,0.001056406969783955,0.0014468454879122581
2.841716397,0.0010996730873253525,0.0015982302505822951
2.842524161,0.0010302335264208385,0.0014044325742956826
2.843332386,0.0009712513635473129,0.0013096924931447875
2.844141069,0.0008801130325524225,0.0013102894397497933
2.844950213,0.0008693851569390895,0.0013167591319286605
2.845759818,0.001077270387408951,0.0014722709005123697
2.846569883,0.0011001848755248871,0.0015472810916615984
2.84738041,0.0011041420629041103,0.0015615579187029467
2.848191398,0.0011267740044937026,0.0016212772163184369
2.849002849,0.0011346883595489436,0.0016506421235950458
2.849814762,0.001140633379907671,0.0016951074028219747
2.850627138,0.0010552544850688378,0.001434941864787971
2.851439977,0.0010543819166380338,0.0014341287602529587
2.85225328,0.0011246478362620389,0.001578889236936525
2.853067047,0.0011478231557708403,0.001661040914535193
2.853881279,0.0011601416970512162,0.0017129180979428649
2.854695975,0.0011617138973361817,0.00174965188839751
2.855511136,0.0011664279997758392,0.0017335743250999772
2.856326764,0.00115226230961706,0.0016346567481604582
2.857142857,0.0011290110946612737,0.001565964498551697
2.857959417,0.001046885882872171,0.0014166514803575375
2.858776444,0.0010338922636403754,0.001393973905523908
2.859593938,0.001160241500493579,0.001653469218058679
2.860411899,0.001158302359030383,0.0016149715664930285
2.861230329,0.0011644151878328075,0.0016515824397970804
2.862049227,0.0009879136759467578,0.0014094952796465411
2.862868594,0.0009053102118675248,0.0014190794951203611
2.863688431,0.0009608005855994403,0.0014274648624477565
2.864508737,0.0011107368415048731,0.0015081838194417373
2.865329513,0.0008821861401278058,0.0014459831366575749
2.86615076,0.0010771163992395482,0.0014575122170455545
2.866972477,0.0012165384339442727,0.0017870371397502962
2.867794666,0.0010967931686257262,0.0014884369950200192
2.868617326,0.0011785885859908994,0.0016430827188335913
2.869440459,0.0011254751410281546,0.0015301376418870596
2.870264064,0.0011516584530611097,0.0015672187827694714
2.871088142,0.001184684250343843,0.0016328006991865073
2.871912694,0.001242811946254027,0.0018405061002581447
2.872737719,0.0012368218902801134,0.00178731370333913
2.873563218,0.0011905230285351252,0.0016299858964379332
2.874389192,0.0009689481277231104,0.0014848866957992565
2.875215641,0.0008376544714170685,0.0015246511286454334
2.876042565,0.0008383642426726963,0.001513184816477359
2.876869965,0.0009957799488206837,0.0014893828021620796
2.877697842,0.0012641318634096634,0.001840536829545793
2.878526195,0.001093161850640126,0.0014882567073332483
2.879355024,0.0010536817836845843,0.001490628368157928
2.880184332,0.0009716499437155881,0.001533767922302878
2.881014117,0.0009808187876576338,0.0015387477530649485
2.88184438,0.0010406542072309633,0.0015158876387242602
2.882675123,0.0009418326054574904,0.0015437095779892202
2.883506344,0.0009796447555074626,0.0015425270324256678
2.884338044,0.0012726985309921162,0.0018099058756180782
2.885170225,0.0011162344455628837,0.001527594596481296
2.886002886,0.0009585579396546787,0.0015790061298399346
2.886836028,0.0010211328952785508,0.0015614523845630217
2.887669651,0.0012885393438118182,0.0018352145169251268
2.888503755,0.0012949312919946063,0.0018267946921095228
2.889338342,0.0012887642051986003,0.001803649392652907
2.89017341,0.0010749288970952691,0.0015762001390088882
