window_id,lambda_center_um,lambda_start_um,lambda_end_um,num_points,E_L2,dominant_pc,dominant_sign,dominance_index,opposition_fraction,V_PC1,V_PC2,V_PC3,V_PC4,V_PC5,V_PC6,V_PC7,V_PC8,V_PC9,score_dom_energy
95,12.250000000000009,12.000000000000009,12.500000000000009,34,0.32470646200274506,PC1,1,0.8200824554155749,0.6666666666666666,0.3214502884317962,0.04129081209196738,-0.019109033866587802,-0.004793014913517081,0.001638484758789383,0.002826997337534435,-0.00019675125088342883,0.00035624821785323587,0.0003115009899913032,0.2662860726485152
