window_id,lambda_center_um,lambda_start_um,lambda_end_um,num_points,E_L2,dominant_pc,dominant_sign,dominance_index,opposition_fraction,V_PC1,V_PC2,V_PC3,V_PC4,V_PC5,V_PC6,V_PC7,V_PC8,V_PC9
95,12.250000000000009,12.000000000000009,12.500000000000009,34,0.32470646200274506,PC1,1,0.8200824554155749,0.6666666666666666,0.3214502884317962,0.04129081209196738,-0.019109033866587802,-0.004793014913517081,0.001638484758789383,0.002826997337534435,-0.00019675125088342883,0.00035624821785323587,0.0003115009899913032
91,11.850000000000009,11.600000000000009,12.100000000000009,36,0.3167592901755619,PC1,1,0.8190748018428711,0.6666666666666666,0.313528974931399,0.04062080440837107,-0.018798279617761777,-0.004748516960095549,0.0015372317793291527,0.0027304937136077923,-0.00017849983214880002,0.0003229985137272251,0.00031850056140227036
87,11.450000000000008,11.200000000000008,11.700000000000008,38,0.3057817961104948,PC1,1,0.8172052789675214,0.6666666666666666,0.3025558390849861,0.03989969755012938,-0.01842309010954773,-0.004758044580190803,0.0013672227595871872,0.0025254825242784005,-0.00012099110994722101,0.00024298736328305182,0.00033900497725467774
98,12.550000000000008,12.300000000000008,12.800000000000008,32,0.29886989430359395,PC1,1,0.8340134764361988,0.6666666666666666,0.29650553830344983,0.03371121844228437,-0.015674483533391726,-0.0034939956400533044,0.002035499588270592,0.0029452484572571823,-0.00037574983331149,0.0005832504057551101,0.00019149925934727716
101,12.850000000000009,12.600000000000009,13.100000000000009,30,0.2973606236965435,PC1,1,0.8284625279661125,0.6666666666666666,0.2947627210847344,0.035245285312596165,-0.016425149499951986,-0.0038917161483558557,0.0017935094575474895,0.0027559953083001174,-0.00025174927429523865,0.0004304998903493064,0.0002382484261928772
84,11.150000000000007,10.900000000000007,11.400000000000007,40,0.29541154821073323,PC1,1,0.8182046285580479,0.6666666666666666,0.29233506108952867,0.038282931763485864,-0.01771847255483343,-0.004578493672244932,0.0013089942362659542,0.002413495388729725,-0.00010599974661462538,0.00021349894949651313,0.0003314996279028893
81,10.850000000000007,10.600000000000007,11.100000000000007,43,0.28651138864073056,PC1,1,0.8180393943089769,0.6666666666666666,0.2835192554257367,0.037141415472492445,-0.017289961865235248,-0.004488739105639872,0.001224248969459548,0.0023199959908603534,-8.925079415933744e-05,0.00017924853640944495,0.000331749358163575
78,10.550000000000008,10.300000000000008,10.800000000000008,45,0.2632975327063618,PC1,1,0.818242996484098,0.6666666666666666,0.26054618459621665,0.034131905498597445,-0.015917207154782835,-0.004160987957875107,0.0010644985275726428,0.0020884953911420702,-6.225071659910717e-05,0.00012999828672271944,0.00031999911332207754
104,13.15000000000001,12.90000000000001,13.40000000000001,29,0.24874410194598895,PC1,1,0.8454916437900523,0.3333333333333333,0.24714176936900867,0.025142219000992307,-0.012064564632613779,-0.002384862082012092,0.001935742606428886,0.002656002279779963,-0.00034298724412643576,0.0005179885778053858,0.00011925975337414206
75,10.250000000000007,10.000000000000007,10.500000000000007,47,0.23828232494111168,PC1,1,0.8212687445547536,0.6666666666666666,0.23589286445506763,0.03026222539259696,-0.014113484256742892,-0.003672998595186199,0.0009874946128284197,0.0018614936914350343,-4.3000329529814834e-05,0.00010174725948730464,0.00029450018665712466
56,8.350000000000005,8.100000000000005,8.600000000000005,72,0.22675770226219807,PC1,1,0.8781712793556947,0.25,0.22598382272382672,0.016667240516850264,-0.007701248463381611,-0.0009069989424588932,0.002349751096170945,0.0024865008460213047,-0.0004992505519824831,0.0006952502446374406,4.4499969587594277e-05
53,8.050000000000004,7.800000000000004,8.300000000000004,78,0.22471306996848533,PC1,1,0.9072852389715548,0.25,0.22448945207033597,0.007251893631501048,-0.0038159558088747035,0.0013700223931274018,0.0035295124149308955,0.003827007811741644,-0.001276002365820684,0.0016210033566614584,-0.000249001783084827
