lambda_um,PC1_sens,PC2_sens,PC3_sens,PC4_sens,PC5_sens,PC6_sens,PC7_sens,PC8_sens,PC9_sens
4.182350481,0.0371054165,-0.004201907499999999,0.0018008174999999999,0.00142922,0.000771779,0.0009432855,-0.0002572595,0.0002000905,-2.86e-05
4.184100418,0.043183476,-0.0048838455,0.002170598,0.001770751,0.0009996175000000001,0.0012281014999999998,-0.000342726,0.000342726,-5.71e-05
4.185851821,0.052079304,-0.0059070775,0.002682441,0.002682441,0.001540977,0.002340002,-0.001084391,0.0011129275,-0.0001997565
4.18760469,0.0540030915,-0.006130235,0.002794247,0.002851272,0.001653738,0.002509119,-0.001197534,0.001226047,-0.000228102
4.189359028,0.057319556,-0.006438479,0.002905862,0.003247728,0.001880264,0.003276217,-0.0019087524999999998,0.002022708,-0.000313377
4.191114837,0.058666324,-0.00657541,0.002960358,0.003444263,0.001992549,0.003643517,-0.002220268,0.002334128,-0.00039851
4.192872117,0.0591859815,-0.006598341,0.002957877,0.0034982579999999997,0.00201932,0.00378267,-0.0023890545,0.00253126,-0.000426617
4.194630872,0.0597331225,-0.0066212265,0.002898563,0.003466908,0.002017627,0.0038931675,-0.00261439,0.0028133105,-0.000454676
4.196391104,0.060137316499999996,-0.0065588855,0.002839345,0.003407213,0.002044328,0.0039466885,-0.002725771,0.003009705,-0.000511082
4.198152813,0.060342182,-0.0065533825,0.0028085925,0.0033759845,0.0020709825,0.003971747,-0.0027518535,0.003063919,-0.000567392
4.199916002,0.060574985,-0.006547881,0.002777889,0.003344805,0.00209759,0.003968413,-0.002777889,0.003118039,-0.000566916
4.201680672,0.060807334000000005,-0.006542382,0.0027472340000000003,0.003341996,0.002095828,0.003993402,-0.002803878,0.003172064,-0.000623084
4.203446826,0.060982631499999995,-0.0065085874999999994,0.002716628,0.00331089,0.002094067,0.003990047,-0.0028015225,0.003225995,-0.000622561
4.205214466,0.061185845,-0.0064748424999999995,0.0026860695,0.003279833,0.0021205815,0.0039866935,-0.0027991674999999997,0.0032515584999999996,-0.0006503114999999999
4.206983593,0.0613321505,-0.006441147,0.0026838115,0.0032488244999999997,0.0021187984999999996,0.003983341,-0.0027968135,0.003277075,-0.000678015
4.208754209,0.061506371500000004,-0.0064357285,0.0026815535000000003,0.003246091,0.002117016,0.003979989999999999,-0.002794461,0.003302545,-0.0007056720000000001
4.210526316,0.061652030999999996,-0.0064303125,0.002651094,0.0032433595,0.002115234,0.0039766409999999995,-0.0028203125,0.003327969,-0.000705078
4.212299916,0.0617973805,-0.006481257,0.002648862,0.0032406285,0.0021134535,0.0039732924999999995,-0.002817938,0.003325167,-0.0007044845
4.214075011,0.0619705745,-0.0064476425,0.002646631,0.003266055,0.002139829,0.003998102,-0.002815564,0.0033505215,-0.000732047
4.215851602,0.062115278999999995,-0.006470342,0.0026444,0.0032351710000000002,0.002138026,0.003994733,-0.002841324,0.00337583,-0.00073143
4.217629692,0.062259674,-0.006464887,0.002642171,0.0032324435,0.002136224,0.003991365,-0.0028389289999999996,0.003372985,-0.000730813
4.219409283,0.062403758999999996,-0.006459435,0.002639943,0.0032297175,0.002134422,0.003987999,-0.0028365345,0.0033982245,-0.0007582815
4.221190376,0.0625755955,-0.006453985,0.002637716,0.003198932,0.002132621,0.003984634,-0.002862202,0.003423418,-0.000757642
4.222972973,0.06271903749999999,-0.006448538,0.002635489,0.003196232,0.002158858,0.003981271,-0.002859786,0.003420529,-0.000757002
4.224757076,0.06286217050000001,-0.006499119,0.002633264,0.00324956,0.0021570355,0.004033936,-0.002857371,0.00341764,-0.000756363
4.226542688,0.06300499500000001,-0.006493629,0.002631039,0.003246814,0.002183203,0.004030528,-0.002854958,0.003470733,-0.000783714
4.22832981,0.06314750999999999,-0.006516107,0.002656782,0.0032440704999999997,0.002153392,0.004055088,-0.002880511,0.0034398329999999998,-0.000755085
4.230118443,0.0633176595,-0.006482655,0.002626593,0.0032133854999999998,0.002179513,0.0040516595,-0.0028780754999999996,0.0034648674999999997,-0.0007544464999999999
4.231908591,0.063459535,-0.0065330095,0.00265229,0.003266505,0.002205589,0.0040482325,-0.002875641,0.0034898554999999998,-0.000753809
4.233700254,0.06360110199999999,-0.0065553765,0.002650046,0.003235846,0.002175827,0.004044807,-0.002901103,0.0034869025,-0.000781066
4.235493435,0.0637423605,-0.006577699,0.002675674,0.003288849,0.002173985,0.004069254,-0.002898647,0.003456079,-0.000780405
4.237288136,0.06391116000000001,-0.0065442799999999995,0.00264556,0.003258216,0.002199992,0.004065808,-0.002896192,0.003508848,-0.000779744
4.239084358,0.06402395599999999,-0.006594384,0.002671143,0.00328328,0.0021981279999999997,0.0040901875,-0.002893738,0.003505875,-0.000779083
4.240882103,0.06419209349999999,-0.0065887945,0.002668879,0.003280497,0.002224066,0.0040867205,-0.002919086,0.003502903,-0.000778423
4.242681375,0.06435987700000001,-0.006610984,0.002666616,0.003305492,0.00222218,0.004111032,-0.0029166104999999998,0.003499933,-0.000777763
4.244482173,0.06447179850000001,-0.0066331294999999995,0.002664353,0.003302688,0.002220294,0.004107545,-0.00294189,0.003552471,-0.000777103
4.246284501,0.0646389215,-0.00665523,0.0026898219999999997,0.003299885,0.00221841,0.0041317885000000006,-0.002939393,0.003521726,-0.000804174
4.24808836,0.06477798400000001,-0.0066772854999999996,0.002715245,0.00332479,0.002244233,0.0041282804999999995,-0.002964604,0.0035187355,-0.000775784
4.249893753,0.064944424,-0.006671613999999999,0.002712938,0.003321965,0.002214644,0.004152457,-0.002934403,0.00354343,-0.000775125
4.25170068,0.06508285050000001,-0.0067212635,0.0027382925,0.003374461,0.0022404215,0.0041765875000000004,-0.0029595685,0.003540419,-0.000774467
4.253509145,0.0652209715,-0.006770821,0.0027636005000000003,0.003371593,0.0022385160000000003,0.004200673,-0.002984689,0.003537409,-0.000773808
4.255319149,0.0653587875,-0.0067650625,0.00276125,0.003368725,0.002264225,0.0041971,-0.00298215,0.0035344,-0.00077315
4.257130694,0.065468709,-0.006869662,0.002814079,0.0034486259999999998,0.002262298,0.004221117999999999,-0.002979613,0.003531393,-0.000717314
4.258943782,0.06563350300000001,-0.0068638145,0.002811683,0.00344569,0.002260373,0.0042175245,-0.0030046415,0.0035559525,-0.000771835
4.260758415,0.0658254875,-0.006830427,0.002781747,0.0034152135,0.00228599,0.004213933,-0.003002083,0.003552924,-0.000798719
4.262574595,0.06598955449999999,-0.006797089500000001,0.0027793765,0.0033847855,0.0022840425,0.0042103425,-0.0029995255,0.0036049339999999997,-0.0007980385
4.264392324,0.0661532705,-0.006846286,0.002777008,0.0034093954999999997,0.0022820949999999996,0.004234249,-0.0029969690000000004,0.0036018609999999996,-0.000797359
4.266211604,0.0662891635,-0.00686792,0.0027746395,0.003406488,0.0022801495,0.004230639,-0.003021885,0.003626262,-0.0007966785
4.268032437,0.066424753,-0.006834613,0.0027722725,0.003403582,0.0022782045,0.004254478,-0.003019307,0.003623168,-0.000795999
4.269854825,0.066587463,-0.00688363,0.0027699070000000003,0.0034281025,0.00227626,0.004250847,-0.0030441549999999998,0.003647501,-0.00079532
4.27167877,0.0667498225,-0.006850351,0.0027675415,0.0034251755,0.002301718,0.004274619,-0.003041556,0.003671788,-0.000822042
4.273504274,0.066884454,-0.0068992559999999994,0.0028199339999999996,0.00342225,0.00232713,0.004298346,-0.0030389579999999996,0.003641274,-0.000793962
4.275331338,0.067046137,-0.006920715,0.0028175245,0.00344668,0.002297787,0.004294673000000001,-0.0030363615,0.003665517,-0.000820638
4.277159966,0.067180139,-0.00694213,0.0028151155,0.0034710649999999997,0.0023231535,0.0042910015,-0.003061097,0.003662383,-0.0007926055
4.278990158,0.06736845350000001,-0.006936193,0.0028127079999999997,0.003440788,0.002321167,0.00431464,-0.003058479,0.003659251,-0.000819235
4.280821918,0.067529088,-0.006930258,0.0028103015,0.003437844,0.0023191805,0.004310948,-0.003055862,0.003710689,-0.000818534
4.282655246,0.0676621125,-0.006978848,0.002835157,0.003489424,0.0023171959999999997,0.004334519,-0.0030805069999999997,0.003680252,-0.000790573
4.284490146,0.0678220725,-0.0069728715,0.0028054915,0.003459198,0.002342449,0.004330807,-0.003077869,0.003704338,-0.000817133
4.286326618,0.0679816835,-0.007021327,0.0028575165,0.0035106635,0.002340442,0.004354311,-0.003102447,0.003701165,-0.000816433
4.288164666,0.0681409465,-0.0070425,0.0028550675,0.0035076545,0.002338436,0.004350579,-0.003099788,0.003697992,-0.000815734
4.29000429,0.068272694,-0.007063629,0.0028526195,0.003504647,0.002363599,0.004374016499999999,-0.0031242975,0.003721989,-0.000815034
4.291845494,0.06845842899999999,-0.0070847145,0.002877317,0.003528785,0.002334427,0.004397409,-0.003094473,0.003745941,-0.000814335
4.293688278,0.0685895275,-0.0070786345,0.002874848,0.003525757,0.0023595450000000002,0.004393635,-0.0031189385,0.003742726,-0.000813636
4.295532646,0.068747423,-0.0071267529999999996,0.0028994775,0.003576925,0.002384617,0.0044169610000000005,-0.003143359,0.003739513,-0.000812938
4.297378599,0.0689049715,-0.007093557,0.002896987,0.0035467785,0.002355494,0.004413167,-0.0031135845,0.0037633755,-0.000839314
4.299226139,0.06903512149999999,-0.0071686155,0.002921549,0.003570782,0.002380521,0.004436426,-0.00313796,0.00373309,-0.000811541
4.301075269,0.06921902799999999,-0.007135425,0.0028920095,0.0035406839999999997,0.002378475,0.0044055845,-0.0031622905,0.0037839375,-0.000837872
4.30292599,0.0693485315,-0.0072103029999999995,0.002943532,0.0035916489999999997,0.0024034340000000003,0.004455805,-0.003159571,0.003753678,-0.000810146
4.304778304,0.06950471750000001,-0.007150136,0.002914018,0.0035885585,0.0024013665,0.0044519715000000005,-0.0031568525,0.003804412,-0.000836431
4.306632214,0.069633599,-0.007278773,0.002965426,0.0036393865000000003,0.0023992995000000003,0.004475098,-0.003181094,0.003774179,-0.000808753
4.308487721,0.0698160515,-0.007218635,0.002909002,0.003609317,0.002424168,0.004471244,-0.003178354,0.003824799,-0.0008349914999999999
4.310344828,0.069944288,-0.007320064,0.003014144,0.003660032,0.00242208,0.004521216,-0.003202528,0.00376768,-0.00080736
4.312203536,0.07012600299999999,-0.0072868659999999995,0.002957769,0.003656877,0.002419992,0.004517319,-0.003199768,0.00381821,-0.000806664
4.314063848,0.0702267305,-0.00736118,0.003035815,0.003707456,0.002417906,0.0045402895,-0.0031970085,0.0037880525,-0.000779103
4.315925766,0.0704077335,-0.0073279875,0.003006354,0.003677415,0.00241582,0.0045363734999999995,-0.003221093,0.003811627,-0.000805273
4.317789292,0.0705347065,-0.0074289405,0.003084217,0.00372788,0.0024405545,0.004586097,-0.003245133,0.0037815185,-0.000777759
4.319654428,0.07074177,-0.007395730499999999,0.003027962,0.0037246609999999998,0.002438447,0.004555341,-0.003242331,0.00380505,-0.000803884
4.321521175,0.0708145325,-0.007496434,0.003105666,0.003801763,0.002436341,0.004604953,-0.003266304,0.0037749899999999998,-0.000749643
4.323389537,0.071047588,-0.007436457,0.003049482,0.0037182285000000002,0.002434236,0.0045742235,-0.003236731,0.003825228,-0.0008292449999999999
4.325259516,0.0711198015,-0.0075636615,0.003153753,0.003848648,0.002458858,0.004650449,-0.00326066,0.003795194,-0.000748348
4.327131112,0.0713520325,-0.007477009,0.0030709145,0.0037652085,0.002456732,0.0046197235,-0.00325784,0.003845319,-0.0008278115000000001
4.329004329,0.0714236985,-0.0076039425,0.0031749795,0.003841992,0.002454606,0.004642407,-0.0032817015,0.003788631,-0.000747054
4.330879168,0.071655105,-0.007517388,0.003092259,0.003785352,0.002452481,0.004638388,-0.003252203,0.003838666,-0.000799722
4.332755633,0.07172622349999999,-0.007670684,0.0032227525,0.003888611,0.0024769915,0.00468764,-0.003302656,0.003782073,-0.000745761
4.334633723,0.0719568065,-0.007584205,0.003140127,0.003832019,0.002474846,0.004683579,-0.003299794,0.003832019,-0.000798337
4.336513443,0.0720007915,-0.0077371605,0.003243758,0.003935051,0.002472701,0.004732696,-0.003296934,0.003775522,-0.0007178810000000001
4.338394794,0.07220401000000001,-0.007730451,0.003240945,0.0039316385,0.002497122,0.004728592,-0.003294075,0.003825378,-0.000743823
4.340277778,0.072247542,-0.007829914,0.00331776,0.004007854,0.002494956,0.004777574,-0.00331776,0.003715891,-0.000690094
4.342162397,0.072450031,-0.007796599,0.003288362,0.003977857,0.00249279,0.004773428,-0.0033414,0.003765704,-0.0007160140000000001
4.344048653,0.07259909449999999,-0.007842822,0.0033120025000000003,0.004000899,0.002490626,0.00479578,-0.003338499,0.003788931,-0.0007153929999999999
4.345936549,0.0727478175,-0.007836009,0.003309126,0.004023897,0.0025149350000000003,0.004791614,-0.003362072,0.00378564,-0.0007147709999999999
4.347826087,0.0729491,-0.0078292,0.00330625,0.00399395,0.0025127500000000002,0.00478745,-0.00335915,0.00383525,-0.00071415
4.349717268,0.0728856795,-0.007980956,0.0034619380000000003,0.00414904,0.002484138,0.004809715,-0.0033033760000000002,0.003673354,-0.000607821
4.351610096,0.0732183475,-0.007894802,0.003326907,0.004039815,0.002508382,0.004805532,-0.0033533110000000003,0.003802179,-0.0007129090000000001
4.353504571,0.073233781,-0.008019838,0.003455917,0.004168205,0.0025061989999999998,0.004854112,-0.003324012,0.003693346,-0.000633145
4.355400697,0.0736181175,-0.007907424,0.0033474760000000003,0.004032786,0.002504018,0.004823529,-0.003400192,0.00384828,-0.0007116679999999999
4.357298475,0.073316988,-0.008137554,0.003555242,0.00426629,0.002475502,0.004845663,-0.003318226,0.003581577,-0.000579373
4.359197908,0.073858289,-0.008025214999999999,0.003420583,0.004131012,0.002525969,0.004867753000000001,-0.003367959,0.003788954,-0.000684117
4.361098997,0.07376762149999999,-0.008097087,0.003522759,0.004206279,0.002523768,0.0048898,-0.003338734,0.003680494,-0.000630942
4.363001745,0.07399222350000001,-0.0080900265,0.0034934205000000003,0.004176345,0.002547833,0.0048855355,-0.0033358225,0.0037035510000000002,-0.0006566580000000001
4.364906155,0.073796455,-0.0082141855,0.00362159,0.004356405,0.002519367,0.004881273,-0.003254182,0.003464129,-0.000524868
4.366812227,0.0740729125,-0.008180796,0.0035922085,0.0042739415,0.002517168,0.0048507925,-0.0032775625,0.0035397675,-0.0006030715
4.368719965,0.074479791,-0.008173653,0.0035366765,0.004244012,0.0025411675,0.00492515,-0.003379491,0.00372006,-0.000628743
4.370629371,0.0738127105,-0.0082973865,0.003742985,0.0044235275,0.0024865985,0.004816148,-0.003088617,0.0032194905,-0.000471145
4.372540446,0.074532758,-0.008263983,0.003608955,0.0043150545,0.0025367289999999997,0.004916547,-0.003295132,0.003556651,-0.0006014925000000001
4.374453193,0.0742324325,-0.008309015999999999,0.003710315,0.004389669,0.002508382,0.004833861,-0.003109349,0.00331838,-0.00052258
4.376367615,0.0742458195,-0.00835396,0.003759282,0.004438041,0.002506188,0.004751315,-0.0029499920000000002,0.003080523,-0.00046991
4.378283713,0.0734765995,-0.008294483,0.0037820755,0.004408074499999999,0.0024779115,0.0044863245,-0.0025822444999999998,0.0026865780000000002,-0.0004434155
4.380201489,0.0734643945,-0.008287222,0.003804825,0.004326034,0.002449682,0.004326034,-0.002449682,0.002553924,-0.000416967
4.382120947,0.074701932,-0.008358075999999999,0.003749417,0.004426395,0.0025256495,0.004790922,-0.003020364,0.00317659,-0.0004947145
4.384042087,0.073856031,-0.008324738,0.003850191,0.004422517,0.002497421,0.004526576,-0.002601481,0.00270554,-0.0004422515
4.385964912,0.07493493600000001,-0.008369424,0.00376884,0.00441864,0.002521224,0.004782528,-0.003041064,0.003249,-0.0004938480000000001
4.387889425,0.0748951875,-0.008362084,0.003739566,0.004362826,0.002544982,0.0047523645,-0.003012428,0.003220181,-0.000519384
4.389815628,0.073895404,-0.008302854,0.00384007,0.004410891,0.002542749,0.004410891,-0.002438963,0.002542749,-0.000467036
4.391743522,0.075593349,-0.008399261,0.003733005,0.0044329435,0.002566441,0.004873645,-0.003136761,0.0033959975,-0.00057032
4.393673111,0.0735066975,-0.008262381,0.00383333,0.004351348,0.002486484,0.004299546,-0.002382881,0.002486484,-0.000440315
4.395604396,0.0754606125,-0.0083586345,0.003752328,0.004321647,0.0025619345,0.0046321845,-0.002872472,0.003079497,-0.000543441
4.397537379,0.07567869699999999,-0.0084029985,0.00374903,0.0043695595,0.002585538,0.0047832455,-0.0030250794999999997,0.003257778,-0.000568818
4.399472063,0.07393303,-0.008266446,0.003823231,0.0043140515,0.0025057665,0.004210721000000001,-0.00224744,0.0023507705,-0.000439155
4.401408451,0.0762941235,-0.008465654,0.003742438,0.004465116,0.002606802,0.0049296949999999996,-0.0031746200000000004,0.003432719,-0.000593628
4.403346543,0.0731840875,-0.0082261185,0.0038422935,0.0042548889999999995,0.002475572,0.004048591,-0.002062976,0.0021919125,-0.000412595
4.405286344,0.07574763,-0.0084249915,0.003761617,0.004379965,0.00257645,0.004689139,-0.002885624,0.00309174,-0.0005410545
4.407227854,0.074419558,-0.008314603,0.003758304,0.004221656,0.002522697,0.00427314,-0.002471213,0.002677148,-0.000463352
4.409171076,0.073453807,-0.008281557,0.003857868,0.004217936,0.002469036,0.003960744,-0.002006091,0.002108968,-0.000385787
4.411116012,0.0762670485,-0.008479827,0.0037773775,0.0043940925,0.0025953405,0.0047024495,-0.0029036985000000003,0.0031606625,-0.0005396255
4.413062665,0.07314459949999999,-0.0082412835,0.003851067,0.004159152,0.002413335,0.003876741,-0.00189986,0.002002555,-0.000359433
4.415011038,0.07744074649999999,-0.008593126999999999,0.003796367,0.004488947,0.002642066,0.004950667000000001,-0.0032063910000000003,0.0034629020000000003,-0.000589976
4.416961131,0.07306679599999999,-0.008252371,0.0038699005,0.004126185500000001,0.0024347055,0.003741758,-0.0017683655,0.0018196225,-0.00038442749999999996
4.418912947,0.0770735935,-0.008577958,0.003840877,0.004481023,0.002611796,0.004788293,-0.002995884,0.003226336,-0.0005377229999999999
4.42086649,0.0732191755,-0.00826338,0.003837483,0.0041188985,0.002404823,0.003786317,-0.001841992,0.0019187415,-0.000358165
4.42282176,0.0759405575,-0.008435,0.0038085305,0.004294182,0.0025304999999999998,0.004396424,-0.002581621,0.002786106,-0.0004856515
4.424778761,0.07444327,-0.008376464,0.003907314,0.00421377,0.002477186,0.0038562379999999997,-0.001838736,0.001940888,-0.00038307
4.426737494,0.076035907,-0.0083945685,0.00377628,0.004184526,0.00250051,0.004235557,-0.002398448,0.002602571,-0.000459277
4.428697963,0.0740311495,-0.0082596735,0.003696459,0.004002373,0.002370832,0.003849416,-0.002090411,0.002243368,-0.00038239199999999995
4.430660168,0.076232443,-0.008430651,0.0038460070000000002,0.00417712,0.002572495,0.0038460070000000002,-0.0018083875,0.001935739,-0.0003820535
4.432624113,0.075630505,-0.0083722865,0.003715361,0.0040970765,0.002442977,0.004071629,-0.002290291,0.002442977,-0.000407163
4.4345898,0.0775720565,-0.008415716,0.003762919,0.00411887,0.002618788,0.0038900440000000005,-0.001881459,0.00203401,-0.000432227
4.436557232,0.0763093505,-0.008535267,0.0038357894999999998,0.004293036,0.002489453,0.004343841500000001,-0.0025148555,0.0026672705,-0.0004318435
4.438526409,0.0720031875,-0.008121614,0.0037308669999999997,0.003781627,0.002233444,0.003248646,-0.0013959025,0.001472043,-0.00027918050000000003
4.440497336,0.077239006,-0.0085961995,0.0038797005,0.0043361355,0.002535752,0.0043868505,-0.0025103944999999997,0.0026625395,-0.0004310775
4.442470013,0.0720274195,-0.007980527000000001,0.003622906,0.003648241,0.00217881,0.003090871,-0.00126675,0.001342755,-0.00025335
4.444444444,0.0762665625,-0.0084796875,0.0038221875,0.0041765625,0.0024553125,0.0041259375,-0.002278125,0.0024046874999999997,-0.000405
4.446420631,0.071064914,-0.008016932000000001,0.003692341,0.003641761,0.00212436,0.0030095110000000003,-0.00121392,0.0012645,-0.0002529
4.448398577,0.0727199225,-0.0081614085,0.003689058,0.003840663,0.002223542,0.0035627205,-0.001819261,0.001920332,-0.00030321
4.450378282,0.073412591,-0.007876454,0.003509061,0.003509061,0.002196319,0.002928425,-0.001136027,0.001211762,-0.00025245
4.452359751,0.075213734,-0.008222561,0.003682497,0.003884277,0.0023457,0.003632052,-0.001816026,0.001916916,-0.0003278935
4.454342984,0.069905147,-0.007837239,0.003578418,0.003376817,0.00201601,0.002646013,-0.0009324050000000001,0.000982805,-0.000201601
4.456327986,0.074198623,-0.008308634,0.003776652,0.003978073,0.002316347,0.003675941,-0.0018379705000000001,0.001913504,-0.00032731
4.458314757,0.07516387199999999,-0.007949057499999999,0.0034965789999999997,0.0034965789999999997,0.0022891275,0.002892853,-0.00105652,0.001157141,-0.000251552
4.460303301,0.073764827,-0.008218432,0.00374479,0.003895587,0.0022870865,0.0035437274999999997,-0.001709032,0.00178443,-0.0003267265
4.462293619,0.068978283,-0.0077842255,0.0035405675000000003,0.0032392425,0.0019335015,0.0024357095,-0.0007784225,0.0008286435,-0.0001757725
4.464285714,0.069844992,-0.0078023680000000005,0.003562496,0.003411968,0.00200704,0.00275968,-0.0010286079999999999,0.0010787840000000002,-0.000200704
4.466279589,0.07374301,-0.008171387,0.0037347755,0.003809972,0.002255904,0.0033337255,-0.0014788705,0.001554068,-0.000300787
4.468275246,0.07287577049999999,-0.007713312,0.0034810075,0.003430921,0.0021286735,0.0028298840000000004,-0.0010768585000000002,0.001126945,-0.000225389
4.470272687,0.0717347625,-0.00800667,0.003653043,0.003603002,0.002126772,0.003052543,-0.001251042,0.001301084,-0.000250208
4.472271914,0.07097068449999999,-0.0071745635,0.00312481,0.0029248225000000003,0.001899884,0.002249863,-0.0006749585,0.0007249555,-0.000149991
4.474272931,0.07115698000000001,-0.007942408,0.003621538,0.003621538,0.0021229705,0.0030720635,-0.001323735,0.0013736870000000002,-0.000249761
4.476275739,0.060463009,-0.006637705,0.0029195920000000004,0.002495378,0.001447319,0.001796672,-0.0005240295,0.0005240295,-7.485e-05
4.47828034,0.07237598449999999,-0.007728748,0.003490402,0.0034654704999999997,0.0021191725,0.002892048,-0.001146846,0.0012216405000000001,-0.000249314
4.480286738,0.061176798500000004,-0.00680019,0.0029641850000000003,0.002441094,0.001394911,0.001644002,-0.000398546,0.000373637,-4.98e-05
4.482294935,0.071325583,-0.0073664945,0.003160624,0.0030610769999999997,0.0019660575,0.0024637935000000003,-0.000871038,0.000920812,-0.000199094
4.484304933,0.057984014,-0.0062658539999999995,0.0027102305,0.002188076,0.0012680895,0.0014670055000000001,-0.0003232385,0.0003232385,-2.485e-05
4.486316734,0.06439099549999999,-0.007204239,0.0032046445,0.002807169,0.001639586,0.0020122185000000002,-0.000571371,0.000596213,-9.94e-05
4.488330341,0.0563163985,-0.005931961,0.002481992,0.001911134,0.001092076,0.001191356,-0.000198559,0.00017373950000000002,0.0
4.490345757,0.0596135385,-0.0049843265000000005,0.0019590140000000002,0.001735835,0.001190287,0.001190287,-0.000247976,0.000247976,-4.96e-05
4.492362983,0.0613438405,-0.00520283,0.0021059075,0.0018086025,0.001189218,0.0012139935,-0.00022297849999999999,0.000198203,0.0
4.494382022,0.0492339655,-0.0044555624999999995,0.001782225,0.0013119155,0.000742594,0.000742594,-7.424999999999999e-05,2.475e-05,4.95e-05
4.496402878,0.040459719500000005,-0.003487054,0.001335468,0.000939773,0.000494618,0.000494618,-2.475e-05,-2.475e-05,4.95e-05
4.498425551,0.0383231085,-0.003681588,0.001433101,0.000988346,0.000444756,0.000494173,-4.94e-05,-2.47e-05,4.94e-05
4.500450045,0.0477435365,-0.0042213775,0.001678677,0.001234321,0.0007159065,0.000740593,-7.405e-05,2.47e-05,2.47e-05
4.502476362,0.0457767645,-0.0044395565000000005,0.001800487,0.001307203,0.0007152619999999999,0.0007645905000000001,-9.87e-05,4.93e-05,2.465e-05
4.504504505,0.046795158,-0.004706622,0.001872792,0.001330668,0.000689976,0.00073926,-7.395e-05,2.465e-05,4.93e-05
4.506534475,0.0725053255,-0.006425769,0.002634319,0.00253584,0.001821866,0.001994204,-0.000541636,0.000615495,-0.000147719
4.508566276,0.0583455545,-0.0054852695,0.002262981,0.001869419,0.001180686,0.001229881,-0.000245976,0.000196781,0.0
4.51059991,0.0506008415,-0.005209994,0.00221179,0.0017448565,0.000983018,0.00113047,-0.000245754,0.000196604,0.0
4.512635379,0.053329724,-0.0048124425,0.0020379225,0.001743283,0.001055791,0.0012031105,-0.000270086,0.000270086,-2.455e-05
4.514672686,0.0532570725,-0.0052005985000000005,0.00218327,0.0018398345,0.001103901,0.0012510870000000001,-0.000269842,0.000269842,-2.455e-05
4.516711834,0.0663212995,-0.00575961,0.0023773709999999997,0.0021812990000000003,0.0014950480000000001,0.001593084,-0.000367635,0.000392144,-7.35e-05
4.518752824,0.0656002575,-0.005631974,0.002301763,0.002154842,0.0014936975,0.001616132,-0.0004162765,0.0004162765,-7.345e-05
4.52079566,0.07236664200000001,-0.005944926999999999,0.002373078,0.0024220075,0.001810389,0.002006107,-0.000611618,0.000685012,-0.000146788
4.522840344,0.06438182149999999,-0.005279603,0.0021753915,0.0020287365000000003,0.0013932285,0.001515442,-0.000366639,0.000366639,-7.335000000000001e-05
4.524886878,0.063297936,-0.0055434535,0.0023687885,0.002344368,0.0014896505,0.001904799,-0.000683774,0.0007081945,-9.77e-05
4.526935265,0.073390402,-0.00551404,0.002195856,0.00229345,0.001756685,0.001903076,-0.0005123665,0.000585562,-0.00014639
4.528985507,0.0547979675,-0.005094651,0.002145116,0.0018526,0.001121311,0.001291945,-0.000292516,0.000292516,-4.88e-05
4.531037608,0.0720642105,-0.005382288,0.002143174,0.002191882,0.001656089,0.001753506,-0.000438376,0.000487085,-9.74e-05
4.533091568,0.068616748,-0.0053287475,0.002165564,0.002092567,0.001508595,0.001581592,-0.000389315,0.000389315,-4.87e-05
4.535147392,0.071666249,-0.0058830505000000005,0.002358082,0.002406702,0.001774639,0.002066361,-0.000704994,0.000802234,-0.000170171
4.537205082,0.052437965,-0.005246225,0.002234503,0.001821606,0.0010443875,0.001214404,-0.000267169,0.000242881,-2.43e-05
4.539264639,0.0505461715,-0.0051201355,0.002159678,0.001771421,0.000994908,0.001189036,-0.00026692649999999997,0.00024266,-2.425e-05
4.541326067,0.045675733499999996,-0.00433968,0.0018183015,0.001503129,0.000872785,0.0010424929999999998,-0.00024244,0.00024244,-2.425e-05
4.543389368,0.0514475385,-0.0040692969999999995,0.001671318,0.001525986,0.000993102,0.0010899899999999999,-0.000266442,0.000217998,-2.42e-05
4.545454545,0.0694782,-0.0053966,0.0021054000000000003,0.0021538,0.0016698,0.0017908,-0.0005082,0.0006050000000000001,-0.0001452
4.547521601,0.059477892500000004,-0.004497109,0.001789172,0.0016199259999999998,0.001112188,0.001136366,-0.000217602,0.000193424,-2.42e-05
4.549590537,0.049954649500000003,-0.004396396,0.001787545,0.001425205,0.000845461,0.000917929,-0.000144936,0.00012076799999999999,2.415e-05
4.551661356,0.0484370285,-0.004826809,0.002003126,0.001520445,0.000844692,0.000917094,-0.000144804,9.65e-05,2.415e-05
4.553734062,0.044366227,-0.004219614,0.001687846,0.001302052,0.000723362,0.000771587,-9.64e-05,4.82e-05,2.41e-05
4.555808656,0.046228949500000005,-0.0039026,0.001565858,0.001228596,0.000722704,0.000770884,-9.64e-05,7.23e-05,2.41e-05
4.557885141,0.058774495499999996,-0.0038268405,0.001444091,0.001395954,0.001107136,0.001107136,-0.000192545,0.000240682,-4.81e-05
4.55996352,0.051963935,-0.0023805785,0.0008175725,0.0008416185,0.000697341,0.000601156,-2.405e-05,2.405e-05,4.81e-05
4.562043796,0.045622183499999996,-0.0025225539999999998,0.000984997,0.000984997,0.0006967055,0.00072073,-0.000120123,7.205e-05,2.4e-05
4.56412597,0.043252333500000004,-0.0026882695,0.0010321035,0.0009360935,0.000624063,0.000672067,-9.6e-05,4.8e-05,2.4e-05
