lambda_um,PC1_sens,PC2_sens,PC3_sens,PC4_sens,PC5_sens,PC6_sens,PC7_sens,PC8_sens,PC9_sens
2.948982601,0.0042091655,-0.00023170249999999998,6.610000000000001e-05,0.000110964,0.0001282125,0.000120738,-3.965e-05,5.575e-05,-1.84e-05
2.949852507,0.0042492039999999995,-0.00012354,1.895e-05,7.07e-05,0.000105153,8.215e-05,-1.61e-05,2.645e-05,-8.615e-06
2.950722927,0.0040221595,-3.215e-05,-1.725e-05,4.305e-05,8.44e-05,6.205e-05,-8.615e-06,1.605e-05,-4.595e-06
2.951593861,0.0041506415,-0.000103881,1.26e-05,6.715e-05,0.000101011,8.15e-05,-1.78e-05,2.75e-05,-9.18e-06
2.952465309,0.0042772495,-0.0001846955,4.415e-05,9.12e-05,0.000119306,9.98e-05,-2.465e-05,3.79e-05,-1.38e-05
2.953337271,0.003942239,-0.000404141,0.00016222950000000002,0.00019891750000000001,0.00014273900000000002,0.0002264335,-0.00013929950000000002,0.0001605095,-3.495e-05
2.954209749,0.0039926185,-0.00041306899999999996,0.000164998,0.00020223799999999998,0.000147811,0.000229164,-0.000138645,0.0001586965,-3.495e-05
2.955082742,0.0039988485,-0.000405954,0.000161466,0.00019811,0.000145433,0.0002250215,-0.000136272,0.00015745750000000001,-3.55e-05
2.955956252,0.004078315,-0.0003839695,0.000147064,0.000183687,0.000147064,0.0002042875,-0.000113302,0.00013333049999999998,-3.145e-05
2.956830278,0.0042514760000000006,-7.72e-05,-1.145e-06,5.835e-05,9.725e-05,7.545e-05,-1.4299999999999999e-05,2.345e-05,-7.435e-06
2.957704821,0.0042655374999999995,-0.0001160265,1.655e-05,7.26e-05,0.000105167,8.745e-05,-2.115e-05,3.205e-05,-1.03e-05
2.958579882,0.004281864999999999,-0.000247338,7.94e-05,0.0001262395,0.0001268105,0.00014394750000000002,-6.51e-05,7.995e-05,-1.9999999999999998e-05
2.95945546,0.0043141555,-0.000294004,9.82e-05,0.00014215,0.000138724,0.0001569925,-6.96e-05,8.735e-05,-2.4e-05
2.960331557,0.004297339,-0.00028299,9.59e-05,0.000142636,0.000133507,0.000161464,-7.87e-05,9.47e-05,-2.28e-05
2.961208173,0.004292514,-9.92e-05,1.1949999999999999e-05,6.445e-05,0.0001003485,7.695e-05,-1.31e-05,2.28e-05,-7.41e-06
2.962085308,0.0042876925,-0.000165262,4.045e-05,9.23e-05,0.0001145435,0.000107705,-3.42e-05,4.73e-05,-1.48e-05
2.962962963,0.0042965435,-0.0002910305,9.9669e-05,0.0001452305,0.000135548,0.000162886,-7.805e-05,9.45e-05,-2.39e-05
2.963841138,0.004382222999999999,-0.0001804345,4.385e-05,9.565e-05,0.0001200995,0.0001081465,-3.245e-05,4.5549999999999996e-05,-1.535e-05
2.964719834,0.0036668485,5.235e-05,-4.7799999999999996e-05,1.705e-05,6.09e-05,4.095e-05,-2.845e-06,6.259999999999999e-06,-5.7e-07
2.965599051,0.003787475,4.205e-05,-4.435e-05,2.16e-05,6.65e-05,4.55e-05,-3.41e-06,7.96e-06,-1.14e-06
2.96647879,0.004349434,-0.000259091,8.24e-05,0.00012897750000000002,0.000132955,0.000144318,-6.02e-05,7.61e-05,-2.105e-05
2.96735905,0.00444793,-0.00024758,7.38e-05,0.000122087,0.0001334435,0.000135147,-5.11e-05,6.755e-05,-1.985e-05
2.968239834,0.004203531999999999,-0.00042903600000000004,0.0001719545,0.00021054549999999998,0.00015265949999999998,0.000239488,-0.0001458495,0.00016627949999999998,-3.52e-05
2.96912114,0.004231097,-0.000417438,0.0001633455,0.00020191300000000002,0.0001537035,0.0002280025,-0.00013328500000000002,0.000155405,-3.575e-05
2.97000297,0.0042410555,-0.00042739350000000004,0.000167783,0.0002068945,0.000157013,0.000231835,-0.000133773,0.0001558795,-3.63e-05
2.970885324,0.004151862500000001,-0.00044016849999999996,0.000181279,0.000220934,0.0001478555,0.00025719,-0.0001693825,0.000191476,-3.795e-05
2.971768202,0.0042071439999999995,-0.000446135,0.00018287000000000002,0.0002225015,0.000151731,0.0002570375,-0.000165319,0.000185135,-3.62e-05
2.972651605,0.004225014,-0.0004328555,0.000173142,0.000212184,0.000153904,0.000241607,-0.000147114,0.000170313,-3.73e-05
2.973535534,0.0043604815,-0.00040375899999999995,0.0001498545,0.000188873,0.0001611645,0.0002052725,-0.00010405,0.0001272345,-3.39e-05
2.974419988,0.0041951244999999995,-0.0004476005,0.0001865005,0.000226061,0.000147505,0.0002644915,-0.0001768925,0.000199499,-3.785e-05
2.975304969,0.0044134725,-0.0004066675,0.000150241,0.0001892135,0.000163232,0.000205028,-0.000102232,0.0001253895,-3.39e-05
2.976190476,0.004301902,-0.00043352099999999997,0.000172731,0.0002128085,0.000154668,0.000241597,-0.000146765,0.000168215,-3.555e-05
2.977076511,0.004620904,-0.000262327,7.845e-05,0.000128061,0.000140472,0.000140472,-5.19e-05,6.884999999999999e-05,-2.085e-05
2.977963073,0.004696522,-0.0002007155,4.795e-05,0.0001009215,0.000130804,0.000111634,-2.93e-05,4.4e-05,-1.58e-05
2.978850164,0.0043387375,-0.000447397,0.00017974750000000002,0.000219754,0.00015833550000000002,0.000250182,-0.000153828,0.00017636650000000002,-3.775e-05
2.979737783,0.0043564265,-0.00044431500000000003,0.000177951,0.000217934,0.000157678,0.00024834300000000004,-0.000152047,0.0001751355,-3.83e-05
2.980625931,0.004514229,-0.000393398,0.00014576550000000002,0.000187976,0.000158147,0.0002076735,-0.000109183,0.00013056949999999998,-3.205e-05
2.981514609,0.004511538000000001,-0.0003987885,0.0001479285,0.0001906755,0.0001603025,0.00021036200000000002,-0.000110243,0.000131617,-3.315e-05
2.982403817,0.0045706825,-0.000245651,7.475e-05,0.000125917,0.0001354735,0.000141095,-5.62e-05,7.255e-05,-2.02e-05
2.983293556,0.004402789000000001,-4.045e-05,-1.4599999999999999e-05,5.055e-05,9.325e-05,6.965e-05,-1.1799999999999999e-05,1.91e-05,-5.615e-06
2.984183826,0.0045708465,-0.0002644475,8.59e-05,0.0001364345,0.0001364345,0.000154963,-6.905e-05,8.535e-05,-2.19e-05
2.985074627,0.004556335,-0.000155993,3.425e-05,9.035e-05,0.00011839749999999999,0.00010493,-2.92e-05,4.205e-05,-1.35e-05
2.98596596,0.0042328435,8.975e-06,-3.305e-05,3.42e-05,7.905e-05,5.61e-05,-6.73e-06,1.1750000000000001e-05,-2.24e-06
2.986857826,0.004661866,-0.00021913800000000002,6.39e-05,0.000117696,0.00013058649999999998,0.000134509,-5.16e-05,6.67e-05,-1.8500000000000002e-05
2.987750224,0.0040250254999999995,2.6300000000000002e-05,-3.865e-05,2.745e-05,7.17e-05,5.04e-05,-5.04e-06,9.53e-06,-1.68e-06
2.988643156,0.004560015,-0.00020096300000000002,5.655e-05,0.000111957,0.000125952,0.00013043,-5.095e-05,6.549999999999999e-05,-1.79e-05
2.989536622,0.0034937730000000004,7.66e-05,-5.485e-05,1.0075000000000001e-05,5.315e-05,3.58e-05,-1.12e-06,4.475e-06,5.6e-07
2.990430622,0.0034441595,7.495e-05,-5.48e-05,1.065e-05,5.2000000000000004e-05,3.525e-05,-1.12e-06,4.47e-06,5.6e-07
2.991325157,0.004618337,-0.00013466649999999998,2.46e-05,8.49e-05,0.0001145505,0.000102816,-3.02e-05,4.19e-05,-1.23e-05
2.992220227,0.0047685895,-0.0002931855,9.665e-05,0.00014910550000000002,0.0001451965,0.0001680925,-7.71e-05,9.495e-05,-2.4050000000000002e-05
2.993115834,0.004772433499999999,-0.00020706,5.69e-05,0.000114971,0.0001300405,0.000133947,-5.25e-05,6.645e-05,-1.79e-05
2.994011976,0.0047322054999999995,-0.00023370999999999998,7.03e-05,0.000126616,0.000132752,0.000146696,-6.415e-05,7.92e-05,-1.955e-05
2.994908655,0.0048319425,-0.00025475249999999997,7.69e-05,0.000130442,0.0001421485,0.000146051,-5.63e-05,7.305e-05,-2.12e-05
2.995805872,0.004950499,-0.000141506,2.175e-05,8.415e-05,0.000123679,9.973999999999999e-05,-2.175e-05,3.455e-05,-1.17e-05
2.996703626,0.0045783895,-0.0004788295,0.000195429,0.00023830150000000002,0.0001642495,0.0002750485,-0.000175942,0.00020099700000000001,-4.12e-05
2.997601918,0.004868892,-0.000380608,0.0001318775,0.0001775055,0.0001669335,0.0001919735,-8.625e-05,0.000109063,-3.06e-05
2.99850075,0.004805357499999999,-0.0004070735,0.000151262,0.0001974195,0.0001629405,0.000220776,-0.000120676,0.0001429205,-3.34e-05
2.99940012,0.0049819925,-0.000251212,7.34e-05,0.000130608,0.000142835,0.00014839250000000002,-5.89e-05,7.505e-05,-2.11e-05
3.00030003,0.0047907085,-7.500000000000001e-05,-2.7749999999999997e-06,6.44e-05,0.00010609000000000001,8.385e-05,-1.725e-05,2.67e-05,-7.2249999999999994e-06
3.00120048,0.004198306,4.94e-05,-4.715e-05,2.33e-05,7.05e-05,4.77e-05,-3.33e-06,7.77e-06,-5.55e-07
3.002101471,0.004333926,2.9399999999999996e-05,-4.16e-05,2.885e-05,7.6e-05,5.325e-05,-4.44e-06,9.435e-06,-1.665e-06
3.003003003,0.0049096105,-0.000250609,7.925e-05,0.0001369475,0.00013805650000000002,0.0001602345,-7.43e-05,8.98e-05,-2.11e-05
3.003905077,0.0052047745,-0.0002299565,5.925e-05,0.000115255,0.00014406899999999998,0.0001257835,-3.44e-05,5.045e-05,-1.715e-05
3.004807692,0.0050299765,-0.000294057,9.3e-05,0.000147859,0.00015173550000000002,0.00016558,-7.035e-05,8.915e-05,-2.44e-05
3.005710851,0.0047779035,-0.0005041895,0.000204775,0.0002507115,0.0001732285,0.000290006,-0.00018540450000000002,0.000206989,-4.04e-05
3.006614552,0.004865742,-0.00045908449999999996,0.0001775495,0.000221799,0.000173125,0.000248901,-0.00014215,0.00016538099999999998,-3.705e-05
3.007518797,0.0049993534999999995,-0.0003637305,0.000128245,0.000179101,0.0001608595,0.0002006595,-0.000101159,0.0001221645,-2.99e-05
3.008423586,0.004998004,-0.0004137845,0.000142532,0.0001839655,0.0001806505,0.0001894895,-7.345e-05,9.9423e-05,-3.37e-05
3.00932892,0.0049038985,-0.00043562,0.0001639785,0.000209804,0.00017170800000000002,0.000232993,-0.000126435,0.00014907149999999998,-3.475e-05
3.010234798,0.0047525169999999995,-3.53e-05,-1.825e-05,5.19e-05,9.875e-05,7.28e-05,-1.1e-05,1.88e-05,-5.52e-06
3.011141223,0.003926890000000001,8.215e-05,-5.905e-05,1.3199999999999999e-05,6.07e-05,4.08e-05,-2.205e-06,5.5150000000000006e-06,5.5e-07
3.012048193,0.004257402,-4.405e-06,-2.425e-05,4.465e-05,8.325e-05,6.995e-05,-1.65e-05,2.365e-05,-5.51e-06
3.01295571,0.0048243525,-0.0001476115,3.415e-05,9.855e-05,0.0001189705,0.000121724,-4.685e-05,5.895e-05,-1.43e-05
3.013863773,0.005271718999999999,-0.000304953,9.03e-05,0.0001403665,0.0001612835,0.000146421,-4.345e-05,6.28e-05,-2.2e-05
3.014772385,0.0051475145,-0.00029926750000000004,9.845e-05,0.0001567855,0.0001518345,0.000180441,-8.525e-05,0.00010342350000000001,-2.475e-05
3.015681544,0.004514349,5.2799999999999996e-05,-5.1699999999999996e-05,2.53e-05,7.755e-05,5.28e-05,-3.85e-06,9.35e-06,-1.1e-06
3.016591252,0.005248454,-0.0001741795,3.575e-05,9.835e-05,0.0001351675,0.00011208999999999999,-2.695e-05,4.07e-05,-1.375e-05
3.017501509,0.005110751,-0.00040525800000000003,0.000142774,0.000190548,0.0001751725,0.000207022,-9.715e-05,0.0001197105,-3.235e-05
3.018412315,0.004904612,-0.0005114799999999999,0.00020799449999999998,0.00025354450000000003,0.000177262,0.000291412,-0.0001838475,0.00021073849999999998,-4.39e-05
3.019323671,0.005061255000000001,-0.00046729400000000004,0.000176606,0.000222678,0.000182091,0.00024516450000000003,-0.000131632,0.000156862,-3.84e-05
3.020235578,0.005233054500000001,-0.000394658,0.00013813,0.000188559,0.000173211,0.000208292,-0.0001003285,0.0001233305,-3.18e-05
3.021148036,0.0052622145,-0.000408663,0.00013749900000000002,0.00018460999999999998,0.00018460999999999998,0.000193923,-7.67e-05,0.0001024395,-3.345e-05
3.022061046,0.004919601500000001,-0.0005250275,0.0002184425,0.0002655245,0.000173002,0.000310965,-0.0002085875,0.0002359615,-4.545e-05
3.022974607,0.005028246,-0.000519786,0.00021065,0.0002577045,0.0001811045,0.00029436299999999996,-0.00018384,0.0002084615,-4.27e-05
3.023888721,0.005259788499999999,-0.000115924,1.092e-05,8.035e-05,0.00012522,9.84e-05,-2.025e-05,3.225e-05,-1.037e-05
3.024803388,0.0047314395,4.8100000000000004e-05,-4.92e-05,2.895e-05,8.2e-05,5.625e-05,-4.9149999999999995e-06,1.037e-05,-1.09e-06
3.025718608,0.0044287405,7.645e-05,-5.845e-05,2.025e-05,7.155e-05,4.8650000000000003e-05,-3.28e-06,7.1e-06,0.0
3.026634383,0.005070675,-9.115e-05,3.82e-06,7.42e-05,0.0001168055,9.445e-05,-2.07e-05,3.22e-05,-9.82e-06
3.027550711,0.005296712,-0.000413482,0.0001500095,0.0002034675,0.0001761935,0.00022692399999999998,-0.0001172805,0.0001391005,-3.325e-05
3.028467595,0.00457662,6.65e-05,-5.725e-05,2.29e-05,7.685e-05,5.23e-05,-3.815e-06,8.72e-06,-5.45e-07
3.029385035,0.0050505745,-5.83e-05,-7.63e-06,6.705e-05,0.0001078765,9.26e-05,-2.455e-05,3.435e-05,-8.174999999999999e-06
3.03030303,0.0054716805,-0.0003512025,0.000116523,0.00017424,0.000170973,0.0001932975,-8.6e-05,0.0001072665,-2.83e-05
3.031221582,0.0054836015,-0.00012788,1.31e-05,8.49e-05,0.000131145,0.00010393650000000001,-2.125e-05,3.425e-05,-1.09e-05
3.032140691,0.005203463,-0.0005231744999999999,0.000208291,0.0002566925,0.000186537,0.0002914985,-0.000177836,0.000204484,-4.405e-05
3.033060358,0.005256833000000001,-0.0005353574999999999,0.0002092515,0.0002581675,0.0001983815,0.00028914800000000003,-0.0001657705,0.00019349,-4.7249999999999997e-05
3.033980583,0.0055317535,-0.000211841,4.89e-05,0.0001124385,0.0001488315,0.0001249315,-3.095e-05,4.67e-05,-1.685e-05
3.034901366,0.005437740999999999,-0.000126484,1.41e-05,8.58e-05,0.000130827,0.00010477,-2.17e-05,3.525e-05,-1.19e-05
3.035822708,0.0053557755,-0.000491525,0.0001849995,0.0002338265,0.000192053,0.00025824,-0.0001383435,0.000163842,-4.065e-05
3.03674461,0.0052077585,-0.0005481565,0.000224468,0.00027380700000000004,0.000186514,0.000316098,-0.000203864,0.000230974,-4.605e-05
3.037667072,0.005347106,-0.0005337355,0.00020645,0.00025521750000000003,0.000202115,0.0002828525,-0.0001565985,0.000185317,-4.605e-05
3.038590094,0.005386639,-0.0004825065,0.000183039,0.00023286,0.000187371,0.000261019,-0.000145131,0.000172208,-4.01e-05
3.039513678,0.0056804875,-0.000295498,8.280000000000001e-05,0.000142337,0.000169397,0.000153702,-4.705e-05,6.765e-05,-2.325e-05
3.040437823,0.005333038,-0.0005457439999999999,0.000217973,0.000267734,0.0001941745,0.0003039725,-0.000184439,0.0002109415,-4.49e-05
3.04136253,0.005475743,-0.0004243295,0.000150272,0.0002027055,0.000182705,0.0002237865,-0.0001097315,0.0001345965,-3.46e-05
3.0422878,0.005511849,-3.945e-05,-2.215e-05,5.94e-05,0.0001150665,8.375e-05,-1.19e-05,2.16e-05,-6.48e-06
3.043213634,0.0057098745,-0.00020677800000000002,4.86e-05,0.000118236,0.000150629,0.000136592,-4.155e-05,5.775e-05,-1.84e-05
3.04414003,0.0058590955,-0.00022068050000000002,5.125e-05,0.0001203225,0.00015647300000000002,0.000136509,-3.725e-05,5.5049999999999996e-05,-1.78e-05
3.045066991,0.0055363035,-0.0005392330000000001,0.0002113795,0.0002631455,0.0001984375,0.000296039,-0.00017363250000000002,0.0002000555,-4.365e-05
3.045994517,0.0055302375,-0.000520043,0.000200472,0.00025166800000000003,0.0001967,0.00028130799999999997,-0.000159516,0.000187539,-4.31e-05
3.046922608,0.0057536094999999995,-0.000109331,3.7700000000000003e-06,8.19e-05,0.0001330285,0.0001017905,-1.83e-05,3.12e-05,-1.0245000000000001e-05
3.047851265,0.0057231915000000005,-0.000293883,8.5e-05,0.00014748,0.0001690095,0.000163089,-5.71e-05,7.695e-05,-2.48e-05
3.048780488,0.0054545085,-0.0005529815,0.00022000900000000001,0.000270036,0.00019903,0.000304463,-0.000181817,0.000209789,-4.63e-05
3.049710278,0.0056366525,-0.0005343665,0.0002037475,0.000254819,0.00020536,0.000281698,-0.0001532135,0.000181706,-4.465e-05
3.050640635,0.005883579999999999,-0.000358355,0.000107453,0.00016494,0.0001864305,0.000174611,-5.7e-05,8.005e-05,-2.79e-05
3.051571559,0.00555246,-0.0005541185,0.000217459,0.000269005,0.000204036,0.000302295,-0.000177189,0.000207794,-4.83e-05
3.052503053,0.0054975575,-0.0005784645000000001,0.0002366445,0.0002886955,0.0001980085,0.00033108750000000004,-0.0002108875,0.00023825449999999998,-4.775e-05
3.053435115,0.00565884,-0.000548616,0.0002086135,0.000259024,0.000212367,0.0002847655,-0.00015176749999999998,0.00018179950000000002,-4.72e-05
3.054367746,0.005474768,-0.0005847255000000001,0.000243323,0.00029531049999999997,0.000192943,0.000346762,-0.000232604,0.000262081,-5.04e-05
3.055300947,0.005614972,-0.0005608010000000001,0.0002190715,0.000271027,0.0002072875,0.000303165,-0.0001751495,0.000204609,-4.765e-05
3.056234719,0.0057137839999999995,-0.0005299465,0.000199131,0.00025052,0.000207696,0.000275144,-0.00014399550000000001,0.0001729015,-4.39e-05
3.057169061,0.0057643239999999995,-0.000538182,0.00020008,0.000250902,0.000216129,0.000271766,-0.000134813,0.00016584100000000001,-4.71e-05
3.058103976,0.005930817,-0.000307956,9.57e-05,0.000163601,0.0001694825,0.00018766049999999998,-8.13e-05,0.00010104800000000001,-2.515e-05
3.059039462,0.005236851,6.625e-05,-5.9850000000000005e-05,2.9400000000000003e-05,9.03e-05,6.195e-05,-5.34e-06,1.175e-05,-1.6049999999999999e-06
3.05997552,0.0051327235,8.060000000000001e-05,-6.35e-05,2.565e-05,8.49e-05,5.765e-05,-4.27e-06,9.62e-06,-5.35e-07
3.060912152,0.005986648,-0.000144089,2.0799999999999997e-05,9.555e-05,0.000142488,0.000113671,-2.295e-05,3.735e-05,-1.225e-05
3.061849357,0.0059323165,-0.000483204,0.000173868,0.0002298685,0.000205335,0.0002517355,-0.000122668,0.000149868,-3.9999999999999996e-05
3.062787136,0.005769313999999999,-0.000553266,0.000214804,0.000267572,0.000206808,0.000299552,-0.000171097,0.000199879,-4.53e-05
3.06372549,0.006136529,-0.00036062750000000004,0.00010813500000000001,0.0001699265,0.000191767,0.000181113,-5.915e-05,8.365e-05,-2.88e-05
3.064664419,0.0060097945,-0.000455699,0.000162902,0.000222526,0.000198037,0.000248079,-0.000124572,0.0001495925,-3.675e-05
3.065603924,0.005928967,-2.18e-05,-3.0850000000000004e-05,5.8e-05,0.000119707,8.62e-05,-1.115e-05,2.075e-05,-5.85e-06
3.066544005,0.0060917565,-0.000371131,0.000118039,0.000181843,0.00018822400000000002,0.0001999215,-8.08e-05,0.0001042145,-2.98e-05
3.067484663,0.0059339205,-0.0004883385,0.000179075,0.000235933,0.00020033049999999998,0.000263033,-0.000139222,0.000166853,-3.985e-05
3.068425898,0.006240416,-0.00014444650000000001,1.435e-05,9.505e-05,0.000149757,0.000114708,-2.12e-05,3.61e-05,-1.22e-05
3.06936771,0.006078961,-0.0005169294999999999,0.000187878,0.000244135,0.00021494500000000002,0.0002680175,-0.000133213,0.00016187200000000002,-4.3e-05
3.070310101,0.0058455655,-0.0005935199999999999,0.00023708950000000001,0.0002906605,0.00021163049999999999,0.00032938,-0.0001999615,0.0002301945,-5.04e-05
3.071253071,0.006195537500000001,-0.000471238,0.000162734,0.000220512,0.00020938,0.000239065,-0.000108136,0.00013517,-3.82e-05
3.072196621,0.006082074,-0.0005138585,0.000184353,0.000239448,0.000216139,0.000260108,-0.000123962,0.0001536275,-4.24e-05
3.07314075,0.0058300365,-0.0006194285,0.0002557125,0.0003118315,0.00020700550000000002,0.000364245,-0.00024088849999999998,0.0002726545,-5.345e-05
3.07408546,0.0062587295,-0.00033862400000000004,9.79e-05,0.000163492,0.000189947,0.00017672,-5.61e-05,7.99e-05,-2.75e-05
3.07503075,0.0061940725,-0.000138539,1.745e-05,0.000101525,0.0001475285,0.000126906,-3.435e-05,4.915e-05,-1.425e-05
3.075976623,0.0056681555,5.285e-05,-5.7600000000000004e-05,3.7500000000000003e-05,0.000100381,7.03e-05,-6.34e-06,1.37e-05,-2.11e-06
3.076923077,0.005571191,6.865e-05,-6.235e-05,3.27e-05,9.615e-05,6.6e-05,-5.28e-06,1.215e-05,-1.585e-06
3.077870114,0.0061784275,-0.00011875500000000001,1.005e-05,9.5e-05,0.00014250599999999998,0.0001198105,-3.01e-05,4.38e-05,-1.27e-05
3.078817734,0.006182537,-4.905e-05,-2.1600000000000003e-05,6.91e-05,0.0001302865,9.65e-05,-1.53e-05,2.6349999999999997e-05,-7.91e-06
3.079765938,0.006411204,-0.0004359535,0.00014496650000000002,0.00020927899999999999,0.00020769750000000002,0.000227729,-9.645e-05,0.0001233535,-3.5300000000000004e-05
3.080714726,0.0062123295000000005,-0.0005505325,0.000199667,0.0002555105,0.00022653499999999999,0.0002760565,-0.000133287,0.0001643695,-4.585e-05
3.081664099,0.0059120825000000005,-0.0006370670000000001,0.000269569,0.000325378,0.0002037555,0.0003859255,-0.000267463,0.000301159,-5.635e-05
3.082614057,0.0061983625,-0.0005730065,0.00021415399999999998,0.000269929,0.00022678200000000003,0.0002957115,-0.00015311749999999999,0.00018521450000000001,-4.79e-05
3.083564601,0.0064548385,-0.000475371,0.00016038499999999998,0.00022138399999999998,0.000218755,0.000236634,-9.835e-05,0.000127782,-3.89e-05
3.084515731,0.006403561,-0.00046772000000000003,0.000161863,0.0002254515,0.0002107365,0.00024910000000000004,-0.00011719249999999999,0.000143995,-3.78e-05
3.085467448,0.0065135805,-0.000406508,0.000123423,0.000186973,0.00020955650000000002,0.0001969515,-6.46e-05,9.19e-05,-3.26e-05
3.086419753,0.0061783624999999995,-0.0006183085000000001,0.000244594,0.000301281,0.000223599,0.0003385475,-0.000200504,0.000232522,-5.14e-05
3.087372646,0.0065632455,-0.0001683825,2.255e-05,0.00010596,0.00016156299999999998,0.000126418,-2.57e-05,4.195e-05,-1.47e-05
3.088326127,0.006556048,-0.0003176845,8.81e-05,0.000159891,0.0001908205,0.000175618,-5.45e-05,7.755e-05,-2.62e-05
3.089280198,0.0062381780000000005,-0.0005993515,0.000233663,0.000290245,0.000222661,0.000326395,-0.000189655,0.00022213700000000002,-5.03e-05
3.090234858,0.00637831,-0.000496358,0.0001733065,0.00023404250000000001,0.0002151935,0.0002549855,-0.000120425,0.0001481745,-3.98e-05
3.091190108,0.006583149999999999,-0.0002108745,4.24e-05,0.000122443,0.0001705835,0.0001407575,-3.35e-05,5.18e-05,-1.78e-05
3.092145949,0.0067103375,-0.000369194,0.000106679,0.000173615,0.000203946,0.000184597,-5.54e-05,8.055e-05,-2.82e-05
3.093102382,0.0062656245,-0.000652223,0.00026444299999999995,0.000322976,0.0002273375,0.000368966,-0.000230473,0.000262875,-5.49e-05
3.094059406,0.0065046145,-0.000536393,0.000192203,0.000252789,0.000226152,0.0002757695,-0.000133707,0.000163477,-4.39e-05
3.095017023,0.006638912,-0.000523534,0.000182167,0.000243759,0.00023018799999999999,0.00026254999999999996,-0.000116921,0.000148239,-4.3299999999999995e-05
3.095975232,0.00629782,-0.000665619,0.0002738635,0.0003328095,0.0002258725,0.0003839305,-0.00024726,0.0002796015,-5.58e-05
3.096934035,0.0066713585,-0.0005286205,0.000183505,0.0002455425,0.0002325095,0.00026274649999999996,-0.0001162545,0.0001480555,-4.325e-05
3.097893432,0.0066370084999999995,-0.000525167,0.000184434,0.000246433,0.000228198,0.000267794,-0.00012451900000000002,0.000154737,-4.2199999999999996e-05
3.098853424,0.006568333,-0.0005930505000000001,0.000225974,0.0002868925,0.0002337835,0.00031865400000000003,-0.0001733855,0.0002082705,-5.1e-05
3.099814011,0.0067734449999999995,-0.000541168,0.0001909695,0.000254973,0.00023572049999999998,0.0002773485,-0.000128007,0.000160269,-4.58e-05
3.100775194,0.006624678,-4.1099999999999996e-05,-2.655e-05,7.075e-05,0.000137288,0.000100863,-1.5100000000000001e-05,2.705e-05,-7.8e-06
3.101736973,0.0063420065000000005,4.155e-05,-5.6649999999999995e-05,4.625e-05,0.0001164145,8.105e-05,-8.32e-06,1.715e-05,-3.12e-06
3.102699348,0.0068579785,-0.00028618199999999995,7.17e-05,0.000148545,0.0001900955,0.0001636065,-4.26e-05,6.44e-05,-2.29e-05
3.103662322,0.0065365755,-0.0006358535,0.00024759399999999996,0.000306767,0.00023617400000000002,0.0003425825,-0.000195687,0.000228388,-5.24e-05
3.104625893,0.0067524655,-0.000541567,0.000186747,0.000246921,0.0002381025,0.00026300200000000003,-0.000112048,0.00014472900000000002,-4.46e-05
3.105590062,0.0064771394999999996,-0.0006874245,0.0002835755,0.00034526800000000003,0.000231215,0.0003981465,-0.0002586915,0.00029083349999999995,-5.6e-05
3.106554831,0.0065275175,-0.000677154,0.000274074,0.0003352095,0.000236771,0.000385465,-0.000241952,0.0002777005,-5.91e-05
3.107520199,0.006947521,-0.0004240585,0.000126855,0.000193648,0.0002216085,0.000203486,-6.32e-05,9.114999999999999e-05,-3.31e-05
3.108486167,0.006802974,-0.000526769,0.000186284,0.000251483,0.0002271625,0.0002758035,-0.000133503,0.0001645505,-4.24e-05
3.109452736,0.0068938975,-0.00050679,0.000167551,0.000231675,0.0002347785,0.000245638,-9.669999999999999e-05,0.00012824899999999998,-4.085e-05
3.110419907,0.0067707445,-0.000626892,0.000233599,0.000294582,0.00024858599999999997,0.000323007,-0.000166413,0.0002015565,-5.27e-05
3.111387679,0.006537728,-0.00070036,0.000292333,0.0003548285,0.0002288045,0.000417324,-0.0002825195,0.000318158,-6.0400000000000004e-05
3.112356054,0.0069233674999999995,-0.0004975864999999999,0.0001641415,0.0002286625,0.000235373,0.000242083,-9.24e-05,0.000124913,-4.13e-05
3.113325031,0.0071625379999999995,-0.000253281,5.415e-05,0.000138763,0.00018983150000000001,0.000156818,-3.71e-05,5.83e-05,-2.06e-05
3.114294612,0.0070456945,-0.0004706755,0.000149503,0.0002170365,0.000231987,0.000229925,-8.3e-05,0.000113416,-3.865e-05
3.115264798,0.006655418,-0.0007027394999999999,0.0002885145,0.0003513695,0.00023854,0.0004085575,-0.000266361,0.0003029405,-6.13e-05
3.116235587,0.006913348,-0.0006194055,0.000230668,0.000293999,0.000247659,0.000322832,-0.000167852,0.0002018345,-5.15e-05
3.117206983,0.007125671,-0.000134301,6.174999999999999e-06,0.000101369,0.00016517449999999998,0.0001255535,-2.2100000000000002e-05,3.805e-05,-1.285e-05
3.118178983,0.0067828574999999995,-8.23e-05,-6.6849999999999995e-06,8.95e-05,0.0001481015,0.0001172475,-2.315e-05,3.7e-05,-1.13e-05
3.119151591,0.0056130534999999995,0.0001449255,-8.889999999999999e-05,1.5949999999999998e-05,8.48e-05,5.7050000000000004e-05,-3.085e-06,8.22e-06,1.03e-06
3.120124805,0.005573601,0.000123778,-8.015e-05,2.0549999999999998e-05,8.63e-05,5.91e-05,-3.595e-06,8.73e-06,0.0
3.121098627,0.006379567500000001,8.825e-05,-6.984999999999999e-05,3.54e-05,0.000104196,7.135e-05,-5.13e-06,1.08e-05,0.0
