PC,n,data_min,data_max,IQR,std,FD_width,FD_bins,Scott_width,Scott_bins,Sturges_bins,recommended_rule,recommended_bins,recommended_width
PC1,888,-37.00389617141747,69.83818017342443,38.93898350294999,22.465016977902735,8.102336646699463,14,8.180323403954429,14,11,FD,14,7.631576881774421
PC2,888,-11.154532182281976,11.731738049255314,3.364914881146815,3.3192541668181126,0.7001639668502063,33,1.2086602280872323,19,11,FD,33,0.6935233403496148
PC3,888,-7.998951813149911,9.156787353947935,2.6457181913396166,2.1681371420866387,0.5505151272607408,32,0.7894969776270332,22,11,FD,32,0.5361168489718077
