file_index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
1,10.717171662568305,2.2481662839715715,0.393660817407195,1.4862734886779205,-0.7046289786984248,-1.0058336604697842,-1.2809375700113874,-0.1914815611166112,0.3950437548924108,0.4061009296108022,-0.25188394092870836,0.13301416956976794,0.6895452790648623,0.1700750205332042,-0.40622122755485585,-0.057502579640723396,-0.5425634941611823,0.04513424783313763,-0.6239884249898231,-0.2829683268892156,0.2436870981261971,-0.146988845618783,0.20245225281903745,0.06132345939604841,0.006431716049299405,-0.15268319673509168,-0.056612412015279924,-0.0004974991296491642,-0.12067680506863233,-0.07514032238444747,-0.02515691927384041,-0.02253494454397379,-0.10354424935407268,-0.028376358102123172,0.040872158716048906,-0.1006795946827691,-0.058201994299613515,0.11517945183095386,0.03878959608935053,0.01979100862366612,-0.006900816206642442,0.017483676571125095
2,11.514000413344421,3.0342622899071108,1.6687528194123633,1.7889246149479374,-1.0410531645094177,0.021398901483290822,-0.33861458080799034,0.16942901234892546,-0.5714742472305543,-0.6133396795430984,0.04687890170355514,-0.16777777304435684,0.053231037997965296,0.23250707292323566,-0.3035731195284923,-0.6003346173818211,0.4519086380549364,0.0633718830866208,0.18342486407041297,-0.2682322896536771,0.10587768214380631,0.04268053460490609,0.2639081190227278,-0.00010599087351009049,-0.2904661523714113,-0.24200247453738866,0.05288523565567593,0.14637043948265918,0.022023494127897655,-0.13852397681685627,0.01896833927672993,-0.07164534347602405,-0.021442877412463906,0.09979539105141118,0.04691286335498066,0.04549900438218647,0.1000845298033332,0.0507375879129545,0.0001962931533376452,-0.03633689966594863,-0.006973431305563761,-0.010954145933013505
3,7.72455200794885,-2.0644600897798995,-0.9818326705980157,-1.438402591075373,0.6090958139345557,1.0078222056034456,-1.3565694329017493,1.359475621238732,1.4704168129227275,1.5013545301998172,-0.3830979601913193,0.13767934778153024,-1.0151336426604138,0.04511117803053566,-0.7302982474856692,-0.06729932974063449,-0.0007051702638847332,-0.5129709340763868,-0.007570437313935469,-0.40359128767779157,0.24458084910673714,0.24569936351349939,-0.04767471572357853,0.2179860215748932,0.14823762587755693,0.20086479553940628,-0.16047017657869803,0.25441618199182553,0.037084391174118124,-0.025350201492165308,0.03476479827958188,0.010324091721483195,-0.04929343374100801,0.14077461342356487,-0.08027110192132011,0.025399604320397336,-0.08580539648844428,-0.003691660284692199,-0.042241099108770046,-0.030915056251256182,0.009645018758906032,-0.0379422665700176
4,1.2103563533781605,-1.9321595594143859,0.15064539067879051,0.4795831549870068,-0.6133958066660341,0.18296376397670344,-0.12444132893993481,0.17514768302574193,-0.2843924774640407,0.01697498185215797,0.43786581198150326,0.153439464851669,0.010019813474281315,0.16379199343773884,0.28194501661857496,0.05726190078257212,0.044566598452695956,0.03881248321374809,-0.032558570871343916,-0.013326677742979237,0.006270053217112831,0.02267580710134555,0.01642344069658363,-0.10475966655663116,0.039883377602683574,0.05558461762424831,-0.06900308769918091,-0.035015507753443954,-0.052822770238646746,0.05483280125788363,-0.0008809366267393295,0.005329612895786479,-0.039085087907383645,0.027426758593042323,-0.027720851221969232,0.006842505307539889,-0.04643050302962724,0.0110431832706056,-0.006350576970329906,0.0028929615710127274,0.011790425081123863,0.030732891947892426
5,8.835767879491668,-0.3483210863165769,-1.2093755577114582,2.821949770705802,0.7880008901033608,-0.11464405812804963,0.7007478674729262,0.5407524621912385,1.2465087931672418,0.02107896442042325,0.14898459110344112,-0.1255892547127061,0.21265382523363302,0.12906208749304351,-0.17986653981198147,-0.24843857987110082,-0.14263258510497973,0.2982714034076118,-0.13812645810177315,-0.11264906567276631,-0.1959787617294327,-0.17319427450651242,0.2018550012145088,-0.08657352624448653,0.0873362595747999,-0.003154898669120931,-0.07184136719285462,0.027118729025381934,0.07238521270164355,0.04465965651461161,0.05603231227255003,0.006310489840220617,-0.05383029269372336,-0.03925749712671238,0.04397611922136329,-0.10790544139624197,-0.08378022381577468,0.008352374451488814,0.007999689157136359,-0.01997682111825245,-0.01677527419749743,0.033696531469418534
6,9.8795257210253,0.47512012848939,2.119773873737281,1.0233556637217247,1.0031200789782693,-1.2550978005971745,-1.0658899986010648,-1.068211373671837,-0.4341205354326833,0.5573072177606712,0.0731014695029292,-0.49520219933200943,-0.30427646902769884,-0.2276328407122921,0.251151199565323,-0.37173136338290086,-0.22050468271921525,0.23900453319532106,-0.17337717744489278,0.012992072796316924,-0.02817113831080478,0.16255441784131341,-0.12733088326177894,-0.00010197538523051883,-0.0010140682798143812,0.049616065818607315,0.07644521590132493,0.14186204535731436,0.06083732372191822,0.15252876339901833,-0.09852099781669205,0.052155889895439865,0.1012346048060088,0.06968334417389961,0.015439679249753833,0.06362388875610622,0.06923023193518187,-0.04347661101562291,-0.03694550142358279,0.0618560563512631,0.002705175142630411,0.01822185642240576
7,7.370478184905693,-2.445894131401322,0.14399857557030787,-0.3201807615770468,-0.5288003923348613,0.7339120016250974,-0.34421083411904907,0.14667121393231614,0.24674447667312902,-0.19201156658652485,-0.333747372917477,0.02062183718324957,-0.08482723647468067,0.15697736732303252,0.09761580053827122,0.13077073387526372,-0.08411602712040478,0.04332446624928068,0.10975059938198069,-0.05172271450396417,0.12232611800486878,-0.06700421146729427,0.062210893139862077,0.018373335605409487,0.16521705841550158,-0.13213066891709124,-0.013783016247254393,-0.05135928602571416,0.07845798843624587,-0.02740618941385552,-0.030551419844825338,0.0203182909067393,-0.018676193971555715,0.02412377945245257,0.04355352778962713,-0.0345078880763984,0.00045397231210689374,-0.04338907903935978,0.006766111477496363,0.013048861637444965,0.028623673071764957,-0.01587701552863198
8,11.541168795579681,5.079347055938688,2.6968043400771746,-0.08469348634607282,0.41228332617163854,0.4965370266377028,0.29862482214465036,-0.10029534834927056,-0.5199892579796018,0.5590136654407084,-0.20729106988928137,-0.3686690936368689,0.0960036742225397,0.18361710128602257,-0.32757210519088964,0.29482393120576506,0.3764386503423227,0.1681036639096489,0.3272157072139036,0.008562711422380775,-0.1572259261196032,0.2460410975922581,0.03309605135549714,-0.10162403366165594,-0.025968016775320738,0.012431996792640346,0.07445795587593261,0.054231673600740625,0.04731740266291732,-0.0537745205035921,0.014183135795107134,0.04340694115784201,-0.05527470681656689,0.01492869876201585,0.015190240021223864,-0.03317039272000879,-0.01277452545099889,0.014648276146043424,0.02469694277270318,0.02275022750976453,0.009221721067435875,-0.00872856267309399
9,8.145709657916605,-0.18865603081209892,2.3129073192082803,-1.4811824926965387,0.7397590397406812,1.9469063825106372,0.8508396155255131,0.4707218276544982,0.8021988417007092,-1.2342459822913892,-0.6139420362379157,0.8328252795138597,0.008823638027478835,0.3983636215629724,0.07621723454122924,0.1832592232263396,0.0630225303818771,0.1549021533492218,-0.11678063297310484,-0.08284591572151548,-0.05631289135286794,0.10285877055365773,-0.10067095974279071,0.024136261737338474,-0.01794407291254647,-0.07836160201002147,-0.1260082378844168,-0.08934964861819616,-0.0684415259560739,-0.052819962194814996,-0.0188581967036756,-0.02840320575117858,0.08865890052537904,0.09562032976579787,0.01898210162885265,0.03161987242784903,0.03275078003149897,0.039514947614166525,-0.025967057714511757,0.03988376127918291,-0.010626440200303566,-0.008307187768991642
10,7.959018368476978,1.924008173111774,2.2331278058453163,-0.12751692803466463,-0.011658353100476375,-0.6434562596348901,-0.8850138896988266,-0.02019042619563863,-0.2557312716925177,0.2684841177297543,-0.01185085803176668,-0.3410346575584697,-0.27356761218723097,0.23666673491833196,-0.10788105568307572,0.18898237978238938,0.11095103541951566,0.24388026073173877,0.05437967834174675,0.05745266585094317,-0.013593187216248533,-0.1390625223639994,0.27099823066743256,0.09877083805048842,0.007011463950944643,0.07311567946286658,0.014070200894086098,-0.16831941984277293,-0.00574790409642146,-0.02962403426050584,0.06352320561492072,-0.07900059131722077,0.12322515995034135,-0.020176799296167516,0.06329139257908618,-0.040647778175205165,0.02637141378024985,-0.011003810305491385,-0.04108571397856627,-0.010627266087262471,0.01800438908261446,-0.02882972980988733
