H_first21,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
0.066,-0.1602419450096874,-0.003311592653271624,0.14350420687930748,0.16719965392462358,-0.21162006987499993,0.08992130944831064,-0.14883006642475302,-0.06455237271633418,0.22427609877198354,0.11327596020341761,-0.09293360969373278,0.029134651411682304,-0.12061868863408721,0.13871292568161858,-0.020102119474058183,-0.12955179965008345,0.005234452110421783,0.14216289720794956,-0.15967392540846426,0.1744991888964897,-0.1524987494295293,0.06616521917293448,0.1594062990306097,0.08149633223596275,-0.1539614111198247,0.12631007501147196,-0.13921489669274012,-0.22735553596160318,0.3817366022876444,-0.14405767828802,-0.21164981850801023,0.3476553126456549,-0.15527759588362583,0.1498134481305942,0.16343587891655548,0.2025675273123945,-0.16480865029887076,0.013936882123718318,0.018292602023705556,0.006135195160848761,-0.043705699810382914,-0.017569165076130974
0.1,-0.15968512178871572,-0.012065261673208002,0.15175700057803282,0.17506769659967103,-0.21611050243431917,0.0928875795017763,-0.1511732516926074,-0.08167934862697354,0.25111315659610356,0.08697521561754827,-0.10222722609747276,-0.0100860740118227,-0.13101424353199986,0.03825696762674896,-0.13942874886501253,-0.07594655929974803,0.055306800803079856,-0.03417810559357229,-0.06799881305384758,0.14656442127426805,-0.09637592901423778,-0.2167171207910404,-0.18146438710885188,-0.18318653758069028,-0.17443534644529485,-0.05436457929162675,0.013236656076146852,-0.23274552165837667,0.08383249260641715,0.21417259172758973,0.17607526294886486,-0.3268412341938402,0.10978011745929643,-0.054030111560510616,-0.3301438475766463,-0.2865515304829685,0.2445549725678455,-0.05602286416469212,0.05754706754996501,-0.03560560714051533,-0.029062568895110802,0.0695216997491103
0.2,-0.16018230921850243,-0.012231190576473138,0.14774950806512108,0.18024933238972957,-0.20647485507038998,0.104197848527344,-0.14417492703954532,-0.05904785492975109,0.21064565394355614,0.06687902251113917,-0.052583389696351936,-0.006840507912666377,-0.09827746079539885,0.042704170659281254,-0.028880971915233186,-0.009196930589565666,0.06584537591084644,0.016272204725189934,-0.006713926706582329,0.05461053217191145,-0.0028808173947451367,0.03319151902374434,0.06635694809771354,0.1511992516279328,0.18316241258740495,-0.038467909852671345,0.05308680418748438,0.2980771249804485,-0.22644074827093919,-0.03668539564115786,0.06778561576343832,-0.1536189314956869,0.25411986759305677,-0.37400334824359116,0.4640544304583185,0.086079361565409,0.008581947077627203,0.12244555596359874,-0.1949322087574715,0.032946052423711,0.20587174267244018,0.1038955938807174
0.3,-0.15994301861684943,-0.015429127031933616,0.1585051980307873,0.18768159824588657,-0.2070867518256141,0.09147713602853735,-0.11240797518192644,-0.08491803836178444,0.18005508079395935,0.01588573776554668,-0.04757113446325408,-0.0332326234611296,-0.0338080074702756,-0.04068406358606025,-0.025089072511724226,0.02182367406511508,-0.0037965388360575725,-0.07176192124154845,0.06360245964002513,-0.10584860217438632,0.10393024168704976,0.04771418122060367,-0.015077793206567103,0.13852893725053475,0.2899944103628672,-0.10078626720968684,0.047435006570974284,0.3512681428415611,-0.30871972537021963,-0.11020076914960349,-0.09565970452273283,0.14165901107928108,-0.17375223560819217,0.24327062108141687,-0.3811800973626098,-0.014219669935482397,-0.07052072488755413,-0.08600511958915996,0.2351039078518788,0.0021859389252555927,-0.12221562074135972,-0.27542556362961346
0.4,-0.1590555310847052,-0.017158423684936794,0.1763935213894016,0.19856720171744882,-0.19738026510792223,0.05015874086980609,-0.0030608670692249674,-0.13254349410563193,-0.0035686025223744,-0.1532750775615264,0.008823773286133466,-0.09519986756632483,0.2074281404466296,-0.19972457165184299,0.132567460427377,0.19976269386142187,-0.19837259568968235,-0.030792946513947664,0.1985545406185567,-0.356318055328787,0.30335417653678753,0.2345626134818258,0.11710020431992309,0.008991229152983754,0.06864280415386864,-0.07690017796744586,0.09094591608017871,-0.3820556451911131,0.127229939089329,0.1541187726653737,0.15964721098204798,-0.07166669777849073,-0.021022540377919723,0.06327662158838365,0.08835847918912815,0.0699936611327241,-0.06097008297293122,0.01444271752953805,-0.08953483307852651,0.017101942324449115,-0.1232821483641833,0.15567163303554846
0.5,-0.15899666659581732,-0.02929061141438485,0.19262265084296784,0.18729696402840568,-0.1469716710757206,-0.02185565628340625,0.10129091842032216,-0.10694362330214684,-0.16018843793259324,-0.23966429894147137,0.05016313072288976,-0.054877998635259204,0.2849856112832822,-0.1378225715025114,0.08576612912269513,0.1336751929336441,-0.0608339146716777,0.04948782278148985,-0.02828475215160897,-0.03826882194260872,-0.19468211259192356,-0.08807155935280703,0.00859611630196927,-0.25922180945415235,-0.43415779734878085,0.3783768724153783,-0.12476458766624851,0.2576204300431975,-0.1970186759624357,-0.031127308539224297,-0.06347636459344572,0.10787613847023908,-0.051616217622135224,0.003974013966630219,-0.0007414405456465101,-0.07615712876452142,0.05936854774131592,-0.009184899668030242,-0.08378547596018059,-0.036632964496764966,0.17933468685771464,-0.02892674357692887
0.6,-0.1576950327832947,-0.03871143323438183,0.20137020495735092,0.1741500656870869,-0.07292954317013305,-0.07864418604652502,0.22808072196993295,-0.0741537110139079,-0.3547087808865337,-0.2377190756631157,0.20632497932217264,0.06988244530986455,0.18727198775331438,0.10347323761681512,0.15788510480653914,-0.07157889032399176,0.11469827544258893,0.20383449226844153,-0.09095216271236024,0.30475997950941,-0.20954235523693412,-0.13016870780035877,-0.06407635158520919,0.11540948682705782,0.21368009583157116,-0.4047668799964429,0.1759688185296413,-0.1132529481054271,0.03583508101986277,-0.02522014418761931,-0.07598322058864855,0.033178025573674885,0.0467148185454864,-0.07474761723203141,0.01601303960035738,-0.012774640602887799,0.041521063311656344,0.0034889449342408937,0.11414163123185844,-0.0011468084102065346,-0.09393905948534109,-0.01134029963259614
0.7000000000000001,-0.15885986071015776,-0.05368551644826975,0.20060357539395482,0.13570115469412,-0.023235593787729047,-0.10755628591615297,0.21517222240010864,0.03931863994128223,-0.24415537464841416,0.014695512027758083,0.16093313881771007,0.16456606338627713,-0.2457884282908509,0.28291286378690295,0.0013227745329462946,-0.2870805409160407,0.21782679426621956,-0.09069094145164208,0.04456949610715452,-0.0770826638516241,0.4683427376864118,0.03365087942803151,-0.10981517989146491,-0.16239790385117242,0.11080626227365473,0.32491138574652334,-0.1183129986257565,0.04144486153941567,0.12752767763699419,-0.08150263063613572,-0.021017865298257145,-0.12899651874125306,0.03352986974852572,0.0026186309136052195,-0.07168980978547461,0.03387682070537068,-0.0807838329349079,-0.009791796478520912,-0.057232528630246915,0.04501452971501438,0.04647290288022338,0.005633257736843783
0.8,-0.15815054209267318,-0.08010006260711822,0.20110061050255706,0.07911654234105979,0.04750276176055204,-0.1649732287336106,0.19973862116951616,0.1464299650040484,-0.1720990390190475,0.24433492879533977,0.04042564802191731,0.15320464966908515,-0.3547406149409569,0.0918167788440167,-0.10394825873444291,0.13196954638113123,-0.2540840153673213,-0.1657670515299622,0.08949875614450548,-0.2968692366029955,-0.24456703586129835,0.028501299935681623,0.0001635621625402789,0.19167709396531118,-0.3128721565409337,-0.3296084014201686,-0.10125220103394117,0.13277883989701217,0.035996039264822643,0.016048183950960138,0.11421541456810548,0.030783033500255325,-0.01655603840500361,0.056142083991698635,0.05182207292496127,0.018000927168178846,0.061165431401947246,0.024528925833295818,-0.016317373471621793,-0.08214055441569042,-0.029164358271596906,0.00023379196279044168
0.9,-0.15623053875586082,-0.1030252642815893,0.21267922817860374,0.0077865299273423005,0.12222820319226407,-0.20952849019957132,0.1330785966226332,0.2515103357776277,0.02365088717248759,0.33209229460383505,-0.08679353899686693,0.08873524626156634,0.02036904973963357,-0.21200368938177072,0.019276651720589,0.34870381091123515,-0.19447419505865005,-0.027930484432387902,-0.12191508439954035,0.20661984631875557,-0.12637935214416482,-0.05304270437528237,-0.05975396099150607,-0.06507484224604596,0.42896677164888575,0.347139133894907,-0.002409208011494468,-0.1589564258548744,-0.038252387669717614,0.09323476179387369,-0.003975877515560708,0.04770063428627504,-0.01613733356143264,-0.03638058912539404,0.01327816740334059,-0.05690071275867775,-0.026547609625573648,-0.029510819651169275,0.04015117888376443,0.11291779954513435,0.019373204628289377,-0.0013332299230380817
