file_index,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9
1,10.717171662568305,2.2481662839715715,0.393660817407195,1.4862734886779205,-0.7046289786984248,-1.0058336604697842,-1.2809375700113874,-0.1914815611166112,0.3950437548924108
2,11.514000413344421,3.0342622899071108,1.6687528194123633,1.7889246149479374,-1.0410531645094177,0.021398901483290822,-0.33861458080799034,0.16942901234892546,-0.5714742472305543
3,7.72455200794885,-2.0644600897798995,-0.9818326705980157,-1.438402591075373,0.6090958139345557,1.0078222056034456,-1.3565694329017493,1.359475621238732,1.4704168129227275
4,1.2103563533781605,-1.9321595594143859,0.15064539067879051,0.4795831549870068,-0.6133958066660341,0.18296376397670344,-0.12444132893993481,0.17514768302574193,-0.2843924774640407
5,8.835767879491668,-0.3483210863165769,-1.2093755577114582,2.821949770705802,0.7880008901033608,-0.11464405812804963,0.7007478674729262,0.5407524621912385,1.2465087931672418
6,9.8795257210253,0.47512012848939,2.119773873737281,1.0233556637217247,1.0031200789782693,-1.2550978005971745,-1.0658899986010648,-1.068211373671837,-0.4341205354326833
7,7.370478184905693,-2.445894131401322,0.14399857557030787,-0.3201807615770468,-0.5288003923348613,0.7339120016250974,-0.34421083411904907,0.14667121393231614,0.24674447667312902
8,11.541168795579681,5.079347055938688,2.6968043400771746,-0.08469348634607282,0.41228332617163854,0.4965370266377028,0.29862482214465036,-0.10029534834927056,-0.5199892579796018
9,8.145709657916605,-0.18865603081209892,2.3129073192082803,-1.4811824926965387,0.7397590397406812,1.9469063825106372,0.8508396155255131,0.4707218276544982,0.8021988417007092
10,7.959018368476978,1.924008173111774,2.2331278058453163,-0.12751692803466463,-0.011658353100476375,-0.6434562596348901,-0.8850138896988266,-0.02019042619563863,-0.2557312716925177
11,9.210277133790006,-0.49878823808419015,1.7442705608730706,1.1787438288404601,-0.8305938697409614,-0.4229649587862275,-0.2240012794782327,0.044888648710011164,-0.29358630075954006
12,9.241120768686798,-0.8636490815241658,-0.26776854557890606,-0.37808965884575685,-0.36914310720302307,-0.342801595619594,0.1291221830230562,-0.4745841497359572,0.30119489678784206
13,9.486192832303205,-0.36776641848577374,-0.8606258951062322,1.319627317725232,-0.3683767879026584,0.3873009413753072,0.5252407159314855,0.3184799926219466,0.7099750346033207
14,6.4756713961340635,-2.886799255797606,-0.6491137031794133,-0.2821002854028116,0.1558719943453941,1.0539604774397167,-0.9943257721609096,0.25533976834579025,-0.22386044969756053
15,13.088896891618333,5.416248034879491,-2.220923757167335,-0.04603652419049663,-1.6673788376159937,0.774779023259293,-1.537738536789862,-1.3320906230622356,0.17149755929507907
16,3.9049836516867082,-2.5693832732893007,1.4662055254304043,0.19528197072709194,-0.3529365292021321,-0.18899991579759623,-0.3716221989736749,0.2469594909622208,-0.14063018419372283
17,4.846533467915503,-1.42928886954847,-0.08376269790546452,0.987201002045741,-0.4921625002262118,0.5632451513231629,-0.39638318118233584,0.6098934899245698,-0.6520618309526611
18,5.584883168370735,-2.055260033364047,0.7371115256366795,0.954847580090807,0.4822152622479558,0.14567469832689509,-0.08984645334303255,0.39580525073711254,-0.07044441617728031
19,7.424310667302735,-3.0245403944028113,1.0655183755966413,0.9567561973290267,0.7219398425621681,0.515820491416876,-0.18144728239513705,0.37503912738532574,-0.23895203547205707
20,7.113568819497353,-3.5988169588518835,0.678940463976343,0.04485013642492778,0.32235775058016397,-0.011862529393933589,0.030538245559013664,0.17242617168390975,-0.21225410500878658
21,11.34502939841259,-2.5713383980791287,-1.4090788358300854,-1.66858631963665,-0.4848399952885382,-0.7882688858906106,0.2877096009422104,-0.41777218797414606,-0.008179285546445892
22,10.283714116454949,-3.2389553643458364,1.2511796419866374,0.6882629120358508,-0.12473444433206997,-0.5343678077454501,0.14425675471780833,-0.5606373444083276,0.041499692769137904
23,8.91281106675158,-2.862010506778866,-0.04210720633289024,0.8304768422490146,0.23955284164244464,0.6203473357452407,0.306477083876755,0.2540392755319581,-0.07205554149423538
24,-1.7327565296832073,1.0237653018635524,0.183167608373557,2.136513719390327,1.0613068660649112,0.4798784119763723,0.5240301388145798,0.4220967132005378,0.14991206694265163
25,-0.05125519670811496,2.9656636584778266,1.4257211031315404,1.6573195148594306,0.9729986503271818,-0.5766413212518924,-0.7976673549033493,0.07516752152413302,-0.1320289635355239
26,-0.8943616655886555,4.26685428635298,2.254996680995855,0.14718413196088603,0.6008328324696001,0.8532685937295057,0.15725464943400017,-0.16160415035051165,-0.9383561875452363
27,-2.5771730104130963,2.070039525923252,1.374858201863357,-0.5668144483404514,0.14368405180844326,0.8178427239638177,0.2406740796060855,0.38217357332533686,0.03431216855577215
28,3.5567633807689725,-2.426499300518744,0.5805115582334369,-0.30433424851437174,-1.3985015194467814,-0.8012141656847728,0.033429659584147585,-0.1353956636328377,0.22165026102944585
29,3.071329776005724,-1.0595935204244358,-1.1343375185561182,-1.1848783491229058,-1.388837701576075,-0.8918144957269523,-0.1834458963789153,0.12156099538813153,-0.11431720914185815
30,6.237139032545016,1.5152248201958123,-1.3310478224732756,-1.5967488909993217,0.08672351374148925,0.5774078997160205,0.12127982777149769,0.37910230822761176,0.48783741644866896
31,9.705049557176288,10.494898071996976,-1.8819956688890773,2.7467328510589297,-2.0620679160460673,1.0693055846755806,-0.061293060844486984,-1.3878289681573002,-0.5423455315261244
32,1.1465465670106896,2.687004768849963,1.9826904480225749,-0.3532981996393673,0.1890742573291051,0.6045375312261133,-0.5875383368201395,0.020513954194199623,-0.4850786665917468
33,-1.0834973869888462,-1.6633126460803298,-0.11573397211084152,-0.33585442125888465,0.38235366574595897,-0.445752848711403,0.251900468214672,0.5592615648050401,-0.508915250157856
34,-0.6020740075496526,-1.6162503114663493,0.0704386378044083,0.201556562356513,0.6436867366634487,0.08661392862145836,-0.09557582901174094,0.35274948062220607,-0.17449147190125816
35,-1.4512894135303103,-1.0321946209241704,0.3871093592924447,0.5616309562976766,-0.0745418966405286,0.03211847203158224,0.009528307648772109,0.11881640070419891,-0.09914257824061824
36,-3.5125204295383763,-0.44589018585266826,-0.21158235353762334,0.18403340794533868,0.021387399623153037,0.1445627137667238,-0.45483061653326584,-0.1607982840481224,0.14314788409984033
37,-5.231867587835853,-0.054493810761641955,0.5648768053847628,0.17561969093389695,-0.21606493556272852,-0.3093730175997621,0.20725332271743788,-0.09962415303190632,0.29599387744922806
38,-5.160904723603411,-0.5246108416500735,0.3515046817462495,-0.06821352792370461,-0.4767990714990523,-0.4083182609676085,-0.0035000561831865077,-0.23123315465778932,0.1151276823523203
39,-6.135513841236496,0.05386458915289495,0.18306820835957946,0.3718618995565881,-0.0016155146595641277,-0.26652198050685055,0.08292281811271153,-0.24759677184598325,0.15328996296564218
40,-5.83478903825924,0.3152845487223579,0.015256673880661539,0.6518028501050178,-0.07265028979331169,-0.14707295178701146,0.03526141522797974,-0.14867540142898436,0.1004970793673456
41,-5.58877210445835,-0.4794523625650891,0.10409869474532307,0.09892379234399486,0.2564675543519506,-0.33468262821804523,0.1233115555707755,-0.07241902563540147,0.009253220764409346
42,-5.320219115256947,0.5168734677186424,-0.129487985331309,0.22001391810605248,-0.2578418086560649,-0.311754548460133,0.3076620099404571,-0.12680644898459195,-0.2096992838857202
43,-5.582307576371866,0.7459931007466514,-0.00841203833277925,0.2936794565122021,0.011469990477658907,0.13476429673628057,0.25133619142246094,-0.3711842771210895,-0.040618962605313766
