H_first21,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42
0.066,-0.1598903420122557,0.0997462404947417,-0.07079116703759998,-0.11959018710931164,-0.08595350623464564,-0.18617427670501938,0.1791874468761964,-0.22292453916962762,0.062138967345953935,-0.10212883545256303,-0.19454438386057324,-0.10888223512517485,-0.020011362176904524,-0.20331047485547457,-0.29111839572079873,-0.0386844632628291,0.024226740336254052,-0.2898301674523672,0.07562402898270126,0.007780987867325584,0.05647498870981932,-0.31984229305058365,-0.37627913982400013,-0.218550271755639,0.02155897488315725,-0.12553107403927338,0.05548945102440484,-0.017082854813021027,0.04364876586304675,-0.03692127255618706,0.015187247585269835,0.12295253045682145,-0.041683560981718056,0.012372946619383448,0.24930886258611945,0.26832025160176987,-0.17630924376519572,0.0186335549610801,0.18721263969587412,-0.045998738573262817,0.03476834165076813,0.00895624147681766
0.1,-0.15916540733166018,0.11175378352508232,-0.08781643034251152,-0.14268311672067788,-0.08626828779565401,-0.20078102292424474,0.18630662401737696,-0.19878176383618226,0.03372576595695123,-0.0900029730713062,-0.16944856056876387,-0.08076889437717767,-0.004708724494467408,-0.09961372576082932,-0.136900990628129,-0.021161717852511558,-0.008442429509469052,-0.09616380618270484,0.009693946825777861,0.025138515804398007,-0.005865211536765485,0.060175300402129754,0.042512100011258325,0.161164893481808,0.11081224888417558,-0.006221381313159819,-0.10269303864217591,0.06899622615463726,0.16860998776483624,-0.17643239826264898,-0.20802378516519318,0.06718325671685475,0.03784814668867796,-0.05671738793820596,-0.07549438589878507,-0.36425417526517306,0.19083472323734751,-0.012203513153097511,-0.5447428539686666,0.11049649418698367,-0.26529603158281195,-0.055986414157624856
0.2,-0.15932486802232437,0.11351638872877445,-0.09319073993655863,-0.1494955665002234,-0.07714914838293319,-0.19570379544085847,0.1715939126197964,-0.1658927421522072,0.011562872151620968,-0.0648665517139151,-0.11607849485194878,-0.04630974404809386,-0.00024932925407223803,-0.01687426174404051,-0.03045914094154266,-0.004907917513976375,-0.01915806656007535,0.028935689809081386,-0.024410209691093386,0.01352467365109709,-0.016865391991176596,0.2078777276701697,0.23034674982314848,0.253844503275513,0.06756735390373443,0.08034216513454459,-0.12096039746031069,0.048483773094287766,0.09499721338746245,-0.04586393631145513,-0.06744436935770805,-0.1099385545008951,0.04444435898939081,-0.01006758786950314,-0.19614210649635247,-0.006591037558700372,0.1383453257687497,-0.021423169820397086,0.4221469327215703,-0.1370806834702683,0.4000168848564488,0.4151346944700121
0.3,-0.15972272713515323,0.11191045976297792,-0.09367697502445105,-0.15242626295786166,-0.0830368971250025,-0.19165874396319948,0.14076203342250992,-0.1317777007870518,0.01160251925507778,-0.024348908595454126,-0.07788992684294324,-0.02423942491931616,-0.011775239670367428,0.059803232822828276,0.03265463264373839,-0.01173842938376823,0.001849965871418253,0.11673807152825702,-0.0632834735209675,0.028098192902465718,-0.04770842949639279,0.14080175077067597,0.19905712250501534,0.08028614452371577,-0.10799440442445041,0.10512845861638126,-0.011686255934997503,-0.09550307924922743,-0.014220208650365673,0.17959764771461373,0.21700832744407808,-0.2595816483191486,0.09492278616760538,-0.08647277202337592,0.03848353559473415,0.11662711786025619,-0.11155670161433806,0.04385487556361502,0.12461056998175635,0.06986300292281679,-0.004441843451638694,-0.7106183303034146
0.4,-0.16015688700945777,0.10839794971679659,-0.09743748658779783,-0.15661065561670867,-0.08730423575359103,-0.17300549367311788,0.07841824128388108,-0.07445509713935294,0.04733668671764983,0.04743727320451471,-0.024510298101190237,0.030779432668859963,-0.07752039238518002,0.16799007862371604,0.09184972896920253,-0.04867967966767062,0.05516367157806567,0.16405059927394228,-0.10772596767712997,0.09212281033012751,-0.0764635575783167,0.01537647722660683,0.09923479837069242,-0.07462585301413001,-0.07644112263794654,0.09195495652454155,0.07272305250905337,0.10116550416412425,-0.3508056715375118,0.17153517196675896,0.23068531487118765,-0.02207050021549678,-0.08400354393891243,0.16316945108374653,-0.019551445299224993,0.1519369541069493,-0.19006301179290647,-0.033964003939273006,-0.09189427281964983,0.06650575152736934,-0.47973163824057874,0.4280903370726325
0.5,-0.16051587983051452,0.10608108297516422,-0.09852006999602542,-0.154704470454265,-0.09934073603884122,-0.13228310527774462,0.008870608541687114,-0.030329832677072954,0.09023524307324368,0.11858705566133299,0.04000132668947129,0.05503952594483666,-0.09901721795561898,0.18875541745443042,0.17981352254883926,-0.0002104623599268312,0.0006272860695894465,0.14184707120217588,0.007098058107240972,-0.05159541230864149,0.09581306424292121,-0.027563539867427753,-0.029316681808799108,-0.1722031228234041,0.04459722968292579,-0.1771798713472716,0.25117632682508817,-0.19040376836388406,-0.20242611849120493,0.0885816718273919,0.016367523520727706,0.26414277555173465,-0.2008466894140986,0.17147906494874862,-0.009888118238165114,-0.13943886547870268,0.07667978874743447,0.011614555583689911,-0.29918179041699733,-0.07785357474031929,0.5344261740563546,-0.07084392808973794
0.6,-0.16043646108939805,0.10627242985811108,-0.10378446346071246,-0.15116753175838893,-0.10369126534454176,-0.08848356586897665,-0.08378362729059155,0.03869049545256892,0.10335073248309891,0.14370911587953303,0.10664341251206494,0.056731042294725004,-0.02377824396895446,0.12740133926901606,0.26536169737529103,0.10280850577296397,-0.08958803986457942,0.126705909512463,0.09211015119515577,-0.2148079697361595,0.12239327908748066,-0.04106541270517847,-0.05140821527177546,-0.22988933205445264,-0.07816924052040249,0.023412844389626396,0.08581215981799842,-0.00884327424163938,0.0019430592803940487,-0.1581121377751744,-0.3018713328580991,0.11753128017426007,0.11157357388203525,-0.33480029647747833,0.14639754972047425,-0.13232500084887652,0.26009449485019476,0.015361173476347788,0.36329826746402744,-0.059064392027269194,-0.3091119182073051,-0.03517107387055628
0.7000000000000001,-0.16055772002554075,0.10759814701032734,-0.09786410755246364,-0.1338268061359331,-0.1211397715040688,-0.04328478813502404,-0.15126978832012555,0.07863569940616558,0.06197435333926548,0.10634425652924359,0.16657211944918981,0.05186669564606311,0.1369463813868077,-0.018190937332110302,0.2475654476731748,0.17234103303707451,-0.08395873007031428,0.058770336074728466,0.06421563770337238,-0.041838262378418804,-0.10161019948276502,-0.15236993989975722,-0.14002543110408844,-0.05234302244522969,-0.017449993024067724,-0.1382547998294233,-0.0780647592059795,0.15628669524878505,0.2734693417673066,-0.2417366363937024,-0.0723685699898357,-0.29622742246117634,0.1600735506855328,0.02725556952202744,-0.28403312466840924,0.19309910583838544,-0.3780985499180619,-0.01886508852563461,-0.17585328717021576,0.2101079945762806,0.14043021980297266,0.055078313854494576
0.8,-0.16064310349085575,0.10951426706900454,-0.09748685889531815,-0.1118329591410217,-0.12424212172250215,0.0027365294536111917,-0.17729565422285545,0.10786581138030155,-0.009000699899732761,0.046327109697398894,0.22223816587668185,0.07312036453804373,0.19542214396812463,-0.04901179824781417,0.1637065732024747,-0.01712589958869394,0.08316235119358575,-0.09815933363325816,0.024069165773814617,0.09944750828184244,0.020974279093831944,-0.07208005436578299,-0.15710330063735833,0.15739294286980324,0.14541244933410807,0.07572024660518738,-0.2993737790474459,0.160642120174411,0.1865530063981736,0.06822099556110241,0.3221000591210402,-0.026564082065579482,-0.15321328971767426,0.25700087958307727,0.21804049645622647,0.021818307254396513,0.320067680377263,0.035447366968218444,-0.026596311788706875,-0.3689163273506713,-0.07921153769935005,-0.06616441593246172
0.9,-0.16099184373618813,0.10988073256091836,-0.09603591917507745,-0.08386400167704836,-0.12178585976968767,0.040627637445431186,-0.16871353867227512,0.11334409646816213,-0.0990614624258565,-0.00836800921607228,0.22919127021245694,0.08653724095718886,0.08821209487897065,-0.05363519132148578,-0.04557354866377675,-0.1111965993992751,0.08899843952701848,-0.2770447271187072,0.017070588691478393,0.023142133475061243,0.03305563321912232,0.02834150231121832,-0.06799855286522632,0.25764015847236643,-0.1333113755007905,0.009391076989290134,-0.10988411908821115,-0.06724342772318223,-0.06942849761212073,0.2670119074467252,0.06498024894786669,0.28309557238129684,-0.0385428556220289,-0.17580226241277352,0.03593841728311847,-0.25326262075197037,-0.14490583535577775,-0.09771458969445478,0.1534635403811141,0.5280561876603236,0.07678773898321264,0.0543939630716576
