lambda_um,PC1_plus,PC2_plus,PC3_plus,PC4_plus,PC5_plus,PC6_plus,PC7_plus,PC8_plus,PC9_plus,PC1_minus,PC2_minus,PC3_minus,PC4_minus,PC5_minus,PC6_minus,PC7_minus,PC8_minus,PC9_minus
3.316749585,0.011999097,-0.001136278,0.000472692,0.000554504,0.00040906,0.000554504,-0.000263617,0.000318158,-7.27E-05,-0.011026443,0.001154459,-0.000463601,-0.000545414,-0.00039997,-0.000545414,0.000272707,-0.000299977,8.18E-05
3.317850033,0.012236412,-0.001099188,0.000436041,0.000517799,0.000408789,0.000526883,-0.000245273,0.000299778,-7.27E-05,-0.01123715,0.001117356,-0.000426957,-0.000508715,-0.000408789,-0.000517799,0.000254357,-0.000290694,8.18E-05
3.318951211,0.012364466,-0.001234631,0.000499299,0.000608237,0.000435752,0.000689941,-0.000417596,0.000481143,-0.000108938,-0.011492962,0.001243709,-0.000508377,-0.000608237,-0.000435752,-0.000689941,0.000417596,-0.000481143,9.99E-05
3.320053121,0.012564919,-0.001215667,0.000480824,0.000589689,0.000444535,0.000662267,-0.00038103,0.000444535,-9.98E-05,-0.011703066,0.001224739,-0.000480824,-0.000589689,-0.000444535,-0.000653194,0.00038103,-0.000444535,9.98E-05
3.321155762,0.012783231,-0.001142331,0.000426108,0.000525835,0.00044424,0.000571166,-0.00028105,0.000335446,-9.97E-05,-0.011876619,0.001142331,-0.000435174,-0.000534901,-0.000453306,-0.000571166,0.00028105,-0.000344513,9.07E-05
3.322259136,0.012466698,-0.001241234,0.000507366,0.000625147,0.000434885,0.000715748,-0.000443945,0.000507366,-9.97E-05,-0.011605988,0.001259354,-0.000507366,-0.000616087,-0.000434885,-0.000706688,0.000443945,-0.000507366,0.000108721
3.323363244,0.012503686,-0.000470812,0.000117703,0.000226352,0.000289731,0.00024446,-5.43E-05,8.15E-05,-2.72E-05,-0.011092155,0.000461758,-0.000117703,-0.000235406,-0.000289731,-0.00024446,5.43E-05,-7.24E-05,2.72E-05
3.324468085,0.010409798,-5.34E-05,-2.35E-05,8.87E-05,0.000158341,0.00011491,-8.14E-06,1.54E-05,9.05E-07,-0.008814624,6.24E-05,2.90E-05,-8.60E-05,-0.000154722,-0.000112196,9.05E-06,-1.36E-05,0
3.325573661,0.010133424,-3.62E-05,-2.53E-05,8.14E-05,0.000149194,0.000106696,-6.33E-06,1.27E-05,2.71E-06,-0.00853479,4.79E-05,3.16E-05,-7.96E-05,-0.000144673,-0.000103984,7.23E-06,-1.09E-05,-1.81E-06
3.326679973,0.012429068,-8.58E-05,-2.80E-05,0.000127408,0.000229515,0.000172588,-2.44E-05,4.43E-05,-9.04E-06,-0.01076463,9.31E-05,3.43E-05,-0.000124697,-0.000224094,-0.00016807,2.62E-05,-4.07E-05,1.08E-05
3.327787022,0.013048386,-0.001146813,0.000442471,0.000568892,0.000442471,0.000641132,-0.000361201,0.000433441,-9.03E-05,-0.012127324,0.001155843,-0.000442471,-0.000559862,-0.000433441,-0.000632102,0.000370231,-0.000424411,9.93E-05
3.328894807,0.012976535,-0.001218242,0.000469249,0.000586561,0.000451201,0.000658753,-0.000379009,0.000433153,-9.93E-05,-0.012110229,0.001218242,-0.000478273,-0.000586561,-0.000460225,-0.000658753,0.000369985,-0.000433153,9.93E-05
3.33000333,0.013382725,-0.000324648,7.21E-05,0.000234468,0.000306612,0.000279558,-9.02E-05,0.000126252,-2.71E-05,-0.011923611,0.000324648,-6.31E-05,-0.00022545,-0.000297594,-0.000279558,9.02E-05,-0.000117234,3.61E-05
3.331112592,0.009681596,0.000251435,-0.00013518,2.16E-05,0.000124366,8.29E-05,-2.70E-06,9.01E-06,3.60E-06,-0.008024288,-0.000237917,0.000143291,-1.80E-05,-0.000120761,-8.02E-05,3.60E-06,-8.11E-06,-3.60E-06
3.332222592,0.008800664,0.000229653,-0.000117979,2.07E-05,0.000109873,7.38E-05,-9.01E-07,7.20E-06,4.50E-06,-0.007272346,-0.000216144,0.000125183,-1.71E-05,-0.00010537,-7.11E-05,2.70E-06,-5.40E-06,-3.60E-06
3.333333333,0.0070308,0.0002178,-0.0001098,5.40E-06,7.92E-05,5.31E-05,0,2.70E-06,4.50E-06,-0.0056943,-0.0002043,0.0001161,-3.60E-06,-7.65E-05,-5.13E-05,9.00E-07,-1.80E-06,-4.50E-06
3.334444815,0.010321516,-0.000339973,0.000106129,0.000174484,0.00019427,0.00016549,-2.70E-05,3.69E-05,-6.30E-06,-0.008916653,0.000348068,-0.000102532,-0.000172685,-0.000190673,-0.000162791,2.79E-05,-3.51E-05,7.20E-06
3.335557038,0.007523858,0.000207623,-0.000104261,1.26E-05,8.63E-05,5.84E-05,8.99E-07,3.60E-06,6.29E-06,-0.006100158,-0.000192343,0.00011235,-8.09E-06,-8.18E-05,-5.48E-05,1.80E-06,-8.99E-07,-3.60E-06
3.336670003,0.007443391,0.000248802,-0.00012485,2.69E-06,8.53E-05,5.57E-05,0,3.59E-06,4.49E-06,-0.00602603,-0.000233532,0.000132934,8.98E-07,-8.26E-05,-5.39E-05,8.98E-07,-2.69E-06,-4.49E-06
3.337783712,0.011869884,7.45E-05,-8.44E-05,8.80E-05,0.00020196,0.000147207,-1.80E-05,3.50E-05,-5.39E-06,-0.010148284,-6.37E-05,9.16E-05,-8.35E-05,-0.000196575,-0.000142719,2.06E-05,-3.23E-05,7.18E-06
3.338898164,0.013903539,-0.000888032,0.000313951,0.000448501,0.000421591,0.000511291,-0.000251161,0.000304981,-7.18E-05,-0.012791256,0.000888032,-0.000304981,-0.000448501,-0.000421591,-0.000511291,0.000251161,-0.000296011,7.18E-05
3.34001336,0.013571551,-0.001138433,0.000439238,0.000564734,0.000439238,0.000636447,-0.000367525,0.000430274,-9.86E-05,-0.012621363,0.001138433,-0.000439238,-0.000564734,-0.000448202,-0.000645411,0.000367525,-0.000430274,8.96E-05
3.341129302,0.014458291,-0.000591231,0.000170203,0.000331448,0.000376238,0.000385196,-0.000152287,0.000197077,-5.37E-05,-0.013123542,0.000591231,-0.000170203,-0.000331448,-0.000376238,-0.000385196,0.000152287,-0.000188119,5.37E-05
3.342245989,0.014036836,-0.000904158,0.000322274,0.000465507,0.000429699,0.00051922,-0.000241706,0.00030437,-7.16E-05,-0.012944685,0.000922063,-0.000313322,-0.000456555,-0.000420747,-0.000510268,0.000250658,-0.000295418,8.06E-05
3.343363424,0.01157265,0.000210233,-0.000131507,4.83E-05,0.000169081,0.00011451,-7.16E-06,1.88E-05,8.95E-07,-0.009774488,-0.000200392,0.000138664,-4.56E-05,-0.000164608,-0.000111826,8.05E-06,-1.70E-05,0
3.344481605,0.011561337,-2.95E-05,-3.67E-05,0.000120691,0.00020741,0.00017612,-4.38E-05,6.08E-05,-1.16E-05,-0.009898479,3.93E-05,4.20E-05,-0.000118009,-0.00020294,-0.000172544,4.47E-05,-5.90E-05,1.25E-05
3.345600535,0.012909805,-0.000991687,0.000384167,0.000473508,0.000384167,0.000482443,-0.000223353,0.00025909,-6.25E-05,-0.011721567,0.001000622,-0.000384167,-0.000473508,-0.000384167,-0.000482443,0.000223353,-0.00025909,6.25E-05
3.346720214,0.013990402,-0.001053521,0.00038391,0.000508904,0.000437479,0.000571401,-0.000303557,0.000357126,-8.93E-05,-0.012945809,0.001044593,-0.00038391,-0.000517832,-0.000446407,-0.000571401,0.000294629,-0.000357126,8.04E-05
3.347840643,0.013686607,-0.000294432,5.35E-05,0.000231976,0.000312276,0.000285509,-8.92E-05,0.00012491,-3.57E-05,-0.012131473,0.000303354,-5.35E-05,-0.000231976,-0.000303354,-0.000285509,8.92E-05,-0.00012491,3.57E-05
3.348961822,0.009140884,0.000292451,-0.000146226,9.81E-06,0.000111452,7.31E-05,0,7.13E-06,5.35E-06,-0.007502979,-0.000276402,0.000155142,-5.35E-06,-0.000106103,-6.87E-05,2.67E-06,-4.46E-06,-3.57E-06
3.350083752,0.010987198,0.000218301,-0.000128307,4.54E-05,0.000160384,0.000110487,-7.13E-06,1.96E-05,8.91E-07,-0.009289801,-0.000207608,0.000136326,-4.10E-05,-0.000155038,-0.000106032,8.91E-06,-1.69E-05,8.91E-07
3.351206434,0.013810501,-0.00054316,0.000178085,0.000338362,0.000365074,0.000391787,-0.000160277,0.000204798,-4.45E-05,-0.012430341,0.000552064,-0.000160277,-0.000320553,-0.00035617,-0.000382883,0.000169181,-0.000195894,5.34E-05
3.352329869,0.011727945,0.000227796,-0.000129915,4.27E-05,0.0001575,0.00010589,-2.67E-06,1.16E-05,5.34E-06,-0.009754304,-0.000216228,0.000138813,-4.00E-05,-0.000152161,-0.00010144,4.45E-06,-8.90E-06,-3.56E-06
3.353454058,0.012248287,-5.51E-05,-2.93E-05,0.000137831,0.000228533,0.00019652,-5.07E-05,7.20E-05,-1.42E-05,-0.010516952,6.58E-05,3.56E-05,-0.000134274,-0.000223197,-0.000192074,5.25E-05,-6.85E-05,1.60E-05
3.354579,0.014813564,-0.000737568,0.000231045,0.000382114,0.000408773,0.000426545,-0.000168841,0.000222159,-6.22E-05,-0.013516155,0.000737568,-0.000231045,-0.000382114,-0.000408773,-0.000426545,0.000168841,-0.000222159,6.22E-05
3.355704698,0.014137597,-0.000630508,0.000204249,0.000355216,0.000364096,0.000417379,-0.000195369,0.00023089,-5.33E-05,-0.012716733,0.000630508,-0.000204249,-0.000355216,-0.000364096,-0.000417379,0.000195369,-0.00023089,5.33E-05
3.356831151,0.012104738,-0.000922942,0.000372727,0.000417099,0.000328354,0.000372727,-0.000124242,0.000141991,-3.55E-05,-0.010862316,0.000922942,-0.000372727,-0.000417099,-0.000328354,-0.000363852,0.000124242,-0.000141991,3.55E-05
3.357958361,0.014358076,-0.001046481,0.000390213,0.000523241,0.000452293,0.00058532,-0.00029266,0.000354739,-7.98E-05,-0.013258384,0.00105535,-0.000381345,-0.000514372,-0.000443424,-0.000576451,0.000301528,-0.000354739,8.87E-05
3.359086329,0.012507687,0.000147118,-0.000114327,7.09E-05,0.000195862,0.000135597,-1.24E-05,2.57E-05,-1.77E-06,-0.010655419,-0.000139142,0.00012053,-6.82E-05,-0.000191431,-0.000132938,1.24E-05,-2.39E-05,2.66E-06
3.360215054,0.011564031,0.000210787,-0.000131077,4.52E-05,0.000163847,0.000108936,-4.43E-06,1.59E-05,2.66E-06,-0.009671381,-0.000197502,0.000139048,-4.07E-05,-0.000158533,-0.000105393,7.09E-06,-1.33E-05,-8.86E-07
3.361344538,0.014683187,-0.001097477,0.000398278,0.000539888,0.000460233,0.000610693,-0.000318622,0.000380577,-8.85E-05,-0.013621112,0.001097478,-0.000407129,-0.000548739,-0.000460232,-0.000610693,0.000318623,-0.000380577,8.85E-05
3.362474781,0.01543396,-0.00039801,7.96E-05,0.000256496,0.000362632,0.000309564,-8.84E-05,0.000123825,-4.42E-05,-0.013877297,0.00039801,-7.96E-05,-0.00026534,-0.000362632,-0.000309564,7.96E-05,-0.000123825,3.54E-05
3.363605785,0.014592742,-0.001016454,0.000371227,0.000521485,0.000450775,0.000592195,-0.000309356,0.000371227,-7.95E-05,-0.013470223,0.001025293,-0.000371227,-0.000512646,-0.000441936,-0.000583356,0.000309356,-0.000362388,8.84E-05
3.36473755,0.011019781,0.00026145,-0.000143091,3.18E-05,0.000147507,9.80E-05,-3.53E-06,1.32E-05,3.53E-06,-0.009209061,-0.000249085,0.000151041,-2.83E-05,-0.000143974,-9.54E-05,5.30E-06,-1.06E-05,-2.65E-06
3.365870077,0.006941428,0.000195956,-9.80E-05,9.71E-06,7.77E-05,5.21E-05,8.83E-07,2.65E-06,5.30E-06,-0.005637703,-0.00018095,0.000105039,-6.18E-06,-7.41E-05,-4.85E-05,8.83E-07,-8.83E-07,-3.53E-06
3.367003367,0.011155792,-0.000114672,5.29E-06,0.000149955,0.00021523,0.000201117,-6.35E-05,8.38E-05,-1.76E-05,-0.009629777,0.000123493,-8.82E-07,-0.000148191,-0.000211702,-0.00019847,6.44E-05,-8.12E-05,1.76E-05
3.36813742,0.009934461,-0.000493638,0.000193929,0.000229189,0.000193929,0.000193929,-3.53E-05,5.29E-05,0,-0.008629847,0.000511268,-0.000185114,-0.000220374,-0.000185114,-0.000185114,4.41E-05,-4.41E-05,8.81E-06
3.369272237,0.013231154,-0.000563778,0.00017618,0.000308316,0.000325934,0.000334743,-0.000123326,0.000149753,-4.40E-05,-0.011777665,0.000563778,-0.00018499,-0.000308316,-0.000325934,-0.000334743,0.000114517,-0.000149753,3.52E-05
3.370407819,0.014088464,-3.08E-05,-5.19E-05,0.000132046,0.000252649,0.000186625,-2.46E-05,4.58E-05,-8.80E-06,-0.012187877,3.79E-05,5.81E-05,-0.000129405,-0.000246486,-0.000182224,2.64E-05,-4.23E-05,1.06E-05
3.371544167,0.015060731,-0.00089731,0.000316698,0.000466249,0.000431061,0.000536627,-0.000263915,0.000316698,-7.04E-05,-0.013785143,0.00089731,-0.000316698,-0.000466249,-0.000431061,-0.000527829,0.000263915,-0.0003079,7.04E-05
3.372681282,0.010365733,0.000175825,-0.000110769,4.22E-05,0.000143297,9.67E-05,-4.40E-06,1.32E-05,3.52E-06,-0.008626829,-0.000163517,0.000118682,-3.78E-05,-0.000138022,-9.32E-05,6.15E-06,-1.05E-05,-1.76E-06
3.373819163,0.008613104,0.000153743,-9.22E-05,3.34E-05,0.000114209,7.73E-05,-1.76E-06,8.79E-06,3.51E-06,-0.00708007,-0.000141443,0.000100152,-2.99E-05,-0.000109816,-7.38E-05,4.39E-06,-6.15E-06,-1.76E-06
3.374957813,0.00725966,0.000224752,-0.000107108,7.90E-06,7.99E-05,5.27E-05,8.78E-07,2.63E-06,5.27E-06,-0.005859351,-0.000211583,0.000113254,-5.27E-06,-7.73E-05,-5.09E-05,0,-1.76E-06,-5.27E-06
3.376097232,0.01403751,-0.000368485,8.77E-05,0.000263203,0.000324617,0.000324617,-0.000122828,0.000157922,-4.39E-05,-0.012440744,0.000368485,-8.77E-05,-0.000263203,-0.000324617,-0.000324617,0.000122828,-0.000157922,3.51E-05
3.37723742,0.013230189,-0.000245491,4.38E-05,0.000210421,0.000271793,0.000271793,-9.64E-05,0.000122745,-2.63E-05,-0.01156436,0.000245491,-4.38E-05,-0.000210421,-0.000280561,-0.000271793,9.64E-05,-0.000122745,2.63E-05
3.378378378,0.005722201,0.000138433,-7.18E-05,1.14E-05,6.31E-05,4.29E-05,8.76E-07,1.75E-06,5.26E-06,-0.004616487,-0.000126167,7.80E-05,-8.76E-06,-5.96E-05,-4.03E-05,8.76E-07,0,-3.50E-06
3.379520108,0.006931873,-0.000351978,0.000143593,0.000168985,0.000126082,0.000152349,-5.25E-05,5.43E-05,-6.13E-06,-0.006030913,0.000360734,-0.000140091,-0.000168109,-0.000124331,-0.000151473,5.34E-05,-5.34E-05,6.13E-06
3.38066261,0.010928455,-0.000883726,0.00037624,0.00037624,0.000279992,0.000314992,-9.62E-05,0.000122497,-2.62E-05,-0.009834735,0.000901226,-0.00035874,-0.00036749,-0.000271243,-0.000306242,0.000104997,-0.000113747,2.62E-05
3.381805884,0.014269962,-0.000349754,7.00E-05,0.000236084,0.000314779,0.000279803,-7.87E-05,0.000104926,-3.50E-05,-0.012573655,0.000349754,-7.00E-05,-0.000236084,-0.000314779,-0.000279803,7.00E-05,-0.00011367,2.62E-05
3.382949932,0.014994298,-0.000672821,0.000218448,0.000384469,0.000401945,0.000436897,-0.000183497,0.000235924,-5.24E-05,-0.013526325,0.000690297,-0.00020971,-0.000375731,-0.000393207,-0.000428159,0.000183497,-0.000227186,6.12E-05
3.384094755,0.013510189,5.24E-05,-8.38E-05,0.000101291,0.000224413,0.000159796,-1.66E-05,3.49E-05,-4.37E-06,-0.011498331,-4.19E-05,9.17E-05,-9.69E-05,-0.000218301,-0.00015543,1.92E-05,-3.06E-05,6.11E-06
3.385240352,0.015122359,-0.00062828,0.000200701,0.000366497,0.000383949,0.000418854,-0.000183248,0.000226879,-5.24E-05,-0.013542932,0.000645733,-0.000191975,-0.000357771,-0.000375223,-0.000418854,0.000183248,-0.000218153,5.24E-05
3.386386725,0.007639775,-8.72E-06,-2.88E-05,6.98E-05,0.000124699,0.000102026,-2.01E-05,2.96E-05,-5.23E-06,-0.006399761,1.83E-05,3.31E-05,-6.80E-05,-0.000122083,-9.94E-05,2.09E-05,-2.79E-05,5.23E-06
3.387533875,0.003544107,9.76E-05,-4.97E-05,4.36E-06,3.66E-05,2.53E-05,8.71E-07,0,3.49E-06,-0.002811234,-8.80E-05,5.40E-05,-2.61E-06,-3.49E-05,-2.44E-05,0,8.71E-07,-2.61E-06
3.388681803,0.003038361,0.000101017,-4.79E-05,1.74E-06,2.87E-05,2.09E-05,8.71E-07,8.71E-07,3.48E-06,-0.002413969,-9.23E-05,5.14E-05,8.71E-07,-2.70E-05,-1.92E-05,8.71E-07,8.71E-07,-1.74E-06
3.389830508,0.003219055,9.05E-05,-4.18E-05,5.22E-06,3.05E-05,2.26E-05,8.70E-07,0,3.48E-06,-0.00257681,-8.01E-05,4.61E-05,-2.61E-06,-2.78E-05,-2.09E-05,0,8.70E-07,-2.61E-06
3.390979993,0.006748562,-2.26E-05,-7.83E-06,4.96E-05,7.74E-05,5.74E-05,0,0,5.22E-06,-0.005523211,3.13E-05,1.04E-05,-4.78E-05,-7.57E-05,-5.65E-05,0,8.70E-07,-5.22E-06
3.392130258,0.010811236,-0.001095029,0.000486679,0.000434535,0.000269412,0.000321556,-8.69E-05,9.56E-05,-1.74E-05,-0.009924784,0.001103719,-0.000486679,-0.000434535,-0.000269412,-0.000312865,9.56E-05,-9.56E-05,1.74E-05
3.393281303,0.00523694,2.87E-05,-2.61E-05,2.78E-05,5.82E-05,4.17E-05,0,0,4.34E-06,-0.004265978,-1.91E-05,3.04E-05,-2.61E-05,-5.65E-05,-4.08E-05,0,8.68E-07,-4.34E-06
3.39443313,0.01288819,-0.000251689,5.21E-05,0.000199615,0.000277725,0.00024301,-6.08E-05,9.55E-05,-2.60E-05,-0.011276516,0.000260367,-4.34E-05,-0.000199615,-0.000269046,-0.000234331,6.08E-05,-8.68E-05,2.60E-05
3.395585739,0.007699044,0.000156982,-8.33E-05,2.60E-05,9.45E-05,6.42E-05,0,5.20E-06,5.20E-06,-0.006287076,-0.000145707,8.93E-05,-2.25E-05,-9.02E-05,-6.07E-05,1.73E-06,-2.60E-06,-3.47E-06
3.39673913,0.002855821,6.59E-05,-3.47E-05,5.20E-06,2.77E-05,1.99E-05,8.67E-07,0,2.60E-06,-0.00228379,-5.81E-05,3.81E-05,-3.47E-06,-2.60E-05,-1.91E-05,0,8.67E-07,-2.60E-06
3.397893306,0.005046044,7.62E-05,-4.42E-05,1.82E-05,5.37E-05,3.72E-05,8.66E-07,-8.66E-07,4.33E-06,-0.004057795,-6.76E-05,4.76E-05,-1.65E-05,-5.28E-05,-3.64E-05,-8.66E-07,8.66E-07,-4.33E-06
3.399048266,0.00492923,0.000102133,-5.45E-05,1.47E-05,5.63E-05,3.89E-05,8.66E-07,1.73E-06,4.33E-06,-0.003958963,-9.26E-05,5.97E-05,-1.21E-05,-5.37E-05,-3.64E-05,8.66E-07,0,-2.60E-06
3.400204012,0.003811826,8.74E-05,-4.58E-05,7.78E-06,3.89E-05,2.77E-05,8.65E-07,0,3.46E-06,-0.003017804,-7.87E-05,4.93E-05,-6.05E-06,-3.72E-05,-2.59E-05,0,8.65E-07,-3.46E-06
3.401360544,0.007985822,6.40E-05,-5.62E-05,4.67E-05,0.000111502,7.78E-05,-4.32E-06,9.51E-06,2.59E-06,-0.006592474,-5.53E-05,6.05E-05,-4.49E-05,-0.000108909,-7.61E-05,4.32E-06,-7.78E-06,-1.73E-06
3.402517863,0.004166837,5.18E-05,-2.76E-05,1.73E-05,4.06E-05,3.11E-05,8.64E-07,-8.64E-07,4.32E-06,-0.003405853,-4.23E-05,3.11E-05,-1.64E-05,-3.97E-05,-3.02E-05,0,8.64E-07,-4.32E-06
3.40367597,0.009771247,-0.000785498,0.00032801,0.000293483,0.000198532,0.000207164,-4.32E-05,4.32E-05,0,-0.00875269,0.00079413,-0.00032801,-0.000284851,-0.000189901,-0.000198532,4.32E-05,-4.32E-05,8.63E-06
3.404834866,0.014396742,-0.000690078,0.000241527,0.000370917,0.000370917,0.000388169,-0.000138016,0.000181145,-4.31E-05,-0.012878572,0.000707329,-0.000232901,-0.000362291,-0.000362291,-0.000379543,0.000138016,-0.000172519,5.18E-05
3.40599455,0.01255086,0.000126715,-9.74E-05,7.41E-05,0.000187056,0.000130163,-9.48E-06,2.16E-05,8.62E-07,-0.010639784,-0.000116371,0.000105165,-7.07E-05,-0.000181884,-0.000126715,1.03E-05,-1.90E-05,0
3.407155026,0.015927702,-0.000663295,0.000215356,0.000396254,0.000422097,0.000456554,-0.000189513,0.000241198,-6.03E-05,-0.014377142,0.00067191,-0.000206741,-0.00038764,-0.000413483,-0.00044794,0.000189513,-0.000232584,6.03E-05
3.408316292,0.015839375,-0.000499285,0.000137734,0.000327118,0.000378768,0.000387376,-0.00015495,0.000189384,-5.17E-05,-0.014143529,0.000499285,-0.000137734,-0.000327118,-0.000378768,-0.000395984,0.000146342,-0.000197992,4.30E-05
3.40947835,0.016387742,-0.000619379,0.000180652,0.000369907,0.000412919,0.000430124,-0.000163447,0.000215062,-5.16E-05,-0.014718859,0.000627982,-0.00017205,-0.000361305,-0.000404317,-0.000421522,0.00017205,-0.00020646,6.02E-05
3.410641201,0.005876652,9.46E-05,-5.85E-05,1.72E-05,6.53E-05,4.38E-05,8.60E-07,8.60E-07,4.30E-06,-0.004741038,-8.51E-05,6.28E-05,-1.55E-05,-6.36E-05,-4.30E-05,0,0,-4.30E-06
3.411804845,0.009691237,7.30E-05,-6.44E-05,7.04E-05,0.000153775,0.000115975,-1.55E-05,2.75E-05,-3.44E-06,-0.008144041,-6.19E-05,7.04E-05,-6.79E-05,-0.000149479,-0.000112539,1.72E-05,-2.58E-05,4.30E-06
3.412969283,0.014079236,-0.000274717,5.15E-05,0.000223207,0.000309056,0.000274717,-7.73E-05,0.000111604,-2.58E-05,-0.012339935,0.000291887,-4.29E-05,-0.000223207,-0.000300471,-0.000266132,8.58E-05,-0.000103019,3.43E-05
3.414134517,0.00452287,0.000105522,-5.23E-05,9.44E-06,4.72E-05,3.26E-05,1.72E-06,0,4.29E-06,-0.003608345,-9.61E-05,5.75E-05,-6.01E-06,-4.38E-05,-3.00E-05,0,1.72E-06,-3.43E-06
3.415300546,0.005174774,-0.000372934,0.000150031,0.000114881,6.94E-05,6.94E-05,-6.00E-06,2.57E-06,4.29E-06,-0.004593512,0.000380649,-0.000147459,-0.000114023,-6.77E-05,-6.86E-05,6.86E-06,-1.71E-06,-4.29E-06
3.416467373,0.008987128,-0.000933839,0.000402664,0.000308424,0.000179914,0.000197049,-3.43E-05,3.43E-05,0,-0.00827604,0.000942406,-0.000402664,-0.000308424,-0.000171347,-0.000188481,4.28E-05,-3.43E-05,0
3.417634997,0.003653182,-1.54E-05,-1.71E-06,2.57E-05,3.77E-05,2.91E-05,8.56E-07,-8.56E-07,4.28E-06,-0.002979394,2.31E-05,5.99E-06,-2.31E-05,-3.60E-05,-2.83E-05,0,2.57E-06,-3.42E-06
3.418803419,0.004662816,8.90E-05,-4.53E-05,1.63E-05,5.13E-05,3.59E-05,8.56E-07,8.56E-07,4.28E-06,-0.003757631,-7.96E-05,5.05E-05,-1.37E-05,-4.79E-05,-3.34E-05,8.56E-07,8.56E-07,-3.42E-06
3.41997264,0.002458061,4.27E-05,-2.31E-05,8.55E-06,2.48E-05,1.88E-05,8.55E-07,0,2.56E-06,-0.001974143,-3.59E-05,2.65E-05,-5.98E-06,-2.31E-05,-1.71E-05,0,8.55E-07,-1.71E-06
3.421142662,0.00235727,6.84E-05,-2.90E-05,3.42E-06,1.97E-05,1.62E-05,0,-8.54E-07,2.56E-06,-0.001894189,-6.24E-05,3.16E-05,-2.56E-06,-1.97E-05,-1.54E-05,0,8.54E-07,-2.56E-06
3.422313484,0.004530307,0.000120387,-5.29E-05,9.39E-06,4.44E-05,3.16E-05,8.54E-07,0,4.27E-06,-0.003616732,-0.000110995,5.72E-05,-7.68E-06,-4.27E-05,-2.99E-05,0,1.71E-06,-4.27E-06
3.423485108,0.003715791,9.30E-05,-3.75E-05,8.53E-06,3.33E-05,2.47E-05,8.53E-07,-8.53E-07,4.27E-06,-0.002982018,-8.36E-05,4.18E-05,-6.83E-06,-3.16E-05,-2.39E-05,0,1.71E-06,-3.41E-06
3.424657534,0.001909914,2.64E-05,-1.53E-05,6.82E-06,1.79E-05,1.45E-05,8.53E-07,0,2.56E-06,-0.00153731,-1.96E-05,1.88E-05,-5.12E-06,-1.62E-05,-1.28E-05,8.53E-07,1.71E-06,-1.71E-06
3.425830764,0.007934346,3.58E-05,-3.32E-05,5.03E-05,9.80E-05,6.99E-05,0,3.41E-06,5.96E-06,-0.006550607,-2.56E-05,3.92E-05,-4.69E-05,-9.46E-05,-6.65E-05,1.70E-06,-1.70E-06,-4.26E-06
3.427004798,0.004190947,-0.000310787,0.000130275,0.000108137,6.56E-05,7.15E-05,-1.19E-05,9.37E-06,1.70E-06,-0.003740518,0.000316748,-0.000127721,-0.000106434,-6.39E-05,-6.98E-05,1.28E-05,-8.51E-06,-8.51E-07
3.428179637,0.005961328,-0.000521595,0.000212722,0.000146353,7.49E-05,7.83E-05,-5.96E-06,-8.51E-07,5.96E-06,-0.005382723,0.000528402,-0.00021102,-0.000145502,-7.49E-05,-7.74E-05,5.96E-06,8.51E-07,-6.81E-06
3.429355281,0.004749807,-0.000314613,0.000127546,0.000102037,6.38E-05,6.38E-05,-6.80E-06,2.55E-06,3.40E-06,-0.004179252,0.000321416,-0.000125845,-0.000101186,-6.29E-05,-6.38E-05,6.80E-06,-2.55E-06,-4.25E-06
3.430531732,0.001640814,1.19E-05,-8.50E-06,8.50E-06,1.53E-05,1.36E-05,8.50E-07,0,2.55E-06,-0.001323868,-5.95E-06,1.19E-05,-5.95E-06,-1.36E-05,-1.19E-05,8.50E-07,1.70E-06,-8.50E-07
3.431708991,0.002632333,7.30E-05,-3.06E-05,5.09E-06,2.29E-05,1.78E-05,0,-8.49E-07,2.55E-06,-0.002113508,-6.62E-05,3.31E-05,-3.40E-06,-2.21E-05,-1.70E-05,0,8.49E-07,-2.55E-06
3.432887058,0.002739142,6.62E-05,-3.39E-05,5.09E-06,2.80E-05,2.04E-05,8.49E-07,0,2.55E-06,-0.002174003,-5.86E-05,3.82E-05,-3.39E-06,-2.63E-05,-1.87E-05,0,8.49E-07,-1.70E-06
3.434065934,0.012381274,-0.000139916,5.94E-06,0.000160267,0.000238281,0.00020945,-5.68E-05,7.89E-05,-1.78E-05,-0.010620879,0.000150091,-8.48E-07,-0.000158571,-0.000234041,-0.000206906,5.77E-05,-7.63E-05,1.87E-05
3.43524562,0.005888528,8.30E-05,-4.58E-05,2.46E-05,6.52E-05,4.58E-05,1.69E-06,8.47E-07,5.08E-06,-0.004747091,-7.29E-05,5.08E-05,-2.20E-05,-6.19E-05,-4.24E-05,0,1.69E-06,-4.24E-06
3.436426117,0.004986017,5.25E-05,-3.64E-05,2.46E-05,6.01E-05,4.23E-05,0,1.69E-06,3.39E-06,-0.004054526,-4.40E-05,4.06E-05,-2.20E-05,-5.84E-05,-4.06E-05,8.47E-07,-8.47E-07,-2.54E-06
3.437607425,0.00312512,3.55E-05,-2.28E-05,1.27E-05,3.22E-05,2.37E-05,8.46E-07,-8.46E-07,3.38E-06,-0.002491296,-2.88E-05,2.62E-05,-1.10E-05,-3.05E-05,-2.20E-05,0,1.69E-06,-2.54E-06
