lambda_um,PC1_plus,PC2_plus,PC3_plus,PC4_plus,PC5_plus,PC6_plus,PC7_plus,PC8_plus,PC9_plus,PC1_minus,PC2_minus,PC3_minus,PC4_minus,PC5_minus,PC6_minus,PC7_minus,PC8_minus,PC9_minus
4.299226139,0.070928718,-0.007141564,0.002921549,0.003570782,0.002380521,0.004436426,-0.00313796,0.00373309,-0.000811541,-0.067141525,0.007195667,-0.002921549,-0.003570782,-0.002380521,-0.004436426,0.00313796,-0.00373309,0.000811541
4.301075269,0.071138025,-0.007081369,0.002919038,0.003567712,0.002378475,0.004432613,-0.003135262,0.003783938,-0.000810844,-0.067300031,0.007189481,-0.002864981,-0.003513656,-0.002378475,-0.004378556,0.003189319,-0.003783937,0.0008649
4.30292599,0.071238873,-0.007237308,0.002916527,0.003564644,0.002376429,0.0044288,-0.003186576,0.003726673,-0.000810146,-0.06745819,0.007183298,-0.002970537,-0.003618654,-0.002430439,-0.00448281,0.003132566,-0.003780683,0.000810146
4.304778304,0.071447396,-0.007123154,0.002914018,0.00361554,0.002428348,0.004478953,-0.003129871,0.003831394,-0.000809449,-0.067562039,0.007177118,-0.002914018,-0.003561577,-0.002374385,-0.00442499,0.003183834,-0.00377743,0.000863413
4.306632214,0.071547647,-0.007278773,0.002965426,0.003612428,0.002372341,0.004475098,-0.003181094,0.003774179,-0.000808753,-0.067719551,0.007278773,-0.002965426,-0.003666345,-0.002426258,-0.004475098,0.003181094,-0.003774179,0.000808753
4.308487721,0.071755386,-0.007218635,0.002909002,0.003609317,0.002424168,0.004471244,-0.003178354,0.003824799,-0.000861927,-0.067876717,0.007218635,-0.002909002,-0.003609317,-0.002424168,-0.004471244,0.003178354,-0.003824799,0.000808056
4.310344828,0.07185504,-0.007320064,0.003014144,0.003660032,0.00242208,0.004521216,-0.00322944,0.00376768,-0.00080736,-0.068033536,0.007320064,-0.003014144,-0.003660032,-0.00242208,-0.004521216,0.003175616,-0.00376768,0.00080736
4.312203536,0.072061997,-0.007259977,0.002957769,0.003656877,0.002419992,0.004517319,-0.003172879,0.00381821,-0.000806664,-0.068190009,0.007313755,-0.002957769,-0.003656877,-0.002419992,-0.004517319,0.003226657,-0.00381821,0.000806664
4.314063848,0.072161055,-0.007307449,0.003062681,0.003707456,0.002417906,0.004567155,-0.003170143,0.003814918,-0.000752237,-0.068292406,0.007414911,-0.003008949,-0.003707456,-0.002417906,-0.004513424,0.003223874,-0.003761187,0.000805969
4.315925766,0.072367232,-0.007301145,0.003006354,0.003704257,0.00241582,0.004563216,-0.003221093,0.003811627,-0.000805273,-0.068448235,0.00735483,-0.003006354,-0.003650573,-0.00241582,-0.004509531,0.003221093,-0.003811627,0.000805273
4.317789292,0.072519333,-0.007402121,0.003111036,0.003754699,0.002467374,0.004612916,-0.003218314,0.003808338,-0.00075094,-0.06855008,0.00745576,-0.003057398,-0.003701061,-0.002413735,-0.004559278,0.003271952,-0.003754699,0.000804578
4.319654428,0.072671091,-0.00739573,0.003001166,0.003697865,0.002411651,0.004555341,-0.003269127,0.00380505,-0.000803884,-0.068812449,0.007395731,-0.003054758,-0.003751457,-0.002465243,-0.004555341,0.003215535,-0.00380505,0.000803884
4.321521175,0.07276896,-0.007496434,0.003105666,0.003801763,0.002409568,0.004604953,-0.003266304,0.003748217,-0.000749643,-0.068860105,0.007496434,-0.003105666,-0.003801763,-0.002463114,-0.004604953,0.003266304,-0.003801763,0.000749643
4.323389537,0.072973577,-0.007436457,0.003049482,0.003691479,0.002407486,0.004547474,-0.003263481,0.003798478,-0.000855995,-0.069121599,0.007436457,-0.003049482,-0.003744978,-0.002460986,-0.004600973,0.003209981,-0.003851978,0.000802495
4.325259516,0.073070852,-0.007536935,0.003153753,0.003848648,0.002458858,0.004650449,-0.00326066,0.003795194,-0.000748348,-0.069168751,0.007590388,-0.003153753,-0.003848648,-0.002458858,-0.004650449,0.00326066,-0.003795194,0.000748348
4.327131112,0.073274692,-0.007477009,0.003044211,0.003738505,0.002456732,0.00459302,-0.00325784,0.003845319,-0.000854515,-0.069429373,0.007477009,-0.003097618,-0.003791912,-0.002456732,-0.004646427,0.00325784,-0.003845319,0.000801108
4.329004329,0.073371375,-0.007577262,0.003148299,0.003841992,0.002454606,0.004642407,-0.003308382,0.003788631,-0.000747054,-0.069476022,0.007630623,-0.00320166,-0.003841992,-0.002454606,-0.004642407,0.003255021,-0.003788631,0.000747054
4.330879168,0.073627753,-0.007517388,0.003092259,0.003785352,0.002452481,0.004638388,-0.003252203,0.003838666,-0.000799722,-0.069682457,0.007517388,-0.003092259,-0.003785352,-0.002452481,-0.004638388,0.003252203,-0.003838666,0.000799722
4.332755633,0.073670529,-0.007670684,0.003196118,0.003888611,0.002450357,0.00468764,-0.003302656,0.003782073,-0.000745761,-0.069781918,0.007670684,-0.003249387,-0.003888611,-0.002503626,-0.00468764,0.003302656,-0.003782073,0.000745761
4.334633723,0.073926039,-0.007557594,0.003140127,0.003832019,0.002448235,0.004683579,-0.003299794,0.003832019,-0.000798337,-0.069987574,0.007610816,-0.003140127,-0.003832019,-0.002501457,-0.004683579,0.003299794,-0.003832019,0.000798337
4.336513443,0.073968317,-0.007710572,0.003243758,0.003935051,0.002446113,0.004732696,-0.003296934,0.003775522,-0.000744469,-0.070033266,0.007763749,-0.003243758,-0.003935051,-0.002499289,-0.004732696,0.003296934,-0.003775522,0.000691293
4.338394794,0.074169829,-0.007703886,0.003240945,0.003931638,0.002497122,0.004728592,-0.003294075,0.003825378,-0.000743823,-0.070238191,0.007757016,-0.003240945,-0.003931639,-0.002497122,-0.004728592,0.003294075,-0.003825378,0.000743823
4.340277778,0.074211656,-0.007803372,0.003291218,0.003981312,0.002494956,0.004777574,-0.003344302,0.003715891,-0.000690094,-0.070283428,0.007856456,-0.003344302,-0.004034396,-0.002494956,-0.004777574,0.003291218,-0.003715891,0.000690094
4.342162397,0.07441244,-0.007796599,0.003288362,0.003977857,0.00249279,0.004773428,-0.0033414,0.003765704,-0.000742533,-0.070487622,0.007796599,-0.003288362,-0.003977857,-0.00249279,-0.004773428,0.0033414,-0.003765704,0.000689495
4.344048653,0.074612792,-0.00778983,0.003338499,0.004027395,0.002490626,0.004822276,-0.003338499,0.003815427,-0.000688897,-0.070585397,0.007895814,-0.003285506,-0.003974403,-0.002490626,-0.004769284,0.003338499,-0.003762435,0.000741889
4.345936549,0.07470682,-0.007836009,0.003282653,0.004023897,0.002488462,0.004765141,-0.003388545,0.003759167,-0.000741244,-0.070788815,0.007836009,-0.003335599,-0.004023897,-0.002541408,-0.004818087,0.003335599,-0.003812113,0.000688298
4.347826087,0.0749593,-0.0077763,0.0033327,0.0040204,0.0025392,0.0048139,-0.0033327,0.0038617,-0.0006877,-0.0709389,0.0078821,-0.0032798,-0.0039675,-0.0024863,-0.004761,0.0033856,-0.0038088,0.0007406
4.349717268,0.074841278,-0.007980956,0.003435511,0.004122613,0.002484138,0.004809715,-0.003329803,0.003646927,-0.000634248,-0.070930081,0.007980956,-0.003488365,-0.004175467,-0.002484138,-0.004809715,0.003276949,-0.003699781,0.000581394
4.351610096,0.075198649,-0.007868398,0.003326907,0.004013411,0.002481978,0.004805532,-0.003379715,0.003802179,-0.000739313,-0.071238046,0.007921206,-0.003326907,-0.004066219,-0.002534786,-0.004805532,0.003326907,-0.003802179,0.000686505
4.353504571,0.075185978,-0.008019838,0.003429536,0.004168205,0.002479818,0.004854112,-0.003324012,0.003693346,-0.000633145,-0.071281584,0.008019838,-0.003482298,-0.004168205,-0.00253258,-0.004854112,0.003324012,-0.003693346,0.000633145
4.355400697,0.07564769,-0.007854708,0.003373834,0.004059144,0.002530376,0.004849887,-0.003373834,0.003900996,-0.00068531,-0.071588545,0.00796014,-0.003321118,-0.004006428,-0.00247766,-0.004797171,0.00342655,-0.003795564,0.000738026
4.357298475,0.075265787,-0.008111219,0.003528907,0.00426629,0.002475502,0.004845663,-0.003318226,0.003581577,-0.000579373,-0.071368189,0.008163889,-0.003581577,-0.00426629,-0.002475502,-0.004845663,0.003318226,-0.003581577,0.000579373
4.359197908,0.075884327,-0.007998903,0.003420583,0.004157324,0.002525969,0.004894065,-0.003367959,0.003788954,-0.000684117,-0.071832251,0.008051527,-0.003420583,-0.0041047,-0.002525969,-0.004841441,0.003367959,-0.003788954,0.000684117
4.361098997,0.075765604,-0.008097087,0.003522759,0.004206279,0.002523768,0.0048898,-0.003365023,0.003680494,-0.000630942,-0.071769639,0.008097087,-0.003522759,-0.004206279,-0.002523768,-0.0048898,0.003312445,-0.003680494,0.000630942
4.363001745,0.07601473,-0.008037494,0.003519687,0.004202611,0.002574099,0.004938068,-0.003309556,0.003729817,-0.000630392,-0.071969717,0.008142559,-0.003467154,-0.004150079,-0.002521567,-0.004833003,0.003362089,-0.003677285,0.000682924
4.364906155,0.075790954,-0.008187942,0.00362159,0.004356405,0.002519367,0.004881273,-0.003254182,0.003464129,-0.000524868,-0.071801956,0.008240429,-0.00362159,-0.004356405,-0.002519367,-0.004881273,0.003254182,-0.003464129,0.000524868
4.366812227,0.076091891,-0.008128355,0.003618429,0.004300162,0.002517168,0.004877013,-0.003251342,0.003565988,-0.000576851,-0.072053934,0.008233237,-0.003565988,-0.004247721,-0.002517168,-0.004824572,0.003303783,-0.003513547,0.000629292
4.368719965,0.076497007,-0.008173653,0.003510479,0.004244012,0.00251497,0.00492515,-0.003405689,0.00372006,-0.000628743,-0.072462575,0.008173653,-0.003562874,-0.004244012,-0.002567365,-0.00492515,0.003353293,-0.00372006,0.000628743
4.370629371,0.075801989,-0.008271212,0.00371681,0.004397353,0.002460424,0.004816148,-0.003088617,0.003193316,-0.000471145,-0.071823432,0.008323561,-0.00376916,-0.004449702,-0.002512773,-0.004816148,0.003088617,-0.003245665,0.000471145
4.372540446,0.076520298,-0.008263983,0.003608955,0.004288903,0.002510577,0.004916547,-0.003295132,0.003556651,-0.000627644,-0.072545218,0.008263983,-0.003608955,-0.004341206,-0.002562881,-0.004916547,0.003295132,-0.003556651,0.000575341
4.374453193,0.076244364,-0.008256758,0.003710315,0.004389669,0.002508382,0.00485999,-0.00308322,0.003344509,-0.00052258,-0.072220501,0.008361274,-0.003710315,-0.004389669,-0.002508382,-0.004807732,0.003135478,-0.003292251,0.00052258
4.376367615,0.076229885,-0.00835396,0.003759282,0.004438041,0.002506188,0.004751315,-0.002976098,0.003080523,-0.00046991,-0.072261754,0.00835396,-0.003759282,-0.004438041,-0.002506188,-0.004751315,0.002923886,-0.003080523,0.00046991
4.378283713,0.075485012,-0.008242316,0.003808159,0.004434158,0.002503995,0.004538491,-0.002556161,0.002712661,-0.000417332,-0.071468187,0.00834665,-0.003755992,-0.004381991,-0.002451828,-0.004434158,0.002608328,-0.002660495,0.000469499
4.380201489,0.075471049,-0.008287222,0.003804825,0.004326034,0.002449682,0.004326034,-0.002449682,0.002553924,-0.000416967,-0.07145774,0.008287222,-0.003804825,-0.004326034,-0.002449682,-0.004326034,0.002449682,-0.002553924,0.000416967
4.382120947,0.076706829,-0.008332038,0.003749417,0.004426395,0.002551687,0.004790922,-0.003020364,0.00317659,-0.000520752,-0.072697035,0.008384114,-0.003749417,-0.004426395,-0.002499612,-0.004790922,0.003020364,-0.00317659,0.000468677
4.384042087,0.075859171,-0.008324738,0.003850191,0.004422517,0.002497421,0.004526576,-0.002601481,0.00270554,-0.000468266,-0.071852891,0.008324738,-0.003850191,-0.004422517,-0.002497421,-0.004526576,0.002601481,-0.00270554,0.000416237
4.385964912,0.07693632,-0.008369424,0.003742848,0.00441864,0.002495232,0.004782528,-0.003067056,0.003223008,-0.00051984,-0.072933552,0.008369424,-0.003794832,-0.00441864,-0.002547216,-0.004782528,0.003015072,-0.003274992,0.000467856
4.387889425,0.076868847,-0.008362084,0.003739566,0.004362826,0.002544982,0.004726395,-0.003012428,0.003220181,-0.000519384,-0.072921528,0.008362084,-0.003739566,-0.004362826,-0.002544982,-0.004778334,0.003012428,-0.003220181,0.000519384
4.389815628,0.075919225,-0.008302854,0.00384007,0.004410891,0.002542749,0.004410891,-0.002438963,0.002542749,-0.000467036,-0.071871583,0.008302854,-0.00384007,-0.004410891,-0.002542749,-0.004410891,0.002438963,-0.002542749,0.000467036
4.391743522,0.077615393,-0.008347414,0.003733005,0.004458867,0.002592365,0.004873645,-0.003110837,0.003421921,-0.00057032,-0.073571305,0.008451108,-0.003733005,-0.00440702,-0.002540517,-0.004873645,0.003162685,-0.003370074,0.00057032
4.393673111,0.075475164,-0.00823648,0.00383333,0.004351348,0.002486484,0.004299546,-0.002382881,0.002486484,-0.000466216,-0.071538231,0.008288282,-0.00383333,-0.004351348,-0.002486484,-0.004299546,0.002382881,-0.002486484,0.000414414
4.395604396,0.077530862,-0.008332756,0.003778206,0.004347525,0.002587813,0.004658063,-0.002846594,0.003105375,-0.000517563,-0.073390363,0.008384513,-0.00372645,-0.004295769,-0.002536056,-0.004606306,0.00289835,-0.003053619,0.000569319
4.397537379,0.077721272,-0.008377143,0.003774885,0.004395415,0.002585538,0.004809101,-0.002999224,0.003257778,-0.000568818,-0.073636122,0.008428854,-0.003723175,-0.004343704,-0.002585538,-0.00475739,0.003050935,-0.003257778,0.000568818
4.399472063,0.075947976,-0.008266446,0.003823231,0.004288219,0.002479934,0.004184888,-0.002273273,0.002324938,-0.000464988,-0.071918084,0.008266446,-0.003823231,-0.004339884,-0.002531599,-0.004236554,0.002221607,-0.002376603,0.000413322
4.401408451,0.078358917,-0.008414034,0.003768248,0.004490926,0.002632612,0.004955505,-0.00314881,0.003458529,-0.000567818,-0.07422933,0.008517274,-0.003716628,-0.004439306,-0.002580992,-0.004903885,0.00320043,-0.003406909,0.000619438
4.403346543,0.075143915,-0.008200331,0.003868081,0.004280676,0.002475572,0.004074378,-0.002062976,0.0022177,-0.000412595,-0.07122426,0.008251906,-0.003816506,-0.004229102,-0.002475572,-0.004022804,0.002062976,-0.002166125,0.000412595
4.405286344,0.077757261,-0.008399227,0.003761617,0.004379965,0.00257645,0.004689139,-0.002885624,0.00309174,-0.000566819,-0.073737999,0.008450756,-0.003761617,-0.004379965,-0.00257645,-0.004689139,0.002885624,-0.00309174,0.00051529
4.407227854,0.076401677,-0.008288861,0.003758304,0.004221656,0.002522697,0.00427314,-0.002471213,0.002677148,-0.000463352,-0.072437439,0.008340345,-0.003758304,-0.004221656,-0.002522697,-0.00427314,0.002471213,-0.002677148,0.000463352
4.409171076,0.07540846,-0.008281557,0.003857868,0.004217936,0.002469036,0.003960744,-0.002006091,0.002108968,-0.000411506,-0.071499154,0.008281557,-0.003857868,-0.004217936,-0.002469036,-0.003960744,0.002006091,-0.002108968,0.000360068
4.411116012,0.078322764,-0.008428434,0.003803074,0.004419789,0.002621037,0.004728146,-0.002878002,0.003186359,-0.000513929,-0.074211333,0.00853122,-0.003751681,-0.004368396,-0.002569644,-0.004676753,0.002929395,-0.003134966,0.000565322
4.413062665,0.075070133,-0.00821561,0.003851067,0.004159152,0.002413335,0.003902415,-0.00189986,0.002002555,-0.000359433,-0.071219066,0.008266957,-0.003851067,-0.004159152,-0.002413335,-0.003851067,0.00189986,-0.002002555,0.000359433
4.415011038,0.079518488,-0.008567476,0.003796367,0.004514598,0.002667717,0.004976318,-0.00318074,0.003488553,-0.000564325,-0.075363005,0.008618778,-0.003796367,-0.004463296,-0.002616415,-0.004925016,0.003232042,-0.003437251,0.000615627
4.416961131,0.074988932,-0.008252371,0.003844272,0.004100557,0.002409077,0.003741758,-0.001793994,0.001793994,-0.000410056,-0.07114466,0.008252371,-0.003895529,-0.004151814,-0.002460334,-0.003741758,0.001742737,-0.001845251,0.000358799
4.418912947,0.079122061,-0.008552352,0.003840877,0.004506629,0.002611796,0.004813899,-0.002970278,0.003226336,-0.000512117,-0.075025126,0.008603564,-0.003840877,-0.004455417,-0.002611796,-0.004762687,0.00302149,-0.003226336,0.000563329
4.42086649,0.0751635,-0.008237797,0.003837483,0.004144482,0.002404823,0.003786317,-0.001841992,0.001944325,-0.000358165,-0.071274851,0.008288963,-0.003837483,-0.004093315,-0.002404823,-0.003786317,0.001841992,-0.001893158,0.000358165
4.42282176,0.077959845,-0.008435,0.00378297,0.004294182,0.002504939,0.004396424,-0.002607182,0.002760545,-0.000511212,-0.07392127,0.008435,-0.003834091,-0.004294182,-0.002556061,-0.004396424,0.00255606,-0.002811667,0.000460091
4.424778761,0.076409696,-0.008376464,0.003881776,0.004188232,0.002451648,0.0038307,-0.001838736,0.001940888,-0.000408608,-0.072476844,0.008376464,-0.003932852,-0.004239308,-0.002502724,-0.003881776,0.001838736,-0.001940888,0.000357532
4.426737494,0.07812817,-0.008369053,0.00377628,0.004184526,0.00250051,0.004235557,-0.002398448,0.002602571,-0.000459277,-0.073943644,0.008420084,-0.00377628,-0.004184526,-0.00250051,-0.004235557,0.002398448,-0.002602571,0.000459277
4.428697963,0.076070575,-0.008208688,0.003721952,0.004027866,0.002396325,0.003874909,-0.002090411,0.002243368,-0.000356899,-0.071991724,0.008310659,-0.003670966,-0.00397688,-0.002345339,-0.003823923,0.002090411,-0.002243368,0.000407885
4.430660168,0.078397414,-0.008405181,0.003820537,0.00417712,0.002547025,0.003820537,-0.001833858,0.001935739,-0.000407524,-0.074067472,0.008456121,-0.003871477,-0.00417712,-0.002597965,-0.003871477,0.001782917,-0.001935739,0.000356583
4.432624113,0.07776811,-0.008346839,0.003715361,0.004122524,0.002442977,0.004071629,-0.002290291,0.002442977,-0.000407163,-0.0734929,0.008397734,-0.003715361,-0.004071629,-0.002442977,-0.004071629,0.002290291,-0.002442977,0.000407163
4.4345898,0.079834893,-0.008390291,0.003762919,0.00411887,0.002593363,0.003864619,-0.001881459,0.00203401,-0.000457652,-0.07530922,0.008441141,-0.003762919,-0.00411887,-0.002644213,-0.003915469,0.001881459,-0.00203401,0.000406802
4.436557232,0.078392362,-0.008484462,0.003861192,0.004318439,0.002489453,0.004369244,-0.002489453,0.002692673,-0.000406441,-0.074226339,0.008586072,-0.003810387,-0.004267633,-0.002489453,-0.004318439,0.002540258,-0.002641868,0.000457246
4.438526409,0.073957451,-0.008121614,0.003705487,0.003756247,0.002233444,0.003248646,-0.001421283,0.001472043,-0.000304561,-0.070048924,0.008121614,-0.003756247,-0.003807007,-0.002233444,-0.003248646,0.001370522,-0.001472043,0.0002538
4.440497336,0.079419753,-0.008570842,0.003905058,0.004361493,0.002535752,0.004412208,-0.002485037,0.002687897,-0.00040572,-0.075058259,0.008621557,-0.003854343,-0.004310778,-0.002535752,-0.004361493,0.002535752,-0.002637182,0.000456435
4.442470013,0.074130225,-0.007955192,0.003648241,0.003648241,0.00217881,0.003090871,-0.00126675,0.00136809,-0.00025335,-0.069924614,0.008005862,-0.003597571,-0.003648241,-0.00217881,-0.003090871,0.00126675,-0.00131742,0.00025335
4.444444444,0.078418125,-0.008454375,0.0038475,0.004201875,0.002480625,0.00415125,-0.002278125,0.00243,-0.000405,-0.074115,0.008505,-0.003796875,-0.00415125,-0.00243,-0.004100625,0.002278125,-0.002379375,0.000405
4.446420631,0.073037534,-0.007991642,0.003692341,0.003641761,0.00212436,0.003034801,-0.00121392,0.0012645,-0.0002529,-0.069092294,0.008042222,-0.003692341,-0.003641761,-0.00212436,-0.002984221,0.00121392,-0.0012645,0.0002529
4.448398577,0.074741324,-0.008136141,0.003689058,0.003840663,0.002223542,0.003587988,-0.001819261,0.001920332,-0.00030321,-0.070698521,0.008186676,-0.003689058,-0.003840663,-0.002223542,-0.003537453,0.001819261,-0.001920332,0.00030321
4.450378282,0.075785625,-0.007825964,0.003534306,0.003534306,0.002221564,0.002928425,-0.001110782,0.001211762,-0.00025245,-0.071039557,0.007926944,-0.003483816,-0.003483816,-0.002171074,-0.002928425,0.001161272,-0.001211762,0.00025245
4.452359751,0.077433321,-0.008222561,0.003682497,0.003884277,0.002320477,0.003632052,-0.001816026,0.001916916,-0.000353116,-0.072994147,0.008222561,-0.003682497,-0.003884277,-0.002370923,-0.003632052,0.001816026,-0.001916916,0.000302671
4.454342984,0.071921157,-0.007812039,0.003578418,0.003376817,0.00201601,0.002671213,-0.000907205,0.001008005,-0.000201601,-0.067889137,0.007862439,-0.003578418,-0.003376817,-0.00201601,-0.002620813,0.000957605,-0.000957605,0.000201601
4.456327986,0.076238015,-0.008308634,0.003776652,0.003978073,0.002316347,0.003675941,-0.001863148,0.001913504,-0.000352488,-0.072159231,0.008308634,-0.003776652,-0.003978073,-0.002316347,-0.003675941,0.001812793,-0.001913504,0.000302132
4.458314757,0.077629086,-0.007898747,0.003521734,0.003521734,0.002314283,0.002918008,-0.00105652,0.001157141,-0.000251552,-0.072698658,0.007999368,-0.003471424,-0.003471424,-0.002263972,-0.002867698,0.00105652,-0.001157141,0.000251552
4.460303301,0.075850851,-0.008193299,0.003719657,0.003870454,0.002261954,0.003518595,-0.001709032,0.001759297,-0.000351859,-0.071678803,0.008243565,-0.003769923,-0.00392072,-0.002312219,-0.00356886,0.001709032,-0.001809563,0.000301594
4.462293619,0.070962005,-0.007734005,0.003565678,0.003264353,0.001958612,0.00246082,-0.000753312,0.000853754,-0.000150662,-0.066994561,0.007834446,-0.003515457,-0.003214132,-0.001908391,-0.002410599,0.000803533,-0.000803533,0.000200883
4.464285714,0.071852032,-0.00777728,0.003562496,0.003411968,0.00200704,0.00275968,-0.001053696,0.001053696,-0.000200704,-0.067837952,0.007827456,-0.003562496,-0.003411968,-0.00200704,-0.00275968,0.00100352,-0.001103872,0.000200704
4.466279589,0.075898652,-0.008121256,0.003759841,0.003809972,0.002255904,0.003358791,-0.001453805,0.001554068,-0.000300787,-0.071587368,0.008221518,-0.00370971,-0.003809972,-0.002255904,-0.00330866,0.001503936,-0.001554068,0.000300787
4.468275246,0.075229833,-0.007713312,0.003455964,0.003405878,0.00210363,0.002804841,-0.001101902,0.001101902,-0.000250432,-0.070521708,0.007713312,-0.003506051,-0.003455964,-0.002153717,-0.002854927,0.001051815,-0.001151988,0.000200346
4.470272687,0.073761451,-0.00800667,0.003653043,0.003603002,0.002101751,0.003052543,-0.001251042,0.001301084,-0.000250208,-0.069708074,0.00800667,-0.003653043,-0.003603002,-0.002151793,-0.003052543,0.001251042,-0.001301084,0.000250208
4.472271914,0.073595525,-0.007149565,0.003099812,0.002899824,0.001899884,0.002249863,-0.000699957,0.000699957,-0.000149991,-0.068345844,0.007199562,-0.003149808,-0.002949821,-0.001899884,-0.002249863,0.00064996,-0.000749954,0.000149991
4.474272931,0.073130094,-0.007942408,0.003596562,0.003596562,0.002097994,0.003047087,-0.001348711,0.001348711,-0.000249761,-0.069183866,0.007942408,-0.003646514,-0.003646514,-0.002147947,-0.00309704,0.001298759,-0.001398663,0.000249761
4.476275739,0.062284635,-0.006637705,0.002894638,0.002495378,0.001447319,0.001796672,-0.000548983,0.000499076,-9.98E-05,-0.058641383,0.006637705,-0.002944546,-0.002495378,-0.001447319,-0.001796672,0.000499076,-0.000548983,4.99E-05
4.47828034,0.074694609,-0.007728748,0.003490402,0.003440539,0.002094241,0.002892048,-0.001146846,0.001196709,-0.000249314,-0.07005736,0.007728748,-0.003490402,-0.003490402,-0.002144104,-0.002892048,0.001146846,-0.001246572,0.000249314
4.480286738,0.062970255,-0.006775281,0.002989094,0.002441094,0.001394911,0.001644002,-0.000398546,0.000398546,-4.98E-05,-0.059383342,0.006825099,-0.002939276,-0.002441094,-0.001394911,-0.001644002,0.000398546,-0.000348728,4.98E-05
4.482294935,0.07376449,-0.007316721,0.003185511,0.003085964,0.001990944,0.00248868,-0.000846151,0.000945699,-0.000199094,-0.068886676,0.007416268,-0.003135737,-0.00303619,-0.001941171,-0.002438907,0.000895925,-0.000895925,0.000199094
4.484304933,0.059873716,-0.006216125,0.002735095,0.002188076,0.001292954,0.00149187,-0.000298374,0.000348103,0,-0.056094312,0.006315583,-0.002685366,-0.002188076,-0.001243225,-0.001442141,0.000348103,-0.000298374,4.97E-05
4.486316734,0.066229319,-0.007204239,0.003179802,0.002782327,0.001639586,0.001987376,-0.000596213,0.000596213,-9.94E-05,-0.062552672,0.007204239,-0.003229487,-0.002832011,-0.001639586,-0.002037061,0.000546529,-0.000596213,9.94E-05
4.488330341,0.058277172,-0.005907141,0.002481992,0.001935954,0.001092076,0.001191356,-0.000198559,0.00014892,0,-0.054355625,0.005956781,-0.002481992,-0.001886314,-0.001092076,-0.001191356,0.000198559,-0.000198559,0
4.490345757,0.062390875,-0.004959529,0.001983812,0.001735835,0.001190287,0.001190287,-0.000247976,0.000247976,-4.96E-05,-0.056836202,0.005009124,-0.001934216,-0.001735835,-0.001190287,-0.001190287,0.000247976,-0.000247976,4.96E-05
4.492362983,0.064316886,-0.005153279,0.002130683,0.001833378,0.001189218,0.001238769,-0.000198203,0.000198203,0,-0.058370795,0.005252381,-0.002081132,-0.001783827,-0.001189218,-0.001189218,0.000247754,-0.000198203,0
4.494382022,0.0514865,-0.004406056,0.001782225,0.001336669,0.000742594,0.000742594,-4.95E-05,4.95E-05,4.95E-05,-0.046981431,0.004505069,-0.001782225,-0.001287162,-0.000742594,-0.000742594,9.90E-05,0,-4.95E-05
4.496402878,0.042586575,-0.003462323,0.001335468,0.000939773,0.000494618,0.000494618,-4.95E-05,-4.95E-05,4.95E-05,-0.038332864,0.003511785,-0.001335468,-0.000939773,-0.000494618,-0.000494618,0,0,-4.95E-05
4.498425551,0.039978588,-0.003656879,0.001433101,0.000988346,0.000444756,0.000494173,-4.94E-05,-4.94E-05,4.94E-05,-0.036667629,0.003706297,-0.001433101,-0.000988346,-0.000444756,-0.000494173,4.94E-05,0,-4.94E-05
4.500450045,0.05006406,-0.004196691,0.001678677,0.001234321,0.00069122,0.000740593,-9.87E-05,0,0,-0.045423013,0.004246064,-0.001678677,-0.001234321,-0.000740593,-0.000740593,4.94E-05,-4.94E-05,-4.94E-05
4.502476362,0.047651244,-0.004390228,0.001825151,0.001331867,0.000739926,0.000789255,-9.87E-05,4.93E-05,4.93E-05,-0.043902285,0.004488885,-0.001775823,-0.001282539,-0.000690598,-0.000739926,9.87E-05,-4.93E-05,0
4.504504505,0.04854474,-0.00468198,0.001872792,0.001330668,0.000689976,0.00073926,-9.86E-05,0,4.93E-05,-0.045045576,0.004731264,-0.001872792,-0.001330668,-0.000689976,-0.00073926,4.93E-05,-4.93E-05,-4.93E-05
4.506534475,0.075484322,-0.006401149,0.002658939,0.00256046,0.001821866,0.002018824,-0.000541636,0.000640115,-0.000147719,-0.069526329,0.006450389,-0.002609699,-0.00251122,-0.001821866,-0.001969584,0.000541636,-0.000590875,0.000147719
4.508566276,0.060756121,-0.005460672,0.002262981,0.001869419,0.001180686,0.001229881,-0.000245976,0.000196781,0,-0.055934988,0.005509867,-0.002262981,-0.001869419,-0.001180686,-0.001229881,0.000245976,-0.000196781,0
4.51059991,0.052345698,-0.005160843,0.00221179,0.001769432,0.000983018,0.00113047,-0.000245754,0.000196604,0,-0.048855985,0.005259145,-0.00221179,-0.001720281,-0.000983018,-0.00113047,0.000245754,-0.000196604,0
4.512635379,0.055686839,-0.004763336,0.002062476,0.001767836,0.001080344,0.001227664,-0.000245533,0.000294639,0,-0.050972609,0.004861549,-0.002013369,-0.00171873,-0.001031238,-0.001178557,0.000294639,-0.000245533,4.91E-05
4.514672686,0.055293156,-0.005151536,0.002207801,0.001864366,0.001128432,0.001275618,-0.000245311,0.000294373,0,-0.051220989,0.005249661,-0.002158739,-0.001815303,-0.00107937,-0.001226556,0.000294373,-0.000245311,4.91E-05
4.516711834,0.069262377,-0.005735101,0.00240188,0.002205808,0.001519557,0.001617593,-0.000343126,0.000392144,-4.90E-05,-0.063380222,0.005784119,-0.002352862,-0.00215679,-0.001470539,-0.001568575,0.000392144,-0.000392144,9.80E-05
